episode,transition_count,value_mean,gae_return_target_mean,value_target_mae,value_target_correlation,explained_variance
63,200,11.225507531166077,251.02019690036775,239.98808296203615,-0.35483301896643105,-2.728942114527122e-05
64,200,11.360726370811463,272.52512968063354,261.1644033098221,-0.24917279740498807,-1.7825387467196308e-05
65,200,11.49600435256958,244.12757970809938,232.8333407974243,-0.3425198892840514,-2.0312007896094997e-05
66,200,11.631369142532348,265.4251471328735,253.7937779903412,-0.26815276347676825,-1.73844209243601e-05
67,200,11.766805968284608,288.8464070892334,277.0796011209488,-0.3364278195856768,-2.349519560729263e-05
68,200,11.901523008346558,290.14175481796264,278.2402318096161,-0.37558699226276254,-2.3944108540341347e-05
69,200,12.036183109283447,270.3564919090271,258.32030879974366,-0.2815193212272406,-1.7164913850509222e-05
70,200,12.171381916999817,268.1360364246368,256.186493897438,-0.2907223080237485,-1.5551712355676983e-05
71,200,12.306434698104859,328.20309825897215,315.8966635608673,-0.12423632498007758,-7.195241526147811e-06
72,200,12.440803127288818,286.7127535057068,274.27195037841796,-0.23311866242385829,-1.12480607890042e-05
73,200,12.575555081367492,268.92910181045534,256.35354672908784,-0.35787788368414053,-1.9872085105454573e-05
74,200,12.709998359680176,277.0909988975525,264.3810005378723,-0.17697658689875392,-9.924795777216389e-06
75,200,12.844566593170166,269.8164341926575,256.9718675994873,-0.18748869006032134,-9.803088912185842e-06
76,200,12.979168429374695,284.268026599884,271.28885817050934,-0.3479060754315679,-1.9428871474103104e-05
77,200,13.113687300682068,267.2782323074341,254.164545006752,-0.4138969567956858,-2.1276709041284647e-05
78,200,13.247881288528442,271.35046840667724,258.1025871181488,-0.3037952829639748,-1.4436134659900901e-05
79,200,13.38252989768982,299.09765592575076,285.7151260280609,-0.26657625424373543,-1.068943160320579e-05
80,200,13.516797170639038,281.8600569152832,268.3432597446442,-0.18349511954959666,-9.477676755409448e-06
81,200,13.65101414680481,301.10847299575806,287.45745884895325,-0.35353512129302433,-1.5468794225093063e-05
82,200,13.78512387752533,271.39891930580137,257.61379542827603,-0.15170506692110958,-6.8821230969629e-06
83,200,13.919589428901672,294.7021785545349,280.78258912563325,-0.2134497556194881,-9.204207236601647e-06
84,200,14.0536177444458,296.3834081840515,282.3297904396057,-0.343175673544534,-1.4651063239723428e-05
85,200,14.187582459449768,288.5448634910583,274.3572810316086,-0.19558965600612988,-7.504823788195836e-06
86,200,14.321510405540467,239.81793954849243,225.83040935993193,-0.3966887367161374,-1.4340672101598173e-05
87,200,14.455724363327027,283.1178786277771,268.66215426445007,-0.21307619435495573,-1.0081454012489388e-05
88,200,14.589671754837036,274.7535659599304,260.16389420509336,-0.26283654155940606,-1.0509449655859981e-05
89,200,14.723550195693969,269.0556106948853,254.33206049919127,-0.29387698850068716,-1.3132979668428746e-05
90,200,14.857493882179261,264.94772359848025,250.09022971630097,-0.3043361319219045,-1.4357552050592304e-05
91,200,14.991524596214294,285.11680948257447,270.1252848863602,-0.23552704817308856,-8.584827504209969e-06
92,200,15.12507472038269,260.4612497138977,245.33617499351502,-0.33567616244128395,-1.4603447362260269e-05
93,200,15.258913645744324,246.40297053813936,231.37709060668945,-0.3572235718141796,-1.4414169246634856e-05
94,200,15.392579998970032,239.70923426151276,224.59421831130982,-0.33718677950249576,-1.2171858065901375e-05
95,200,15.526757907867431,295.9158374977112,280.38907958984373,-0.15708868808601534,-5.75838378824578e-06
96,200,15.660253486633302,284.3048438835144,268.6445903968811,-0.2119064975697085,-6.9267080977652995e-06
97,200,15.794099631309509,293.27598306655887,277.4818834352493,-0.14498121941350553,-4.1244644688465115e-06
98,200,15.927655262947082,292.15037855148313,276.2227232885361,-0.3045121005471576,-1.0651609925194094e-05
99,200,16.06122031211853,295.31809927940367,279.25687896728516,-0.20725602850758035,-6.291269584624004e-06
100,200,16.194992237091064,302.37409048080445,286.1790982437134,-0.4148324846669363,-1.4604333257839386e-05
101,200,16.328450412750243,272.51937578201296,256.1909253692627,-0.19999708785491072,-5.975928456081192e-06
102,200,16.46193519592285,269.131168384552,252.66923318862916,-0.31956575543481414,-1.0217497280917698e-05
103,200,16.595461854934694,285.5676739692688,268.9722121143341,-0.12661868243157975,-4.6723229212286554e-06
104,200,16.728958902359008,229.26681650161743,212.89447003364563,-0.3639941503948789,-1.1599321529942586e-05
105,200,16.862463150024414,281.89878652572634,265.0363233757019,-0.1555010443530047,-3.950981538825005e-06
106,200,16.9958034992218,252.86538668632508,236.18680812835694,-0.3822447253020767,-1.0104257762710844e-05
107,200,17.129401264190673,257.6869990825653,240.8264520549774,-0.37507314606991476,-1.0076447353846163e-05
108,200,17.262761011123658,290.49576746940613,273.2330064582825,-0.27001508191500695,-7.629806483722135e-06
109,200,17.396178789138794,258.4052416038513,241.32586688041687,-0.26158908375053413,-6.471058445534084e-06
110,200,17.52953085899353,291.3279701805115,273.79843932151795,-0.2090255621818201,-6.444902393099028e-06
111,200,17.66309287071228,318.5650885391235,300.90199566841125,-0.2028811742115604,-5.236926956753152e-06
112,200,17.796286029815676,304.6717286491394,286.87544261932374,-0.1886986014824625,-5.634703990953227e-06
113,200,17.929457206726074,266.4474305152893,248.51797330856323,-0.20763211578638144,-5.421594795773643e-06
114,200,18.062785844802857,265.09232481002806,247.0295389652252,-0.26536313182275095,-8.026915051750905e-06
115,200,18.196111764907837,300.77667863845824,282.5805668735504,-0.2945626571306863,-7.025016963480013e-06
116,200,18.329282388687133,213.61302920341492,195.7730002784729,-0.39075362655306245,-9.105551244115162e-06
117,200,18.462573461532592,287.5774117851257,269.1148383235931,-0.25767303806045666,-5.523557493614106e-06
118,200,18.595644884109497,263.6155068397522,245.0198619556427,-0.3701316698005382,-1.0465720900132425e-05
119,200,18.729013395309448,292.8872862815857,274.1582728862762,-0.31814959142974397,-8.894168788797785e-06
120,200,18.862125415802,300.1442775917053,281.2821521759033,-0.2368663337833885,-5.34585574341051e-06
121,200,18.99527618408203,281.82432889938354,262.8290527153015,-0.13857095919646775,-3.4490525879782297e-06
122,200,19.1284774017334,290.3089267158508,271.1804493141174,-0.1743673235656122,-3.7062281470490177e-06
123,200,19.261587572097778,287.14229654312135,267.8807089710236,-0.23707925660218931,-5.128504819040813e-06
124,200,19.394548540115355,276.59054265975954,257.1959941196442,-0.345179783144058,-7.79475243306571e-06
125,200,19.527792596817015,288.1618537139893,268.6340611171722,-0.2480727567110116,-5.4317478528354e-06
126,200,19.660892028808593,229.5368616580963,210.3546214580536,-0.41768203701619566,-7.920020649310189e-06
127,200,19.793911170959472,245.0701425743103,225.55832586288452,-0.3814196502404794,-8.43884489554192e-06
128,200,19.92694806098938,264.28371335983275,244.35676529884338,-0.3307788500156739,-7.003332586519306e-06
129,200,20.059945917129518,256.62813506126406,236.8793486404419,-0.33130991942631927,-7.445066826594626e-06
130,200,20.19309944152832,288.8001628112793,268.60706336975096,-0.24751647025910295,-6.191333484784067e-06
131,200,20.326014223098756,276.89900693893435,256.5729927158356,-0.4305239183592989,-9.586822955265362e-06
132,200,20.45909055709839,247.22327036857604,227.07807141304016,-0.39391540901993827,-8.586147039801872e-06
133,200,20.59191388130188,269.6386685752869,249.04675469398498,-0.25211710097973317,-5.44240568278731e-06
134,200,20.725063247680666,246.2714433336258,225.97324943065644,-0.23868702671096848,-3.6670807426197882e-06
135,200,20.857996549606323,287.0894209098816,266.23142436027524,-0.2772651042881076,-5.557985463866544e-06
136,200,20.990943365097046,277.9514211845398,256.96047781944276,-0.2920676045660166,-5.931972108186301e-06
137,200,21.123846883773805,288.8878027153015,267.7639558315277,-0.3346950627479219,-6.134043645023013e-06
138,200,21.25673851966858,244.05805366516114,223.1137103176117,-0.3051050160308549,-5.123348370661418e-06
139,200,21.38959984779358,269.6704965019226,248.28089665412904,-0.29134904635913106,-5.872039915422178e-06
140,200,21.522595748901367,293.06944524765015,271.54684949874877,-0.307737332831438,-6.118245236441666e-06
141,200,21.655452041625978,278.7993245506287,257.1438725090027,-0.1779877653924538,-3.0215662343291427e-06
142,200,21.788352918624877,285.0857732009888,263.2974202823639,-0.39443616305411755,-7.291694267719251e-06
143,200,21.921154975891113,219.37905780315398,198.03207260608673,-0.49860286807096355,-7.649163760170552e-06
144,200,22.054098110198975,252.80365816116333,230.74956005096436,0.005602704503089968,1.256983944708523e-07
145,200,22.18691544532776,284.69758546829223,262.51067002296446,-0.24723737902391107,-4.9606933900658845e-06
146,200,22.3196861743927,269.3289862251282,247.00930005073548,-0.36283630948728096,-6.958246502541954e-06
147,200,22.452539329528808,282.59221952438355,260.13968019485475,-0.3228667447603362,-5.546684993973372e-06
148,200,22.585395412445067,284.7343056678772,262.14891025543216,-0.19088839899053703,-3.096347594766513e-06
149,200,22.71818851470947,297.98566362380984,275.26747510910036,-0.23365248140854755,-4.330455599665939e-06
150,200,22.85092679977417,287.13771249771116,264.28678569793703,-0.24034496508856484,-3.963111749660797e-06
151,200,22.983759880065918,302.215936832428,279.23217695236207,-0.1825621685565388,-2.719115416605078e-06
152,200,23.116571407318116,295.83194736480715,273.1153851318359,-0.3124952961938591,-4.2708161374083176e-06
153,200,23.249310741424562,286.9879072761536,263.738596534729,-0.177406546460358,-2.563995194382329e-06
154,200,23.38198070526123,275.82578216552736,252.44380146026612,-0.36292040305482615,-5.873719467919258e-06
155,200,23.51474769592285,274.9106641960144,251.39591650009154,-0.2444138443083743,-3.920416335567722e-06
156,200,23.647466926574708,267.64815587997435,244.00068895339965,-0.2717613347444878,-4.515388606352033e-06
157,200,23.780167636871337,286.8442777824402,263.06411014556886,-0.21858702790920315,-3.5835470666434333e-06
158,200,23.91295539855957,278.058881816864,254.14592641830444,-0.18835041808817532,-2.765866802034722e-06
159,200,24.045634708404542,236.7274322605133,213.0515543270111,-0.32926248783050893,-4.875824128891537e-06
160,200,24.178287000656127,255.60366971969606,231.42538271903993,-0.2728384266429341,-4.350241544770483e-06
161,200,24.31102825164795,278.1434236335754,253.83239538192748,-0.37832402710477336,-4.947583535974687e-06
162,200,24.443747959136964,263.3125550079346,238.8688070487976,-0.15895724487023438,-2.583946509870927e-06
163,200,24.576408758163453,274.25943449020383,249.6830257320404,-0.20540257807822626,-3.111931877075591e-06
164,200,24.709110851287843,249.9008275127411,225.57901242256165,-0.2527049068785783,-3.3472153979641206e-06
165,200,24.841760654449462,277.9942177295685,253.15245707511903,-0.20800218341509086,-3.386390364568115e-06
166,200,24.97440463066101,279.200910320282,254.22650568962098,-0.28932315361683364,-5.1871088084798345e-06
167,200,25.107055177688597,272.3012257194519,247.1941705417633,-0.29811802313101804,-4.907646019791656e-06
168,200,25.23970666885376,293.7381112861633,268.4984046173096,-0.3310114840618615,-4.5108727859677344e-06
169,200,25.372343711853027,272.0073770236969,246.63503331184387,-0.32577579861726197,-5.703715816540722e-06
170,200,25.504947423934937,278.0654232597351,252.56047583580016,-0.18781433130277025,-2.610697287463992e-06
171,200,25.637557525634765,274.29819564819337,248.71055616378783,-0.31762163166515556,-4.186019568752641e-06
172,200,25.77015624046326,247.8704863834381,222.52858528137207,-0.4382821821492089,-5.956163533715753e-06
173,200,25.902813472747802,285.3558012962341,259.45298782348635,-0.23674893130498278,-3.356486767858158e-06
174,200,26.035444469451903,297.3378036689758,271.30235919952395,-0.31949150560411016,-4.352472706470323e-06
175,200,26.168057584762572,315.5609734916687,289.3929159069061,-0.19279741304151127,-2.1958562084201105e-06
176,200,26.300537395477296,281.7619926071167,255.46145521163942,-0.10480706273937584,-1.3326344656672262e-06
177,200,26.433110399246218,276.7664455413818,250.3333351421356,-0.355934214188611,-5.576937794016246e-06
178,200,26.565732583999633,288.9452590560913,262.3795264720917,-0.2796170583927397,-3.137246881834699e-06
179,200,26.69832232475281,294.33397943496703,267.63565711021425,-0.2602404451947781,-3.1684355867866998e-06
180,200,26.830837230682373,285.29665594100953,258.46581871032714,-0.2666066852550994,-3.6360052997341796e-06
181,200,26.963409662246704,286.43877965927123,259.47536999702453,-0.21299343416466068,-3.0784914772929994e-06
182,200,27.095938682556152,274.85456441879273,247.75862573623658,-0.27269259949181485,-2.7992149316258264e-06
183,200,27.228445100784302,277.78146295547486,250.55301785469055,-0.2683983472312428,-3.1722786075771836e-06
184,200,27.361024503707885,299.592161397934,272.2311368942261,-0.33680919655975156,-3.996166521469391e-06
185,200,27.493496437072753,278.1998222541809,250.76659700393677,-0.36152766794124963,-4.151812413866196e-06
186,200,27.62607192993164,270.30784196853637,243.0693272972107,-0.36119597395225156,-3.8078794841744923e-06
187,200,27.758557891845705,277.89769456863405,250.13913667678833,-0.297534204980275,-3.6536948673226988e-06
188,200,27.891044836044312,284.0631823158264,256.1721374797821,-0.3854459435444894,-4.3843171855240115e-06
189,200,28.023624086380003,301.56623746871946,273.5426133823395,-0.2986619194500055,-3.9915930634126795e-06
190,200,28.156083698272706,293.4725894355774,265.3165057373047,-0.37229775158459544,-4.4395770517624555e-06
191,200,28.288600225448608,284.5840138053894,256.29541357994077,-0.45705365280496263,-4.9962622301613635e-06
192,200,28.421079149246214,288.56151762008665,260.1404384708405,-0.2657915076414104,-2.6919865339092297e-06
193,200,28.553596401214598,289.3628571510315,260.8092607498169,-0.17785258225860975,-2.0299546410473823e-06
194,200,28.686029577255248,284.49540281295776,255.8093732357025,-0.2759491555694523,-2.9948352946451706e-06
195,200,28.818523025512697,279.55385416030884,250.73533113479616,-0.18439958475149038,-1.95767051436313e-06
196,200,28.95097541809082,299.50070880889893,270.5497333908081,-0.26687178335240663,-2.7896306880048627e-06
197,200,29.083434085845948,272.9872771263123,243.9038430404663,-0.3322588290687187,-4.435430460913992e-06
198,200,29.215925283432007,312.25100498199464,283.03507969856264,-0.3248911418385069,-2.963287643487078e-06
199,200,29.348382263183595,245.25921228408814,216.45172235488891,-0.4276954500664186,-3.8979712018161194e-06
200,200,29.480855464935303,298.9346511650085,269.4537957000732,-0.2927600015213125,-2.971584563082885e-06
201,200,29.61329578399658,303.89907747268677,274.2857816886902,-0.304004895385896,-2.4121805399790475e-06
202,200,29.745668382644652,273.54707162857056,243.8014032459259,-0.18682591825048075,-2.0193445078309225e-06
203,200,29.878136472702025,273.2629670143127,243.3848305416107,-0.26839253221727094,-2.585186189119071e-06
204,200,30.01056746482849,299.80716424942017,269.79659678459166,-0.2867110736041418,-3.3417989575568186e-06
205,200,30.14302661895752,302.09363987922666,272.01310307502746,-0.34152983402984016,-3.6722195657645784e-06
206,200,30.275437984466553,287.12818019866944,256.85274221420286,-0.21975477525395765,-1.9063080576309233e-06
207,200,30.407808542251587,258.23815259933474,227.83034405708312,-0.3131085726367729,-2.8643098264335976e-06
208,200,30.540269317626954,278.864854221344,248.70487157821654,-0.20391491083407864,-1.7144834163485e-06
209,200,30.67270203590393,291.3897050666809,260.717003030777,-0.20890649668754543,-1.8263491754488825e-06
210,200,30.805085401535035,274.69590934753415,244.3589982509613,-0.4301048455802227,-3.2609553597406915e-06
211,200,30.937475538253786,278.49687085151675,248.07295541763307,-0.25836441145179107,-2.1003533092756044e-06
212,200,31.069880199432372,301.6543279457092,270.58444774627685,-0.3191554448836239,-3.1201064263353118e-06
213,200,31.20224669456482,289.17133249282836,257.96908579826356,-0.22550800305081417,-2.0093763057893455e-06
214,200,31.33464069366455,272.33092091560366,241.07061766624452,-0.163507128052384,-1.81310084790276e-06
215,200,31.467057046890258,302.4475649833679,270.98050793647764,-0.18897885182063473,-1.4276461695050813e-06
216,200,31.59943860054016,277.6402184867859,246.04077988624573,-0.2969898043192611,-2.6148513705415155e-06
217,200,31.731813669204712,296.03229345321654,264.3004797840118,-0.26062116628526405,-1.950046871979083e-06
218,200,31.86418851852417,304.8825701713562,273.01838165283203,-0.20266494896846443,-1.979153400721856e-06
219,200,31.996544761657717,282.1636234092712,250.16707864761352,-0.30397960960411724,-2.929484458125131e-06
220,200,32.12892557144165,292.57194591522216,260.88552087783813,-0.2542219736544823,-1.8665930008321396e-06
221,200,32.26129512786865,301.2926560020447,269.031360874176,-0.15309165042267456,-1.32937889851803e-06
222,200,32.3936382484436,275.030969619751,242.63733137130737,-0.300329869640758,-2.186699635364775e-06
223,200,32.52602735519409,294.55089887619016,262.0248715209961,-0.19066811088617733,-1.469712272328394e-06
224,200,32.65833221435547,291.1670351982117,258.5087029838562,-0.2509121934322171,-2.345577484241801e-06
225,200,32.79069469451904,266.64108731269835,234.43122527122497,-0.37343923054095474,-2.775039058322548e-06
226,200,32.92307497024536,298.99951134681703,266.13245385169984,-0.3796577603211266,-3.4011277338930057e-06
227,200,33.0553861618042,293.33154291152954,260.2761567497253,-0.2635473924827478,-2.27915908368459e-06
228,200,33.187705974578854,280.32056383132937,247.1328578567505,-0.282703711765618,-1.9727109852318847e-06
229,200,33.32007986068726,282.76817056655887,249.44809070587158,-0.2733713208673488,-2.060206822918076e-06
230,200,33.45237266540527,266.98708349227906,233.53471082687378,-0.3626777943458497,-3.46891846203512e-06
231,200,33.58471019744873,277.57621812820435,243.9915079307556,-0.35597700933562226,-3.2797156448438614e-06
232,200,33.7170295715332,249.19697694778444,215.9087145423889,-0.4105017488750326,-2.899456537752698e-06
233,200,33.8493731880188,304.3085230064392,270.4591498184204,-0.31810634786542125,-2.5095020310672567e-06
234,200,33.98168581008911,285.67743049621583,251.74327478408813,-0.37500382288659734,-2.6999791400417195e-06
235,200,34.11400217056274,279.77598344802857,245.66198127746583,-0.2858014701456438,-1.9964314434961494e-06
236,200,34.24629362106323,279.63643800735474,245.3901443862915,-0.2468876930895758,-1.7249191075485726e-06
237,200,34.37861082077026,275.7768954658508,241.39828464508057,-0.23392005271598643,-1.704373980837559e-06
238,200,34.51093547821045,286.6957279777527,252.18479249954223,-0.2623634638911678,-2.0858893698960657e-06
239,200,34.64321552276611,265.6627346420288,231.0859264755249,-0.2887448732284346,-2.2960386325543425e-06
240,200,34.77552457809448,275.5229944896698,240.8405802822113,-0.2988069412341266,-2.241588255014193e-06
241,200,34.907828407287596,272.71746809005737,237.80963968276978,-0.3611853562025543,-2.5289241465387136e-06
242,200,35.04016405105591,305.20760663986204,270.1674425888061,-0.3021925653168496,-2.020132684910081e-06
243,200,35.17242395401001,289.3589786338806,254.1865546798706,-0.3960007694995578,-2.7159226250184076e-06
244,200,35.30473825454712,302.44635206222534,267.1416138076782,-0.17025348852686512,-1.114854351058625e-06
245,200,35.43700035095215,289.30430227279663,253.86730192184447,-0.264595523346691,-1.9691913626385116e-06
246,200,35.56931495666504,281.95563077926636,246.38631582260132,-0.23781610176220017,-1.8496017109015384e-06
247,200,35.701563110351564,283.0816937828064,247.38013067245484,-0.2433762961612095,-1.7033671100286085e-06
248,200,35.83387594223022,256.97193574905396,222.0178993988037,-0.4383955976999518,-2.6414370466465442e-06
249,200,35.96613887786865,282.8742700004578,246.9081311225891,-0.12923049347647972,-8.073209341041832e-07
250,200,36.098398971557614,283.4654968643188,247.36709789276122,-0.19845251432902183,-1.2977691736804076e-06
251,200,36.230658016204835,283.7344919204712,247.54393068313598,-0.26984575204509714,-1.9629838503565367e-06
252,200,36.3629274559021,247.22081354141235,211.37354160308837,-0.39478727171847977,-2.333114620833854e-06
253,200,36.495203475952145,272.03244157791136,235.53723810195922,-0.20406412509364708,-1.3976689077210835e-06
254,200,36.62744850158691,287.3453317260742,250.72554538726806,-0.2550268503649337,-1.5887230735422975e-06
255,200,36.75972509384155,282.96832468032835,246.20859958648683,-0.2516486045369389,-1.4529423246756323e-06
256,200,36.8920086479187,284.10907091140746,247.21706226348877,-0.25009642100573864,-1.876507580877984e-06
257,200,37.024221115112304,246.05379299163818,209.5152885055542,-0.40861408681071926,-2.252994867335545e-06
258,200,37.15652004241943,272.28967076301575,235.88375960350038,-0.4651838607168015,-2.6805454433898035e-06
259,200,37.28874744415283,284.855285949707,247.5665385055542,-0.2062509751301145,-1.2516847718302415e-06
260,200,37.4210146522522,283.89624425888064,246.47522960662843,-0.20380897863887162,-1.4215031973741077e-06
261,200,37.55325847625733,288.3970519065857,250.98961961746215,-0.21105346479428205,-1.137020713803949e-06
262,200,37.68549240112305,275.8750583457947,238.18956594467164,-0.34151582880164816,-2.3348400999267938e-06
263,200,37.81775457382202,279.2673072719574,242.2586254787445,-0.41016347908059575,-2.2250439417614842e-06
264,200,37.949981155395506,301.09707372665406,263.14709257125855,-0.19444608835749583,-1.189638625831435e-06
265,200,38.08220676422119,290.2798386573792,252.19763189315796,-0.4499941680331691,-2.3956718386841658e-06
266,200,38.21448770523071,306.39750012397764,268.3273289966583,-0.22259648071248675,-1.3260359725819626e-06
267,200,38.34668130874634,279.74211935043337,241.39543804168702,-0.29455498239415456,-1.7464271533373932e-06
268,200,38.478933010101315,260.16045559883116,222.25813481330871,-0.1981093926257203,-1.1978083649388793e-06
269,200,38.61113346099854,276.54874227523806,237.9376088142395,-0.1536581759051252,-1.049860335777808e-06
270,200,38.74336601257324,279.33781396865845,240.61814210891723,-0.33800944695447643,-1.87113556737728e-06
271,200,38.8756040763855,296.3961575126648,257.5205534362793,-0.25261818934062324,-1.613691345436763e-06
272,200,39.007836475372315,282.3247799873352,243.3169435119629,-0.3211635306247855,-2.0579171891021986e-06
273,200,39.14002899169922,279.12668241500853,240.06515989303588,-0.24276941235469154,-1.3213120957367153e-06
274,200,39.27225635528564,282.4587929916382,243.24211460113526,-0.22325901633152181,-1.2431802252077517e-06
275,200,39.40449361801147,280.79077318191526,241.43585639953614,-0.34021179969362825,-1.8251729283491613e-06
276,200,39.536709480285644,290.59941904067995,251.0627095603943,-0.3079257058359332,-1.7129349119127113e-06
