episode,transitions,optimizer_steps,loss_mean,loss_last,gradient_norm_mean,target_std,update_count
29,200,4,0.42386411130428314,0.45039379596710205,0.03306024707853794,0.9999999403953552,116
30,200,4,0.41270796954631805,0.48035484552383423,0.032692153472453356,0.9999999403953552,120
31,200,4,0.41960448771715164,0.426295667886734,0.028150600846856833,0.9999999403953552,124
32,200,4,0.4204956889152527,0.4891371726989746,0.02478274144232273,1.0,128
33,200,4,0.4217028319835663,0.39700576663017273,0.03186571318656206,0.9999999403953552,132
34,200,4,0.3976788893342018,0.4000788927078247,0.0276206829585135,1.0,136
35,200,4,0.43380824476480484,0.42294129729270935,0.026779006933793426,0.9999999403953552,140
36,200,4,0.4152018278837204,0.45505964756011963,0.034893506206572056,1.0,144
37,200,4,0.4150351211428642,0.36608266830444336,0.02282824646681547,1.0,148
38,200,4,0.4397948086261749,0.48573291301727295,0.017816027626395226,1.0,152
39,200,4,0.40179169923067093,0.30042290687561035,0.031080137006938457,1.0,156
40,200,4,0.43273261934518814,0.4596254527568817,0.03544909507036209,1.0,160
41,200,4,0.42862460017204285,0.4623197019100189,0.020181146450340748,1.0,164
42,200,4,0.42738615721464157,0.46637439727783203,0.030216744169592857,1.0,168
43,200,4,0.43038441985845566,0.40770605206489563,0.01985001051798463,1.0,172
44,200,4,0.41316261887550354,0.38481858372688293,0.02869356144219637,1.0,176
45,200,4,0.4244922623038292,0.3589833974838257,0.02431563730351627,1.0,180
46,200,4,0.41213396191596985,0.3948078155517578,0.024775888305157423,1.0,184
47,200,4,0.4154179245233536,0.47066551446914673,0.025019444525241852,1.0,188
48,200,4,0.44789009541273117,0.46465492248535156,0.025412364397197962,1.0,192
49,200,4,0.4343186765909195,0.363888680934906,0.029953456483781338,1.0,196
50,200,4,0.43369870632886887,0.44549405574798584,0.02492968598380685,0.9999999403953552,200
51,200,4,0.4189530164003372,0.3450411856174469,0.0335545064881444,1.0,204
52,200,4,0.4052416533231735,0.38877710700035095,0.028880641795694828,0.9999999403953552,208
53,200,4,0.43358371406793594,0.4852617084980011,0.04544247640296817,1.0,212
54,200,4,0.4275744929909706,0.45876726508140564,0.03458853578194976,1.0,216
55,200,4,0.43147335946559906,0.3784254789352417,0.050887937657535076,1.0,220
56,200,4,0.398696169257164,0.4129369854927063,0.030240808613598347,1.0,224
57,200,4,0.38519904017448425,0.3913151025772095,0.02722601918503642,1.0,228
58,200,4,0.43841496855020523,0.46060746908187866,0.03353573987260461,1.0,232
59,200,4,0.3960655704140663,0.38627535104751587,0.04545823624357581,1.0,236
60,200,4,0.40302450954914093,0.38745659589767456,0.024670167826116085,0.9999999403953552,240
61,200,4,0.4194873198866844,0.38261663913726807,0.039419389329850674,1.0,244
62,200,4,0.4315144121646881,0.3390142023563385,0.034560215193778276,1.0,248
63,200,4,0.4120837152004242,0.4022597670555115,0.036630322225391865,1.0,252
64,200,4,0.4145527184009552,0.3747216463088989,0.02848036214709282,1.0,256
65,200,4,0.42031189799308777,0.45330941677093506,0.037289978470653296,1.0,260
66,200,4,0.4273606464266777,0.4642634391784668,0.03304590471088886,1.0,264
67,200,4,0.4148653373122215,0.4828580617904663,0.035537514835596085,0.9999999403953552,268
68,200,4,0.4205426946282387,0.44686439633369446,0.02999102883040905,1.0,272
69,200,4,0.43543490767478943,0.4592706859111786,0.029591874685138464,1.0,276
70,200,4,0.4328250512480736,0.5503045320510864,0.03760057361796498,1.0,280
71,200,4,0.4084716737270355,0.37500879168510437,0.02883681608363986,1.0,284
72,200,4,0.4303485155105591,0.40699470043182373,0.030332838650792837,1.0,288
73,200,4,0.4235617071390152,0.37370479106903076,0.034749922808259726,1.0,292
74,200,4,0.39147331565618515,0.39074650406837463,0.03493218682706356,0.9999999403953552,296
75,200,4,0.4289125055074692,0.4466947317123413,0.04357501398772001,1.0,300
76,200,4,0.4212135002017021,0.42529600858688354,0.027226165402680635,1.0,304
77,200,4,0.41934143006801605,0.44449031352996826,0.041072689928114414,0.9999999403953552,308
78,200,4,0.4014562889933586,0.40207597613334656,0.040356524754315615,1.0,312
79,200,4,0.4254032075405121,0.428890585899353,0.03899576235562563,1.0,316
80,200,4,0.4215664118528366,0.43745607137680054,0.03205359913408756,1.0,320
81,200,4,0.4348888322710991,0.4310853183269501,0.035076829604804516,0.9999999403953552,324
82,200,4,0.4211488366127014,0.507453203201294,0.03627059608697891,1.0,328
83,200,4,0.4215291887521744,0.422191858291626,0.046247728168964386,1.0,332
84,200,4,0.4096251577138901,0.3426476716995239,0.03300093486905098,1.0,336
85,200,4,0.4092644602060318,0.44654813408851624,0.02784212538972497,1.0,340
86,200,4,0.44651319831609726,0.5247460007667542,0.03047302784398198,1.0,344
87,200,4,0.42629315704107285,0.3961107134819031,0.040809846483170986,0.9999999403953552,348
88,200,4,0.4249262437224388,0.43147245049476624,0.029978673439472914,1.0,352
89,200,4,0.43494364619255066,0.43130478262901306,0.04637783579528332,0.9999999403953552,356
90,200,4,0.4189603328704834,0.4783051311969757,0.02813397953286767,0.9999999403953552,360
91,200,4,0.44239717721939087,0.43508920073509216,0.03158708801493049,1.0,364
92,200,4,0.42378950119018555,0.4725416898727417,0.035365242045372725,1.0,368
93,200,4,0.42010655254125595,0.49595579504966736,0.029281191062182188,1.0,372
94,200,4,0.4298517256975174,0.43295180797576904,0.027217081747949123,1.0,376
95,200,4,0.4213852882385254,0.44550588726997375,0.02496451325714588,1.0,380
96,200,4,0.4292101338505745,0.3975529968738556,0.03258611215278506,1.0,384
97,200,4,0.4247349575161934,0.3736894428730011,0.029160522390156984,1.0,388
98,200,4,0.4143953323364258,0.47440651059150696,0.021983355283737183,1.0,392
99,200,4,0.4255964756011963,0.35708996653556824,0.03691040724515915,1.0,396
100,200,4,0.43216589093208313,0.35181593894958496,0.03246581368148327,1.0,400
101,200,4,0.4261196702718735,0.4211937189102173,0.027215042151510715,1.0,404
102,200,4,0.42603885382413864,0.4367872476577759,0.024381127208471298,1.0,408
103,200,4,0.4000624120235443,0.315338134765625,0.02866985835134983,1.0,412
104,200,4,0.4263337627053261,0.4308973550796509,0.020319707691669464,1.0,416
105,200,4,0.4366326481103897,0.5664093494415283,0.029261467047035694,1.0,420
106,200,4,0.42003798484802246,0.45984628796577454,0.02915226388722658,0.9999999403953552,424
107,200,4,0.4317200854420662,0.4081682562828064,0.024889875669032335,1.0,428
108,200,4,0.422321617603302,0.4656343460083008,0.023393725976347923,1.0,432
109,200,4,0.4367024898529053,0.4538147747516632,0.028589720837771893,1.0,436
110,200,4,0.4230322390794754,0.4723493754863739,0.03852404514327645,1.0,440
111,200,4,0.4260502904653549,0.33359214663505554,0.026291570160537958,1.0,444
112,200,4,0.4195511266589165,0.4410703480243683,0.03233600337989628,1.0,448
113,200,4,0.41209620237350464,0.378930926322937,0.03473464120179415,1.0,452
114,200,4,0.40685418248176575,0.3905831277370453,0.02007960923947394,1.0,456
115,200,4,0.4307953715324402,0.42766016721725464,0.030492322519421577,1.0,460
116,200,4,0.4330042526125908,0.4533003270626068,0.03052929462864995,1.0,464
117,200,4,0.42367853969335556,0.38483867049217224,0.034074807073920965,1.0,468
118,200,4,0.41069305688142776,0.4112820327281952,0.04483486991375685,1.0,472
119,200,4,0.42455505579710007,0.3863770067691803,0.028269071131944656,1.0,476
120,200,4,0.43214506655931473,0.40434005856513977,0.03527528326958418,1.0,480
121,200,4,0.4225054234266281,0.4428355395793915,0.02958744834177196,1.0,484
122,200,4,0.4335112199187279,0.4843486249446869,0.03496579825878143,1.0,488
123,200,4,0.4235185384750366,0.3975864052772522,0.0343627342954278,1.0,492
124,200,4,0.43470409512519836,0.4596424102783203,0.040699607226997614,1.0,496
125,200,4,0.4280693158507347,0.4336126744747162,0.03175052907317877,1.0,500
126,200,4,0.427776500582695,0.4309650659561157,0.016895319800823927,0.9999999403953552,504
127,200,4,0.42043230682611465,0.4685216546058655,0.0297165981028229,0.9999999403953552,508
128,200,4,0.4331415519118309,0.3595796823501587,0.03874848270788789,1.0,512
129,200,4,0.41169507801532745,0.3649197518825531,0.022988689597696066,1.0,516
130,200,4,0.4189269468188286,0.3337072730064392,0.019474582048133016,1.0,520
131,200,4,0.4387168139219284,0.4620186984539032,0.017281286884099245,1.0,524
132,200,4,0.41427549719810486,0.3264498710632324,0.01611400570254773,1.0,528
133,200,4,0.4257518872618675,0.3669532835483551,0.021176794543862343,1.0,532
134,200,4,0.4192212149500847,0.3452315330505371,0.026846290100365877,0.9999999403953552,536
135,200,4,0.42538774758577347,0.42897817492485046,0.023702059872448444,0.9999999403953552,540
136,200,4,0.434717059135437,0.41938817501068115,0.02233520895242691,1.0,544
137,200,4,0.4433218017220497,0.5342990159988403,0.03371368278749287,1.0,548
138,200,4,0.4168294668197632,0.46235424280166626,0.02701195259578526,1.0,552
139,200,4,0.4321518838405609,0.44705820083618164,0.022894259076565504,1.0,556
140,200,4,0.4264489635825157,0.4373772144317627,0.02502219984307885,1.0,560
141,200,4,0.41331588476896286,0.4373554587364197,0.0260215497110039,1.0,564
142,200,4,0.4367632195353508,0.46519580483436584,0.03275710204616189,0.9999999403953552,568
143,200,4,0.4026593938469887,0.39147764444351196,0.02550382073968649,0.9999999403953552,572
144,200,4,0.3876529037952423,0.35739022493362427,0.03184813121333718,1.0,576
145,200,4,0.41473277658224106,0.47586768865585327,0.020853336434811354,0.9999999403953552,580
146,200,4,0.4090604782104492,0.41622114181518555,0.023201350821182132,1.0,584
147,200,4,0.4255521595478058,0.4659566283226013,0.03403916163370013,0.9999999403953552,588
148,200,4,0.4065379276871681,0.38370221853256226,0.023741223383694887,1.0,592
149,200,4,0.39812706410884857,0.3722292482852936,0.03460316243581474,0.9999999403953552,596
150,200,4,0.4240366742014885,0.4525919556617737,0.03743649320676923,0.9999999403953552,600
151,200,4,0.4292832389473915,0.40214547514915466,0.03207252128049731,0.9999999403953552,604
152,200,4,0.4110705852508545,0.4282737076282501,0.03720678295940161,1.0,608
153,200,4,0.42292384803295135,0.4712521731853485,0.0417234287597239,1.0,612
154,200,4,0.40950294584035873,0.38727691769599915,0.02558932825922966,0.9999999403953552,616
155,200,4,0.4328356310725212,0.38091516494750977,0.05011492781341076,0.9999999403953552,620
156,200,4,0.4177180230617523,0.3542637825012207,0.037869567051529884,0.9999999403953552,624
157,200,4,0.42040354013442993,0.4772072434425354,0.020815318450331688,1.0,628
158,200,4,0.4386751875281334,0.46668577194213867,0.03451699949800968,1.0,632
159,200,4,0.426254503428936,0.4802026152610779,0.03748137457296252,1.0,636
160,200,4,0.42515742778778076,0.404123991727829,0.020036169094964862,1.0,640
161,200,4,0.3952769935131073,0.3051786422729492,0.02281069871969521,1.0,644
162,200,4,0.4276660233736038,0.4193565547466278,0.027403805870562792,1.0,648
163,200,4,0.4273931011557579,0.4411848783493042,0.032230347860604525,1.0,652
164,200,4,0.4336114302277565,0.4530726671218872,0.02257547341287136,1.0,656
165,200,4,0.4219396561384201,0.3586949408054352,0.021949797635897994,1.0,660
166,200,4,0.40277064591646194,0.46290621161460876,0.027709583286195993,1.0,664
167,200,4,0.40681567788124084,0.38721200823783875,0.03492350736632943,1.0,668
168,200,4,0.40824094414711,0.3418968915939331,0.029960358049720526,1.0,672
169,200,4,0.4009411856532097,0.39026695489883423,0.02526512974873185,1.0,676
170,200,4,0.4385630711913109,0.5179126262664795,0.030801518820226192,1.0,680
171,200,4,0.4381972849369049,0.45248544216156006,0.04156240075826645,1.0,684
172,200,4,0.42683882266283035,0.40107572078704834,0.0332110826857388,1.0,688
173,200,4,0.42309775203466415,0.3927072286605835,0.03045756695792079,1.0,692
174,200,4,0.4319753646850586,0.45682069659233093,0.02637735055759549,1.0,696
175,200,4,0.4089967608451843,0.41692548990249634,0.038049278780817986,1.0,700
176,200,4,0.43187711387872696,0.42048296332359314,0.02934236917644739,1.0,704
177,200,4,0.4193803444504738,0.4909168481826782,0.020158219384029508,1.0,708
178,200,4,0.43316150456666946,0.44126203656196594,0.029740233905613422,1.0,712
179,200,4,0.4249490201473236,0.4337136745452881,0.027154030743986368,1.0,716
180,200,4,0.4131510630249977,0.3951420187950134,0.03711420204490423,1.0,720
181,200,4,0.39714454859495163,0.3149547874927521,0.0215522488579154,1.0,724
182,200,4,0.41100241988897324,0.4431648850440979,0.03309431625530124,1.0,728
183,200,4,0.4089052975177765,0.3637451231479645,0.027039433363825083,1.0,732
184,200,4,0.4326270595192909,0.4487434923648834,0.018530183471739292,1.0,736
185,200,4,0.4050072506070137,0.4226587116718292,0.032984788063913584,1.0,740
186,200,4,0.4303838536143303,0.43682199716567993,0.02249125810340047,0.9999999403953552,744
187,200,4,0.43354465812444687,0.44513261318206787,0.022428638068959117,1.0,748
188,200,4,0.42976174503564835,0.4808518588542938,0.03162174019962549,1.0,752
189,200,4,0.41539596021175385,0.41011545062065125,0.033283273223787546,1.0,756
190,200,4,0.4230048283934593,0.4917880594730377,0.02344902534969151,1.0,760
191,200,4,0.4189181476831436,0.4824415445327759,0.028921888675540686,1.0,764
192,200,4,0.4204427972435951,0.4619477093219757,0.030809450894594193,1.0,768
193,200,4,0.4316316917538643,0.45555225014686584,0.03039092430844903,1.0,772
194,200,4,0.429467111825943,0.48911768198013306,0.02624508086591959,1.0,776
195,200,4,0.39668160676956177,0.4237278699874878,0.024922297801822424,1.0,780
196,200,4,0.4007101133465767,0.39740806818008423,0.028804116882383823,1.0,784
197,200,4,0.398987852036953,0.4051158130168915,0.02384255500510335,1.0,788
198,200,4,0.41009990125894547,0.4060077369213104,0.019367215922102332,1.0,792
199,200,4,0.41973137110471725,0.3693990409374237,0.037604193203151226,1.0,796
200,200,4,0.4161713644862175,0.43902456760406494,0.02321874024346471,0.9999999403953552,800
201,200,4,0.4338629022240639,0.43538129329681396,0.036497867200523615,1.0,804
202,200,4,0.40251190960407257,0.32164594531059265,0.021592804230749607,0.9999999403953552,808
203,200,4,0.4027394950389862,0.3907929062843323,0.03673639474436641,1.0,812
204,200,4,0.3928654193878174,0.3652089834213257,0.025248184334486723,1.0,816
205,200,4,0.4086795672774315,0.4217817485332489,0.034747287165373564,1.0,820
206,200,4,0.4126497581601143,0.41002634167671204,0.03417594823986292,1.0,824
207,200,4,0.3698336184024811,0.29942694306373596,0.02454238454811275,1.0,828
208,200,4,0.4384363889694214,0.38067197799682617,0.04741406999528408,1.0,832
209,200,4,0.41329777985811234,0.4073023200035095,0.04575281124562025,1.0,836
210,200,4,0.4243627190589905,0.4301649034023285,0.02426437195390463,1.0,840
211,200,4,0.405267134308815,0.37224364280700684,0.0354326069355011,1.0,844
212,200,4,0.4187653660774231,0.4137254059314728,0.02972660632804036,1.0,848
213,200,4,0.4335721805691719,0.45879167318344116,0.031296301167458296,0.9999999403953552,852
214,200,4,0.3977184519171715,0.4129779636859894,0.016782419756054878,1.0,856
215,200,4,0.4148411825299263,0.4287353456020355,0.017407219158485532,1.0,860
216,200,4,0.4074254781007767,0.3424806594848633,0.030258136801421642,1.0,864
217,200,4,0.4403160959482193,0.5120898485183716,0.032551152631640434,1.0,868
218,200,4,0.41106314957141876,0.4045560956001282,0.02717748237773776,1.0,872
219,200,4,0.41907302290201187,0.4737587571144104,0.032538830768316984,0.9999999403953552,876
220,200,4,0.4209636002779007,0.4784352481365204,0.02583984425291419,1.0,880
221,200,4,0.4206036254763603,0.38117897510528564,0.03702335245907307,1.0,884
222,200,4,0.4189864248037338,0.40488046407699585,0.02556333877146244,1.0,888
223,200,4,0.42960838228464127,0.4662361145019531,0.03944092756137252,1.0,892
224,200,4,0.4140160456299782,0.3859562277793884,0.04649199265986681,1.0,896
225,200,4,0.4131854400038719,0.3826458156108856,0.0284832869656384,1.0,900
226,200,4,0.435593344271183,0.5018702149391174,0.02608671272173524,1.0,904
227,200,4,0.4239301532506943,0.4296382665634155,0.044377006590366364,1.0,908
228,200,4,0.4041474461555481,0.3785725235939026,0.03547324240207672,1.0,912
229,200,4,0.43095722049474716,0.4840468168258667,0.04928968660533428,1.0,916
230,200,4,0.4146442711353302,0.3516416549682617,0.028131634928286076,0.9999999403953552,920
231,200,4,0.41660621017217636,0.3674693703651428,0.021361651364713907,1.0,924
232,200,4,0.4202450066804886,0.4068986177444458,0.02428015135228634,1.0,928
233,200,4,0.43435436487197876,0.4420243501663208,0.034273718018084764,1.0,932
234,200,4,0.42465740442276,0.43992531299591064,0.020468499278649688,1.0,936
235,200,4,0.40782810747623444,0.4162517786026001,0.022823082748800516,1.0,940
236,200,4,0.4520619586110115,0.49434512853622437,0.02490519406273961,1.0,944
237,200,4,0.3992041051387787,0.3402828574180603,0.021270144265145063,1.0,948
238,200,4,0.4171881899237633,0.3969087600708008,0.0318067385815084,1.0,952
239,200,4,0.383628286421299,0.3400934040546417,0.023741133976727724,1.0,956
240,200,4,0.42423415184020996,0.4243506193161011,0.022277343086898327,1.0,960
241,200,4,0.4409776106476784,0.53692227602005,0.022942860843613744,1.0,964
242,200,4,0.41716448217630386,0.4963051378726959,0.023691249545663595,1.0,968
243,200,4,0.4116505831480026,0.3811967670917511,0.028537808917462826,1.0,972
244,200,4,0.41848505288362503,0.44536325335502625,0.022112255450338125,1.0,976
245,200,4,0.41184213012456894,0.36272817850112915,0.017983866157010198,1.0,980
246,200,4,0.4378114938735962,0.44767987728118896,0.026712662540376186,1.0,984
247,200,4,0.4032062813639641,0.39340245723724365,0.021234031533822417,1.0,988
248,200,4,0.43629923462867737,0.4625949263572693,0.01951759820804,1.0,992
249,200,4,0.44068867713212967,0.4860040843486786,0.01930810045450926,1.0,996
250,200,4,0.4215947315096855,0.46239137649536133,0.021789555437862873,1.0,1000
251,200,4,0.41394709795713425,0.3956545293331146,0.02989952825009823,1.0,1004
252,200,4,0.44206757843494415,0.496630996465683,0.01881219237111509,0.9999999403953552,1008
253,200,4,0.41398750990629196,0.3832169771194458,0.02393731102347374,1.0,1012
254,200,4,0.4293689429759979,0.3425725996494293,0.020548534579575062,1.0,1016
255,200,4,0.41658423095941544,0.44770151376724243,0.023433282040059566,1.0,1020
256,200,4,0.4278641939163208,0.4649703800678253,0.018729633186012506,1.0,1024
257,200,4,0.4305347129702568,0.3984147310256958,0.01864182250574231,1.0,1028
258,200,4,0.4330449253320694,0.44540703296661377,0.020569782936945558,1.0,1032
259,200,4,0.42617619037628174,0.45175033807754517,0.02458797860890627,1.0,1036
260,200,4,0.43277057260274887,0.44662702083587646,0.020838262978941202,1.0,1040
261,200,4,0.4272396191954613,0.3760051727294922,0.026011062553152442,1.0,1044
262,200,4,0.42132681608200073,0.47789356112480164,0.024847598746418953,1.0,1048
263,200,4,0.4277144744992256,0.4317152500152588,0.01654874999076128,1.0,1052
264,200,4,0.43431393802165985,0.4410049319267273,0.02033639163710177,1.0,1056
265,200,4,0.4365677684545517,0.4913294017314911,0.017588335322216153,1.0,1060
266,200,4,0.4214085713028908,0.40470001101493835,0.017307682428508997,1.0,1064
267,200,4,0.4155392274260521,0.4389553368091583,0.02372387098148465,1.0,1068
268,200,4,0.4135640561580658,0.3544466197490692,0.012259796727448702,1.0,1072
269,200,4,0.4164070412516594,0.3864266574382782,0.018474804237484932,1.0,1076
270,200,4,0.4051627218723297,0.36998993158340454,0.02492745826020837,1.0,1080
271,200,4,0.4254922494292259,0.40823251008987427,0.027453944319859147,1.0,1084
272,200,4,0.4441748261451721,0.5235821604728699,0.025249437894672155,1.0,1088
273,200,4,0.4139088988304138,0.4284551739692688,0.020475699100643396,0.9999999403953552,1092
274,200,4,0.41878704726696014,0.40539079904556274,0.02079613762907684,1.0,1096
275,200,4,0.3973516672849655,0.40824228525161743,0.01639017160050571,0.9999999403953552,1100
276,200,4,0.4387090504169464,0.514935314655304,0.01872324338182807,1.0,1104
277,200,4,0.4231838658452034,0.4075036942958832,0.02155552979093045,1.0,1108
278,200,4,0.4384768605232239,0.541382372379303,0.023897330276668072,1.0,1112
279,200,4,0.42291443794965744,0.41098544001579285,0.03738683881238103,1.0,1116
280,200,4,0.3958950638771057,0.3509082496166229,0.02874904405325651,1.0,1120
281,200,4,0.4249730780720711,0.4335567057132721,0.02296630060300231,1.0,1124
282,200,4,0.40730617940425873,0.42450952529907227,0.02647580672055483,1.0,1128
283,200,4,0.4385610297322273,0.47484609484672546,0.0201245853677392,1.0,1132
284,200,4,0.4252619817852974,0.3628699481487274,0.019769608275964856,0.9999999403953552,1136
285,200,4,0.43235114961862564,0.43676838278770447,0.025893052574247122,1.0,1140
286,200,4,0.4224816635251045,0.4368687868118286,0.028191271238029003,1.0,1144
287,200,4,0.43201638758182526,0.4524868428707123,0.025971823604777455,0.9999999403953552,1148
288,200,4,0.410637229681015,0.42348769307136536,0.02592403069138527,1.0,1152
289,200,4,0.42068469524383545,0.369057297706604,0.01706285565160215,1.0,1156
290,200,4,0.42935727536678314,0.43813556432724,0.02233961969614029,1.0,1160
291,200,4,0.4344356209039688,0.42483967542648315,0.01948977098800242,1.0,1164
292,200,4,0.4352073147892952,0.46317270398139954,0.02207614528015256,1.0,1168
293,200,4,0.42164863646030426,0.36719822883605957,0.02263668179512024,1.0,1172
294,200,4,0.42909906804561615,0.4900282621383667,0.019449544372037053,1.0,1176
295,200,4,0.41256918758153915,0.3958289921283722,0.01611855300143361,1.0,1180
296,200,4,0.42144032567739487,0.40160709619522095,0.019707244355231524,1.0,1184
297,200,4,0.42044759541749954,0.43919694423675537,0.026412090752273798,1.0,1188
298,200,4,0.409681536257267,0.3918057978153229,0.021225156728178263,1.0,1192
299,200,4,0.4377456083893776,0.42934921383857727,0.02377014420926571,1.0,1196
300,200,4,0.43173934519290924,0.39162933826446533,0.020672133890911937,1.0,1200
