state_id,trial_id,task_id,requirement,load_tertile,safe_set_size,reference_action,alternative_action,initial_peak_queue_difference_seconds,peak_step,half_life_50_steps,half_life_25_steps,half_life_10_steps,right_censored
trial_004_ep1_task002,4,2,0.99,low,28,6,0,0.0,1,,,,False
trial_004_ep1_task002,4,2,0.99,low,28,6,1,0.0,1,,,,False
trial_004_ep1_task002,4,2,0.99,low,28,6,2,0.0,1,,,,False
trial_004_ep1_task002,4,2,0.99,low,28,6,3,0.0,1,,,,False
trial_004_ep1_task002,4,2,0.99,low,28,6,4,0.0,1,,,,False
trial_004_ep1_task002,4,2,0.99,low,28,6,5,0.0,1,,,,False
trial_004_ep1_task002,4,2,0.99,low,28,6,7,0.0,1,,,,False
trial_004_ep1_task002,4,2,0.99,low,28,6,8,0.0,1,,,,False
trial_004_ep1_task002,4,2,0.99,low,28,6,9,0.0,1,,,,False
trial_004_ep1_task002,4,2,0.99,low,28,6,10,0.0,1,,,,False
trial_004_ep1_task002,4,2,0.99,low,28,6,11,0.0,1,,,,False
trial_004_ep1_task002,4,2,0.99,low,28,6,12,0.0,1,,,,False
trial_004_ep1_task002,4,2,0.99,low,28,6,13,0.0,1,,,,False
trial_004_ep1_task002,4,2,0.99,low,28,6,14,0.0,1,,,,False
trial_004_ep1_task002,4,2,0.99,low,28,6,15,0.0,1,,,,False
trial_004_ep1_task002,4,2,0.99,low,28,6,16,0.0,1,,,,False
trial_004_ep1_task002,4,2,0.99,low,28,6,17,0.0,1,,,,False
trial_004_ep1_task002,4,2,0.99,low,28,6,18,0.0,1,,,,False
trial_004_ep1_task002,4,2,0.99,low,28,6,19,0.0,1,,,,False
trial_004_ep1_task002,4,2,0.99,low,28,6,20,0.0,1,,,,False
trial_004_ep1_task002,4,2,0.99,low,28,6,21,0.0,1,,,,False
trial_004_ep1_task002,4,2,0.99,low,28,6,22,0.0,1,,,,False
trial_004_ep1_task002,4,2,0.99,low,28,6,23,0.0,1,,,,False
trial_004_ep1_task002,4,2,0.99,low,28,6,24,0.0,1,,,,False
trial_004_ep1_task002,4,2,0.99,low,28,6,25,0.0,1,,,,False
trial_004_ep1_task002,4,2,0.99,low,28,6,26,0.0,1,,,,False
trial_004_ep1_task002,4,2,0.99,low,28,6,27,0.0,1,,,,False
trial_004_ep1_task003,4,3,0.9999,low,26,5,0,0.2196923890349055,1,2.0,2.0,2.0,False
trial_004_ep1_task003,4,3,0.9999,low,26,5,3,0.3123915261084437,1,2.0,2.0,2.0,False
trial_004_ep1_task003,4,3,0.9999,low,26,5,4,0.01651354890223511,1,2.0,2.0,2.0,False
trial_004_ep1_task003,4,3,0.9999,low,26,5,6,0.00829906889141474,1,2.0,2.0,2.0,False
trial_004_ep1_task003,4,3,0.9999,low,26,5,7,0.012152611798365465,1,2.0,2.0,2.0,False
trial_004_ep1_task003,4,3,0.9999,low,26,5,8,0.23020866503224469,1,2.0,2.0,2.0,False
trial_004_ep1_task003,4,3,0.9999,low,26,5,9,0.048834319218360234,1,2.0,2.0,2.0,False
trial_004_ep1_task003,4,3,0.9999,low,26,5,10,0.24704365798784833,1,2.0,2.0,2.0,False
trial_004_ep1_task003,4,3,0.9999,low,26,5,11,0.26355720689008344,1,2.0,2.0,2.0,False
trial_004_ep1_task003,4,3,0.9999,low,26,5,12,0.2552581379986687,1,2.0,2.0,2.0,False
trial_004_ep1_task003,4,3,0.9999,low,26,5,13,0.1741912353787013,1,2.0,2.0,2.0,False
trial_004_ep1_task003,4,3,0.9999,low,26,5,14,0.10485174887190363,1,2.0,2.0,2.0,False
trial_004_ep1_task003,4,3,0.9999,low,26,5,15,0.19102622833430494,1,2.0,2.0,2.0,False
trial_004_ep1_task003,4,3,0.9999,low,26,5,16,0.20753977723654005,1,2.0,2.0,2.0,False
trial_004_ep1_task003,4,3,0.9999,low,26,5,17,0.1992407083451253,1,2.0,2.0,2.0,False
trial_004_ep1_task003,4,3,0.9999,low,26,5,18,0.13750952795870652,1,2.0,2.0,2.0,False
trial_004_ep1_task003,4,3,0.9999,low,26,5,19,0.4333875051649151,1,2.0,2.0,2.0,False
trial_004_ep1_task003,4,3,0.9999,low,26,5,20,0.4499010540671502,1,2.0,2.0,2.0,False
trial_004_ep1_task003,4,3,0.9999,low,26,5,21,0.44160198517573546,1,2.0,2.0,2.0,False
trial_004_ep1_task003,4,3,0.9999,low,26,5,22,0.15434452091431017,1,2.0,2.0,2.0,False
trial_004_ep1_task003,4,3,0.9999,low,26,5,23,0.17085806981654528,1,2.0,2.0,2.0,False
trial_004_ep1_task003,4,3,0.9999,low,26,5,24,0.16255900092513054,1,2.0,2.0,2.0,False
trial_004_ep1_task003,4,3,0.9999,low,26,5,25,0.46673604702275384,1,2.0,2.0,2.0,False
trial_004_ep1_task003,4,3,0.9999,low,26,5,26,0.4584369781313391,1,2.0,2.0,2.0,False
trial_004_ep1_task003,4,3,0.9999,low,26,5,27,0.4749505270335742,1,2.0,2.0,2.0,False
trial_004_ep1_task005,4,5,0.999,medium,28,5,0,0.0,1,,,,False
trial_004_ep1_task005,4,5,0.999,medium,28,5,1,0.0,1,,,,False
trial_004_ep1_task005,4,5,0.999,medium,28,5,2,0.0,1,,,,False
trial_004_ep1_task005,4,5,0.999,medium,28,5,3,0.0,1,,,,False
trial_004_ep1_task005,4,5,0.999,medium,28,5,4,0.0,1,,,,False
trial_004_ep1_task005,4,5,0.999,medium,28,5,6,0.0,1,,,,False
trial_004_ep1_task005,4,5,0.999,medium,28,5,7,0.0,1,,,,False
trial_004_ep1_task005,4,5,0.999,medium,28,5,8,0.0,1,,,,False
trial_004_ep1_task005,4,5,0.999,medium,28,5,9,0.0,1,,,,False
trial_004_ep1_task005,4,5,0.999,medium,28,5,10,0.0,1,,,,False
trial_004_ep1_task005,4,5,0.999,medium,28,5,11,0.0,1,,,,False
trial_004_ep1_task005,4,5,0.999,medium,28,5,12,0.0,1,,,,False
trial_004_ep1_task005,4,5,0.999,medium,28,5,13,0.0,1,,,,False
trial_004_ep1_task005,4,5,0.999,medium,28,5,14,0.0,1,,,,False
trial_004_ep1_task005,4,5,0.999,medium,28,5,15,0.0,1,,,,False
trial_004_ep1_task005,4,5,0.999,medium,28,5,16,0.0,1,,,,False
trial_004_ep1_task005,4,5,0.999,medium,28,5,17,0.0,1,,,,False
trial_004_ep1_task005,4,5,0.999,medium,28,5,18,0.0,1,,,,False
trial_004_ep1_task005,4,5,0.999,medium,28,5,19,0.0,1,,,,False
trial_004_ep1_task005,4,5,0.999,medium,28,5,20,0.0,1,,,,False
trial_004_ep1_task005,4,5,0.999,medium,28,5,21,0.0,1,,,,False
trial_004_ep1_task005,4,5,0.999,medium,28,5,22,0.0,1,,,,False
trial_004_ep1_task005,4,5,0.999,medium,28,5,23,0.0,1,,,,False
trial_004_ep1_task005,4,5,0.999,medium,28,5,24,0.0,1,,,,False
trial_004_ep1_task005,4,5,0.999,medium,28,5,25,0.0,1,,,,False
trial_004_ep1_task005,4,5,0.999,medium,28,5,26,0.0,1,,,,False
trial_004_ep1_task005,4,5,0.999,medium,28,5,27,0.0,1,,,,False
trial_004_ep1_task006,4,6,0.99,low,28,6,0,0.0,1,,,,False
trial_004_ep1_task006,4,6,0.99,low,28,6,1,0.0,1,,,,False
trial_004_ep1_task006,4,6,0.99,low,28,6,2,0.0,1,,,,False
trial_004_ep1_task006,4,6,0.99,low,28,6,3,0.0,1,,,,False
trial_004_ep1_task006,4,6,0.99,low,28,6,4,0.0,1,,,,False
trial_004_ep1_task006,4,6,0.99,low,28,6,5,0.0,1,,,,False
trial_004_ep1_task006,4,6,0.99,low,28,6,7,0.0,1,,,,False
trial_004_ep1_task006,4,6,0.99,low,28,6,8,0.0,1,,,,False
trial_004_ep1_task006,4,6,0.99,low,28,6,9,0.0,1,,,,False
trial_004_ep1_task006,4,6,0.99,low,28,6,10,0.0,1,,,,False
trial_004_ep1_task006,4,6,0.99,low,28,6,11,0.0,1,,,,False
trial_004_ep1_task006,4,6,0.99,low,28,6,12,0.0,1,,,,False
trial_004_ep1_task006,4,6,0.99,low,28,6,13,0.0,1,,,,False
trial_004_ep1_task006,4,6,0.99,low,28,6,14,0.0,1,,,,False
trial_004_ep1_task006,4,6,0.99,low,28,6,15,0.0,1,,,,False
trial_004_ep1_task006,4,6,0.99,low,28,6,16,0.0,1,,,,False
trial_004_ep1_task006,4,6,0.99,low,28,6,17,0.0,1,,,,False
trial_004_ep1_task006,4,6,0.99,low,28,6,18,0.0,1,,,,False
trial_004_ep1_task006,4,6,0.99,low,28,6,19,0.0,1,,,,False
trial_004_ep1_task006,4,6,0.99,low,28,6,20,0.0,1,,,,False
trial_004_ep1_task006,4,6,0.99,low,28,6,21,0.0,1,,,,False
trial_004_ep1_task006,4,6,0.99,low,28,6,22,0.0,1,,,,False
trial_004_ep1_task006,4,6,0.99,low,28,6,23,0.0,1,,,,False
trial_004_ep1_task006,4,6,0.99,low,28,6,24,0.0,1,,,,False
trial_004_ep1_task006,4,6,0.99,low,28,6,25,0.0,1,,,,False
trial_004_ep1_task006,4,6,0.99,low,28,6,26,0.0,1,,,,False
trial_004_ep1_task006,4,6,0.99,low,28,6,27,0.0,1,,,,False
trial_004_ep1_task007,4,7,0.9,low,28,6,0,0.0,1,,,,False
trial_004_ep1_task007,4,7,0.9,low,28,6,1,0.0,1,,,,False
trial_004_ep1_task007,4,7,0.9,low,28,6,2,0.0,1,,,,False
trial_004_ep1_task007,4,7,0.9,low,28,6,3,0.0,1,,,,False
trial_004_ep1_task007,4,7,0.9,low,28,6,4,0.0,1,,,,False
trial_004_ep1_task007,4,7,0.9,low,28,6,5,0.0,1,,,,False
trial_004_ep1_task007,4,7,0.9,low,28,6,7,0.03087345609464487,1,2.0,2.0,2.0,False
trial_004_ep1_task007,4,7,0.9,low,28,6,8,0.03087345609464487,1,2.0,2.0,2.0,False
trial_004_ep1_task007,4,7,0.9,low,28,6,9,0.03087345609464487,1,2.0,2.0,2.0,False
trial_004_ep1_task007,4,7,0.9,low,28,6,10,0.03087345609464487,1,2.0,2.0,2.0,False
trial_004_ep1_task007,4,7,0.9,low,28,6,11,0.03087345609464487,1,2.0,2.0,2.0,False
trial_004_ep1_task007,4,7,0.9,low,28,6,12,0.03087345609464487,1,2.0,2.0,2.0,False
trial_004_ep1_task007,4,7,0.9,low,28,6,13,0.03087345609464487,1,2.0,2.0,2.0,False
trial_004_ep1_task007,4,7,0.9,low,28,6,14,0.03087345609464487,1,2.0,2.0,2.0,False
trial_004_ep1_task007,4,7,0.9,low,28,6,15,0.03087345609464487,1,2.0,2.0,2.0,False
trial_004_ep1_task007,4,7,0.9,low,28,6,16,0.03087345609464487,1,2.0,2.0,2.0,False
trial_004_ep1_task007,4,7,0.9,low,28,6,17,0.03087345609464487,1,2.0,2.0,2.0,False
trial_004_ep1_task007,4,7,0.9,low,28,6,18,0.03087345609464487,1,2.0,2.0,2.0,False
trial_004_ep1_task007,4,7,0.9,low,28,6,19,0.03087345609464487,1,2.0,2.0,2.0,False
trial_004_ep1_task007,4,7,0.9,low,28,6,20,0.03087345609464487,1,2.0,2.0,2.0,False
trial_004_ep1_task007,4,7,0.9,low,28,6,21,0.03087345609464487,1,2.0,2.0,2.0,False
trial_004_ep1_task007,4,7,0.9,low,28,6,22,0.03087345609464487,1,2.0,2.0,2.0,False
trial_004_ep1_task007,4,7,0.9,low,28,6,23,0.03087345609464487,1,2.0,2.0,2.0,False
trial_004_ep1_task007,4,7,0.9,low,28,6,24,0.03087345609464487,1,2.0,2.0,2.0,False
trial_004_ep1_task007,4,7,0.9,low,28,6,25,0.03087345609464487,1,2.0,2.0,2.0,False
trial_004_ep1_task007,4,7,0.9,low,28,6,26,0.03087345609464487,1,2.0,2.0,2.0,False
trial_004_ep1_task007,4,7,0.9,low,28,6,27,0.03087345609464487,1,2.0,2.0,2.0,False
trial_004_ep1_task008,4,8,0.9999,low,18,6,4,0.26645603211140667,2,4.0,4.0,4.0,False
trial_004_ep1_task008,4,8,0.9999,low,18,6,9,0.9810076814598145,3,4.0,4.0,4.0,False
trial_004_ep1_task008,4,8,0.9999,low,18,6,10,1.2323864227676464,3,4.0,4.0,4.0,False
trial_004_ep1_task008,4,8,0.9999,low,18,6,11,0.9810076814598145,3,4.0,4.0,4.0,False
trial_004_ep1_task008,4,8,0.9999,low,18,6,12,0.9810076814598145,3,4.0,4.0,4.0,False
