state_id,trial_id,task_id,action_index,snapshot_match,prefix_match,arrival_stream_match,hazard_match,safe_mask_size,effective_set_size
trial_004_ep1_task002,4,2,0,True,True,True,True,28,28
trial_004_ep1_task002,4,2,1,True,True,True,True,28,28
trial_004_ep1_task002,4,2,2,True,True,True,True,28,28
trial_004_ep1_task002,4,2,3,True,True,True,True,28,28
trial_004_ep1_task002,4,2,4,True,True,True,True,28,28
trial_004_ep1_task002,4,2,5,True,True,True,True,28,28
trial_004_ep1_task002,4,2,6,True,True,True,True,28,28
trial_004_ep1_task002,4,2,7,True,True,True,True,28,28
trial_004_ep1_task002,4,2,8,True,True,True,True,28,28
trial_004_ep1_task002,4,2,9,True,True,True,True,28,28
trial_004_ep1_task002,4,2,10,True,True,True,True,28,28
trial_004_ep1_task002,4,2,11,True,True,True,True,28,28
trial_004_ep1_task002,4,2,12,True,True,True,True,28,28
trial_004_ep1_task002,4,2,13,True,True,True,True,28,28
trial_004_ep1_task002,4,2,14,True,True,True,True,28,28
trial_004_ep1_task002,4,2,15,True,True,True,True,28,28
trial_004_ep1_task002,4,2,16,True,True,True,True,28,28
trial_004_ep1_task002,4,2,17,True,True,True,True,28,28
trial_004_ep1_task002,4,2,18,True,True,True,True,28,28
trial_004_ep1_task002,4,2,19,True,True,True,True,28,28
trial_004_ep1_task002,4,2,20,True,True,True,True,28,28
trial_004_ep1_task002,4,2,21,True,True,True,True,28,28
trial_004_ep1_task002,4,2,22,True,True,True,True,28,28
trial_004_ep1_task002,4,2,23,True,True,True,True,28,28
trial_004_ep1_task002,4,2,24,True,True,True,True,28,28
trial_004_ep1_task002,4,2,25,True,True,True,True,28,28
trial_004_ep1_task002,4,2,26,True,True,True,True,28,28
trial_004_ep1_task002,4,2,27,True,True,True,True,28,28
trial_004_ep1_task003,4,3,0,True,True,True,True,26,26
trial_004_ep1_task003,4,3,3,True,True,True,True,26,26
trial_004_ep1_task003,4,3,4,True,True,True,True,26,26
trial_004_ep1_task003,4,3,5,True,True,True,True,26,26
trial_004_ep1_task003,4,3,6,True,True,True,True,26,26
trial_004_ep1_task003,4,3,7,True,True,True,True,26,26
trial_004_ep1_task003,4,3,8,True,True,True,True,26,26
trial_004_ep1_task003,4,3,9,True,True,True,True,26,26
trial_004_ep1_task003,4,3,10,True,True,True,True,26,26
trial_004_ep1_task003,4,3,11,True,True,True,True,26,26
trial_004_ep1_task003,4,3,12,True,True,True,True,26,26
trial_004_ep1_task003,4,3,13,True,True,True,True,26,26
trial_004_ep1_task003,4,3,14,True,True,True,True,26,26
trial_004_ep1_task003,4,3,15,True,True,True,True,26,26
trial_004_ep1_task003,4,3,16,True,True,True,True,26,26
trial_004_ep1_task003,4,3,17,True,True,True,True,26,26
trial_004_ep1_task003,4,3,18,True,True,True,True,26,26
trial_004_ep1_task003,4,3,19,True,True,True,True,26,26
trial_004_ep1_task003,4,3,20,True,True,True,True,26,26
trial_004_ep1_task003,4,3,21,True,True,True,True,26,26
trial_004_ep1_task003,4,3,22,True,True,True,True,26,26
trial_004_ep1_task003,4,3,23,True,True,True,True,26,26
trial_004_ep1_task003,4,3,24,True,True,True,True,26,26
trial_004_ep1_task003,4,3,25,True,True,True,True,26,26
trial_004_ep1_task003,4,3,26,True,True,True,True,26,26
trial_004_ep1_task003,4,3,27,True,True,True,True,26,26
trial_004_ep1_task005,4,5,0,True,True,True,True,28,28
trial_004_ep1_task005,4,5,1,True,True,True,True,28,28
trial_004_ep1_task005,4,5,2,True,True,True,True,28,28
trial_004_ep1_task005,4,5,3,True,True,True,True,28,28
trial_004_ep1_task005,4,5,4,True,True,True,True,28,28
trial_004_ep1_task005,4,5,5,True,True,True,True,28,28
trial_004_ep1_task005,4,5,6,True,True,True,True,28,28
trial_004_ep1_task005,4,5,7,True,True,True,True,28,28
trial_004_ep1_task005,4,5,8,True,True,True,True,28,28
trial_004_ep1_task005,4,5,9,True,True,True,True,28,28
trial_004_ep1_task005,4,5,10,True,True,True,True,28,28
trial_004_ep1_task005,4,5,11,True,True,True,True,28,28
trial_004_ep1_task005,4,5,12,True,True,True,True,28,28
trial_004_ep1_task005,4,5,13,True,True,True,True,28,28
trial_004_ep1_task005,4,5,14,True,True,True,True,28,28
trial_004_ep1_task005,4,5,15,True,True,True,True,28,28
trial_004_ep1_task005,4,5,16,True,True,True,True,28,28
trial_004_ep1_task005,4,5,17,True,True,True,True,28,28
trial_004_ep1_task005,4,5,18,True,True,True,True,28,28
trial_004_ep1_task005,4,5,19,True,True,True,True,28,28
trial_004_ep1_task005,4,5,20,True,True,True,True,28,28
trial_004_ep1_task005,4,5,21,True,True,True,True,28,28
trial_004_ep1_task005,4,5,22,True,True,True,True,28,28
trial_004_ep1_task005,4,5,23,True,True,True,True,28,28
trial_004_ep1_task005,4,5,24,True,True,True,True,28,28
trial_004_ep1_task005,4,5,25,True,True,True,True,28,28
trial_004_ep1_task005,4,5,26,True,True,True,True,28,28
