state_id,trial_id,task_id,requirement,load_tertile,safe_set_size,safe_set_empty,effective_set_size,total_backlog_seconds,maximum_backlog_seconds,estimated_min_latency,myopic_action,ppo_sampled_action,ppo_high_probability_action,critic_value,snapshot_digest,state_feature_0,state_feature_1,state_feature_2,state_feature_3,state_feature_4,state_feature_5,state_feature_6,state_feature_7,state_feature_8,state_feature_9,state_feature_10,state_feature_11,state_feature_12,state_feature_13,state_feature_14,state_feature_15,state_feature_16,state_feature_17,state_feature_18,state_feature_19,state_feature_20,state_feature_21,state_feature_22,state_feature_23,state_feature_24,state_feature_25,state_feature_26,state_feature_27,state_feature_28,state_feature_29,state_feature_30,state_feature_31,state_feature_32,state_feature_33,state_feature_34
trial_004_ep1_task002,4,2,0.99,low,28,False,28,0.0,0.0,1.3358726264455616,6,19,27,43.36712646484375,4e4d389dd34ac9947d06772d290bfe7383c48e897d4dc96c5d53c60faf7f52a2,1.0,0.7858735918998718,0.6118251085281372,0.3553605377674103,0.2618909776210785,0.12416132539510727,0.07396519929170609,0.0,0.0,0.10000000149011612,0.20000000298023224,0.4000000059604645,0.5,0.699999988079071,0.800000011920929,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0833333358168602,0.5833333134651184,0.25,0.8333333134651184,0.0,0.5,1.0,0.3333333432674408,0.03841191902756691,0.4000000059604645,0.3333333432674408
trial_004_ep1_task003,4,3,0.9999,low,26,False,26,0.0,0.0,0.6137998375493237,5,25,27,43.36741256713867,363e5ac82f8db8f63ce5b2e49afc800511464cfe85a8646fa3a5d2e9002386df,1.0,0.7858735918998718,0.6118251085281372,0.3553605377674103,0.2618909776210785,0.12416132539510727,0.07396519929170609,0.0,0.0,0.10000000149011612,0.20000000298023224,0.4000000059604645,0.5,0.699999988079071,0.800000011920929,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0833333358168602,0.5833333134651184,0.25,0.8333333134651184,0.0,0.5,1.0,0.3333333432674408,0.41636982560157776,0.04444444552063942,1.0
trial_004_ep1_task005,4,5,0.999,medium,28,False,28,0.4406201769568683,0.3669905686197925,0.5887116241218906,5,23,27,43.36735534667969,f6776a4bce18aef9724dc228f7fb65a14d0558000084848e5a4839bd4ed50313,1.0,0.7858735918998718,0.6118251085281372,0.3553605377674103,0.2618909776210785,0.12416132539510727,0.07396519929170609,0.0,0.0,0.10000000149011612,0.20000000298023224,0.4000000059604645,0.5,0.699999988079071,0.800000011920929,1.0,0.0,0.0,0.0,0.0,0.0,0.0840374082326889,0.0,0.01807469315826893,0.0833333358168602,0.5833333134651184,0.25,0.8333333134651184,0.0,0.5,1.0,0.3333333432674408,0.5179276466369629,0.02222222276031971,0.6666666865348816
trial_004_ep1_task006,4,6,0.99,low,28,False,28,0.0,0.0,2.4555854079828174,6,10,27,43.36742401123047,4c97cbfad3de4851e58bc357a27d035449042523bf8973416505a17efc655b1d,1.0,0.7858735918998718,0.6118251085281372,0.3553605377674103,0.2618909776210785,0.12416132539510727,0.07396519929170609,0.0,0.0,0.10000000149011612,0.20000000298023224,0.4000000059604645,0.5,0.699999988079071,0.800000011920929,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0833333358168602,0.5833333134651184,0.25,0.8333333134651184,0.0,0.5,1.0,0.3333333432674408,0.27783748507499695,0.8444444537162781,0.3333333432674408
trial_004_ep1_task007,4,7,0.9,low,28,False,28,0.0,0.0,1.9252442939352221,6,26,27,43.367225646972656,15b4073c77d0041891778510b5c8228e38f3df51c075f5e3cb002fd5bc576381,1.0,0.7858735918998718,0.6118251085281372,0.3553605377674103,0.2618909776210785,0.12416132539510727,0.07396519929170609,0.0,0.0,0.10000000149011612,0.20000000298023224,0.4000000059604645,0.5,0.699999988079071,0.800000011920929,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0833333358168602,0.5833333134651184,0.25,0.8333333134651184,0.0,0.5,1.0,0.3333333432674408,0.41715526580810547,0.5777778029441833,0.0
trial_004_ep1_task008,4,8,0.9999,low,18,False,18,0.0,0.0,1.387930395751556,6,16,27,43.36747360229492,7d275941d414c9ec3dea8dd05fa4366ae3c8454652992de080cee9fee9db81df,1.0,0.7858735918998718,0.6118251085281372,0.3553605377674103,0.2618909776210785,0.12416132539510727,0.07396519929170609,0.0,0.0,0.10000000149011612,0.20000000298023224,0.4000000059604645,0.5,0.699999988079071,0.800000011920929,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0833333358168602,0.5833333134651184,0.25,0.8333333134651184,0.0,0.5,1.0,0.3333333432674408,0.24252745509147644,0.3777777850627899,1.0
trial_004_ep1_task010,4,10,0.999,medium,28,False,28,1.3794758848109117,1.062203449433996,0.8437559194374525,5,19,27,43.367431640625,c35eb5ce721280854956a249fd75af8bc951ab44cd7fc32ed9aac34b7cf0a09c,1.0,0.7858735918998718,0.6118251085281372,0.3553605377674103,0.2618909776210785,0.12416132539510727,0.07396519929170609,0.0,0.0,0.10000000149011612,0.20000000298023224,0.4000000059604645,0.5,0.699999988079071,0.800000011920929,1.0,0.0,0.20983025431632996,0.0,0.0,0.0,0.07348909229040146,0.0,0.0,0.0833333358168602,0.5833333134651184,0.25,0.8333333134651184,0.0,0.5,1.0,0.3333333432674408,0.4421493709087372,0.13333334028720856,0.6666666865348816
trial_004_ep1_task011,4,11,0.9999,medium,13,False,13,1.1159739638266808,0.40558793193225817,2.205704999673081,6,27,27,43.367618560791016,61fbf2fc145bb50208be6324f5a55cc37dab3298b641ea5eaf7e9b9de18ea371,1.0,0.7858735918998718,0.6118251085281372,0.3553605377674103,0.2618909776210785,0.12416132539510727,0.07396519929170609,0.0,0.0,0.10000000149011612,0.20000000298023224,0.4000000059604645,0.5,0.699999988079071,0.800000011920929,1.0,0.0,0.09206216037273407,0.0,0.08833841234445572,0.0,0.07467233389616013,0.0,0.0,0.0833333358168602,0.5833333134651184,0.25,0.8333333134651184,0.0,0.5,1.0,0.3333333432674408,0.07807666808366776,0.7777777910232544,1.0
trial_004_ep1_task013,4,13,0.999,medium,28,False,28,1.221415051604125,1.221415051604125,1.0479230585894699,6,22,27,43.367435455322266,b8e3e8e55ab5aced128e8360058d5892fcc6041127ff53cac8743001e1a4ddf7,1.0,0.7858735918998718,0.6118251085281372,0.3553605377674103,0.2618909776210785,0.12416132539510727,0.07396519929170609,0.0,0.0,0.10000000149011612,0.20000000298023224,0.4000000059604645,0.5,0.699999988079071,0.800000011920929,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23392415046691895,0.0,0.0833333358168602,0.5833333134651184,0.25,0.8333333134651184,0.0,0.5,1.0,0.3333333432674408,0.3625127971172333,0.20000000298023224,0.6666666865348816
trial_004_ep1_task015,4,15,0.999,low,28,False,28,0.0,0.0,0.4936840707941078,5,26,27,43.367095947265625,71c8b49966ad3b8ea9d64a1e6800c1e5a0a8f33253b8bfed4ed69018d2c3aa0a,1.0,0.7858735918998718,0.6118251085281372,0.3553605377674103,0.2618909776210785,0.12416132539510727,0.07396519929170609,0.0,0.0,0.10000000149011612,0.20000000298023224,0.4000000059604645,0.5,0.699999988079071,0.800000011920929,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0833333358168602,0.5833333134651184,0.25,0.8333333134651184,0.0,0.5,1.0,0.3333333432674408,0.015983939170837402,0.04444444552063942,0.6666666865348816
