group,n_pairs,mean_s0_distance,mean_effective_mask_hamming,effective_mask_alias_rate,mean_safe_mask_hamming,safe_mask_alias_rate,mean_flight_standardized_distance,flight_alias_rate,mean_return_gap,median_return_gap,p90_return_gap,mean_policy_probability_tv,nearest_neighbor_return_gap,effective_mask_alias_return_gap,safe_mask_alias_return_gap,in_flight_alias_return_gap,neither_alias_return_gap
S0 nearest-neighbor cohort; percentile ties included,3965,0.0,2.771500630517024,0.5102143757881463,2.77124842370744,0.5104665825977301,4.228947016621634,0.2756620428751576,97.78817058983319,78.7072950402569,208.9125442927471,0.13406646,97.78817058983319,101.2000447182384,101.21988660951182,100.59508803560635,94.57148572165731
