group,n_pairs,mean_flight_distance,mean_return_gap,median_return_gap,mean_future_queue_change_gap,mean_next_task_backlog_gap,mean_realized_latency_gap
distinct_inflight,1093,15.340593395097123,100.59508803560635,78.61723274374651,2.1663539324584966,2.1703252503915094,0.29557465489402845
similar_inflight,2872,0.00017630225056649128,96.71993912457205,78.71549878958155,1.066933115137796,1.0740385231951457,0.1917303665953247
