dataset_index,neighbor_index,episode,neighbor_episode,task_id,neighbor_task_id,s0_distance,pair_reliability_distance,effective_mask_hamming,safe_mask_hamming,policy_probability_tv,flight_standardized_distance,inflight_workload_standardized_distance,backlog_observation_distance,return_gap,mask_alias,flight_alias,close_s0_neighbor,flight_queue_change_gap,next_task_backlog_gap,realized_latency_gap
27360,44560,137,223,161,161,0.0,0.0001432889801495236,1,1,0.009325695,0.0,0.0,0.0,37.979658403504914,True,False,True,0.0,0.0,0.511006015001044
27361,56761,137,284,162,162,0.0,0.0015545391053695793,0,0,0.0,0.0,0.0,0.0,70.9731297020104,False,False,True,0.0,0.0,0.019491183741536133
27362,1962,137,10,163,163,0.0,0.010257540268993049,0,0,0.0,0.0,0.0,0.0,154.18103036978357,False,False,True,0.6868036802096524,0.6868036802096524,0.688088985497302
27363,19963,137,100,164,164,0.0,0.018149920880828785,4,4,0.08729802,0.0,0.0,0.0,123.54694335754539,True,False,True,0.31410397129319456,0.31410397129319456,0.273576270029821
27364,8764,137,44,165,165,0.012581467628479004,0.011476999385641503,1,1,0.014585015,20.990916176110627,14.612537481600935,0.012581468,79.39335756859208,True,True,False,1.5305819793562936,1.3984036302032,1.6686365862770458
27365,56965,137,285,166,166,0.5423981460037902,0.015574605956585625,11,11,0.19512467,0.0,0.0,0.54239815,125.85032900259898,True,False,False,3.161075662516906,3.829077973243429,0.21624658262390994
27366,1024,137,6,167,25,0.4428219100783638,0.010011076478830238,5,5,0.31438926,15.78193643903717,12.257183383545783,0.33556005,70.01115241695533,True,True,False,12.34090219707847,11.374810168038294,0.5655481096756958
27367,54535,137,273,168,136,0.5731169013618521,0.0006560261513609014,0,0,0.009732183,9.05147603647643,7.199763635320871,0.4331179,100.57630995662231,False,True,False,2.0172395144878426,6.050282913395436,0.7265170109831729
27368,49339,137,247,169,140,0.377541355644664,0.03549564665061893,6,6,0.41889644,9.042159669728042,4.855654544751285,0.37581596,117.35351132886922,True,True,False,1.9279621760357104,6.158301010595429,2.0391524247737607
27369,11317,137,57,170,118,0.30377558234243246,0.007808035707476346,4,4,0.046681434,11.73854167809188,7.346991113604901,0.23486723,13.332793501399237,True,True,False,1.1643770130724551,5.257001592227843,0.5168116030223473
27370,23917,137,120,171,118,0.3442912560433342,0.0013827608730379143,1,1,0.020818211,21.915420107214466,6.540943219016858,0.33781916,144.90747830766898,True,True,False,0.8870998917064785,0.0,1.38878691593726
27371,171,137,1,172,172,0.0,0.01799811029504952,5,5,0.28069603,0.0,0.0,0.0,146.4000991081479,True,False,True,0.0,0.0,0.2971499347848976
27372,11572,137,58,173,173,0.0,0.0009334141167897943,0,0,0.0,0.0,0.0,0.0,144.21845882168458,False,False,True,0.0,0.0,0.024301150334054
27373,35973,137,180,174,174,0.0,0.010853556068012441,7,7,0.5114084,0.0,0.0,0.0,70.84130227840774,True,False,True,3.2420830648800814,3.2420830648800814,0.011389868535445657
27374,42574,137,213,175,175,0.0,0.008886865570611852,0,0,0.0,17.968589614467902,10.449562022455694,0.0,102.30465106724012,False,True,True,0.10563560549848994,0.10563560549848994,1.2824108060026447
27375,59175,137,296,176,176,0.20824610277751418,0.006499895156502014,0,0,0.009785408,11.464990100285352,9.144001054874465,0.2082461,102.34942603978106,False,True,False,4.211414246383929,3.414942214218044,0.21587806101308615
27376,44541,137,223,177,142,0.380639575129443,0.0001432889801495236,0,0,0.013185055,17.325141243345968,5.055079274058855,0.17870125,97.77767743566324,False,True,False,1.7634342397353437,2.076618386072611,0.5303240868943249
27377,89,137,1,178,90,0.22312350439589518,0.0031331840353075353,0,0,0.0105443075,0.0,0.0,0.17767544,194.15684954923734,False,False,False,3.9629870895743613,3.516064267157202,0.6313177679138278
27378,35378,137,177,179,179,0.13194631777443905,0.009526159150523388,0,0,0.0067335195,0.0,0.0,0.13194633,104.58583360099095,False,False,False,3.3882970627577595,3.5337719828503205,0.6183286019883099
27379,11880,137,60,180,81,0.25578756002612546,0.027404852262106642,1,1,0.016876308,0.0,0.0,0.19498733,60.28880899271269,True,False,False,0.7820021348518216,2.5241890812179544,0.3145954142856624
27380,54533,137,273,181,134,0.2634450335618273,0.007169600614860603,0,0,0.016747555,0.0,0.0,0.24547105,55.99217642499633,False,False,False,5.51431196139604,5.787072004330083,0.07642647816601311
27381,35381,137,177,182,182,0.10157892538723651,0.0027517056828304247,0,0,0.008632226,0.0,0.0,0.10157893,3.1359824392497444,False,False,False,2.053625652105427,1.692782206975005,0.0184302855976739
27382,41982,137,210,183,183,0.028945063071330608,0.01199227170599013,8,8,0.15802231,10.598915332258912,4.877836292088962,0.028945062,2.812321796130732,True,True,False,0.4472201339011008,0.2707865801354159,0.0
27383,21383,137,107,184,184,0.014900474809110165,0.017724491848550156,13,13,0.6382416,0.0,0.0,0.014900475,151.9190867306374,True,False,False,1.2575293425554448,1.3180327701272816,0.13390428589639214
27384,11508,137,58,185,109,0.11819129932317311,0.00269680848600531,0,0,0.007167782,0.0,0.0,0.08852118,115.43279184309307,False,False,False,1.077948192096054,0.8403767533494799,0.28350477696142207
27385,52585,137,263,186,186,0.11854296971401357,0.005320418187357709,0,0,0.008803884,0.0,0.0,0.11854297,250.9498305908764,False,False,False,1.1637757807533649,0.7750355026435356,0.9696896370905961
27386,44386,137,222,187,187,0.0,0.0013368409984354122,10,10,0.19421743,11.802551693200076,7.683355315670973,0.0,93.20195557243557,True,True,True,0.0,0.0,0.3137208998302867
27387,26587,137,133,188,188,0.0,0.001179701807215672,0,0,0.0,0.0,0.0,0.0,110.29272911166157,False,False,True,0.0,0.0,0.32110289838249173
27388,23988,137,120,189,189,0.0,0.003376744036326114,0,0,0.0,6.69508175716345,2.4845797666914935,0.0,36.211522057058914,False,True,True,0.0,0.0,0.8833552615033682
27389,13189,137,66,190,190,0.0,0.006362354260128629,5,5,0.25847846,0.0,0.0,0.0,116.56136191641991,True,False,True,1.2581418844309329,1.2581418844309329,0.14069207948313078
27390,46390,137,232,191,191,0.0,0.004383639104432524,9,9,0.41815916,15.336276350023137,3.6313088897798753,0.0,17.994213314386855,True,True,True,0.9580411393180397,0.9580411393180397,0.0
27391,11991,137,60,192,192,0.0,0.003720013156705268,0,0,0.0,0.0,0.0,0.0,77.02036015226477,False,False,True,0.4770023132073169,0.4770023132073169,0.24081542335750328
27392,13792,137,69,193,193,0.0,0.001117036130943753,0,0,0.0,0.0,0.0,0.0,42.16024777202796,False,False,True,0.0,0.0,0.0
27393,35393,137,177,194,194,0.0,0.012413881961749305,0,0,0.0,0.0,0.0,0.0,65.78214069256427,False,False,True,4.343053679260504,4.343053679260504,0.2587030652392741
27394,1379,137,7,195,180,0.21091865385743747,0.0033621690277296965,0,0,0.0054041813,0.0,0.0,0.07419003,141.91071227191946,False,False,False,2.5049836023617744,3.4259662881214212,0.3316039822250332
27395,1195,137,6,196,196,0.10777039657420076,0.017059733912460157,4,4,0.08170401,0.0,0.0,0.10777039,21.621361388653014,True,False,False,1.2298974039951567,2.3601331234839904,0.0
27396,56996,137,285,197,197,0.26895768745681337,0.004782174652025363,3,3,0.031477623,0.0,0.0,0.26895767,71.46122243472041,True,False,False,0.04871842974986773,1.6791194074001443,0.0
27397,48597,137,243,198,198,0.1731096575388962,0.07205688030278176,3,3,0.32437637,5.38014044595866,3.539219813749725,0.17310967,29.601939128050134,True,True,False,3.7783671934316763,5.020726884907663,0.054678595488439896
27398,13798,137,69,199,199,0.12535749835397025,0.006416761491131716,0,0,0.0071298275,6.131422352036262,4.708100087308933,0.1253575,11.133115222570495,False,True,False,2.0384960094070825,0.9307586036183961,0.283333143422567
27399,35199,137,176,200,200,0.2234304895472725,0.02842156352835002,8,8,0.3564056,35.16433190441386,7.151843979451947,0.2234305,2.5791102124728553,True,True,False,0.22290052729091503,,0.2563687046815062
28400,26400,143,133,1,1,0.0,0.0003339377608256541,0,0,0.0,0.0,0.0,0.0,43.65816614998539,False,False,True,0.34119848750390813,0.34119848750390813,0.18760131308046324
28401,20401,143,103,2,2,0.0,0.0077609296621162305,0,0,0.0,0.0,0.0,0.0,83.37628055937722,False,False,True,1.1398039255575694,1.1398039255575694,0.17638794412122216
28402,56602,143,284,3,3,0.0,0.0006344175039592013,5,5,0.06466451,8.008287808633881,4.257871436015356,0.0,43.54040935100937,True,True,True,1.2303702804170853,1.2303702804170853,1.7763568394002505e-15
28403,11203,143,57,4,4,0.13977038963236893,0.049867293266283926,0,0,0.008114733,0.0,0.0,0.13977039,275.22673046180086,False,False,False,0.022138170625987108,0.920369090839113,0.27626399698130566
28404,46236,143,232,5,37,0.09793978125722771,0.00022178445550660912,0,0,0.005595011,18.377622948974984,8.027103861618672,0.0943176,15.806999442477775,False,True,False,2.4187088751242527,1.8544252046904695,0.00279507948949842
28405,40205,143,202,6,6,0.04046242913288345,0.009498812492979136,1,1,0.014378941,0.0,0.0,0.04046243,162.612242963065,True,False,False,3.458309333043604,3.8148325711598248,0.10567252675475025
28406,43406,143,218,7,7,0.0,0.01837844244278433,0,0,0.0,0.0,0.0,0.0,13.384973952770906,False,False,True,2.481547033015829,2.481547033015829,0.02212450464813287
28407,40407,143,203,8,8,0.08734292624840669,0.002729042562664396,4,4,0.1472756,0.0,0.0,0.087342925,14.98917423940901,True,False,False,0.2203532571330471,0.564287512442257,0.3576471311624161
28408,19008,143,96,9,9,0.1241329829838587,0.0036463870432214044,0,0,0.009795441,0.0,0.0,0.12413298,78.70084404621116,False,False,False,1.6483200144062806,1.5220928592338434,0.3611220715506551
28409,8609,143,44,10,10,0.0,0.0008201662001792446,0,0,0.0,15.85587956150567,4.586916492353527,0.0,96.46596360348093,False,True,True,1.1641356739507551,1.1641356739507551,0.041667202499331424
28410,46210,143,232,11,11,0.15784829359422717,0.01150348049893031,7,7,0.7755641,0.0,0.0,0.1578483,100.94038484708437,True,False,False,1.0200330510936961,0.5975948040457184,0.13994022235299042
28411,29211,143,147,12,12,0.04306245477034052,0.0030141186298432935,3,3,0.04856304,0.0,0.0,0.043062456,175.4414499684587,True,False,False,0.24449898903049316,0.12412292142239068,0.6875311724994333
28412,29212,143,147,13,13,0.028135977685451508,0.0011444302041411448,1,1,0.013820192,12.177117250250433,4.257871436015356,0.028135978,169.03419279407302,True,True,False,1.8706255128902636,1.9947484343126543,0.2454170927948489
28413,46213,143,232,14,14,0.1905831440602552,0.0019577002792964173,0,0,0.008329045,0.0,0.0,0.19058314,161.5388763561307,False,False,False,1.7269570188516292,3.5075716210065524,0.2258363775758525
28414,13014,143,66,15,15,0.0,0.001002536632463723,0,0,0.0,0.0,0.0,0.0,26.269442503169216,False,False,True,0.0,0.0,0.09178045449710481
28415,20215,143,102,16,16,0.0,0.00022671387598249257,0,0,0.0,8.727784462192718,1.8992975829365513,0.0,38.08684833539678,False,True,True,0.0,0.0,0.2975428013676087
28416,35816,143,180,17,17,0.0,0.001873607321726836,0,0,0.0,0.0,0.0,0.0,86.87085643407949,False,False,True,0.0,0.0,3.552713678800501e-15
28417,7217,143,37,18,18,0.0,0.053510667625271714,0,0,0.0,0.0,0.0,0.0,46.38306814812796,False,False,True,2.0953457879375574,2.0953457879375574,3.552713678800501e-15
28418,41803,143,210,19,4,0.1588053456530026,0.045971038539427765,0,0,0.012493151,9.911020569085906,7.673086077372416,0.14411174,44.420090472918275,False,True,False,8.626251398131199,8.479351241846603,0.5710778495238991
28419,27299,143,137,20,100,0.34432036208112476,0.00134496113931222,5,5,0.18619956,0.0,0.0,0.30432978,117.8126809242682,True,False,False,7.457422881709829,6.380224485378035,0.6088410330488401
28420,35820,143,180,21,21,0.004742786288261414,0.011490174622324198,0,0,0.00015055249,0.0,0.0,0.0047427863,131.1894323956872,False,False,False,4.834355940414243,4.863569255492388,0.6244519844919267
28421,40221,143,202,22,22,0.14654645514913994,0.009920858790929046,0,0,0.0061736824,0.0,0.0,0.14654645,143.3825014043187,False,False,False,4.179180901872433,3.2525192447461384,0.4956022680935135
28422,41822,143,210,23,23,0.0,0.003078996136992975,0,0,0.0,0.0,0.0,0.0,94.68621311472583,False,False,True,0.0,0.0,0.43903593591581824
28423,19023,143,96,24,24,0.0,0.00927881835528185,0,0,0.0,0.0,0.0,0.0,190.31113231124348,False,False,True,5.053312738395491,5.053312738395491,0.14723419356509027
28424,55224,143,277,25,25,0.0,0.00818726970906751,8,7,1.0,0.0,0.0,0.0,35.58515432786902,True,False,True,1.7543188681890947,1.7543188681890947,0.06917522808051757
28425,57625,143,289,26,26,0.0,0.007618260870674108,9,9,0.3186706,17.331315183218795,5.031494783859122,0.0,107.15924699468633,True,True,True,0.9068886407144352,0.9068886407144352,0.05793456534630792
28426,28516,143,143,27,117,0.07710776203888174,0.0011053281240006297,0,0,0.00078424206,0.0,0.0,0.0118626505,66.41957365107041,False,False,False,0.3159059959437678,0.3883663541838551,0.05039704384155641
28427,3305,143,17,28,106,0.08569324347100789,0.008248416173159584,0,0,0.0020809802,0.0,0.0,0.03616843,138.32063526300448,False,False,False,1.4293514137625634,1.1135455362131803,0.3995581445106211
28428,55228,143,277,29,29,0.11894428273873887,0.01039214769905029,1,1,0.011462498,0.0,0.0,0.11894429,55.837315221793034,True,False,False,0.2806193687051022,0.0,0.002470989546537794
28429,49229,143,247,30,30,0.0,0.046035451783487814,6,6,0.6002669,10.509575357070062,6.4981316975008285,0.0,141.0839393554542,True,True,True,0.02749403470937084,0.02749403470937084,0.22517798194829908
28430,1830,143,10,31,31,0.006826586090028286,0.02240271683240471,10,10,0.23186813,0.0,0.0,0.006826586,23.195382628885227,True,False,False,1.1600090957179239,1.132515061008553,0.21046337051894426
28431,52631,143,264,32,32,0.07744517609865045,0.006270561148748662,3,3,0.06033669,0.0,0.0,0.07744517,158.30209340306737,True,False,False,1.3303643709490824,1.6940849289049482,0.28560205616075507
28432,48575,143,243,33,176,0.1719156418202814,0.03636641309364094,2,2,0.020343442,0.0,0.0,0.13426076,32.75795364882981,True,False,False,2.933960181669888,4.107489788853486,0.8887031936109082
28433,20433,143,103,34,34,0.034775410415449536,0.004313758410909776,10,10,0.48186702,15.965588085586052,6.247275968687335,0.03477541,129.55605260430616,True,True,False,6.320737100645633,6.835403181033403,0.010498229228190326
28434,3234,143,17,35,35,0.0018017581896856427,0.009898617470503718,0,0,6.0048886e-05,0.0,0.0,0.0018017582,166.4105304791064,False,False,False,0.007220041332118399,0.0,0.0
28435,39235,143,197,36,36,0.0,0.0021511410561775176,0,0,0.0,0.0,0.0,0.0,44.44202859282291,False,False,True,1.6741051101963011,1.6741051101963011,0.12677440461992262
28436,13604,143,69,37,5,0.056394041849684835,0.0005821861381005454,0,0,0.003063437,0.0,0.0,0.049838703,6.4850175223603514,False,False,False,0.270314030658513,0.12615356554256224,0.33538593667535643
28437,37,143,1,38,38,0.0,0.003019657088470753,0,0,0.0,0.0,0.0,0.0,59.815178668485146,False,False,True,0.9473768819665072,0.9473768819665072,0.11715952845197819
28438,39238,143,197,39,39,0.005530991591513157,0.0036632995674624525,9,9,0.60653204,12.501661144701645,4.741457895268453,0.0055309916,187.48193447503843,True,True,False,2.969596597901303,2.9473495828644616,0.0
28439,13439,143,68,40,40,0.0,0.0067869014348798905,0,0,0.0,0.0,0.0,0.0,50.2048069139214,False,False,True,5.854495380659251,5.854495380659251,0.0
28440,43804,143,220,41,5,0.16293883663676748,0.00022446082861444602,0,0,0.0017026919,0.0,0.0,0.018949939,147.84399110661388,False,False,False,2.039925836811486,2.3513894294823485,0.30594346035574294
28441,1041,143,6,42,42,0.06380358664133703,0.007113806864352204,0,0,0.005341245,0.0,0.0,0.06380358,30.445420920158995,False,False,False,6.499455367349281,6.008371017616593,0.4151070286806373
28442,435,143,3,43,36,0.3083967966280281,0.001616397903502532,0,0,0.012070133,0.0,0.0,0.17622888,136.5173439816001,False,False,False,5.459733597623976,6.3992885795580206,0.19117177163899157
28443,43578,143,218,44,179,0.3279326970639375,0.029231624655060594,1,1,0.02128924,7.017265951544796,3.3180912767015847,0.32267943,1.4053063479454693,True,True,False,6.694792978610588,3.4422950419197793,0.5826796794677307
28444,7244,143,37,45,45,0.0,0.0011887223268333112,0,0,0.0,0.0,0.0,0.0,57.00476164974833,False,False,True,0.16458542014428906,0.16458542014428906,0.11570939056385043
28445,20245,143,102,46,46,0.03952024132013321,0.007142481852700718,5,5,0.71950376,4.331104692163679,0.6554110766203194,0.03952024,95.19845732192925,True,True,False,1.303571968791995,1.4681573889362842,0.0
28446,46,143,1,47,47,0.04438221367499218,0.026683613897185886,0,0,0.0028866609,0.0,0.0,0.04438221,87.42742343421207,False,False,False,4.89466084518284,4.531217477957311,0.7784939927168466
28447,54450,143,273,48,51,0.47715848152952944,0.004983074992784084,4,4,0.06805538,6.157990999178789,1.6590456383507923,0.47054973,202.21371310706002,True,True,False,3.822698245433158,6.477784077826528,0.724549268113833
28448,59048,143,296,49,49,0.2845521539911842,0.008789424386186873,0,0,0.010331292,6.580060322631528,2.883808737129405,0.28455216,172.3429215083509,False,True,False,4.512680808756513,2.278050359371762,0.0
28449,3335,143,17,50,136,0.07217691579479636,0.0013870869283777792,1,1,0.009078492,0.0,0.0,0.067258626,55.23241896843513,True,False,False,0.7609830830430978,0.23896092720716122,0.013093744983535771
28450,19650,143,99,51,51,0.0,0.008863397523324882,7,7,0.14744574,0.0,0.0,0.0,17.556926502108524,True,False,True,0.0,0.0,0.1108605201737447
28451,12651,143,64,52,52,0.0,0.002032502200959143,0,0,0.0,14.36910827137199,5.883448024101977,0.0,40.48879045913708,False,True,True,0.0,0.0,0.21713935432519804
28452,40452,143,203,53,53,0.0,0.00014762872903505595,0,0,0.0,0.0,0.0,0.0,54.79129733265205,False,False,True,0.0,0.0,0.0024186211913246325
28453,35853,143,180,54,54,0.0,0.008143933720836546,3,3,0.044811096,0.0,0.0,0.0,122.18040135456931,True,False,True,0.0,0.0,1.4210854715202004e-14
28454,20254,143,102,55,55,0.0,0.003207422504370906,0,0,0.0,0.0,0.0,0.0,13.157202052910804,False,False,True,0.0,0.0,0.24397375973137514
28455,3255,143,17,56,56,0.0,0.0332461446199916,4,4,0.047380924,13.98091753006012,6.29356997915101,0.0,87.01319968879278,True,True,True,2.0392362995547804,2.0392362995547804,2.842170943040401e-14
28456,29063,143,146,57,64,0.19363771135778712,0.0025089038656083045,0,0,0.012121117,12.983641900786434,4.425360702250556,0.18571316,121.18220354319578,False,True,False,2.22121404568935,2.886072954165365,0.3432142900655464
28457,19857,143,100,58,58,0.17761925091917216,0.006340888659136386,0,0,0.011325432,5.9237805253808675,2.5115454541816993,0.17761925,4.205548271045473,False,True,False,0.39472768335185826,0.8835327965217288,0.8300876590856205
28458,2058,143,11,59,59,0.1513109948683861,0.008895705377557302,0,0,0.0047211563,0.0,0.0,0.151311,82.09343606951688,False,False,False,0.14663708624554106,0.6392983303646691,0.006765983607408543
28459,40782,143,204,60,183,0.17163803198716546,0.003614509882680554,4,4,0.052369308,14.495288080788574,5.949024637853294,0.14600009,106.12689160675473,True,True,False,2.7254033747482747,4.058251896845426,0.9041098238386951
28460,11894,143,60,61,95,0.08634727733324855,0.04178608551798474,1,1,0.19806615,20.692672675418965,13.090779567625523,0.009988131,118.65580774242756,True,True,False,0.6108104088517927,0.7007125212933198,0.9447667417781815
28461,19061,143,96,62,62,0.15757991617146766,0.0012719841807257582,1,1,0.019807303,0.0,0.0,0.15757991,95.72237349112368,True,False,False,1.3997921626819694,0.0,0.083697113436358
28462,19062,143,96,63,63,0.0,0.0007911469047258477,0,0,0.0,0.0,0.0,0.0,79.52775579051377,False,False,True,0.6302191121482708,0.6302191121482708,1.4210854715202004e-14
28463,14463,143,73,64,64,0.07341872931049093,0.0010515803726915416,0,0,0.0051345313,0.0,0.0,0.07341873,209.47508842885821,False,False,False,0.9126467038171152,0.45355281442699413,0.10952635050385595
28464,35264,143,177,65,65,0.0,0.011523961421782762,1,1,0.013680592,0.0,0.0,0.0,52.9643879664103,True,False,True,4.150365367709101,4.150365367709101,0.32641989002985383
28465,36465,143,183,66,66,0.0,0.00037496402978896235,0,0,0.0,0.0,0.0,0.0,182.68779850689435,False,False,True,0.7007671934177649,0.7007671934177649,0.02618085454581376
28466,56666,143,284,67,67,0.07348343788090062,0.008106133059277161,0,0,0.004594147,0.0,0.0,0.07348344,3.208715142689357,False,False,False,0.44438101047919076,0.0,0.0
28467,12467,143,63,68,68,0.0,0.0033955150043378938,0,0,0.0,34.430783297798165,7.2307278332320655,0.0,117.86319067754056,False,True,True,1.2165952272302205,1.2165952272302205,0.1814690079771708
28468,2068,143,11,69,69,0.025523971202780438,0.001735851770053935,2,2,0.014285757,0.0,0.0,0.025523972,44.49085209485173,True,False,False,1.3889381385005721,1.1891173550464997,0.11601425234476892
28469,35869,143,180,70,70,0.1028999788819078,0.006201146162353666,4,4,0.26250416,0.0,0.0,0.102899976,33.80410345496392,True,False,False,0.6283868503491968,0.21434249706192077,0.097697727814122
28470,19070,143,96,71,71,0.050860244780778885,0.004580814703248471,9,9,0.34206635,12.712577523271898,6.06047479473801,0.050860245,87.86602291398643,True,True,False,0.2245936407266942,0.43893613778861496,0.6484956011731811
28471,36471,143,183,72,72,0.09177054079122463,0.0007734252853864995,1,1,0.016648129,0.0,0.0,0.091770545,59.854384670699915,True,False,False,0.4328586476746312,0.0,0.21936221184040505
28472,42472,143,213,73,73,0.0,0.002642574484650882,10,10,0.2915435,0.0,0.0,0.0,10.359172329268915,True,False,True,0.0,0.0,0.0032727899893387757
28473,14473,143,73,74,74,0.0,0.0008982704627339735,0,0,0.0,0.0,0.0,0.0,111.47572527097014,False,False,True,0.0,0.0,1.4210854715202004e-14
28474,20274,143,102,75,75,0.0,0.002156322462722293,3,3,0.03592025,0.0,0.0,0.0,19.767737117089382,True,False,True,1.9623796735560597,1.9623796735560597,0.22769647878388355
28475,54475,143,273,76,76,0.0,0.001953255820443599,5,5,0.102234975,0.0,0.0,0.0,141.85759607189743,True,False,True,0.0,0.0,0.0
28476,44476,143,223,77,77,0.0,0.007487405529976443,6,7,0.80930233,12.94397029767283,3.292866563858988,0.0,73.0543352667996,True,True,True,4.733219182948344,4.733219182948344,0.27699932026544616
28477,1077,143,6,78,78,0.06067653000354767,0.001451382321115844,0,0,0.005472556,21.64036923268831,9.629623416484542,0.06067653,102.22542448566054,False,True,False,2.1549160709327357,2.5180755751091617,0.028880534856199347
28478,57678,143,289,79,79,0.0,0.054270708288889906,0,0,0.0,0.0,0.0,0.0,113.42515650500835,False,False,True,0.0,0.0,0.3725243413476562
28479,11279,143,57,80,80,0.0,0.013327975481414829,10,10,0.3713838,16.37648554635061,12.257183383545783,0.0,21.70398132641327,True,True,True,2.609509123829766,2.609509123829766,0.007346465551137271
28480,35955,143,180,81,156,0.13256812876427504,0.01582358979582286,2,2,0.021635761,0.0,0.0,0.089453146,168.19447004520987,True,False,False,5.855128841456342,6.609089624249689,0.5216970816324533
28481,43456,143,218,82,57,0.35352367900219195,0.005066802566106431,0,0,0.012234094,0.0,0.0,0.23244813,191.72464038244425,False,False,False,4.466240365010033,1.037484076978302,0.5253007166710688
28482,44482,143,223,83,83,0.0,0.0028818904281539535,1,1,0.016815271,0.0,0.0,0.0,66.15638975265344,True,False,True,0.0,0.0,0.0
28483,7283,143,37,84,84,0.0,0.03894519705854037,0,0,0.0,0.0,0.0,0.0,63.51424014293218,False,False,True,1.6789795316110543,1.6789795316110543,0.07192192944259546
28484,34684,143,174,85,85,0.1369182333915324,0.014309820449464933,4,4,0.21086663,0.0,0.0,0.13691823,71.9880443357817,True,False,False,2.861529879515613,3.5477618093801695,0.2635168916097541
28485,8685,143,44,86,86,0.13026338644230398,0.011082099254198766,8,8,0.14571834,0.0,0.0,0.13026339,145.7156031849123,True,False,False,0.821252134042743,0.0,0.0
28486,57686,143,289,87,87,0.0,0.02063969227716176,5,5,0.37056765,0.0,0.0,0.0,24.188316121912408,True,False,True,3.1832386680263896,3.1832386680263896,0.2340305252242274
28487,48560,143,243,88,161,0.13058819436893745,0.0013019569091808332,4,4,0.046087556,0.0,0.0,0.008378751,14.501916899251967,True,False,False,2.7267092650314932,2.7757628164948653,0.317523819882382
28488,429,143,3,89,30,0.1845676714036631,0.005798748882500019,6,6,0.4810891,17.689769432940395,5.746908521285717,0.18303032,24.518527713127753,True,True,False,0.9200093224829624,0.8193670491657006,0.045778036160108115
28489,40289,143,202,90,90,0.08861104361135097,0.0014081218768213668,0,0,0.0037361835,0.0,0.0,0.088611044,177.20960426583943,False,False,False,0.005823213039252595,0.6915439503575613,0.11572772720671765
28490,34690,143,174,91,91,0.07234929297956086,0.0021265444016203756,0,0,0.004086313,8.80532617154345,3.925361358796767,0.072349295,43.577216879523746,False,True,False,0.5140414533683049,0.5693851320050443,0.0
28491,13491,143,68,92,92,0.01018504798412323,0.0030625273853184054,3,3,0.029017849,19.10558544008833,2.180314406338953,0.010185048,78.29637056013678,True,True,False,3.145830951454445,3.1996208773475696,0.7443353691466257
28492,48492,143,243,93,93,0.12291976064443588,0.06740471329990401,8,8,0.128952,30.71919283149605,9.422543929868915,0.12291976,47.147332149544326,True,True,False,7.065347840748862,7.625933988109491,0.0
28493,35293,143,177,94,94,0.39341668834597665,0.014111780364409767,6,6,0.15097722,0.0,0.0,0.39341667,85.59560817565887,True,False,False,8.93319876246396,5.211285641992386,0.0
28494,23894,143,120,95,95,0.035654790699481964,0.013137569362679676,4,3,1.0,0.0,0.0,0.03565479,124.1645031056469,True,False,False,0.22440373190201868,0.07651150717784194,0.0
28495,44295,143,222,96,96,0.008554931608314442,0.03296172933472448,0,0,0.00061797164,14.981849544487785,12.481098402154478,0.008554932,10.1999149438617,False,True,False,0.38381309071503056,0.4039031276343641,0.8342690806979078
28496,11212,143,57,97,13,0.16019873905375737,0.006739204457104661,5,5,0.04710359,19.363865035209784,5.361189241499008,0.14419092,155.0112527895124,True,True,False,1.6449826411235886,2.114413992062813,0.1811892930753558
28497,6297,143,32,98,98,0.21353355562482393,0.0003057141684758162,3,3,0.03229939,0.0,0.0,0.21353357,31.1502400115221,True,False,False,1.5730842754723184,0.0,0.12121356326534283
28498,44498,143,223,99,99,0.0,0.012012133653960533,0,0,0.0,0.0,0.0,0.0,75.86418361279317,False,False,True,4.304317118454761,4.304317118454761,0.0
28499,29358,143,147,100,159,0.07822072509481268,0.0011063933333634434,4,4,0.1016035,0.0,0.0,0.0042538196,171.45808255135347,True,False,False,0.7214324959320136,0.6989128372956847,0.03352663393008015
28500,55300,143,277,101,101,0.0,0.01219826094539943,0,0,0.0,6.482143132101894,2.440383097821516,0.0,36.08329721585042,False,True,True,3.608441335199235,3.608441335199235,0.23101032616506245
28501,7301,143,37,102,102,0.0,0.03894519705854037,0,0,0.0,8.086868740127594,6.195145453648191,0.0,12.72873888184256,False,True,True,4.160919391499824,4.160919391499824,0.038086364407888595
28502,59102,143,296,103,103,0.0,0.018702121308329416,1,1,0.01372923,0.0,0.0,0.0,192.0319589398187,True,False,True,6.17214652716053,6.17214652716053,0.23594961780619883
28503,19114,143,96,104,115,0.16947807916647892,0.008445402898826388,9,9,0.45426986,0.0,0.0,0.15208282,80.05850246252771,True,False,False,0.8979478928125091,1.2834193900315451,0.6949543128805828
28504,3313,143,17,105,114,0.30109797110244485,0.009318783119074778,7,7,0.4831214,0.0,0.0,0.2778557,84.94557869252225,True,False,False,2.114311967216241,1.7244338700124573,1.0028820610668845
28505,105,143,1,106,106,0.134124353543513,0.005247870936547421,0,0,0.0077141034,0.0,0.0,0.13412435,33.70103454663632,False,False,False,0.4216915475499421,0.05035722882588334,0.0
28506,20506,143,103,107,107,0.09296546801679742,0.031470633567385616,0,0,0.003966912,11.189427807121806,5.66573775033647,0.09296547,111.91416303514055,False,True,False,4.960251249166825,5.605106284912883,0.0
