scope,server_id,decisions,decisions_with_inflight,inflight_decision_rate,mean_inflight_replicas,max_inflight_replicas,mean_inflight_future_service_workload,max_inflight_future_service_workload
aggregate_per_decision,all,60000,12298,0.20496666666666666,0.38745,9,0.6605643580058287,16.983660130718953
per_server_per_decision,1,60000,1248,0.0208,0.021,2,0.05186333333333334,7.2
per_server_per_decision,2,60000,1149,0.01915,0.019233333333333335,2,0.04599393939393939,4.909090909090909
per_server_per_decision,3,60000,1776,0.0296,0.030116666666666667,2,0.0637888888888889,6.416666666666666
per_server_per_decision,4,60000,2065,0.034416666666666665,0.03495,3,0.0626142857142857,5.571428571428571
per_server_per_decision,5,60000,3887,0.06478333333333333,0.06701666666666667,3,0.1170788888888889,9.333333333333334
per_server_per_decision,6,60000,3666,0.0611,0.06358333333333334,3,0.10044705882352942,5.9411764705882355
per_server_per_decision,7,60000,3299,0.054983333333333335,0.0567,3,0.08640462962962962,5.222222222222222
per_server_per_decision,8,60000,5419,0.09031666666666667,0.09485,3,0.13237333333333334,6.0
