case_id,dataset_index_i,dataset_index_j,episode_i,episode_j,task_id_i,task_id_j,s0_distance,return_i,return_j,return_gap,effective_mask_hamming,policy_tv,safe_mask_i,safe_mask_j,effective_mask_i,effective_mask_j,pair_reliability_i,pair_reliability_j,backlog_i,backlog_j,inflight_count_i,inflight_count_j,inflight_workload_i,inflight_workload_j,upload_remaining_min_i,upload_remaining_mean_i,upload_remaining_max_i,upload_remaining_min_j,upload_remaining_mean_j,upload_remaining_max_j,task_delay_i,task_delay_j
1,7010,43810,36,220,11,11,0.0,733.3881170729446,162.11144805616672,571.2766690167779,6,0.7246497273445129,"[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0]","[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0]","[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0]","[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0]","[0.9930684464949749,0.9906186593801047,0.9988481412957456,0.991388574563178,0.9961607048004597,0.9980364538938988,0.998695075398153,0.9982525225796117,0.9997854414247689,0.9983959359202574,0.9992848483022593,0.9996342471056827,0.999756929593602,0.9997096109731097,0.9978290189208964,0.9990320955228091,0.9995049807403469,0.9996710223364238,0.9997334428463844,0.9998811588618183,0.9999392206011798,0.9999596075016729,0.9991115302627837,0.9995456063672549,0.9996980211320482,0.9997974143414817,0.9998653665381422,0.9999311438698921]","[0.9977590883499683,0.9967519377126192,0.996125890574207,0.998906518987106,0.9994914498353347,0.9993662273819566,0.99982840299988,0.998606059756871,0.9983373850138654,0.9995307210717934,0.9997817503245147,0.9997280097857987,0.9999263573346494,0.9975901428176243,0.9993198093334252,0.999683660647591,0.9996057670737392,0.9998932595294133,0.9991887061147344,0.9996226878801929,0.9995297807244895,0.9998726858580207,0.9998935023269614,0.9998672789554564,0.9999640651355896,0.999938274823009,0.9999832876099377,0.9999791724475982]","[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0]","[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0,0.0,0.6470588235294118,0.6111111111111112,0.0]","[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0,0.0,0.10686696320772171,0.007162041962146759,0.0]","[0.0,0.0,0.0,0.0,0.0,0.10686695988969674,0.007162042035549376,0.0]","[0.0,0.0,0.0,0.0,0.0,0.10686696320772171,0.007162041962146759,0.0]",2.3456452220260715,2.205704999673081
2,52528,11528,263,58,129,129,0.0,679.9620301141911,200.49772904448264,479.4643010697084,6,0.793071985244751,"[0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0]","[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0]","[0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0]","[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0]","[0.9938240799531277,0.998758468620913,0.9991715524970531,0.9990659176512404,0.9993688693354467,0.9999145138280627,0.9998132295708015,0.9939578598268128,0.9959682082762877,0.9954541169240075,0.9969284868614178,0.9995839658647261,0.9990910474495995,0.999189497936997,0.9990861513035029,0.999382540590894,0.9999163655892898,0.9998172753039453,0.9993902081868916,0.999587982459194,0.9999441925352186,0.9998780716937782,0.9995354463488909,0.9999370765587489,0.9998625246883468,0.9999574845693793,0.9999071121674459,0.9999874184132216]","[0.990414281596213,0.9971940711112162,0.9981398884965009,0.9971058904060947,0.9974061514619682,0.9987619781826431,0.9990975249806153,0.9981017578441729,0.9987416138432462,0.9980421026146831,0.9982452325643731,0.999162464447002,0.9993894655943617,0.9996316455458272,0.9994268848089086,0.9994863449526352,0.9997548368203042,0.9998212845345321,0.9996200694308254,0.9996594868578984,0.9998374759771677,0.999881525617239,0.9994702025391738,0.9997471321838318,0.9998156681214349,0.9997733669738478,0.999834792374575,0.999921147807333]","[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]",2.604095774098255,2.604095774098255
3,56928,11528,285,58,129,129,0.0,671.2652639181546,200.49772904448264,470.76753487367193,3,1.0,"[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0]","[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0]","[0.9958900999731182,0.9991913881286617,0.999489512500133,0.997924371087642,0.9977995553358701,0.9988568564811783,0.9992510084930363,0.9992346594885623,0.9995168302889442,0.998035444507252,0.9979173080382208,0.9989180296798096,0.9992910893800591,0.9999049376477103,0.9996134789452423,0.9995902359099685,0.9997871252245507,0.9998605237258199,0.9997559840834854,0.9997413104441452,0.9998656093043452,0.9999119467608371,0.9989481749864645,0.999453570922842,0.9996419778171238,0.9994207119875818,0.999620448531402,0.9998028208532302]","[0.990414281596213,0.9971940711112162,0.9981398884965009,0.9971058904060947,0.9974061514619682,0.9987619781826431,0.9990975249806153,0.9981017578441729,0.9987416138432462,0.9980421026146831,0.9982452325643731,0.999162464447002,0.9993894655943617,0.9996316455458272,0.9994268848089086,0.9994863449526352,0.9997548368203042,0.9998212845345321,0.9996200694308254,0.9996594868578984,0.9998374759771677,0.999881525617239,0.9994702025391738,0.9997471321838318,0.9998156681214349,0.9997733669738478,0.999834792374575,0.999921147807333]","[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]",3.28144680367177,2.604095774098255
4,1866,52466,10,263,67,67,0.0,165.36285089744797,620.5600524619902,455.1972015645422,1,0.008890056982636452,"[0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0]","[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0]","[0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0]","[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0]","[0.9868679325344365,0.991452784766042,0.9971776012395835,0.9975422034935681,0.9978880683710839,0.9979877783743484,0.9992224304424845,0.9930212033694799,0.9976955129337421,0.9979932104775548,0.9982756089635825,0.9983570221274919,0.9993651148754948,0.9985000878947028,0.9986938490818319,0.9988776526335691,0.9989306416877782,0.9995867749063722,0.9995686924183554,0.9996293866798643,0.9996468843369166,0.9998635478386698,0.9996772631365058,0.9996925004165731,0.9998811749600673,0.9997357722275142,0.9998978962011361,0.9999027167975885]","[0.997287541507587,0.9994688583250595,0.9996463144246039,0.9996010054030348,0.9997308190592745,0.999963637963204,0.9999205164717262,0.9973466652611859,0.9982331527197127,0.9980068100947916,0.9986552982476219,0.9998183523154801,0.9996029375650929,0.9996540237476662,0.9996097023317819,0.9997366864255983,0.9999644305504859,0.999922248982861,0.9997401020069177,0.9998246603166993,0.9999763144151336,0.9999482258415563,0.99980219836166,0.9999732801645159,0.9999415932938223,0.999981973514162,0.9999605960275322,0.9999946771539883]","[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]",1.83896395638655,1.957532519903495
5,43829,49229,220,247,30,30,0.0,589.0003961280851,144.24165140003882,444.7587447280463,8,0.6763494610786438,"[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0]","[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0]","[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0]","[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0]","[0.9985506037233813,0.997896179617087,0.9974884261135708,0.9992938894767649,0.999671873780815,0.999591006613127,0.9998893341448704,0.9991009799543773,0.9989267357193127,0.9996982596423301,0.9998597826834754,0.9998252259288329,0.999952709450419,0.9984421408372663,0.9995620193558834,0.9997964724669847,0.9997463128205464,0.9999313570596721,0.9994771318134101,0.9997570256276428,0.9996971442522317,0.9999180529774235,0.9999316895425117,0.9999148543342973,0.9999769611973983,0.9999604332120148,0.9999892939774391,0.9999866554631386]","[0.9837975236473432,0.9931116350132979,0.9952668177108122,0.9576491602264187,0.9975141195428281,0.9959657288017124,0.9961723711676922,0.9991005707262628,0.9993819777672861,0.9944701558158943,0.9996754130104157,0.9994732361567745,0.999500217914204,0.9997372523424093,0.997649026961643,0.9998620042019796,0.9997760501830117,0.9997875212809545,0.9983845827030086,0.9999051793468503,0.9998461180106626,0.9998540001129793,0.9991515783581921,0.9986231184272459,0.998693644688839,0.9999191807526876,0.999923320454671,0.9998755587460668]","[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0]","[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0,0.0,2.0,1.8888888888888888,0.0]","[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0,0.0,0.18228508532047272,0.05926802009344101,0.0]","[0.0,0.0,0.0,0.0,0.0,0.18228508425316647,0.05926801954468175,0.0]","[0.0,0.0,0.0,0.0,0.0,0.18228508532047272,0.05926802009344101,0.0]",2.0002247145971808,2.000224714597188
6,12664,35264,64,177,65,65,0.0,661.9710947936871,239.39544957787638,422.57564521581077,3,0.030127491801977158,"[0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0]","[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0]","[0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0]","[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0]","[0.9772105071407875,0.9857058150416365,0.9910439917633126,0.9899406851526893,0.9956402711120241,0.9977632423768822,0.997850349223766,0.9990473656757006,0.9994031278537512,0.9993295981106726,0.9997094463660976,0.9998509315436224,0.9998567367694862,0.9996256256816383,0.9995795058423773,0.9998177569194285,0.9999065002411381,0.99991014143547,0.9997365397782303,0.9998858157680601,0.9999414178134022,0.9999436992003103,0.9998717492090978,0.9999342009694656,0.9999367634044916,0.9999714825573535,0.9999725931222553,0.9999859389094377]","[0.9973187281893728,0.9980276619839826,0.9984414865010628,0.9982612427194457,0.9994591018186905,0.9993387887610404,0.9994386856417122,0.9989313637133513,0.9991555787777395,0.999057920544762,0.9997069349070821,0.9996417478559183,0.9996958731786276,0.9993788454898176,0.9993070082949777,0.9997844219218511,0.9997364704614088,0.9997762849372056,0.9994524077931075,0.9998296532632128,0.9997917626999391,0.9998232235334668,0.9998099524777877,0.9997676798296512,0.9998027791428019,0.9999277290976558,0.999938647904358,0.9999250012357704]","[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]",4.138711570609729,2.6327078286144854
7,571,171,3,1,172,172,0.0,570.4236739913546,150.0354520867187,420.3882219046359,7,0.7894566655158997,"[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0]","[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0]","[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0]","[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0]","[0.998456297707532,0.9977188185326357,0.9975109332960415,0.999556813141764,0.9982636056727094,0.9996030644533725,0.999711277524661,0.9987909056242291,0.9986807202339093,0.9997650977156466,0.9990796590953928,0.9997896122935256,0.9998469684564402,0.9980504553453352,0.999652876891922,0.998639980891723,0.9996891029187995,0.9997738600747086,0.9996212433851263,0.9985160416531567,0.9996607707084049,0.9997532518273836,0.9997357761298865,0.9999395990618795,0.9999560656421046,0.9997633507303602,0.9998278663538751,0.9999606506645157]","[0.98983691304461,0.9809279745462721,0.9954907799701413,0.991426374722831,0.9988092114132121,0.9984937078557446,0.9989272470680133,0.9975140422901252,0.999412242274637,0.9988824642715024,0.9998447857530739,0.9998036612011441,0.999860171200561,0.9988970152131972,0.9979028350389099,0.9997087253035274,0.9996315510645759,0.9997375975986658,0.9995041649733842,0.9999311336020019,0.9999128872115012,0.999937959910611,0.9998690605721801,0.9998343677175892,0.9998820398039879,0.9999769953753375,0.9999836165390292,0.9999792756843408]","[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]",2.754352026480774,3.0515019612656715
8,11410,43810,58,220,11,11,0.0,567.8703637607351,162.11144805616672,405.7589157045684,4,0.7246496677398682,"[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0]","[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0]","[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0]","[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0]","[0.990414281596213,0.9971940711112162,0.9981398884965009,0.9971058904060947,0.9974061514619682,0.9987619781826431,0.9990975249806153,0.9981017578441729,0.9987416138432462,0.9980421026146831,0.9982452325643731,0.999162464447002,0.9993894655943617,0.9996316455458272,0.9994268848089086,0.9994863449526352,0.9997548368203042,0.9998212845345321,0.9996200694308254,0.9996594868578984,0.9998374759771677,0.999881525617239,0.9994702025391738,0.9997471321838318,0.9998156681214349,0.9997733669738478,0.999834792374575,0.999921147807333]","[0.9977590883499683,0.9967519377126192,0.996125890574207,0.998906518987106,0.9994914498353347,0.9993662273819566,0.99982840299988,0.998606059756871,0.9983373850138654,0.9995307210717934,0.9997817503245147,0.9997280097857987,0.9999263573346494,0.9975901428176243,0.9993198093334252,0.999683660647591,0.9996057670737392,0.9998932595294133,0.9991887061147344,0.9996226878801929,0.9995297807244895,0.9998726858580207,0.9998935023269614,0.9998672789554564,0.9999640651355896,0.999938274823009,0.9999832876099377,0.9999791724475982]","[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0]","[0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0]","[0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.55]","[0.0,0.0,0.0,0.0,0.0,0.6470588235294118,0.6111111111111112,0.0]","[0.0,0.23481734097003937,0.0,0.0,0.0,0.0,0.0,0.3123655915260315]","[0.0,0.23481733493169443,0.0,0.0,0.0,0.0,0.0,0.3123656043738059]","[0.0,0.23481734097003937,0.0,0.0,0.0,0.0,0.0,0.3123655915260315]","[0.0,0.0,0.0,0.0,0.0,0.10686696320772171,0.007162041962146759,0.0]","[0.0,0.0,0.0,0.0,0.0,0.10686695988969674,0.007162042035549376,0.0]","[0.0,0.0,0.0,0.0,0.0,0.10686696320772171,0.007162041962146759,0.0]",2.205704999673081,2.205704999673081
9,7001,20401,36,103,2,2,0.0,759.6640786272174,357.3680168927413,402.29606173447604,0,0.0,"[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0]","[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0]","[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0]","[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0]","[0.9975859314206341,0.9967236234425404,0.9996014254597978,0.9969951524746314,0.9986675222602883,0.9993199480388698,0.9995483839806973,0.9994115913356121,0.9999284194875814,0.9994603555824296,0.9997606986152537,0.9998778685968644,0.999918893700381,0.9999028508490339,0.9992675939970371,0.9996752198948067,0.999834243124001,0.9998899224400642,0.9999109020649023,0.9999604901699105,0.9999798355074644,0.9999866089528879,0.9997021359791025,0.9998479801909447,0.9998990450951621,0.9999325879233967,0.9999552322830774,0.9999771520583187]","[0.9977568928786844,0.9964145406231719,0.9955552677253265,0.9974044356543497,0.999690862638884,0.9993781474949868,0.9998287728892599,0.9979252974251381,0.9974280847931418,0.9984980936986925,0.999821119691597,0.9996401691226309,0.9999009205543271,0.995888962498845,0.9975993014421969,0.9997140715782146,0.9994248339809207,0.9998416280149249,0.9970239622764686,0.9996455474317267,0.9992869926278294,0.9998036733931456,0.9997930124039919,0.9995836292494067,0.9998853522980996,0.9999504093376456,0.9999863452092479,0.9999725323855907]","[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]",1.3893013536451146,1.3358726264455623
