Metric,Num_Seeds,Mean,Std,Median,Bootstrap_95CI_Low,Bootstrap_95CI_High
TV_Rreq_09_09999,10,0.028537414628706716,0.012566633600417652,0.027800447023910192,0.021530236434905193,0.03646903539268783
TV_Rho_True_Zero,10,0.03518175242023421,0.012507935328456812,0.03521821848742543,0.027981028015288716,0.04261298837455102
Argmax_09_09999,10,0.006,0.013498971154211059,0.0,0.0,0.014000000000000002
