state_id,R_req,exact_optimal_set_size
trial08_episode02_task180,0.99,7
trial08_episode02_task180,0.999,5
trial08_episode02_task180,0.9999,1
trial08_episode03_task020,0.9,7
trial08_episode03_task020,0.99,7
trial08_episode03_task020,0.999,7
trial08_episode03_task020,0.9999,6
trial08_episode03_task060,0.9,7
trial08_episode03_task060,0.99,7
trial08_episode03_task060,0.999,7
trial08_episode03_task060,0.9999,3
trial08_episode03_task100,0.9,7
trial08_episode03_task100,0.99,7
trial08_episode03_task100,0.999,7
trial08_episode03_task100,0.9999,6
trial08_episode03_task140,0.9,7
trial08_episode03_task140,0.99,7
trial08_episode03_task140,0.999,7
trial08_episode03_task140,0.9999,6
trial08_episode03_task180,0.9,7
trial08_episode03_task180,0.99,7
trial08_episode03_task180,0.999,7
trial08_episode03_task180,0.9999,2
trial08_episode04_task020,0.9,7
trial08_episode04_task020,0.99,7
trial08_episode04_task020,0.999,7
trial08_episode04_task020,0.9999,2
trial08_episode04_task060,0.9,7
trial08_episode04_task060,0.99,7
trial08_episode04_task060,0.999,7
trial08_episode04_task060,0.9999,2
trial08_episode04_task100,0.9,7
trial08_episode04_task100,0.99,7
trial08_episode04_task100,0.999,7
trial08_episode04_task100,0.9999,2
trial08_episode04_task140,0.9,7
trial08_episode04_task140,0.99,7
trial08_episode04_task140,0.999,6
trial08_episode04_task140,0.9999,2
trial08_episode04_task180,0.9,7
trial08_episode04_task180,0.99,7
trial08_episode04_task180,0.999,4
trial08_episode04_task180,0.9999,2
trial08_episode05_task020,0.9,7
trial08_episode05_task020,0.99,7
trial08_episode05_task020,0.999,7
trial08_episode05_task020,0.9999,2
trial08_episode05_task060,0.9,7
trial08_episode05_task060,0.99,7
trial08_episode05_task060,0.999,6
trial08_episode05_task060,0.9999,2
trial08_episode05_task100,0.9,7
trial08_episode05_task100,0.99,7
trial08_episode05_task100,0.999,7
trial08_episode05_task100,0.9999,5
trial08_episode05_task140,0.9,7
trial08_episode05_task140,0.99,7
trial08_episode05_task140,0.999,6
trial08_episode05_task140,0.9999,1
trial08_episode05_task180,0.9,7
trial08_episode05_task180,0.99,7
trial08_episode05_task180,0.999,5
trial08_episode05_task180,0.9999,1
trial08_episode06_task020,0.9,7
trial08_episode06_task020,0.99,7
trial08_episode06_task020,0.999,7
trial08_episode06_task020,0.9999,6
trial08_episode06_task060,0.9,7
trial08_episode06_task060,0.99,7
trial08_episode06_task060,0.999,7
trial08_episode06_task060,0.9999,5
trial08_episode06_task100,0.9,7
trial08_episode06_task100,0.99,7
trial08_episode06_task100,0.999,7
trial08_episode06_task100,0.9999,7
trial08_episode06_task140,0.9,7
trial08_episode06_task140,0.99,7
trial08_episode06_task140,0.999,7
trial08_episode06_task140,0.9999,4
trial08_episode06_task180,0.9,7
trial08_episode06_task180,0.99,7
trial08_episode06_task180,0.999,7
trial08_episode06_task180,0.9999,4
trial08_episode07_task020,0.9,7
trial08_episode07_task020,0.99,7
trial08_episode07_task020,0.999,7
trial08_episode07_task020,0.9999,2
trial08_episode07_task060,0.9,7
trial08_episode07_task060,0.99,7
trial08_episode07_task060,0.999,7
trial08_episode07_task060,0.9999,1
trial08_episode07_task100,0.9,7
trial08_episode07_task100,0.99,7
trial08_episode07_task100,0.999,7
trial08_episode07_task100,0.9999,7
trial08_episode07_task140,0.9,7
trial08_episode07_task140,0.99,7
trial08_episode07_task140,0.999,6
trial08_episode07_task140,0.9999,1
trial08_episode07_task180,0.9,7
trial08_episode07_task180,0.99,7
trial08_episode07_task180,0.999,6
trial08_episode07_task180,0.9999,1
trial08_episode08_task020,0.9,7
trial08_episode08_task020,0.99,7
trial08_episode08_task020,0.999,7
trial08_episode08_task020,0.9999,3
trial08_episode08_task060,0.9,7
trial08_episode08_task060,0.99,7
trial08_episode08_task060,0.999,7
trial08_episode08_task060,0.9999,3
trial08_episode08_task100,0.9,7
trial08_episode08_task100,0.99,7
trial08_episode08_task100,0.999,7
trial08_episode08_task100,0.9999,3
trial08_episode08_task140,0.9,7
trial08_episode08_task140,0.99,7
trial08_episode08_task140,0.999,6
trial08_episode08_task140,0.9999,1
trial08_episode08_task180,0.9,7
trial08_episode08_task180,0.99,7
trial08_episode08_task180,0.999,6
trial08_episode08_task180,0.9999,1
trial08_episode09_task020,0.9,7
trial08_episode09_task020,0.99,7
trial08_episode09_task020,0.999,7
trial08_episode09_task020,0.9999,7
trial08_episode09_task060,0.9,7
trial08_episode09_task060,0.99,7
trial08_episode09_task060,0.999,7
trial08_episode09_task060,0.9999,7
trial08_episode09_task100,0.9,7
trial08_episode09_task100,0.99,7
trial08_episode09_task100,0.999,7
trial08_episode09_task100,0.9999,7
trial08_episode09_task140,0.9,7
trial08_episode09_task140,0.99,7
trial08_episode09_task140,0.999,7
trial08_episode09_task140,0.9999,7
trial08_episode09_task180,0.9,7
trial08_episode09_task180,0.99,7
trial08_episode09_task180,0.999,7
trial08_episode09_task180,0.9999,7
trial08_episode10_task020,0.9,7
trial08_episode10_task020,0.99,7
trial08_episode10_task020,0.999,6
trial08_episode10_task020,0.9999,1
trial08_episode10_task060,0.9,7
trial08_episode10_task060,0.99,7
trial08_episode10_task060,0.999,6
trial08_episode10_task060,0.9999,1
trial08_episode10_task100,0.9,7
trial08_episode10_task100,0.99,7
trial08_episode10_task100,0.999,6
trial08_episode10_task100,0.9999,2
trial08_episode10_task140,0.9,7
trial08_episode10_task140,0.99,7
trial08_episode10_task140,0.999,2
trial08_episode10_task140,0.9999,1
trial08_episode10_task180,0.9,7
trial08_episode10_task180,0.99,6
trial08_episode10_task180,0.999,2
trial08_episode10_task180,0.9999,1
trial08_episode11_task020,0.9,7
trial08_episode11_task020,0.99,7
trial08_episode11_task020,0.999,7
trial08_episode11_task020,0.9999,5
trial08_episode11_task060,0.9,7
trial08_episode11_task060,0.99,7
trial08_episode11_task060,0.999,7
trial08_episode11_task060,0.9999,3
trial08_episode11_task100,0.9,7
trial08_episode11_task100,0.99,7
trial08_episode11_task100,0.999,7
trial08_episode11_task100,0.9999,7
trial08_episode11_task140,0.9,7
trial08_episode11_task140,0.99,7
trial08_episode11_task140,0.999,7
trial08_episode11_task140,0.9999,2
trial08_episode11_task180,0.9,7
trial08_episode11_task180,0.99,7
trial08_episode11_task180,0.999,7
trial08_episode11_task180,0.9999,2
trial08_episode12_task020,0.9,7
trial08_episode12_task020,0.99,7
trial08_episode12_task020,0.999,7
trial08_episode12_task020,0.9999,5
trial08_episode12_task060,0.9,7
trial08_episode12_task060,0.99,7
trial08_episode12_task060,0.999,7
trial08_episode12_task060,0.9999,6
trial08_episode12_task100,0.9,7
trial08_episode12_task100,0.99,7
trial08_episode12_task100,0.999,7
trial08_episode12_task100,0.9999,6
trial08_episode12_task140,0.9,7
trial08_episode12_task140,0.99,7
trial08_episode12_task140,0.999,7
trial08_episode12_task140,0.9999,5
trial08_episode12_task180,0.9,7
trial08_episode12_task180,0.99,7
trial08_episode12_task180,0.999,7
trial08_episode12_task180,0.9999,5
trial08_episode13_task020,0.9,7
trial08_episode13_task020,0.99,7
trial08_episode13_task020,0.999,7
trial08_episode13_task020,0.9999,6
trial08_episode13_task060,0.9,7
trial08_episode13_task060,0.99,7
trial08_episode13_task060,0.999,7
trial08_episode13_task060,0.9999,1
trial08_episode13_task100,0.9,7
trial08_episode13_task100,0.99,7
trial08_episode13_task100,0.999,7
trial08_episode13_task100,0.9999,7
trial08_episode13_task140,0.9,7
trial08_episode13_task140,0.99,7
trial08_episode13_task140,0.999,6
trial08_episode13_task140,0.9999,1
trial08_episode13_task180,0.9,7
trial08_episode13_task180,0.99,7
trial08_episode13_task180,0.999,6
trial08_episode13_task180,0.9999,2
trial08_episode14_task020,0.9,7
trial08_episode14_task020,0.99,7
trial08_episode14_task020,0.999,7
trial08_episode14_task020,0.9999,1
trial08_episode14_task060,0.9,7
trial08_episode14_task060,0.99,7
trial08_episode14_task060,0.999,6
trial08_episode14_task060,0.9999,1
trial08_episode14_task100,0.9,7
trial08_episode14_task100,0.99,7
trial08_episode14_task100,0.999,7
trial08_episode14_task100,0.9999,3
trial08_episode14_task140,0.9,7
trial08_episode14_task140,0.99,7
trial08_episode14_task140,0.999,5
trial08_episode14_task140,0.9999,1
trial08_episode14_task180,0.9,7
trial08_episode14_task180,0.99,7
trial08_episode14_task180,0.999,5
trial08_episode14_task180,0.9999,1
trial08_episode15_task020,0.9,7
trial08_episode15_task020,0.99,7
trial08_episode15_task020,0.999,7
trial08_episode15_task020,0.9999,5
trial08_episode15_task060,0.9,7
trial08_episode15_task060,0.99,7
trial08_episode15_task060,0.999,7
trial08_episode15_task060,0.9999,5
trial08_episode15_task100,0.9,7
trial08_episode15_task100,0.99,7
trial08_episode15_task100,0.999,7
trial08_episode15_task100,0.9999,5
trial08_episode15_task140,0.9,7
trial08_episode15_task140,0.99,7
trial08_episode15_task140,0.999,7
trial08_episode15_task140,0.9999,4
trial08_episode15_task180,0.9,7
trial08_episode15_task180,0.99,7
trial08_episode15_task180,0.999,7
trial08_episode15_task180,0.9999,3
trial08_episode16_task020,0.9,7
trial08_episode16_task020,0.99,7
trial08_episode16_task020,0.999,7
trial08_episode16_task020,0.9999,5
trial08_episode16_task060,0.9,7
trial08_episode16_task060,0.99,7
trial08_episode16_task060,0.999,7
trial08_episode16_task060,0.9999,4
trial08_episode16_task100,0.9,7
trial08_episode16_task100,0.99,7
trial08_episode16_task100,0.999,7
trial08_episode16_task100,0.9999,6
trial08_episode16_task140,0.9,7
trial08_episode16_task140,0.99,7
trial08_episode16_task140,0.999,7
trial08_episode16_task140,0.9999,3
trial08_episode16_task180,0.9,7
trial08_episode16_task180,0.99,7
trial08_episode16_task180,0.999,7
trial08_episode16_task180,0.9999,3
trial08_episode17_task020,0.9,7
trial08_episode17_task020,0.99,7
trial08_episode17_task020,0.999,7
trial08_episode17_task020,0.9999,4
trial08_episode17_task060,0.9,7
trial08_episode17_task060,0.99,7
trial08_episode17_task060,0.999,7
trial08_episode17_task060,0.9999,5
trial08_episode17_task100,0.9,7
trial08_episode17_task100,0.99,7
trial08_episode17_task100,0.999,7
trial08_episode17_task100,0.9999,6
trial08_episode17_task140,0.9,7
trial08_episode17_task140,0.99,7
trial08_episode17_task140,0.999,7
trial08_episode17_task140,0.9999,4
trial08_episode17_task180,0.9,7
trial08_episode17_task180,0.99,7
trial08_episode17_task180,0.999,7
trial08_episode17_task180,0.9999,3
trial08_episode18_task020,0.9,7
trial08_episode18_task020,0.99,7
trial08_episode18_task020,0.999,7
trial08_episode18_task020,0.9999,4
trial08_episode18_task060,0.9,7
trial08_episode18_task060,0.99,7
trial08_episode18_task060,0.999,7
trial08_episode18_task060,0.9999,3
trial08_episode18_task100,0.9,7
trial08_episode18_task100,0.99,7
trial08_episode18_task100,0.999,7
trial08_episode18_task100,0.9999,5
trial08_episode18_task140,0.9,7
trial08_episode18_task140,0.99,7
trial08_episode18_task140,0.999,6
trial08_episode18_task140,0.9999,3
trial08_episode18_task180,0.9,7
trial08_episode18_task180,0.99,7
trial08_episode18_task180,0.999,5
trial08_episode18_task180,0.9999,1
trial08_episode19_task020,0.9,7
trial08_episode19_task020,0.99,7
trial08_episode19_task020,0.999,7
trial08_episode19_task020,0.9999,7
trial08_episode19_task060,0.9,7
trial08_episode19_task060,0.99,7
trial08_episode19_task060,0.999,7
trial08_episode19_task060,0.9999,7
trial08_episode19_task100,0.9,7
trial08_episode19_task100,0.99,7
trial08_episode19_task100,0.999,7
trial08_episode19_task100,0.9999,7
trial08_episode19_task140,0.9,7
trial08_episode19_task140,0.99,7
trial08_episode19_task140,0.999,3
trial08_episode19_task140,0.9999,1
trial08_episode19_task180,0.9,7
trial08_episode19_task180,0.99,7
trial08_episode19_task180,0.999,7
trial08_episode19_task180,0.9999,7
trial08_episode20_task020,0.9,7
trial08_episode20_task020,0.99,7
trial08_episode20_task020,0.999,3
trial08_episode20_task020,0.9999,1
trial08_episode20_task060,0.9,7
trial08_episode20_task060,0.99,7
trial08_episode20_task060,0.999,5
trial08_episode20_task060,0.9999,1
trial08_episode20_task100,0.9,7
trial08_episode20_task100,0.99,7
trial08_episode20_task100,0.999,6
trial08_episode20_task100,0.9999,1
trial08_episode20_task140,0.9,7
trial08_episode20_task140,0.99,7
trial08_episode20_task140,0.999,1
trial08_episode20_task140,0.9999,1
trial08_episode20_task180,0.9,7
trial08_episode20_task180,0.99,7
trial08_episode20_task180,0.999,3
trial08_episode20_task180,0.9999,1
trial09_episode01_task020,0.9,7
trial09_episode01_task020,0.99,7
trial09_episode01_task020,0.999,7
trial09_episode01_task020,0.9999,3
trial09_episode01_task060,0.9,7
trial09_episode01_task060,0.99,7
trial09_episode01_task060,0.999,7
trial09_episode01_task060,0.9999,3
trial09_episode01_task100,0.9,7
trial09_episode01_task100,0.99,7
trial09_episode01_task100,0.999,7
trial09_episode01_task100,0.9999,7
trial09_episode01_task140,0.9,7
trial09_episode01_task140,0.99,7
trial09_episode01_task140,0.999,7
trial09_episode01_task140,0.9999,3
trial09_episode01_task180,0.9,7
trial09_episode01_task180,0.99,7
trial09_episode01_task180,0.999,7
trial09_episode01_task180,0.9999,3
trial09_episode02_task020,0.9,7
trial09_episode02_task020,0.99,7
trial09_episode02_task020,0.999,7
trial09_episode02_task020,0.9999,7
trial09_episode02_task060,0.9,7
trial09_episode02_task060,0.99,7
trial09_episode02_task060,0.999,7
trial09_episode02_task060,0.9999,3
trial09_episode02_task100,0.9,7
trial09_episode02_task100,0.99,7
trial09_episode02_task100,0.999,7
trial09_episode02_task100,0.9999,7
trial09_episode02_task140,0.9,7
trial09_episode02_task140,0.99,7
trial09_episode02_task140,0.999,7
trial09_episode02_task140,0.9999,5
trial09_episode02_task180,0.9,7
trial09_episode02_task180,0.99,7
trial09_episode02_task180,0.999,7
trial09_episode02_task180,0.9999,3
trial09_episode03_task020,0.9,7
trial09_episode03_task020,0.99,7
trial09_episode03_task020,0.999,7
trial09_episode03_task020,0.9999,4
trial09_episode03_task060,0.9,7
trial09_episode03_task060,0.99,7
trial09_episode03_task060,0.999,7
trial09_episode03_task060,0.9999,3
trial09_episode03_task100,0.9,7
trial09_episode03_task100,0.99,7
trial09_episode03_task100,0.999,7
trial09_episode03_task100,0.9999,5
trial09_episode03_task140,0.9,7
trial09_episode03_task140,0.99,7
trial09_episode03_task140,0.999,7
trial09_episode03_task140,0.9999,4
trial09_episode03_task180,0.9,7
trial09_episode03_task180,0.99,7
trial09_episode03_task180,0.999,6
trial09_episode03_task180,0.9999,2
trial09_episode04_task020,0.9,7
trial09_episode04_task020,0.99,7
trial09_episode04_task020,0.999,7
trial09_episode04_task020,0.9999,3
trial09_episode04_task060,0.9,7
trial09_episode04_task060,0.99,7
trial09_episode04_task060,0.999,7
trial09_episode04_task060,0.9999,6
trial09_episode04_task100,0.9,7
trial09_episode04_task100,0.99,7
trial09_episode04_task100,0.999,7
trial09_episode04_task100,0.9999,6
trial09_episode04_task140,0.9,7
trial09_episode04_task140,0.99,7
trial09_episode04_task140,0.999,7
trial09_episode04_task140,0.9999,3
trial09_episode04_task180,0.9,7
trial09_episode04_task180,0.99,7
trial09_episode04_task180,0.999,7
trial09_episode04_task180,0.9999,3
trial09_episode05_task020,0.9,7
trial09_episode05_task020,0.99,7
trial09_episode05_task020,0.999,6
trial09_episode05_task020,0.9999,2
trial09_episode05_task060,0.9,7
trial09_episode05_task060,0.99,7
trial09_episode05_task060,0.999,7
trial09_episode05_task060,0.9999,1
trial09_episode05_task100,0.9,7
trial09_episode05_task100,0.99,7
trial09_episode05_task100,0.999,7
trial09_episode05_task100,0.9999,5
trial09_episode05_task140,0.9,7
trial09_episode05_task140,0.99,7
trial09_episode05_task140,0.999,7
trial09_episode05_task140,0.9999,1
trial09_episode05_task180,0.9,7
trial09_episode05_task180,0.99,7
trial09_episode05_task180,0.999,6
trial09_episode05_task180,0.9999,1
trial09_episode06_task020,0.9,7
trial09_episode06_task020,0.99,7
trial09_episode06_task020,0.999,7
trial09_episode06_task020,0.9999,4
trial09_episode06_task060,0.9,7
trial09_episode06_task060,0.99,7
trial09_episode06_task060,0.999,7
trial09_episode06_task060,0.9999,2
trial09_episode06_task100,0.9,7
trial09_episode06_task100,0.99,7
trial09_episode06_task100,0.999,7
trial09_episode06_task100,0.9999,7
trial09_episode06_task140,0.9,7
trial09_episode06_task140,0.99,7
trial09_episode06_task140,0.999,7
trial09_episode06_task140,0.9999,2
trial09_episode06_task180,0.9,7
trial09_episode06_task180,0.99,7
trial09_episode06_task180,0.999,7
trial09_episode06_task180,0.9999,2
trial09_episode07_task020,0.9,7
trial09_episode07_task020,0.99,7
trial09_episode07_task020,0.999,7
trial09_episode07_task020,0.9999,6
trial09_episode07_task060,0.9,7
trial09_episode07_task060,0.99,7
trial09_episode07_task060,0.999,7
trial09_episode07_task060,0.9999,6
trial09_episode07_task100,0.9,7
trial09_episode07_task100,0.99,7
trial09_episode07_task100,0.999,7
trial09_episode07_task100,0.9999,6
trial09_episode07_task140,0.9,7
trial09_episode07_task140,0.99,7
trial09_episode07_task140,0.999,7
trial09_episode07_task140,0.9999,3
trial09_episode07_task180,0.9,7
trial09_episode07_task180,0.99,7
trial09_episode07_task180,0.999,7
trial09_episode07_task180,0.9999,3
trial09_episode08_task020,0.9,7
trial09_episode08_task020,0.99,7
trial09_episode08_task020,0.999,7
trial09_episode08_task020,0.9999,6
trial09_episode08_task060,0.9,7
trial09_episode08_task060,0.99,7
trial09_episode08_task060,0.999,7
trial09_episode08_task060,0.9999,6
trial09_episode08_task100,0.9,7
trial09_episode08_task100,0.99,7
trial09_episode08_task100,0.999,7
trial09_episode08_task100,0.9999,6
trial09_episode08_task140,0.9,7
trial09_episode08_task140,0.99,7
trial09_episode08_task140,0.999,7
trial09_episode08_task140,0.9999,5
trial09_episode08_task180,0.9,7
trial09_episode08_task180,0.99,7
trial09_episode08_task180,0.999,7
trial09_episode08_task180,0.9999,5
trial09_episode09_task020,0.9,7
trial09_episode09_task020,0.99,7
trial09_episode09_task020,0.999,7
trial09_episode09_task020,0.9999,6
trial09_episode09_task060,0.9,7
trial09_episode09_task060,0.99,7
trial09_episode09_task060,0.999,7
trial09_episode09_task060,0.9999,3
trial09_episode09_task100,0.9,7
trial09_episode09_task100,0.99,7
trial09_episode09_task100,0.999,7
trial09_episode09_task100,0.9999,6
trial09_episode09_task140,0.9,7
trial09_episode09_task140,0.99,7
trial09_episode09_task140,0.999,6
trial09_episode09_task140,0.9999,3
trial09_episode09_task180,0.9,7
trial09_episode09_task180,0.99,7
trial09_episode09_task180,0.999,5
trial09_episode09_task180,0.9999,3
trial09_episode10_task020,0.9,7
trial09_episode10_task020,0.99,7
trial09_episode10_task020,0.999,3
trial09_episode10_task020,0.9999,1
trial09_episode10_task060,0.9,7
trial09_episode10_task060,0.99,7
trial09_episode10_task060,0.999,3
trial09_episode10_task060,0.9999,2
trial09_episode10_task100,0.9,7
trial09_episode10_task100,0.99,7
trial09_episode10_task100,0.999,7
trial09_episode10_task100,0.9999,2
trial09_episode10_task140,0.9,7
trial09_episode10_task140,0.99,7
trial09_episode10_task140,0.999,7
trial09_episode10_task140,0.9999,2
trial09_episode10_task180,0.9,7
trial09_episode10_task180,0.99,7
trial09_episode10_task180,0.999,7
trial09_episode10_task180,0.9999,2
trial09_episode11_task020,0.9,7
trial09_episode11_task020,0.99,7
trial09_episode11_task020,0.999,6
trial09_episode11_task020,0.9999,5
trial09_episode11_task060,0.9,7
trial09_episode11_task060,0.99,7
trial09_episode11_task060,0.999,6
trial09_episode11_task060,0.9999,3
trial09_episode11_task100,0.9,7
trial09_episode11_task100,0.99,7
trial09_episode11_task100,0.999,7
trial09_episode11_task100,0.9999,5
trial09_episode11_task140,0.9,7
trial09_episode11_task140,0.99,7
trial09_episode11_task140,0.999,5
trial09_episode11_task140,0.9999,1
trial09_episode11_task180,0.9,7
trial09_episode11_task180,0.99,7
trial09_episode11_task180,0.999,6
trial09_episode11_task180,0.9999,3
trial09_episode12_task020,0.9,7
trial09_episode12_task020,0.99,7
trial09_episode12_task020,0.999,7
trial09_episode12_task020,0.9999,5
trial09_episode12_task060,0.9,7
trial09_episode12_task060,0.99,7
trial09_episode12_task060,0.999,7
trial09_episode12_task060,0.9999,4
trial09_episode12_task100,0.9,7
trial09_episode12_task100,0.99,7
trial09_episode12_task100,0.999,7
trial09_episode12_task100,0.9999,7
trial09_episode12_task140,0.9,7
trial09_episode12_task140,0.99,7
trial09_episode12_task140,0.999,7
trial09_episode12_task140,0.9999,2
trial09_episode12_task180,0.9,7
trial09_episode12_task180,0.99,7
trial09_episode12_task180,0.999,7
trial09_episode12_task180,0.9999,2
trial09_episode13_task020,0.9,7
trial09_episode13_task020,0.99,7
trial09_episode13_task020,0.999,7
trial09_episode13_task020,0.9999,5
trial09_episode13_task060,0.9,7
trial09_episode13_task060,0.99,7
trial09_episode13_task060,0.999,7
trial09_episode13_task060,0.9999,6
trial09_episode13_task100,0.9,7
trial09_episode13_task100,0.99,7
trial09_episode13_task100,0.999,7
trial09_episode13_task100,0.9999,6
trial09_episode13_task140,0.9,7
trial09_episode13_task140,0.99,7
trial09_episode13_task140,0.999,6
trial09_episode13_task140,0.9999,3
trial09_episode13_task180,0.9,7
trial09_episode13_task180,0.99,7
trial09_episode13_task180,0.999,7
trial09_episode13_task180,0.9999,6
trial09_episode14_task020,0.9,7
trial09_episode14_task020,0.99,7
trial09_episode14_task020,0.999,7
trial09_episode14_task020,0.9999,2
trial09_episode14_task060,0.9,7
trial09_episode14_task060,0.99,7
trial09_episode14_task060,0.999,7
trial09_episode14_task060,0.9999,2
trial09_episode14_task100,0.9,7
trial09_episode14_task100,0.99,7
trial09_episode14_task100,0.999,7
trial09_episode14_task100,0.9999,3
trial09_episode14_task140,0.9,7
trial09_episode14_task140,0.99,7
trial09_episode14_task140,0.999,7
trial09_episode14_task140,0.9999,2
trial09_episode14_task180,0.9,7
trial09_episode14_task180,0.99,7
trial09_episode14_task180,0.999,6
trial09_episode14_task180,0.9999,2
trial09_episode15_task020,0.9,7
trial09_episode15_task020,0.99,7
trial09_episode15_task020,0.999,7
trial09_episode15_task020,0.9999,7
trial09_episode15_task060,0.9,7
trial09_episode15_task060,0.99,7
trial09_episode15_task060,0.999,7
trial09_episode15_task060,0.9999,2
trial09_episode15_task100,0.9,7
trial09_episode15_task100,0.99,7
trial09_episode15_task100,0.999,7
trial09_episode15_task100,0.9999,4
trial09_episode15_task140,0.9,7
trial09_episode15_task140,0.99,7
trial09_episode15_task140,0.999,6
trial09_episode15_task140,0.9999,2
trial09_episode15_task180,0.9,7
trial09_episode15_task180,0.99,7
trial09_episode15_task180,0.999,6
trial09_episode15_task180,0.9999,2
trial09_episode16_task020,0.9,7
trial09_episode16_task020,0.99,7
trial09_episode16_task020,0.999,7
trial09_episode16_task020,0.9999,5
trial09_episode16_task060,0.9,7
trial09_episode16_task060,0.99,7
trial09_episode16_task060,0.999,7
trial09_episode16_task060,0.9999,3
trial09_episode16_task100,0.9,7
trial09_episode16_task100,0.99,7
trial09_episode16_task100,0.999,7
trial09_episode16_task100,0.9999,7
trial09_episode16_task140,0.9,7
trial09_episode16_task140,0.99,7
trial09_episode16_task140,0.999,7
trial09_episode16_task140,0.9999,7
trial09_episode16_task180,0.9,7
trial09_episode16_task180,0.99,7
trial09_episode16_task180,0.999,7
trial09_episode16_task180,0.9999,7
trial09_episode17_task020,0.9,7
trial09_episode17_task020,0.99,7
trial09_episode17_task020,0.999,7
trial09_episode17_task020,0.9999,6
trial09_episode17_task060,0.9,7
trial09_episode17_task060,0.99,7
trial09_episode17_task060,0.999,7
trial09_episode17_task060,0.9999,6
trial09_episode17_task100,0.9,7
trial09_episode17_task100,0.99,7
trial09_episode17_task100,0.999,7
trial09_episode17_task100,0.9999,7
trial09_episode17_task140,0.9,7
trial09_episode17_task140,0.99,7
trial09_episode17_task140,0.999,7
trial09_episode17_task140,0.9999,5
trial09_episode17_task180,0.9,7
trial09_episode17_task180,0.99,7
trial09_episode17_task180,0.999,7
trial09_episode17_task180,0.9999,3
trial09_episode18_task020,0.9,7
trial09_episode18_task020,0.99,7
trial09_episode18_task020,0.999,7
trial09_episode18_task020,0.9999,6
trial09_episode18_task060,0.9,7
trial09_episode18_task060,0.99,7
trial09_episode18_task060,0.999,7
trial09_episode18_task060,0.9999,1
trial09_episode18_task100,0.9,7
trial09_episode18_task100,0.99,7
trial09_episode18_task100,0.999,7
trial09_episode18_task100,0.9999,7
trial09_episode18_task140,0.9,7
trial09_episode18_task140,0.99,7
trial09_episode18_task140,0.999,6
trial09_episode18_task140,0.9999,1
trial09_episode18_task180,0.9,7
trial09_episode18_task180,0.99,7
trial09_episode18_task180,0.999,6
trial09_episode18_task180,0.9999,1
trial09_episode19_task020,0.9,7
trial09_episode19_task020,0.99,7
trial09_episode19_task020,0.999,7
trial09_episode19_task020,0.9999,6
trial09_episode19_task060,0.9,7
trial09_episode19_task060,0.99,7
trial09_episode19_task060,0.999,7
trial09_episode19_task060,0.9999,6
trial09_episode19_task100,0.9,7
trial09_episode19_task100,0.99,7
trial09_episode19_task100,0.999,7
trial09_episode19_task100,0.9999,7
trial09_episode19_task140,0.9,7
trial09_episode19_task140,0.99,7
trial09_episode19_task140,0.999,7
trial09_episode19_task140,0.9999,5
trial09_episode19_task180,0.9,7
trial09_episode19_task180,0.99,7
trial09_episode19_task180,0.999,7
trial09_episode19_task180,0.9999,5
trial09_episode20_task020,0.9,7
trial09_episode20_task020,0.99,7
trial09_episode20_task020,0.999,7
trial09_episode20_task020,0.9999,2
trial09_episode20_task060,0.9,7
trial09_episode20_task060,0.99,7
trial09_episode20_task060,0.999,6
trial09_episode20_task060,0.9999,1
trial09_episode20_task100,0.9,7
trial09_episode20_task100,0.99,7
trial09_episode20_task100,0.999,7
trial09_episode20_task100,0.9999,4
trial09_episode20_task140,0.9,7
trial09_episode20_task140,0.99,7
trial09_episode20_task140,0.999,6
trial09_episode20_task140,0.9999,1
trial09_episode20_task180,0.9,7
trial09_episode20_task180,0.99,7
trial09_episode20_task180,0.999,5
trial09_episode20_task180,0.9999,1
