Component,Matched_State_Pairs,Mean_Absolute_Change,Median_Absolute_Change,Fraction_Nonzero
reward_total,28000,45.984809034212695,62.87582930626374,0.6503571428571429
reward_delay_component,28000,0.0,0.0,0.0
reward_reliability_component,28000,45.984809034212695,62.87582930626374,0.6503571428571429
reward_reliability_gate_component,28000,41.10803580098714,53.44824569830457,0.6503214285714286
reward_reliability_penalty_component,28000,4.87677323322555,3.087477767101958,0.6503571428571429
