state_id,R_req,second_distinct_gap,all_actions_tied,exact_optimal_set_size
trial01_episode03_task020,0.999,5.6994351231851965,False,7
trial01_episode03_task020,0.9999,5.6994351231851965,False,4
trial01_episode03_task060,0.9,6.244627539838035,False,7
trial01_episode03_task060,0.99,6.244627539838035,False,7
trial01_episode03_task060,0.999,6.244627539838035,False,7
trial01_episode03_task060,0.9999,6.244627539838035,False,4
trial01_episode03_task100,0.9,2.6397436072156353,False,7
trial01_episode03_task100,0.99,2.6397436072156353,False,7
trial01_episode03_task100,0.999,2.6397436072156353,False,7
trial01_episode03_task100,0.9999,2.6397436072156353,False,5
trial01_episode03_task140,0.9,2.460110196914002,False,7
trial01_episode03_task140,0.99,2.460110196914002,False,7
trial01_episode03_task140,0.999,2.460110196914002,False,7
trial01_episode03_task140,0.9999,2.460110196914002,False,6
trial01_episode03_task180,0.9,1.153126848614555,False,7
trial01_episode03_task180,0.99,1.153126848614555,False,7
trial01_episode03_task180,0.999,1.153126848614555,False,7
trial01_episode03_task180,0.9999,1.153126848614555,False,5
trial01_episode04_task020,0.9,5.6994351231851965,False,7
trial01_episode04_task020,0.99,5.6994351231851965,False,7
trial01_episode04_task020,0.999,5.6994351231851965,False,6
trial01_episode04_task020,0.9999,5.6994351231851965,False,3
trial01_episode04_task060,0.9,0.1290365054087914,False,7
trial01_episode04_task060,0.99,0.1290365054087914,False,7
trial01_episode04_task060,0.999,0.1290365054087914,False,6
trial01_episode04_task060,0.9999,0.1290365054087914,False,3
trial01_episode04_task100,0.9,5.764162676948388,False,7
trial01_episode04_task100,0.99,5.764162676948388,False,7
trial01_episode04_task100,0.999,5.764162676948388,False,6
trial01_episode04_task100,0.9999,5.764162676948388,False,4
trial01_episode04_task140,0.9,7.4018662709662735,False,7
trial01_episode04_task140,0.99,7.4018662709662735,False,7
trial01_episode04_task140,0.999,7.4018662709662735,False,5
trial01_episode04_task140,0.9999,7.4018662709662735,False,2
trial01_episode04_task180,0.9,1.153126848614555,False,7
trial01_episode04_task180,0.99,1.153126848614555,False,7
trial01_episode04_task180,0.999,1.153126848614555,False,7
trial01_episode04_task180,0.9999,1.153126848614555,False,5
trial01_episode05_task020,0.9,5.6994351231851965,False,7
trial01_episode05_task020,0.99,5.6994351231851965,False,7
trial01_episode05_task020,0.999,5.6994351231851965,False,7
trial01_episode05_task020,0.9999,5.6994351231851965,False,4
trial01_episode05_task060,0.9,0.1290365054087914,False,7
trial01_episode05_task060,0.99,0.1290365054087914,False,7
trial01_episode05_task060,0.999,0.1290365054087914,False,7
trial01_episode05_task060,0.9999,0.1290365054087914,False,4
trial01_episode05_task100,0.9,5.764162676948388,False,7
trial01_episode05_task100,0.99,5.764162676948388,False,7
trial01_episode05_task100,0.999,5.764162676948388,False,7
trial01_episode05_task100,0.9999,5.764162676948388,False,5
trial01_episode05_task140,0.9,6.318837682320073,False,7
trial01_episode05_task140,0.99,6.318837682320073,False,7
trial01_episode05_task140,0.999,6.318837682320073,False,7
trial01_episode05_task140,0.9999,6.318837682320073,False,3
trial01_episode05_task180,0.9,6.226617561241888,False,7
trial01_episode05_task180,0.99,6.226617561241888,False,7
trial01_episode05_task180,0.999,6.226617561241888,False,7
