episode,tasks,mean_reward,mean_latency,mean_safe_set_size,empty_safe_set_rate,feasibility_rate,conditional_rsr,overall_rsr,avoidable_violation_count,unavoidable_violation_count,mean_masked_entropy,pair_78_frequency,pair_selection_hhi
1,200,48.559284106430276,3.024265621419784,23.455,0.0,1.0,1.0,1.0,0,0,2.9984907627105715,0.995,0.9900500000000001
2,200,53.7507402356408,2.577243815482476,23.205,0.0,1.0,1.0,1.0,0,0,3.0004718571901323,1.0,1.0
3,200,54.542234638053486,2.702947463677762,20.415,0.0,1.0,1.0,1.0,0,0,2.7733077678084372,0.87,0.76825
4,200,43.69963438560167,3.874682492021992,23.02,0.0,1.0,1.0,1.0,0,0,2.9559143871068954,1.0,1.0
5,200,53.06516273037218,2.3628780141414207,19.165,0.065,0.935,1.0,0.935,0,13,2.4878589344024657,0.82,0.6953999999999998
6,200,52.59761411350186,2.8987155362046066,21.07,0.0,1.0,1.0,1.0,0,0,2.791647766828537,1.0,1.0
7,200,41.485548975174616,4.474904714184381,22.77,0.0,1.0,1.0,1.0,0,0,2.9678299129009247,1.0,1.0
8,200,48.84443851731498,3.0443289989110998,25.885,0.0,1.0,1.0,1.0,0,0,3.1737260961532594,1.0,1.0
9,200,45.53766419839589,3.3061724094275404,21.66,0.0,1.0,1.0,1.0,0,0,2.877862437963486,0.995,0.9900500000000001
10,200,52.39191607578734,2.554783953333058,17.165,0.005,0.995,1.0,0.995,0,1,2.4325500127673148,0.925,0.8594500000000002
11,200,53.45673922581887,2.461736511435637,20.345,0.035,0.965,1.0,0.965,0,7,2.68679907143116,0.885,0.7916500000000001
12,200,47.672161430550695,2.9402088664595185,23.095,0.0,1.0,1.0,1.0,0,0,2.984431902766228,1.0,1.0
13,200,52.09045242023,3.030585590661788,22.36,0.0,1.0,1.0,1.0,0,0,2.966876212358475,1.0,1.0
14,200,51.96705692642318,2.576426589566292,21.94,0.065,0.935,1.0,0.935,0,13,2.739909725487232,0.925,0.8599500000000001
15,200,41.897845740889224,4.4665902193951865,23.08,0.0,1.0,1.0,1.0,0,0,2.9919657206535337,0.975,0.95095
16,200,50.73677140428581,2.9459548594046168,24.015,0.0,1.0,1.0,1.0,0,0,3.0281067436933515,0.995,0.9900500000000001
17,200,52.43380201132721,2.6232286198914228,22.755,0.0,1.0,1.0,1.0,0,0,2.9065088975429534,0.9,0.81605
18,200,53.456614576277246,2.4984270706905845,21.415,0.035,0.965,1.0,0.965,0,7,2.7422112342715264,0.825,0.69435
19,200,47.836638762352486,3.0292236810741078,24.52,0.0,1.0,1.0,1.0,0,0,3.0764523154497145,0.99,0.9801500000000001
20,200,47.44334198729997,3.2850917073072408,20.885,0.0,1.0,1.0,1.0,0,0,2.8181218129396437,0.995,0.9900500000000001
