episode,task_id,state_id,split,dataset_index,max_backlog,load,requirement,safe_set_bin,safe_set_size,effective_set_size,action_index,selected_action,myopic_action,probability,q_h5,q_h10,q_h20,q_h50,legacy_q_h5,legacy_q_h10,legacy_q_h20,legacy_q_h50
223,1,ep223_task001,test,44400,0.0,low,0.99,16-28,28,28,0,6,5,0.008819740265607834,291.0036929313647,355.5512226679861,385.960592634065,390.76194246292994,327.2529250058706,458.1521824512553,590.9311762357622,672.3603259491812
223,1,ep223_task001,test,44400,0.0,low,0.99,16-28,28,28,1,6,5,0.009224295616149902,285.56322638348234,350.11075612010376,380.5201260861826,385.3214759150476,322.35650511277646,453.25576255816117,586.0347563426681,667.463906056087
223,1,ep223_task001,test,44400,0.0,low,0.99,16-28,28,28,2,6,5,0.013307584449648857,303.6389467457274,368.18647648234884,398.5958464484277,403.39719627729266,338.62465343879705,469.52391088418176,602.3029046686887,683.7320543821077
223,1,ep223_task001,test,44400,0.0,low,0.99,16-28,28,28,3,6,5,0.011946271173655987,280.62082828694577,345.1683580235672,375.577727989646,380.37907781851095,317.90834682589355,448.80760427127825,581.5865980557852,663.0157477692042
223,1,ep223_task001,test,44400,0.0,low,0.99,16-28,28,28,4,6,5,0.015284745953977108,302.3114828993481,366.8590126359695,397.26838260204835,402.0697324309133,337.4299359770556,468.3291934224403,601.1081872069473,682.5373369203662
223,1,ep223_task001,test,44400,0.0,low,0.99,16-28,28,28,5,6,5,0.02107071503996849,315.10979219955783,379.65732193617924,410.0666919022581,414.868041731123,360.0190236461509,490.9182810915356,623.6972748760426,705.1264245894615
223,1,ep223_task001,test,44400,0.0,low,0.99,16-28,28,28,6,6,5,0.017948832362890244,301.05246436948386,365.59999410610527,396.00936407218416,400.8107139010491,336.29681930017784,467.19607674556255,599.9750705300695,681.4042202434885
223,1,ep223_task001,test,44400,0.0,low,0.99,16-28,28,28,7,6,5,0.013798289932310581,291.0036929313647,355.5512226679861,385.960592634065,390.76194246292994,327.2529250058706,458.1521824512553,590.9311762357622,672.3603259491812
223,1,ep223_task001,test,44400,0.0,low,0.99,16-28,28,28,8,6,5,0.025107216089963913,303.6389467457274,368.18647648234884,398.5958464484277,403.39719627729266,338.62465343879705,469.52391088418176,602.3029046686887,683.7320543821077
223,1,ep223_task001,test,44400,0.0,low,0.99,16-28,28,28,9,6,5,0.016073886305093765,291.0036929313647,355.5512226679861,385.960592634065,390.76194246292994,327.2529250058706,458.1521824512553,590.9311762357622,672.3603259491812
223,1,ep223_task001,test,44400,0.0,low,0.99,16-28,28,28,10,6,5,0.02687707170844078,302.3114828993481,366.8590126359695,397.26838260204835,402.0697324309133,337.4299359770556,468.3291934224403,601.1081872069473,682.5373369203662
223,1,ep223_task001,test,44400,0.0,low,0.99,16-28,28,28,11,6,5,0.03516850993037224,315.10979219955783,379.65732193617924,410.0666919022581,414.868041731123,360.0190236461509,490.9182810915356,623.6972748760426,705.1264245894615
223,1,ep223_task001,test,44400,0.0,low,0.99,16-28,28,28,12,6,5,0.031026581302285194,301.05246436948386,365.59999410610527,396.00936407218416,400.8107139010491,336.29681930017784,467.19607674556255,599.9750705300695,681.4042202434885
223,1,ep223_task001,test,44400,0.0,low,0.99,16-28,28,28,13,6,5,0.02442224510014057,303.6389467457274,368.18647648234884,398.5958464484277,403.39719627729266,338.62465343879705,469.52391088418176,602.3029046686887,683.7320543821077
223,1,ep223_task001,test,44400,0.0,low,0.99,16-28,28,28,14,6,5,0.01864354871213436,285.56322638348234,350.11075612010376,380.5201260861826,385.3214759150476,322.35650511277646,453.25576255816117,586.0347563426681,667.463906056087
223,1,ep223_task001,test,44400,0.0,low,0.99,16-28,28,28,15,6,5,0.0267647635191679,302.3114828993481,366.8590126359695,397.26838260204835,402.0697324309133,337.4299359770556,468.3291934224403,601.1081872069473,682.5373369203662
223,1,ep223_task001,test,44400,0.0,low,0.99,16-28,28,28,16,6,5,0.037738148123025894,315.10979219955783,379.65732193617924,410.0666919022581,414.868041731123,360.0190236461509,490.9182810915356,623.6972748760426,705.1264245894615
223,1,ep223_task001,test,44400,0.0,low,0.99,16-28,28,28,17,6,5,0.03122454695403576,301.05246436948386,365.59999410610527,396.00936407218416,400.8107139010491,336.29681930017784,467.19607674556255,599.9750705300695,681.4042202434885
223,1,ep223_task001,test,44400,0.0,low,0.99,16-28,28,28,18,6,5,0.031890273094177246,303.6389467457274,368.18647648234884,398.5958464484277,403.39719627729266,338.62465343879705,469.52391088418176,602.3029046686887,683.7320543821077
223,1,ep223_task001,test,44400,0.0,low,0.99,16-28,28,28,19,6,5,0.05174010619521141,303.6389467457274,368.18647648234884,398.5958464484277,403.39719627729266,338.62465343879705,469.52391088418176,602.3029046686887,683.7320543821077
223,1,ep223_task001,test,44400,0.0,low,0.99,16-28,28,28,20,6,5,0.07362302392721176,315.10979219955783,379.65732193617924,410.0666919022581,414.868041731123,360.0190236461509,490.9182810915356,623.6972748760426,705.1264245894615
223,1,ep223_task001,test,44400,0.0,low,0.99,16-28,28,28,21,6,5,0.05704217031598091,303.6389467457274,368.18647648234884,398.5958464484277,403.39719627729266,338.62465343879705,469.52391088418176,602.3029046686887,683.7320543821077
223,1,ep223_task001,test,44400,0.0,low,0.99,16-28,28,28,22,6,5,0.04023901745676994,302.3114828993481,366.8590126359695,397.26838260204835,402.0697324309133,337.4299359770556,468.3291934224403,601.1081872069473,682.5373369203662
223,1,ep223_task001,test,44400,0.0,low,0.99,16-28,28,28,23,6,5,0.055042117834091187,315.10979219955783,379.65732193617924,410.0666919022581,414.868041731123,360.0190236461509,490.9182810915356,623.6972748760426,705.1264245894615
223,1,ep223_task001,test,44400,0.0,low,0.99,16-28,28,28,24,6,5,0.04557676985859871,301.05246436948386,365.59999410610527,396.00936407218416,400.8107139010491,336.29681930017784,467.19607674556255,599.9750705300695,681.4042202434885
223,1,ep223_task001,test,44400,0.0,low,0.99,16-28,28,28,25,6,5,0.08753500133752823,315.10979219955783,379.65732193617924,410.0666919022581,414.868041731123,360.0190236461509,490.9182810915356,623.6972748760426,705.1264245894615
223,1,ep223_task001,test,44400,0.0,low,0.99,16-28,28,28,26,6,5,0.08042433112859726,302.3114828993481,366.8590126359695,397.26838260204835,402.0697324309133,337.4299359770556,468.3291934224403,601.1081872069473,682.5373369203662
223,1,ep223_task001,test,44400,0.0,low,0.99,16-28,28,28,27,6,5,0.09244013577699661,315.10979219955783,379.65732193617924,410.0666919022581,414.868041731123,360.0190236461509,490.9182810915356,623.6972748760426,705.1264245894615
