episode,task_id,state_id,split,dataset_index,max_backlog,load,requirement,safe_set_bin,safe_set_size,effective_set_size,action_index,selected_action,myopic_action,probability,q_h5,q_h10,q_h20,q_h50,legacy_q_h5,legacy_q_h10,legacy_q_h20,legacy_q_h50
220,1,ep220_task001,test,43800,0.0,low,0.99,16-28,28,28,0,2,5,0.008819740265607834,367.5572260437965,481.2028374600862,510.11449935977026,511.6353833391163,232.72502962709143,411.9399089128956,616.4317348923619,681.6383203008475
220,1,ep220_task001,test,43800,0.0,low,0.99,16-28,28,28,1,2,5,0.009224295616149902,362.1167594959141,475.7623709122038,504.6740328118879,506.19491679123394,227.8286097339973,407.0434890198014,611.5353149992677,676.7419004077533
220,1,ep220_task001,test,43800,0.0,low,0.99,16-28,28,28,2,2,5,0.013307584449648857,380.1924798581592,493.83809127444886,522.749753174133,524.270637153479,244.09675806001786,423.31163734582196,627.8034633252882,693.0100487337738
220,1,ep220_task001,test,43800,0.0,low,0.99,16-28,28,28,3,2,5,0.011946271173655987,357.1743613993775,470.8199728156672,499.7316347153514,501.2525186946973,223.38045144711435,402.59533073291846,607.0871567123847,672.2937421208703
220,1,ep220_task001,test,43800,0.0,low,0.99,16-28,28,28,4,2,5,0.015284745953977108,351.92188478251353,465.5674961988032,494.4791580984874,496.0000420778333,218.6532224919368,397.8681017777409,602.3599277572072,667.5665131656928
220,1,ep220_task001,test,43800,0.0,low,0.99,16-28,28,28,5,2,5,0.02107071503996849,351.92188478251353,465.5674961988032,494.4791580984874,496.0000420778333,218.6532224919368,397.8681017777409,602.3599277572072,667.5665131656928
220,1,ep220_task001,test,43800,0.0,low,0.99,16-28,28,28,6,2,5,0.017948832362890244,377.60599748191567,491.25160889820535,520.1632707978895,521.6841547772354,241.76892392139868,420.98380320720275,625.475629186669,690.6822145951546
220,1,ep220_task001,test,43800,0.0,low,0.99,16-28,28,28,7,2,5,0.013798289932310581,367.5572260437965,481.2028374600862,510.11449935977026,511.6353833391163,232.72502962709143,411.9399089128956,616.4317348923619,681.6383203008475
220,1,ep220_task001,test,43800,0.0,low,0.99,16-28,28,28,8,2,5,0.025107216089963913,380.1924798581592,493.83809127444886,522.749753174133,524.270637153479,244.09675806001786,423.31163734582196,627.8034633252882,693.0100487337738
220,1,ep220_task001,test,43800,0.0,low,0.99,16-28,28,28,9,2,5,0.016073886305093765,367.5572260437965,481.2028374600862,510.11449935977026,511.6353833391163,232.72502962709143,411.9399089128956,616.4317348923619,681.6383203008475
220,1,ep220_task001,test,43800,0.0,low,0.99,16-28,28,28,10,2,5,0.02687707170844078,367.5572260437965,481.2028374600862,510.11449935977026,511.6353833391163,232.72502962709143,411.9399089128956,616.4317348923619,681.6383203008475
220,1,ep220_task001,test,43800,0.0,low,0.99,16-28,28,28,11,2,5,0.03516850993037224,367.5572260437965,481.2028374600862,510.11449935977026,511.6353833391163,232.72502962709143,411.9399089128956,616.4317348923619,681.6383203008475
220,1,ep220_task001,test,43800,0.0,low,0.99,16-28,28,28,12,2,5,0.031026581302285194,377.60599748191567,491.25160889820535,520.1632707978895,521.6841547772354,241.76892392139868,420.98380320720275,625.475629186669,690.6822145951546
220,1,ep220_task001,test,43800,0.0,low,0.99,16-28,28,28,13,2,5,0.02442224510014057,380.1924798581592,493.83809127444886,522.749753174133,524.270637153479,244.09675806001786,423.31163734582196,627.8034633252882,693.0100487337738
220,1,ep220_task001,test,43800,0.0,low,0.99,16-28,28,28,14,2,5,0.01864354871213436,362.1167594959141,475.7623709122038,504.6740328118879,506.19491679123394,227.8286097339973,407.0434890198014,611.5353149992677,676.7419004077533
220,1,ep220_task001,test,43800,0.0,low,0.99,16-28,28,28,15,2,5,0.0267647635191679,362.1167594959141,475.7623709122038,504.6740328118879,506.19491679123394,227.8286097339973,407.0434890198014,611.5353149992677,676.7419004077533
