episode,task_id,state_id,split,dataset_index,max_backlog,load,requirement,safe_set_bin,safe_set_size,effective_set_size,action_index,selected_action,myopic_action,probability,q_h5,q_h10,q_h20,q_h50,legacy_q_h5,legacy_q_h10,legacy_q_h20,legacy_q_h50
66,1,ep066_task001,test,13000,0.0,low,0.99,16-28,28,28,0,19,5,0.008819740265607834,354.92884313389516,411.244728437235,436.9736736284852,437.632991970997,346.1548803286382,478.171081182975,650.0197181105873,712.8428340464341
66,1,ep066_task001,test,13000,0.0,low,0.99,16-28,28,28,1,19,5,0.009224295616149902,349.48837658601275,405.8042618893526,431.53320708060284,432.1925254231146,341.25846043554407,473.27466128988084,645.1232982174931,707.9464141533399
66,1,ep066_task001,test,13000,0.0,low,0.99,16-28,28,28,2,19,5,0.013307584449648857,367.5640969482579,423.8799822515977,449.6089274428479,450.26824578535974,357.5266087615647,489.5428096159015,661.3914465435138,724.2145624793606
66,1,ep066_task001,test,13000,0.0,low,0.99,16-28,28,28,3,19,5,0.011946271173655987,344.54597848947617,400.861863792816,426.5908089840662,427.250127326578,336.8103021486612,468.826503002998,640.6751399306103,703.498255866457
66,1,ep066_task001,test,13000,0.0,low,0.99,16-28,28,28,4,19,5,0.015284745953977108,366.2366331018785,422.55251840521834,448.28146359646854,448.94078193898036,356.33189129982327,488.34809215416004,660.1967290817723,723.0198450176191
66,1,ep066_task001,test,13000,0.0,low,0.99,16-28,28,28,5,19,5,0.02107071503996849,379.03494240208835,435.3508277054282,461.07977289667843,461.7390912391902,367.8503696700121,499.8665705243489,671.7152074519612,734.538323387808
66,1,ep066_task001,test,13000,0.0,low,0.99,16-28,28,28,6,19,5,0.017948832362890244,354.13403418063115,410.449919483971,436.1788646752213,436.83818301773306,345.02146932432834,477.0376701786651,648.8863071062774,711.7094230421242
66,1,ep066_task001,test,13000,0.0,low,0.99,16-28,28,28,7,19,5,0.013798289932310581,354.92884313389516,411.244728437235,436.9736736284852,437.632991970997,346.1548803286382,478.171081182975,650.0197181105873,712.8428340464341
66,1,ep066_task001,test,13000,0.0,low,0.99,16-28,28,28,8,19,5,0.025107216089963913,367.5640969482579,423.8799822515977,449.6089274428479,450.26824578535974,357.5266087615647,489.5428096159015,661.3914465435138,724.2145624793606
66,1,ep066_task001,test,13000,0.0,low,0.99,16-28,28,28,9,19,5,0.016073886305093765,354.92884313389516,411.244728437235,436.9736736284852,437.632991970997,346.1548803286382,478.171081182975,650.0197181105873,712.8428340464341
