state_mismatch,mask_mismatch,probability_mismatch,backlog_mismatch,task_mismatch,snapshot_mismatch,action_prefix_mismatch,future_arrival_mismatch,future_torch_rng_mismatch,episode,task_id,action_index,state_id
0,0,0,0,0,0,0,0,0,210,1,0,ep210_task001
0,0,0,0,0,0,0,0,0,210,1,1,ep210_task001
0,0,0,0,0,0,0,0,0,210,1,2,ep210_task001
0,0,0,0,0,0,0,0,0,210,1,3,ep210_task001
0,0,0,0,0,0,0,0,0,210,1,4,ep210_task001
0,0,0,0,0,0,0,0,0,210,1,5,ep210_task001
0,0,0,0,0,0,0,0,0,210,1,6,ep210_task001
0,0,0,0,0,0,0,0,0,210,1,7,ep210_task001
0,0,0,0,0,0,0,0,0,210,1,8,ep210_task001
0,0,0,0,0,0,0,0,0,210,1,9,ep210_task001
0,0,0,0,0,0,0,0,0,210,1,10,ep210_task001
0,0,0,0,0,0,0,0,0,210,1,11,ep210_task001
0,0,0,0,0,0,0,0,0,210,1,12,ep210_task001
0,0,0,0,0,0,0,0,0,210,1,13,ep210_task001
0,0,0,0,0,0,0,0,0,210,1,14,ep210_task001
0,0,0,0,0,0,0,0,0,210,1,15,ep210_task001
0,0,0,0,0,0,0,0,0,210,1,16,ep210_task001
0,0,0,0,0,0,0,0,0,210,1,17,ep210_task001
0,0,0,0,0,0,0,0,0,210,1,18,ep210_task001
0,0,0,0,0,0,0,0,0,210,1,19,ep210_task001
0,0,0,0,0,0,0,0,0,210,1,20,ep210_task001
0,0,0,0,0,0,0,0,0,210,1,21,ep210_task001
0,0,0,0,0,0,0,0,0,210,1,22,ep210_task001
0,0,0,0,0,0,0,0,0,210,1,23,ep210_task001
0,0,0,0,0,0,0,0,0,210,1,24,ep210_task001
0,0,0,0,0,0,0,0,0,210,1,25,ep210_task001
0,0,0,0,0,0,0,0,0,210,1,26,ep210_task001
0,0,0,0,0,0,0,0,0,210,1,27,ep210_task001
0,0,0,0,0,0,0,0,0,210,14,0,ep210_task014
0,0,0,0,0,0,0,0,0,210,14,1,ep210_task014
0,0,0,0,0,0,0,0,0,210,14,2,ep210_task014
0,0,0,0,0,0,0,0,0,210,14,3,ep210_task014
0,0,0,0,0,0,0,0,0,210,14,4,ep210_task014
0,0,0,0,0,0,0,0,0,210,14,5,ep210_task014
0,0,0,0,0,0,0,0,0,210,14,6,ep210_task014
0,0,0,0,0,0,0,0,0,210,14,7,ep210_task014
0,0,0,0,0,0,0,0,0,210,14,8,ep210_task014
0,0,0,0,0,0,0,0,0,210,14,9,ep210_task014
0,0,0,0,0,0,0,0,0,210,14,10,ep210_task014
0,0,0,0,0,0,0,0,0,210,14,11,ep210_task014
0,0,0,0,0,0,0,0,0,210,14,12,ep210_task014
0,0,0,0,0,0,0,0,0,210,14,13,ep210_task014
0,0,0,0,0,0,0,0,0,210,14,14,ep210_task014
0,0,0,0,0,0,0,0,0,210,14,15,ep210_task014
0,0,0,0,0,0,0,0,0,210,14,16,ep210_task014
0,0,0,0,0,0,0,0,0,210,14,17,ep210_task014
0,0,0,0,0,0,0,0,0,210,14,18,ep210_task014
0,0,0,0,0,0,0,0,0,210,14,19,ep210_task014
0,0,0,0,0,0,0,0,0,210,14,20,ep210_task014
0,0,0,0,0,0,0,0,0,210,14,21,ep210_task014
0,0,0,0,0,0,0,0,0,210,14,22,ep210_task014
0,0,0,0,0,0,0,0,0,210,14,23,ep210_task014
0,0,0,0,0,0,0,0,0,210,14,24,ep210_task014
0,0,0,0,0,0,0,0,0,210,14,25,ep210_task014
0,0,0,0,0,0,0,0,0,210,14,26,ep210_task014
0,0,0,0,0,0,0,0,0,210,14,27,ep210_task014
0,0,0,0,0,0,0,0,0,210,28,0,ep210_task028
0,0,0,0,0,0,0,0,0,210,28,1,ep210_task028
0,0,0,0,0,0,0,0,0,210,28,2,ep210_task028
0,0,0,0,0,0,0,0,0,210,28,3,ep210_task028
0,0,0,0,0,0,0,0,0,210,28,4,ep210_task028
0,0,0,0,0,0,0,0,0,210,28,5,ep210_task028
0,0,0,0,0,0,0,0,0,210,28,6,ep210_task028
0,0,0,0,0,0,0,0,0,210,28,7,ep210_task028
0,0,0,0,0,0,0,0,0,210,28,8,ep210_task028
0,0,0,0,0,0,0,0,0,210,28,9,ep210_task028
0,0,0,0,0,0,0,0,0,210,28,10,ep210_task028
0,0,0,0,0,0,0,0,0,210,28,11,ep210_task028
0,0,0,0,0,0,0,0,0,210,28,12,ep210_task028
0,0,0,0,0,0,0,0,0,210,28,13,ep210_task028
0,0,0,0,0,0,0,0,0,210,28,14,ep210_task028
0,0,0,0,0,0,0,0,0,210,28,15,ep210_task028
0,0,0,0,0,0,0,0,0,210,28,16,ep210_task028
0,0,0,0,0,0,0,0,0,210,28,17,ep210_task028
0,0,0,0,0,0,0,0,0,210,28,18,ep210_task028
0,0,0,0,0,0,0,0,0,210,28,19,ep210_task028
0,0,0,0,0,0,0,0,0,210,28,20,ep210_task028
0,0,0,0,0,0,0,0,0,210,28,21,ep210_task028
0,0,0,0,0,0,0,0,0,210,28,22,ep210_task028
0,0,0,0,0,0,0,0,0,210,28,23,ep210_task028
0,0,0,0,0,0,0,0,0,210,28,24,ep210_task028
0,0,0,0,0,0,0,0,0,210,28,25,ep210_task028
0,0,0,0,0,0,0,0,0,210,28,26,ep210_task028
0,0,0,0,0,0,0,0,0,210,28,27,ep210_task028
0,0,0,0,0,0,0,0,0,210,41,0,ep210_task041
0,0,0,0,0,0,0,0,0,210,41,1,ep210_task041
0,0,0,0,0,0,0,0,0,210,41,2,ep210_task041
0,0,0,0,0,0,0,0,0,210,41,3,ep210_task041
0,0,0,0,0,0,0,0,0,210,41,4,ep210_task041
0,0,0,0,0,0,0,0,0,210,41,5,ep210_task041
0,0,0,0,0,0,0,0,0,210,41,6,ep210_task041
0,0,0,0,0,0,0,0,0,210,41,7,ep210_task041
0,0,0,0,0,0,0,0,0,210,41,8,ep210_task041
0,0,0,0,0,0,0,0,0,210,41,9,ep210_task041
0,0,0,0,0,0,0,0,0,210,41,10,ep210_task041
0,0,0,0,0,0,0,0,0,210,41,11,ep210_task041
0,0,0,0,0,0,0,0,0,210,41,12,ep210_task041
0,0,0,0,0,0,0,0,0,210,41,13,ep210_task041
0,0,0,0,0,0,0,0,0,210,41,14,ep210_task041
0,0,0,0,0,0,0,0,0,210,41,15,ep210_task041
0,0,0,0,0,0,0,0,0,210,41,16,ep210_task041
0,0,0,0,0,0,0,0,0,210,41,17,ep210_task041
0,0,0,0,0,0,0,0,0,210,41,18,ep210_task041
0,0,0,0,0,0,0,0,0,210,41,19,ep210_task041
0,0,0,0,0,0,0,0,0,210,41,20,ep210_task041
0,0,0,0,0,0,0,0,0,210,41,21,ep210_task041
0,0,0,0,0,0,0,0,0,210,41,22,ep210_task041
0,0,0,0,0,0,0,0,0,210,41,23,ep210_task041
0,0,0,0,0,0,0,0,0,210,41,24,ep210_task041
0,0,0,0,0,0,0,0,0,210,41,25,ep210_task041
0,0,0,0,0,0,0,0,0,210,41,26,ep210_task041
0,0,0,0,0,0,0,0,0,210,41,27,ep210_task041
0,0,0,0,0,0,0,0,0,210,54,10,ep210_task054
0,0,0,0,0,0,0,0,0,210,54,11,ep210_task054
0,0,0,0,0,0,0,0,0,210,54,12,ep210_task054
0,0,0,0,0,0,0,0,0,210,54,15,ep210_task054
0,0,0,0,0,0,0,0,0,210,54,16,ep210_task054
0,0,0,0,0,0,0,0,0,210,54,17,ep210_task054
0,0,0,0,0,0,0,0,0,210,54,19,ep210_task054
0,0,0,0,0,0,0,0,0,210,54,20,ep210_task054
0,0,0,0,0,0,0,0,0,210,54,21,ep210_task054
0,0,0,0,0,0,0,0,0,210,54,22,ep210_task054
0,0,0,0,0,0,0,0,0,210,54,23,ep210_task054
0,0,0,0,0,0,0,0,0,210,54,24,ep210_task054
0,0,0,0,0,0,0,0,0,210,54,25,ep210_task054
0,0,0,0,0,0,0,0,0,210,54,26,ep210_task054
0,0,0,0,0,0,0,0,0,210,54,27,ep210_task054
0,0,0,0,0,0,0,0,0,210,67,2,ep210_task067
0,0,0,0,0,0,0,0,0,210,67,3,ep210_task067
0,0,0,0,0,0,0,0,0,210,67,4,ep210_task067
0,0,0,0,0,0,0,0,0,210,67,5,ep210_task067
0,0,0,0,0,0,0,0,0,210,67,6,ep210_task067
0,0,0,0,0,0,0,0,0,210,67,7,ep210_task067
0,0,0,0,0,0,0,0,0,210,67,8,ep210_task067
0,0,0,0,0,0,0,0,0,210,67,9,ep210_task067
0,0,0,0,0,0,0,0,0,210,67,10,ep210_task067
0,0,0,0,0,0,0,0,0,210,67,11,ep210_task067
0,0,0,0,0,0,0,0,0,210,67,12,ep210_task067
0,0,0,0,0,0,0,0,0,210,67,13,ep210_task067
0,0,0,0,0,0,0,0,0,210,67,14,ep210_task067
0,0,0,0,0,0,0,0,0,210,67,15,ep210_task067
0,0,0,0,0,0,0,0,0,210,67,16,ep210_task067
0,0,0,0,0,0,0,0,0,210,67,17,ep210_task067
0,0,0,0,0,0,0,0,0,210,67,18,ep210_task067
0,0,0,0,0,0,0,0,0,210,67,19,ep210_task067
0,0,0,0,0,0,0,0,0,210,67,20,ep210_task067
0,0,0,0,0,0,0,0,0,210,67,21,ep210_task067
0,0,0,0,0,0,0,0,0,210,67,22,ep210_task067
0,0,0,0,0,0,0,0,0,210,67,23,ep210_task067
0,0,0,0,0,0,0,0,0,210,67,24,ep210_task067
0,0,0,0,0,0,0,0,0,210,67,25,ep210_task067
0,0,0,0,0,0,0,0,0,210,67,26,ep210_task067
0,0,0,0,0,0,0,0,0,210,67,27,ep210_task067
0,0,0,0,0,0,0,0,0,210,81,2,ep210_task081
0,0,0,0,0,0,0,0,0,210,81,4,ep210_task081
0,0,0,0,0,0,0,0,0,210,81,5,ep210_task081
0,0,0,0,0,0,0,0,0,210,81,6,ep210_task081
0,0,0,0,0,0,0,0,0,210,81,7,ep210_task081
0,0,0,0,0,0,0,0,0,210,81,8,ep210_task081
0,0,0,0,0,0,0,0,0,210,81,9,ep210_task081
0,0,0,0,0,0,0,0,0,210,81,10,ep210_task081
0,0,0,0,0,0,0,0,0,210,81,11,ep210_task081
0,0,0,0,0,0,0,0,0,210,81,12,ep210_task081
0,0,0,0,0,0,0,0,0,210,81,13,ep210_task081
0,0,0,0,0,0,0,0,0,210,81,14,ep210_task081
0,0,0,0,0,0,0,0,0,210,81,15,ep210_task081
0,0,0,0,0,0,0,0,0,210,81,16,ep210_task081
0,0,0,0,0,0,0,0,0,210,81,17,ep210_task081
0,0,0,0,0,0,0,0,0,210,81,18,ep210_task081
0,0,0,0,0,0,0,0,0,210,81,19,ep210_task081
