state_mismatch,mask_mismatch,probability_mismatch,backlog_mismatch,task_mismatch,snapshot_mismatch,action_prefix_mismatch,future_arrival_mismatch,future_torch_rng_mismatch,episode,task_id,action_index,state_id
0,0,0,0,0,0,0,0,0,99,1,0,ep099_task001
0,0,0,0,0,0,0,0,0,99,1,1,ep099_task001
0,0,0,0,0,0,0,0,0,99,1,2,ep099_task001
0,0,0,0,0,0,0,0,0,99,1,3,ep099_task001
0,0,0,0,0,0,0,0,0,99,1,4,ep099_task001
0,0,0,0,0,0,0,0,0,99,1,5,ep099_task001
0,0,0,0,0,0,0,0,0,99,1,6,ep099_task001
0,0,0,0,0,0,0,0,0,99,1,7,ep099_task001
0,0,0,0,0,0,0,0,0,99,1,8,ep099_task001
0,0,0,0,0,0,0,0,0,99,1,9,ep099_task001
0,0,0,0,0,0,0,0,0,99,1,10,ep099_task001
0,0,0,0,0,0,0,0,0,99,1,11,ep099_task001
0,0,0,0,0,0,0,0,0,99,1,12,ep099_task001
0,0,0,0,0,0,0,0,0,99,1,13,ep099_task001
0,0,0,0,0,0,0,0,0,99,1,14,ep099_task001
0,0,0,0,0,0,0,0,0,99,1,15,ep099_task001
0,0,0,0,0,0,0,0,0,99,1,16,ep099_task001
0,0,0,0,0,0,0,0,0,99,1,17,ep099_task001
0,0,0,0,0,0,0,0,0,99,1,18,ep099_task001
0,0,0,0,0,0,0,0,0,99,1,19,ep099_task001
0,0,0,0,0,0,0,0,0,99,1,20,ep099_task001
0,0,0,0,0,0,0,0,0,99,1,21,ep099_task001
0,0,0,0,0,0,0,0,0,99,1,22,ep099_task001
0,0,0,0,0,0,0,0,0,99,1,23,ep099_task001
0,0,0,0,0,0,0,0,0,99,1,24,ep099_task001
0,0,0,0,0,0,0,0,0,99,1,25,ep099_task001
0,0,0,0,0,0,0,0,0,99,1,26,ep099_task001
0,0,0,0,0,0,0,0,0,99,1,27,ep099_task001
0,0,0,0,0,0,0,0,0,99,13,1,ep099_task013
0,0,0,0,0,0,0,0,0,99,13,2,ep099_task013
0,0,0,0,0,0,0,0,0,99,13,3,ep099_task013
0,0,0,0,0,0,0,0,0,99,13,4,ep099_task013
0,0,0,0,0,0,0,0,0,99,13,5,ep099_task013
0,0,0,0,0,0,0,0,0,99,13,6,ep099_task013
0,0,0,0,0,0,0,0,0,99,13,10,ep099_task013
0,0,0,0,0,0,0,0,0,99,13,11,ep099_task013
0,0,0,0,0,0,0,0,0,99,13,12,ep099_task013
0,0,0,0,0,0,0,0,0,99,13,13,ep099_task013
0,0,0,0,0,0,0,0,0,99,13,14,ep099_task013
0,0,0,0,0,0,0,0,0,99,13,15,ep099_task013
0,0,0,0,0,0,0,0,0,99,13,16,ep099_task013
0,0,0,0,0,0,0,0,0,99,13,17,ep099_task013
0,0,0,0,0,0,0,0,0,99,13,18,ep099_task013
0,0,0,0,0,0,0,0,0,99,13,19,ep099_task013
0,0,0,0,0,0,0,0,0,99,13,20,ep099_task013
0,0,0,0,0,0,0,0,0,99,13,21,ep099_task013
0,0,0,0,0,0,0,0,0,99,13,22,ep099_task013
0,0,0,0,0,0,0,0,0,99,13,23,ep099_task013
0,0,0,0,0,0,0,0,0,99,13,24,ep099_task013
0,0,0,0,0,0,0,0,0,99,13,25,ep099_task013
0,0,0,0,0,0,0,0,0,99,13,26,ep099_task013
0,0,0,0,0,0,0,0,0,99,13,27,ep099_task013
0,0,0,0,0,0,0,0,0,99,26,22,ep099_task026
0,0,0,0,0,0,0,0,0,99,26,24,ep099_task026
0,0,0,0,0,0,0,0,0,99,26,25,ep099_task026
0,0,0,0,0,0,0,0,0,99,26,26,ep099_task026
0,0,0,0,0,0,0,0,0,99,26,27,ep099_task026
0,0,0,0,0,0,0,0,0,99,38,0,ep099_task038
0,0,0,0,0,0,0,0,0,99,38,1,ep099_task038
0,0,0,0,0,0,0,0,0,99,38,2,ep099_task038
0,0,0,0,0,0,0,0,0,99,38,3,ep099_task038
0,0,0,0,0,0,0,0,0,99,38,4,ep099_task038
0,0,0,0,0,0,0,0,0,99,38,5,ep099_task038
0,0,0,0,0,0,0,0,0,99,38,6,ep099_task038
0,0,0,0,0,0,0,0,0,99,38,7,ep099_task038
0,0,0,0,0,0,0,0,0,99,38,8,ep099_task038
0,0,0,0,0,0,0,0,0,99,38,9,ep099_task038
0,0,0,0,0,0,0,0,0,99,38,10,ep099_task038
0,0,0,0,0,0,0,0,0,99,38,11,ep099_task038
0,0,0,0,0,0,0,0,0,99,38,12,ep099_task038
