state_mismatch,mask_mismatch,probability_mismatch,backlog_mismatch,task_mismatch,snapshot_mismatch,action_prefix_mismatch,future_arrival_mismatch,future_torch_rng_mismatch,episode,task_id,action_index,state_id
0,0,0,0,0,0,0,0,0,273,1,0,ep273_task001
0,0,0,0,0,0,0,0,0,273,1,1,ep273_task001
0,0,0,0,0,0,0,0,0,273,1,2,ep273_task001
0,0,0,0,0,0,0,0,0,273,1,3,ep273_task001
0,0,0,0,0,0,0,0,0,273,1,4,ep273_task001
0,0,0,0,0,0,0,0,0,273,1,5,ep273_task001
0,0,0,0,0,0,0,0,0,273,1,6,ep273_task001
0,0,0,0,0,0,0,0,0,273,1,7,ep273_task001
0,0,0,0,0,0,0,0,0,273,1,8,ep273_task001
0,0,0,0,0,0,0,0,0,273,1,9,ep273_task001
0,0,0,0,0,0,0,0,0,273,1,10,ep273_task001
0,0,0,0,0,0,0,0,0,273,1,11,ep273_task001
0,0,0,0,0,0,0,0,0,273,1,12,ep273_task001
0,0,0,0,0,0,0,0,0,273,1,13,ep273_task001
0,0,0,0,0,0,0,0,0,273,1,14,ep273_task001
0,0,0,0,0,0,0,0,0,273,1,15,ep273_task001
0,0,0,0,0,0,0,0,0,273,1,16,ep273_task001
0,0,0,0,0,0,0,0,0,273,1,17,ep273_task001
0,0,0,0,0,0,0,0,0,273,1,18,ep273_task001
0,0,0,0,0,0,0,0,0,273,1,19,ep273_task001
0,0,0,0,0,0,0,0,0,273,1,20,ep273_task001
0,0,0,0,0,0,0,0,0,273,1,21,ep273_task001
0,0,0,0,0,0,0,0,0,273,1,22,ep273_task001
0,0,0,0,0,0,0,0,0,273,1,23,ep273_task001
0,0,0,0,0,0,0,0,0,273,1,24,ep273_task001
0,0,0,0,0,0,0,0,0,273,1,25,ep273_task001
0,0,0,0,0,0,0,0,0,273,1,26,ep273_task001
0,0,0,0,0,0,0,0,0,273,1,27,ep273_task001
0,0,0,0,0,0,0,0,0,273,14,0,ep273_task014
0,0,0,0,0,0,0,0,0,273,14,1,ep273_task014
0,0,0,0,0,0,0,0,0,273,14,2,ep273_task014
0,0,0,0,0,0,0,0,0,273,14,3,ep273_task014
0,0,0,0,0,0,0,0,0,273,14,4,ep273_task014
0,0,0,0,0,0,0,0,0,273,14,5,ep273_task014
0,0,0,0,0,0,0,0,0,273,14,6,ep273_task014
0,0,0,0,0,0,0,0,0,273,14,7,ep273_task014
0,0,0,0,0,0,0,0,0,273,14,8,ep273_task014
0,0,0,0,0,0,0,0,0,273,14,9,ep273_task014
0,0,0,0,0,0,0,0,0,273,14,10,ep273_task014
0,0,0,0,0,0,0,0,0,273,14,11,ep273_task014
0,0,0,0,0,0,0,0,0,273,14,12,ep273_task014
0,0,0,0,0,0,0,0,0,273,14,13,ep273_task014
0,0,0,0,0,0,0,0,0,273,14,14,ep273_task014
0,0,0,0,0,0,0,0,0,273,14,15,ep273_task014
0,0,0,0,0,0,0,0,0,273,14,16,ep273_task014
0,0,0,0,0,0,0,0,0,273,14,17,ep273_task014
0,0,0,0,0,0,0,0,0,273,14,18,ep273_task014
0,0,0,0,0,0,0,0,0,273,14,19,ep273_task014
0,0,0,0,0,0,0,0,0,273,14,20,ep273_task014
0,0,0,0,0,0,0,0,0,273,14,21,ep273_task014
0,0,0,0,0,0,0,0,0,273,14,22,ep273_task014
0,0,0,0,0,0,0,0,0,273,14,23,ep273_task014
0,0,0,0,0,0,0,0,0,273,14,24,ep273_task014
0,0,0,0,0,0,0,0,0,273,14,25,ep273_task014
0,0,0,0,0,0,0,0,0,273,14,26,ep273_task014
0,0,0,0,0,0,0,0,0,273,14,27,ep273_task014
0,0,0,0,0,0,0,0,0,273,28,0,ep273_task028
0,0,0,0,0,0,0,0,0,273,28,1,ep273_task028
0,0,0,0,0,0,0,0,0,273,28,2,ep273_task028
0,0,0,0,0,0,0,0,0,273,28,3,ep273_task028
0,0,0,0,0,0,0,0,0,273,28,4,ep273_task028
0,0,0,0,0,0,0,0,0,273,28,5,ep273_task028
0,0,0,0,0,0,0,0,0,273,28,6,ep273_task028
0,0,0,0,0,0,0,0,0,273,28,7,ep273_task028
0,0,0,0,0,0,0,0,0,273,28,8,ep273_task028
0,0,0,0,0,0,0,0,0,273,28,9,ep273_task028
0,0,0,0,0,0,0,0,0,273,28,10,ep273_task028
0,0,0,0,0,0,0,0,0,273,28,11,ep273_task028
0,0,0,0,0,0,0,0,0,273,28,12,ep273_task028
0,0,0,0,0,0,0,0,0,273,28,13,ep273_task028
0,0,0,0,0,0,0,0,0,273,28,14,ep273_task028
0,0,0,0,0,0,0,0,0,273,28,15,ep273_task028
0,0,0,0,0,0,0,0,0,273,28,16,ep273_task028
0,0,0,0,0,0,0,0,0,273,28,17,ep273_task028
0,0,0,0,0,0,0,0,0,273,28,18,ep273_task028
0,0,0,0,0,0,0,0,0,273,28,19,ep273_task028
0,0,0,0,0,0,0,0,0,273,28,20,ep273_task028
0,0,0,0,0,0,0,0,0,273,28,21,ep273_task028
0,0,0,0,0,0,0,0,0,273,28,22,ep273_task028
0,0,0,0,0,0,0,0,0,273,28,23,ep273_task028
0,0,0,0,0,0,0,0,0,273,28,24,ep273_task028
0,0,0,0,0,0,0,0,0,273,28,25,ep273_task028
0,0,0,0,0,0,0,0,0,273,28,26,ep273_task028
0,0,0,0,0,0,0,0,0,273,28,27,ep273_task028
0,0,0,0,0,0,0,0,0,273,41,0,ep273_task041
0,0,0,0,0,0,0,0,0,273,41,1,ep273_task041
