state_mismatch,mask_mismatch,probability_mismatch,backlog_mismatch,task_mismatch,snapshot_mismatch,action_prefix_mismatch,future_arrival_mismatch,future_torch_rng_mismatch,episode,task_id,action_index,state_id
0,0,0,0,0,0,0,0,0,107,1,0,ep107_task001
0,0,0,0,0,0,0,0,0,107,1,1,ep107_task001
0,0,0,0,0,0,0,0,0,107,1,2,ep107_task001
0,0,0,0,0,0,0,0,0,107,1,3,ep107_task001
0,0,0,0,0,0,0,0,0,107,1,4,ep107_task001
0,0,0,0,0,0,0,0,0,107,1,5,ep107_task001
0,0,0,0,0,0,0,0,0,107,1,6,ep107_task001
0,0,0,0,0,0,0,0,0,107,1,7,ep107_task001
0,0,0,0,0,0,0,0,0,107,1,8,ep107_task001
0,0,0,0,0,0,0,0,0,107,1,9,ep107_task001
0,0,0,0,0,0,0,0,0,107,1,10,ep107_task001
0,0,0,0,0,0,0,0,0,107,1,11,ep107_task001
0,0,0,0,0,0,0,0,0,107,1,12,ep107_task001
0,0,0,0,0,0,0,0,0,107,1,13,ep107_task001
0,0,0,0,0,0,0,0,0,107,1,14,ep107_task001
0,0,0,0,0,0,0,0,0,107,1,15,ep107_task001
0,0,0,0,0,0,0,0,0,107,1,16,ep107_task001
0,0,0,0,0,0,0,0,0,107,1,17,ep107_task001
0,0,0,0,0,0,0,0,0,107,1,18,ep107_task001
0,0,0,0,0,0,0,0,0,107,1,19,ep107_task001
0,0,0,0,0,0,0,0,0,107,1,20,ep107_task001
0,0,0,0,0,0,0,0,0,107,1,21,ep107_task001
0,0,0,0,0,0,0,0,0,107,1,22,ep107_task001
0,0,0,0,0,0,0,0,0,107,1,23,ep107_task001
0,0,0,0,0,0,0,0,0,107,1,24,ep107_task001
0,0,0,0,0,0,0,0,0,107,1,25,ep107_task001
0,0,0,0,0,0,0,0,0,107,1,26,ep107_task001
0,0,0,0,0,0,0,0,0,107,1,27,ep107_task001
0,0,0,0,0,0,0,0,0,107,13,1,ep107_task013
0,0,0,0,0,0,0,0,0,107,13,3,ep107_task013
0,0,0,0,0,0,0,0,0,107,13,4,ep107_task013
0,0,0,0,0,0,0,0,0,107,13,5,ep107_task013
0,0,0,0,0,0,0,0,0,107,13,6,ep107_task013
0,0,0,0,0,0,0,0,0,107,13,7,ep107_task013
0,0,0,0,0,0,0,0,0,107,13,10,ep107_task013
0,0,0,0,0,0,0,0,0,107,13,12,ep107_task013
0,0,0,0,0,0,0,0,0,107,13,13,ep107_task013
0,0,0,0,0,0,0,0,0,107,13,14,ep107_task013
0,0,0,0,0,0,0,0,0,107,13,15,ep107_task013
0,0,0,0,0,0,0,0,0,107,13,16,ep107_task013
0,0,0,0,0,0,0,0,0,107,13,17,ep107_task013
0,0,0,0,0,0,0,0,0,107,13,18,ep107_task013
0,0,0,0,0,0,0,0,0,107,13,19,ep107_task013
0,0,0,0,0,0,0,0,0,107,13,21,ep107_task013
