episode,task_id,state_id,split,dataset_index,max_backlog,load,requirement,safe_set_bin,safe_set_size,effective_set_size,action_index,selected_action,myopic_action,probability,q_h5,q_h10,q_h20,q_h50,legacy_q_h5,legacy_q_h10,legacy_q_h20,legacy_q_h50
10,1,ep010_task001,test,1800,0.0,low,0.99,16-28,28,28,0,16,5,0.008819740265607834,326.2200891801223,400.5771931291159,456.8459638077329,463.69931045196273,337.3387586530984,441.19386620271774,577.2049017527895,644.6503306261831
10,1,ep010_task001,test,1800,0.0,low,0.99,16-28,28,28,1,16,5,0.009224295616149902,320.7796226322398,395.13672658123346,451.40549725985045,458.2588439040804,332.44233876000425,436.2974463096236,572.3084818596953,639.7539107330889
10,1,ep010_task001,test,1800,0.0,low,0.99,16-28,28,28,2,16,5,0.013307584449648857,310.58474791883924,384.9418518678329,441.2106225464499,448.06396919067976,316.8801327965807,420.73524034620004,556.7462758962719,624.1917047696654
10,1,ep010_task001,test,1800,0.0,low,0.99,16-28,28,28,3,16,5,0.011946271173655987,315.8372245357032,390.1943284846969,446.46309916331387,453.31644580754374,321.1346388562405,424.9897464058598,561.0007819559315,628.4462108293251
10,1,ep010_task001,test,1800,0.0,low,0.99,16-28,28,28,4,16,5,0.015284745953977108,337.52787914810557,411.8849830970992,468.1537537757162,475.0071004199461,347.5157696242834,451.3708771739027,587.3819127239746,654.8273415973681
10,1,ep010_task001,test,1800,0.0,low,0.99,16-28,28,28,5,16,5,0.02107071503996849,310.58474791883924,384.9418518678329,441.2106225464499,448.06396919067976,316.8801327965807,420.73524034620004,556.7462758962719,624.1917047696654
10,1,ep010_task001,test,1800,0.0,low,0.99,16-28,28,28,6,16,5,0.017948832362890244,336.2688606182414,410.62596456723503,466.894735245852,473.7480818900819,346.38265294740563,450.23776049702496,586.2487960470968,653.6942249204903
10,1,ep010_task001,test,1800,0.0,low,0.99,16-28,28,28,7,16,5,0.013798289932310581,326.2200891801223,400.5771931291159,456.8459638077329,463.69931045196273,337.3387586530984,441.19386620271774,577.2049017527895,644.6503306261831
10,1,ep010_task001,test,1800,0.0,low,0.99,16-28,28,28,8,16,5,0.025107216089963913,326.2200891801223,400.5771931291159,456.8459638077329,463.69931045196273,337.3387586530984,441.19386620271774,577.2049017527895,644.6503306261831
10,1,ep010_task001,test,1800,0.0,low,0.99,16-28,28,28,9,16,5,0.016073886305093765,326.2200891801223,400.5771931291159,456.8459638077329,463.69931045196273,337.3387586530984,441.19386620271774,577.2049017527895,644.6503306261831
10,1,ep010_task001,test,1800,0.0,low,0.99,16-28,28,28,10,16,5,0.02687707170844078,337.52787914810557,411.8849830970992,468.1537537757162,475.0071004199461,347.5157696242834,451.3708771739027,587.3819127239746,654.8273415973681
10,1,ep010_task001,test,1800,0.0,low,0.99,16-28,28,28,11,16,5,0.03516850993037224,326.2200891801223,400.5771931291159,456.8459638077329,463.69931045196273,337.3387586530984,441.19386620271774,577.2049017527895,644.6503306261831
10,1,ep010_task001,test,1800,0.0,low,0.99,16-28,28,28,12,16,5,0.031026581302285194,336.2688606182414,410.62596456723503,466.894735245852,473.7480818900819,346.38265294740563,450.23776049702496,586.2487960470968,653.6942249204903
10,1,ep010_task001,test,1800,0.0,low,0.99,16-28,28,28,13,16,5,0.02442224510014057,320.7796226322398,395.13672658123346,451.40549725985045,458.2588439040804,332.44233876000425,436.2974463096236,572.3084818596953,639.7539107330889
10,1,ep010_task001,test,1800,0.0,low,0.99,16-28,28,28,14,16,5,0.01864354871213436,320.7796226322398,395.13672658123346,451.40549725985045,458.2588439040804,332.44233876000425,436.2974463096236,572.3084818596953,639.7539107330889
10,1,ep010_task001,test,1800,0.0,low,0.99,16-28,28,28,15,16,5,0.0267647635191679,337.52787914810557,411.8849830970992,468.1537537757162,475.0071004199461,347.5157696242834,451.3708771739027,587.3819127239746,654.8273415973681
10,1,ep010_task001,test,1800,0.0,low,0.99,16-28,28,28,16,16,5,0.037738148123025894,320.7796226322398,395.13672658123346,451.40549725985045,458.2588439040804,332.44233876000425,436.2974463096236,572.3084818596953,639.7539107330889
10,1,ep010_task001,test,1800,0.0,low,0.99,16-28,28,28,17,16,5,0.03122454695403576,336.2688606182414,410.62596456723503,466.894735245852,473.7480818900819,346.38265294740563,450.23776049702496,586.2487960470968,653.6942249204903
10,1,ep010_task001,test,1800,0.0,low,0.99,16-28,28,28,18,16,5,0.031890273094177246,315.8372245357032,390.1943284846969,446.46309916331387,453.31644580754374,321.1346388562405,424.9897464058598,561.0007819559315,628.4462108293251
10,1,ep010_task001,test,1800,0.0,low,0.99,16-28,28,28,19,16,5,0.05174010619521141,337.52787914810557,411.8849830970992,468.1537537757162,475.0071004199461,347.5157696242834,451.3708771739027,587.3819127239746,654.8273415973681
10,1,ep010_task001,test,1800,0.0,low,0.99,16-28,28,28,20,16,5,0.07362302392721176,298.96402531168957,373.3211292606832,429.5898999393002,436.4432465835301,307.46734748478946,411.3224550344088,547.3334905844806,614.7789194578742
10,1,ep010_task001,test,1800,0.0,low,0.99,16-28,28,28,21,16,5,0.05704217031598091,336.2688606182414,410.62596456723503,466.894735245852,473.7480818900819,346.38265294740563,450.23776049702496,586.2487960470968,653.6942249204903
10,1,ep010_task001,test,1800,0.0,low,0.99,16-28,28,28,22,16,5,0.04023901745676994,337.52787914810557,411.8849830970992,468.1537537757162,475.0071004199461,347.5157696242834,451.3708771739027,587.3819127239746,654.8273415973681
10,1,ep010_task001,test,1800,0.0,low,0.99,16-28,28,28,23,16,5,0.055042117834091187,315.8372245357032,390.1943284846969,446.46309916331387,453.31644580754374,321.1346388562405,424.9897464058598,561.0007819559315,628.4462108293251
10,1,ep010_task001,test,1800,0.0,low,0.99,16-28,28,28,24,16,5,0.04557676985859871,336.2688606182414,410.62596456723503,466.894735245852,473.7480818900819,346.38265294740563,450.23776049702496,586.2487960470968,653.6942249204903
10,1,ep010_task001,test,1800,0.0,low,0.99,16-28,28,28,25,16,5,0.08753500133752823,337.52787914810557,411.8849830970992,468.1537537757162,475.0071004199461,347.5157696242834,451.3708771739027,587.3819127239746,654.8273415973681
10,1,ep010_task001,test,1800,0.0,low,0.99,16-28,28,28,26,16,5,0.08042433112859726,337.52787914810557,411.8849830970992,468.1537537757162,475.0071004199461,347.5157696242834,451.3708771739027,587.3819127239746,654.8273415973681
10,1,ep010_task001,test,1800,0.0,low,0.99,16-28,28,28,27,16,5,0.09244013577699661,336.2688606182414,410.62596456723503,466.894735245852,473.7480818900819,346.38265294740563,450.23776049702496,586.2487960470968,653.6942249204903
10,13,ep010_task013,test,1812,1.685286391816935,high,0.999,16-28,25,25,2,25,5,0.014182087033987045,271.4162199959674,332.33307314955465,355.63819105937915,360.94575432283716,458.66507401958836,549.8974979826924,635.745724061598,729.2694065908248
10,13,ep010_task013,test,1812,1.685286391816935,high,0.999,16-28,25,25,3,25,5,0.012773187831044197,262.6015108480944,323.5183640016816,346.82348191150606,352.13104517496413,449.8503648717153,541.0827888348193,626.9310149137249,720.4546974429517
10,13,ep010_task013,test,1812,1.685286391816935,high,0.999,16-28,25,25,4,25,5,0.016291972249746323,276.59431528357396,337.5111684371612,360.81628634698563,366.1238496104437,463.8431693071949,555.0755932702989,640.9238193492046,734.4475018784314
10,13,ep010_task013,test,1812,1.685286391816935,high,0.999,16-28,25,25,5,25,5,0.022387614473700523,283.93994133852425,344.8567944921115,368.161912401936,373.469475665394,471.1887953621452,562.4212193252491,648.2694454041547,741.7931279333815
10,13,ep010_task013,test,1812,1.685286391816935,high,0.999,16-28,25,25,6,25,5,0.017983121797442436,259.3857394564183,320.30259261000555,343.6077105198301,348.91527378328806,446.63459348003926,537.8670174431433,623.7152435220488,717.2389260512756
10,13,ep010_task013,test,1812,1.685286391816935,high,0.999,16-28,25,25,8,25,5,0.023806072771549225,271.4162199959674,332.33307314955465,355.63819105937915,360.94575432283716,458.66507401958836,549.8974979826924,635.745724061598,729.2694065908248
10,13,ep010_task013,test,1812,1.685286391816935,high,0.999,16-28,25,25,9,25,5,0.015229304321110249,262.6015108480944,323.5183640016816,346.82348191150606,352.13104517496413,449.8503648717153,541.0827888348193,626.9310149137249,720.4546974429517
10,13,ep010_task013,test,1812,1.685286391816935,high,0.999,16-28,25,25,10,25,5,0.025485649704933167,276.59431528357396,337.5111684371612,360.81628634698563,366.1238496104437,463.8431693071949,555.0755932702989,640.9238193492046,734.4475018784314
10,13,ep010_task013,test,1812,1.685286391816935,high,0.999,16-28,25,25,11,25,5,0.03343009203672409,283.93994133852425,344.8567944921115,368.161912401936,373.469475665394,471.1887953621452,562.4212193252491,648.2694454041547,741.7931279333815
10,13,ep010_task013,test,1812,1.685286391816935,high,0.999,16-28,25,25,12,25,5,0.029973797500133514,259.3857394564183,320.30259261000555,343.6077105198301,348.91527378328806,446.63459348003926,537.8670174431433,623.7152435220488,717.2389260512756
10,13,ep010_task013,test,1812,1.685286391816935,high,0.999,16-28,25,25,13,25,5,0.02596186101436615,271.4162199959674,332.33307314955465,355.63819105937915,360.94575432283716,458.66507401958836,549.8974979826924,635.745724061598,729.2694065908248
10,13,ep010_task013,test,1812,1.685286391816935,high,0.999,16-28,25,25,14,25,5,0.019812945276498795,262.6015108480944,323.5183640016816,346.82348191150606,352.13104517496413,449.8503648717153,541.0827888348193,626.9310149137249,720.4546974429517
10,13,ep010_task013,test,1812,1.685286391816935,high,0.999,16-28,25,25,15,25,5,0.028394106775522232,276.59431528357396,337.5111684371612,360.81628634698563,366.1238496104437,463.8431693071949,555.0755932702989,640.9238193492046,734.4475018784314
10,13,ep010_task013,test,1812,1.685286391816935,high,0.999,16-28,25,25,16,25,5,0.04014107957482338,283.93994133852425,344.8567944921115,368.161912401936,373.469475665394,471.1887953621452,562.4212193252491,648.2694454041547,741.7931279333815
10,13,ep010_task013,test,1812,1.685286391816935,high,0.999,16-28,25,25,17,25,5,0.031093545258045197,259.51816161705625,320.4350147706435,343.740132680468,349.047695943926,446.7670156406772,537.9994396037812,623.8476656826869,717.3713482119136
10,13,ep010_task013,test,1812,1.685286391816935,high,0.999,16-28,25,25,18,25,5,0.03400188684463501,271.4162199959674,332.33307314955465,355.63819105937915,360.94575432283716,458.66507401958836,549.8974979826924,635.745724061598,729.2694065908248
10,13,ep010_task013,test,1812,1.685286391816935,high,0.999,16-28,25,25,19,25,5,0.0552365705370903,276.59431528357396,337.5111684371612,360.81628634698563,366.1238496104437,463.8431693071949,555.0755932702989,640.9238193492046,734.4475018784314
10,13,ep010_task013,test,1812,1.685286391816935,high,0.999,16-28,25,25,20,25,5,0.07918873429298401,283.93994133852425,344.8567944921115,368.161912401936,373.469475665394,471.1887953621452,562.4212193252491,648.2694454041547,741.7931279333815
10,13,ep010_task013,test,1812,1.685286391816935,high,0.999,16-28,25,25,21,25,5,0.0570857971906662,271.4162199959674,332.33307314955465,355.63819105937915,360.94575432283716,458.66507401958836,549.8974979826924,635.745724061598,729.2694065908248
10,13,ep010_task013,test,1812,1.685286391816935,high,0.999,16-28,25,25,22,25,5,0.0428430549800396,276.59431528357396,337.5111684371612,360.81628634698563,366.1238496104437,463.8431693071949,555.0755932702989,640.9238193492046,734.4475018784314
10,13,ep010_task013,test,1812,1.685286391816935,high,0.999,16-28,25,25,23,25,5,0.059076253324747086,283.93994133852425,344.8567944921115,368.161912401936,373.469475665394,471.1887953621452,562.4212193252491,648.2694454041547,741.7931279333815
10,13,ep010_task013,test,1812,1.685286391816935,high,0.999,16-28,25,25,24,25,5,0.0453224815428257,262.6015108480944,323.5183640016816,346.82348191150606,352.13104517496413,449.8503648717153,541.0827888348193,626.9310149137249,720.4546974429517
10,13,ep010_task013,test,1812,1.685286391816935,high,0.999,16-28,25,25,25,25,5,0.09491335600614548,283.93994133852425,344.8567944921115,368.161912401936,373.469475665394,471.1887953621452,562.4212193252491,648.2694454041547,741.7931279333815
10,13,ep010_task013,test,1812,1.685286391816935,high,0.999,16-28,25,25,26,25,5,0.08142759650945663,276.59431528357396,337.5111684371612,360.81628634698563,366.1238496104437,463.8431693071949,555.0755932702989,640.9238193492046,734.4475018784314
10,13,ep010_task013,test,1812,1.685286391816935,high,0.999,16-28,25,25,27,25,5,0.09395781904459,283.93994133852425,344.8567944921115,368.161912401936,373.469475665394,471.1887953621452,562.4212193252491,648.2694454041547,741.7931279333815
10,26,ep010_task026,test,1825,0.7400777689019762,medium,0.9999,1-5,4,4,21,27,26,0.2060851752758026,197.5801736266829,279.6198314203274,326.09865792925814,328.3858292507907,168.39435667913165,299.2491778598733,487.7497433390455,547.0347669278574
10,26,ep010_task026,test,1825,0.7400777689019762,medium,0.9999,1-5,4,4,24,27,26,0.16513721644878387,197.5801736266829,279.6198314203274,326.09865792925814,328.3858292507907,168.39435667913165,299.2491778598733,487.7497433390455,547.0347669278574
10,26,ep010_task026,test,1825,0.7400777689019762,medium,0.9999,1-5,4,4,26,27,26,0.289705753326416,193.91219316338834,275.95185095703283,322.4306774659635,324.71784878749617,165.31228888640362,296.1671100671453,484.66767554631747,543.9526991351294
10,26,ep010_task026,test,1825,0.7400777689019762,medium,0.9999,1-5,4,4,27,27,26,0.3390718698501587,196.3092032597627,278.3488610534072,324.8276875623379,327.1148588838705,167.20032408701013,298.0551452677518,486.555710746924,545.8407343357359
10,38,ep010_task038,test,1837,0.0,low,0.99,16-28,28,28,0,26,5,0.008769957348704338,249.78715809150114,317.3615143392459,351.17892354860686,353.95631599632645,288.23394230747556,414.371824652266,566.6241598567414,631.1291472438219
10,38,ep010_task038,test,1837,0.0,low,0.99,16-28,28,28,1,26,5,0.009159996174275875,248.92744905822468,316.5018053059694,350.31921451533043,353.09660696304996,287.46020417752675,413.5980865223172,565.8504217267925,630.355409113873
10,38,ep010_task038,test,1837,0.0,low,0.99,16-28,28,28,2,26,5,0.013214568607509136,261.14114094536586,328.7154971931106,362.5329064024716,365.31029885019115,298.4525268759538,424.5904092207443,576.8427444252197,641.3477318123001
10,38,ep010_task038,test,1837,0.0,low,0.99,16-28,28,28,3,26,5,0.011857936158776283,250.13458494307147,317.70894119081623,351.52635040017714,354.30374284789673,288.54662647388886,414.6845088186793,566.9368440231547,631.4418314102351
10,38,ep010_task038,test,1837,0.0,low,0.99,16-28,28,28,4,26,5,0.015204248018562794,264.77082320248843,332.34517945023316,366.1625886595942,368.9399811073137,301.7192409073641,427.85712325215457,580.1094584566299,644.6144458437103
10,38,ep010_task038,test,1837,0.0,low,0.99,16-28,28,28,5,26,5,0.02099272422492504,272.72745259987533,340.30180884762007,374.11921805698097,376.8966105047006,308.8802073650123,435.0180897098028,587.2704249142782,651.7754123013586
