state_mismatch,mask_mismatch,probability_mismatch,backlog_mismatch,task_mismatch,snapshot_mismatch,action_prefix_mismatch,future_arrival_mismatch,future_torch_rng_mismatch,episode,task_id,action_index,state_id
0,0,0,0,0,0,0,0,0,247,1,0,ep247_task001
0,0,0,0,0,0,0,0,0,247,1,1,ep247_task001
0,0,0,0,0,0,0,0,0,247,1,2,ep247_task001
0,0,0,0,0,0,0,0,0,247,1,3,ep247_task001
0,0,0,0,0,0,0,0,0,247,1,4,ep247_task001
0,0,0,0,0,0,0,0,0,247,1,5,ep247_task001
0,0,0,0,0,0,0,0,0,247,1,6,ep247_task001
0,0,0,0,0,0,0,0,0,247,1,7,ep247_task001
0,0,0,0,0,0,0,0,0,247,1,8,ep247_task001
0,0,0,0,0,0,0,0,0,247,1,9,ep247_task001
0,0,0,0,0,0,0,0,0,247,1,10,ep247_task001
0,0,0,0,0,0,0,0,0,247,1,11,ep247_task001
0,0,0,0,0,0,0,0,0,247,1,12,ep247_task001
0,0,0,0,0,0,0,0,0,247,1,13,ep247_task001
0,0,0,0,0,0,0,0,0,247,1,14,ep247_task001
0,0,0,0,0,0,0,0,0,247,1,15,ep247_task001
0,0,0,0,0,0,0,0,0,247,1,16,ep247_task001
0,0,0,0,0,0,0,0,0,247,1,17,ep247_task001
0,0,0,0,0,0,0,0,0,247,1,18,ep247_task001
0,0,0,0,0,0,0,0,0,247,1,19,ep247_task001
0,0,0,0,0,0,0,0,0,247,1,20,ep247_task001
0,0,0,0,0,0,0,0,0,247,1,21,ep247_task001
0,0,0,0,0,0,0,0,0,247,1,22,ep247_task001
0,0,0,0,0,0,0,0,0,247,1,23,ep247_task001
0,0,0,0,0,0,0,0,0,247,1,24,ep247_task001
0,0,0,0,0,0,0,0,0,247,1,25,ep247_task001
0,0,0,0,0,0,0,0,0,247,1,26,ep247_task001
0,0,0,0,0,0,0,0,0,247,1,27,ep247_task001
0,0,0,0,0,0,0,0,0,247,14,0,ep247_task014
0,0,0,0,0,0,0,0,0,247,14,1,ep247_task014
0,0,0,0,0,0,0,0,0,247,14,2,ep247_task014
0,0,0,0,0,0,0,0,0,247,14,3,ep247_task014
0,0,0,0,0,0,0,0,0,247,14,4,ep247_task014
0,0,0,0,0,0,0,0,0,247,14,5,ep247_task014
0,0,0,0,0,0,0,0,0,247,14,6,ep247_task014
0,0,0,0,0,0,0,0,0,247,14,7,ep247_task014
0,0,0,0,0,0,0,0,0,247,14,8,ep247_task014
0,0,0,0,0,0,0,0,0,247,14,9,ep247_task014
0,0,0,0,0,0,0,0,0,247,14,10,ep247_task014
0,0,0,0,0,0,0,0,0,247,14,11,ep247_task014
0,0,0,0,0,0,0,0,0,247,14,12,ep247_task014
0,0,0,0,0,0,0,0,0,247,14,13,ep247_task014
0,0,0,0,0,0,0,0,0,247,14,14,ep247_task014
0,0,0,0,0,0,0,0,0,247,14,15,ep247_task014
0,0,0,0,0,0,0,0,0,247,14,16,ep247_task014
0,0,0,0,0,0,0,0,0,247,14,17,ep247_task014
0,0,0,0,0,0,0,0,0,247,14,18,ep247_task014
0,0,0,0,0,0,0,0,0,247,14,19,ep247_task014
0,0,0,0,0,0,0,0,0,247,14,20,ep247_task014
0,0,0,0,0,0,0,0,0,247,14,21,ep247_task014
0,0,0,0,0,0,0,0,0,247,14,22,ep247_task014
0,0,0,0,0,0,0,0,0,247,14,23,ep247_task014
0,0,0,0,0,0,0,0,0,247,14,24,ep247_task014
0,0,0,0,0,0,0,0,0,247,14,25,ep247_task014
0,0,0,0,0,0,0,0,0,247,14,26,ep247_task014
0,0,0,0,0,0,0,0,0,247,14,27,ep247_task014
0,0,0,0,0,0,0,0,0,247,28,0,ep247_task028
0,0,0,0,0,0,0,0,0,247,28,1,ep247_task028
0,0,0,0,0,0,0,0,0,247,28,2,ep247_task028
0,0,0,0,0,0,0,0,0,247,28,3,ep247_task028
0,0,0,0,0,0,0,0,0,247,28,4,ep247_task028
0,0,0,0,0,0,0,0,0,247,28,5,ep247_task028
0,0,0,0,0,0,0,0,0,247,28,6,ep247_task028
0,0,0,0,0,0,0,0,0,247,28,7,ep247_task028
0,0,0,0,0,0,0,0,0,247,28,8,ep247_task028
0,0,0,0,0,0,0,0,0,247,28,9,ep247_task028
0,0,0,0,0,0,0,0,0,247,28,10,ep247_task028
0,0,0,0,0,0,0,0,0,247,28,11,ep247_task028
0,0,0,0,0,0,0,0,0,247,28,12,ep247_task028
0,0,0,0,0,0,0,0,0,247,28,13,ep247_task028
0,0,0,0,0,0,0,0,0,247,28,14,ep247_task028
0,0,0,0,0,0,0,0,0,247,28,15,ep247_task028
0,0,0,0,0,0,0,0,0,247,28,16,ep247_task028
0,0,0,0,0,0,0,0,0,247,28,17,ep247_task028
0,0,0,0,0,0,0,0,0,247,28,18,ep247_task028
0,0,0,0,0,0,0,0,0,247,28,19,ep247_task028
0,0,0,0,0,0,0,0,0,247,28,20,ep247_task028
0,0,0,0,0,0,0,0,0,247,28,21,ep247_task028
0,0,0,0,0,0,0,0,0,247,28,22,ep247_task028
0,0,0,0,0,0,0,0,0,247,28,23,ep247_task028
0,0,0,0,0,0,0,0,0,247,28,24,ep247_task028
0,0,0,0,0,0,0,0,0,247,28,25,ep247_task028
