state_mismatch,mask_mismatch,probability_mismatch,backlog_mismatch,task_mismatch,snapshot_mismatch,action_prefix_mismatch,future_arrival_mismatch,future_torch_rng_mismatch,episode,task_id,action_index,state_id
0,0,0,0,0,0,0,0,0,296,1,0,ep296_task001
0,0,0,0,0,0,0,0,0,296,1,1,ep296_task001
0,0,0,0,0,0,0,0,0,296,1,2,ep296_task001
0,0,0,0,0,0,0,0,0,296,1,3,ep296_task001
0,0,0,0,0,0,0,0,0,296,1,4,ep296_task001
0,0,0,0,0,0,0,0,0,296,1,5,ep296_task001
0,0,0,0,0,0,0,0,0,296,1,6,ep296_task001
0,0,0,0,0,0,0,0,0,296,1,7,ep296_task001
0,0,0,0,0,0,0,0,0,296,1,8,ep296_task001
0,0,0,0,0,0,0,0,0,296,1,9,ep296_task001
0,0,0,0,0,0,0,0,0,296,1,10,ep296_task001
0,0,0,0,0,0,0,0,0,296,1,11,ep296_task001
0,0,0,0,0,0,0,0,0,296,1,12,ep296_task001
0,0,0,0,0,0,0,0,0,296,1,13,ep296_task001
0,0,0,0,0,0,0,0,0,296,1,14,ep296_task001
0,0,0,0,0,0,0,0,0,296,1,15,ep296_task001
0,0,0,0,0,0,0,0,0,296,1,16,ep296_task001
0,0,0,0,0,0,0,0,0,296,1,17,ep296_task001
0,0,0,0,0,0,0,0,0,296,1,18,ep296_task001
0,0,0,0,0,0,0,0,0,296,1,19,ep296_task001
0,0,0,0,0,0,0,0,0,296,1,20,ep296_task001
0,0,0,0,0,0,0,0,0,296,1,21,ep296_task001
0,0,0,0,0,0,0,0,0,296,1,22,ep296_task001
0,0,0,0,0,0,0,0,0,296,1,23,ep296_task001
0,0,0,0,0,0,0,0,0,296,1,24,ep296_task001
0,0,0,0,0,0,0,0,0,296,1,25,ep296_task001
0,0,0,0,0,0,0,0,0,296,1,26,ep296_task001
0,0,0,0,0,0,0,0,0,296,1,27,ep296_task001
0,0,0,0,0,0,0,0,0,296,14,0,ep296_task014
0,0,0,0,0,0,0,0,0,296,14,1,ep296_task014
0,0,0,0,0,0,0,0,0,296,14,2,ep296_task014
0,0,0,0,0,0,0,0,0,296,14,3,ep296_task014
0,0,0,0,0,0,0,0,0,296,14,4,ep296_task014
0,0,0,0,0,0,0,0,0,296,14,5,ep296_task014
0,0,0,0,0,0,0,0,0,296,14,6,ep296_task014
0,0,0,0,0,0,0,0,0,296,14,7,ep296_task014
0,0,0,0,0,0,0,0,0,296,14,8,ep296_task014
0,0,0,0,0,0,0,0,0,296,14,9,ep296_task014
0,0,0,0,0,0,0,0,0,296,14,10,ep296_task014
0,0,0,0,0,0,0,0,0,296,14,11,ep296_task014
0,0,0,0,0,0,0,0,0,296,14,12,ep296_task014
0,0,0,0,0,0,0,0,0,296,14,13,ep296_task014
0,0,0,0,0,0,0,0,0,296,14,14,ep296_task014
0,0,0,0,0,0,0,0,0,296,14,15,ep296_task014
0,0,0,0,0,0,0,0,0,296,14,16,ep296_task014
0,0,0,0,0,0,0,0,0,296,14,17,ep296_task014
0,0,0,0,0,0,0,0,0,296,14,18,ep296_task014
0,0,0,0,0,0,0,0,0,296,14,19,ep296_task014
0,0,0,0,0,0,0,0,0,296,14,20,ep296_task014
0,0,0,0,0,0,0,0,0,296,14,21,ep296_task014
0,0,0,0,0,0,0,0,0,296,14,22,ep296_task014
0,0,0,0,0,0,0,0,0,296,14,23,ep296_task014
0,0,0,0,0,0,0,0,0,296,14,24,ep296_task014
0,0,0,0,0,0,0,0,0,296,14,25,ep296_task014
0,0,0,0,0,0,0,0,0,296,14,26,ep296_task014
0,0,0,0,0,0,0,0,0,296,14,27,ep296_task014
0,0,0,0,0,0,0,0,0,296,28,0,ep296_task028
0,0,0,0,0,0,0,0,0,296,28,1,ep296_task028
0,0,0,0,0,0,0,0,0,296,28,2,ep296_task028
0,0,0,0,0,0,0,0,0,296,28,3,ep296_task028
0,0,0,0,0,0,0,0,0,296,28,4,ep296_task028
0,0,0,0,0,0,0,0,0,296,28,5,ep296_task028
0,0,0,0,0,0,0,0,0,296,28,6,ep296_task028
0,0,0,0,0,0,0,0,0,296,28,7,ep296_task028
0,0,0,0,0,0,0,0,0,296,28,8,ep296_task028
0,0,0,0,0,0,0,0,0,296,28,9,ep296_task028
0,0,0,0,0,0,0,0,0,296,28,10,ep296_task028
0,0,0,0,0,0,0,0,0,296,28,11,ep296_task028
0,0,0,0,0,0,0,0,0,296,28,12,ep296_task028
0,0,0,0,0,0,0,0,0,296,28,13,ep296_task028
0,0,0,0,0,0,0,0,0,296,28,14,ep296_task028
0,0,0,0,0,0,0,0,0,296,28,15,ep296_task028
0,0,0,0,0,0,0,0,0,296,28,16,ep296_task028
0,0,0,0,0,0,0,0,0,296,28,17,ep296_task028
0,0,0,0,0,0,0,0,0,296,28,18,ep296_task028
0,0,0,0,0,0,0,0,0,296,28,19,ep296_task028
0,0,0,0,0,0,0,0,0,296,28,20,ep296_task028
0,0,0,0,0,0,0,0,0,296,28,21,ep296_task028
0,0,0,0,0,0,0,0,0,296,28,22,ep296_task028
0,0,0,0,0,0,0,0,0,296,28,23,ep296_task028
0,0,0,0,0,0,0,0,0,296,28,24,ep296_task028
0,0,0,0,0,0,0,0,0,296,28,25,ep296_task028
0,0,0,0,0,0,0,0,0,296,28,26,ep296_task028
0,0,0,0,0,0,0,0,0,296,28,27,ep296_task028
0,0,0,0,0,0,0,0,0,296,41,0,ep296_task041
0,0,0,0,0,0,0,0,0,296,41,1,ep296_task041
0,0,0,0,0,0,0,0,0,296,41,2,ep296_task041
0,0,0,0,0,0,0,0,0,296,41,3,ep296_task041
0,0,0,0,0,0,0,0,0,296,41,4,ep296_task041
0,0,0,0,0,0,0,0,0,296,41,5,ep296_task041
0,0,0,0,0,0,0,0,0,296,41,6,ep296_task041
0,0,0,0,0,0,0,0,0,296,41,7,ep296_task041
0,0,0,0,0,0,0,0,0,296,41,8,ep296_task041
0,0,0,0,0,0,0,0,0,296,41,9,ep296_task041
0,0,0,0,0,0,0,0,0,296,41,10,ep296_task041
0,0,0,0,0,0,0,0,0,296,41,11,ep296_task041
0,0,0,0,0,0,0,0,0,296,41,12,ep296_task041
0,0,0,0,0,0,0,0,0,296,41,13,ep296_task041
0,0,0,0,0,0,0,0,0,296,41,14,ep296_task041
0,0,0,0,0,0,0,0,0,296,41,15,ep296_task041
0,0,0,0,0,0,0,0,0,296,41,16,ep296_task041
0,0,0,0,0,0,0,0,0,296,41,17,ep296_task041
0,0,0,0,0,0,0,0,0,296,41,18,ep296_task041
0,0,0,0,0,0,0,0,0,296,41,19,ep296_task041
0,0,0,0,0,0,0,0,0,296,41,20,ep296_task041
0,0,0,0,0,0,0,0,0,296,41,21,ep296_task041
0,0,0,0,0,0,0,0,0,296,41,22,ep296_task041
