episode,task_id,state_id,split,dataset_index,max_backlog,load,requirement,safe_set_bin,safe_set_size,effective_set_size,action_index,selected_action,myopic_action,probability,q_h5,q_h10,q_h20,q_h50,legacy_q_h5,legacy_q_h10,legacy_q_h20,legacy_q_h50
202,1,ep202_task001,test,40200,0.0,low,0.99,16-28,28,28,0,4,5,0.008819740265607834,282.72149952889527,366.8977956593787,423.89640032827543,431.0953043572171,314.00420293679326,424.5472404990212,610.1349848126085,684.4131677094784
202,1,ep202_task001,test,40200,0.0,low,0.99,16-28,28,28,1,4,5,0.009224295616149902,277.2810329810128,361.4573291114962,418.45593378039297,425.65483780933477,308.56373638891085,419.10677395113885,604.6945182647262,678.9727011615961
202,1,ep202_task001,test,40200,0.0,low,0.99,16-28,28,28,2,4,5,0.013307584449648857,295.35675334325794,379.53304947374136,436.5316541426381,443.73055817157984,326.63945675115593,437.1824943133839,622.7702386269713,697.0484215238412
202,1,ep202_task001,test,40200,0.0,low,0.99,16-28,28,28,3,4,5,0.011946271173655987,272.3386348844762,356.51493101495964,413.5135356838564,420.71243971279813,303.6213382923743,414.1643758546022,599.7521201681895,674.0303030650595
202,1,ep202_task001,test,40200,0.0,low,0.99,16-28,28,28,4,4,5,0.015284745953977108,294.02928949687856,378.205585627362,435.20419029625873,442.40309432520047,325.3119929047766,435.85503046700455,621.4427747805919,695.7209576774618
202,1,ep202_task001,test,40200,0.0,low,0.99,16-28,28,28,5,4,5,0.02107071503996849,306.8275987970884,391.0038949275718,448.00249959646857,455.20140362541036,338.1103022049864,448.65333976721433,634.2410840808017,708.5192669776716
202,1,ep202_task001,test,40200,0.0,low,0.99,16-28,28,28,6,4,5,0.017948832362890244,292.77027096701437,376.9465670974978,433.94517176639454,441.1440757953363,324.05297437491237,434.59601193714036,620.1837562507277,694.4619391475976
202,1,ep202_task001,test,40200,0.0,low,0.99,16-28,28,28,7,4,5,0.013798289932310581,282.72149952889527,366.8977956593787,423.89640032827543,431.0953043572171,314.00420293679326,424.5472404990212,610.1349848126085,684.4131677094784
202,1,ep202_task001,test,40200,0.0,low,0.99,16-28,28,28,8,4,5,0.025107216089963913,295.35675334325794,379.53304947374136,436.5316541426381,443.73055817157984,326.63945675115593,437.1824943133839,622.7702386269713,697.0484215238412
202,1,ep202_task001,test,40200,0.0,low,0.99,16-28,28,28,9,4,5,0.016073886305093765,282.72149952889527,366.8977956593787,423.89640032827543,431.0953043572171,314.00420293679326,424.5472404990212,610.1349848126085,684.4131677094784
202,1,ep202_task001,test,40200,0.0,low,0.99,16-28,28,28,10,4,5,0.02687707170844078,294.02928949687856,378.205585627362,435.20419029625873,442.40309432520047,325.3119929047766,435.85503046700455,621.4427747805919,695.7209576774618
202,1,ep202_task001,test,40200,0.0,low,0.99,16-28,28,28,11,4,5,0.03516850993037224,306.8275987970884,391.0038949275718,448.00249959646857,455.20140362541036,338.1103022049864,448.65333976721433,634.2410840808017,708.5192669776716
202,1,ep202_task001,test,40200,0.0,low,0.99,16-28,28,28,12,4,5,0.031026581302285194,292.77027096701437,376.9465670974978,433.94517176639454,441.1440757953363,324.05297437491237,434.59601193714036,620.1837562507277,694.4619391475976
202,1,ep202_task001,test,40200,0.0,low,0.99,16-28,28,28,13,4,5,0.02442224510014057,295.35675334325794,379.53304947374136,436.5316541426381,443.73055817157984,326.63945675115593,437.1824943133839,622.7702386269713,697.0484215238412
202,1,ep202_task001,test,40200,0.0,low,0.99,16-28,28,28,14,4,5,0.01864354871213436,277.2810329810128,361.4573291114962,418.45593378039297,425.65483780933477,308.56373638891085,419.10677395113885,604.6945182647262,678.9727011615961
202,1,ep202_task001,test,40200,0.0,low,0.99,16-28,28,28,15,4,5,0.0267647635191679,294.02928949687856,378.205585627362,435.20419029625873,442.40309432520047,325.3119929047766,435.85503046700455,621.4427747805919,695.7209576774618
202,1,ep202_task001,test,40200,0.0,low,0.99,16-28,28,28,16,4,5,0.037738148123025894,306.8275987970884,391.0038949275718,448.00249959646857,455.20140362541036,338.1103022049864,448.65333976721433,634.2410840808017,708.5192669776716
202,1,ep202_task001,test,40200,0.0,low,0.99,16-28,28,28,17,4,5,0.03122454695403576,292.77027096701437,376.9465670974978,433.94517176639454,441.1440757953363,324.05297437491237,434.59601193714036,620.1837562507277,694.4619391475976
202,1,ep202_task001,test,40200,0.0,low,0.99,16-28,28,28,18,4,5,0.031890273094177246,295.35675334325794,379.53304947374136,436.5316541426381,443.73055817157984,326.63945675115593,437.1824943133839,622.7702386269713,697.0484215238412
202,1,ep202_task001,test,40200,0.0,low,0.99,16-28,28,28,19,4,5,0.05174010619521141,295.35675334325794,379.53304947374136,436.5316541426381,443.73055817157984,326.63945675115593,437.1824943133839,622.7702386269713,697.0484215238412
202,1,ep202_task001,test,40200,0.0,low,0.99,16-28,28,28,20,4,5,0.07362302392721176,306.8275987970884,391.0038949275718,448.00249959646857,455.20140362541036,338.1103022049864,448.65333976721433,634.2410840808017,708.5192669776716
202,1,ep202_task001,test,40200,0.0,low,0.99,16-28,28,28,21,4,5,0.05704217031598091,295.35675334325794,379.53304947374136,436.5316541426381,443.73055817157984,326.63945675115593,437.1824943133839,622.7702386269713,697.0484215238412
202,1,ep202_task001,test,40200,0.0,low,0.99,16-28,28,28,22,4,5,0.04023901745676994,294.02928949687856,378.205585627362,435.20419029625873,442.40309432520047,325.3119929047766,435.85503046700455,621.4427747805919,695.7209576774618
202,1,ep202_task001,test,40200,0.0,low,0.99,16-28,28,28,23,4,5,0.055042117834091187,306.8275987970884,391.0038949275718,448.00249959646857,455.20140362541036,338.1103022049864,448.65333976721433,634.2410840808017,708.5192669776716
202,1,ep202_task001,test,40200,0.0,low,0.99,16-28,28,28,24,4,5,0.04557676985859871,292.77027096701437,376.9465670974978,433.94517176639454,441.1440757953363,324.05297437491237,434.59601193714036,620.1837562507277,694.4619391475976
202,1,ep202_task001,test,40200,0.0,low,0.99,16-28,28,28,25,4,5,0.08753500133752823,306.8275987970884,391.0038949275718,448.00249959646857,455.20140362541036,338.1103022049864,448.65333976721433,634.2410840808017,708.5192669776716
202,1,ep202_task001,test,40200,0.0,low,0.99,16-28,28,28,26,4,5,0.08042433112859726,294.02928949687856,378.205585627362,435.20419029625873,442.40309432520047,325.3119929047766,435.85503046700455,621.4427747805919,695.7209576774618
202,1,ep202_task001,test,40200,0.0,low,0.99,16-28,28,28,27,4,5,0.09244013577699661,306.8275987970884,391.0038949275718,448.00249959646857,455.20140362541036,338.1103022049864,448.65333976721433,634.2410840808017,708.5192669776716
202,13,ep202_task013,test,40212,0.0,low,0.999,16-28,28,28,0,14,5,0.008873840793967247,392.2479396884365,465.40276164668626,515.4854722883928,526.399090916639,359.47945136338075,456.94696129670734,584.9874505750495,674.8934672758581
202,13,ep202_task013,test,40212,0.0,low,0.999,16-28,28,28,1,14,5,0.0092513058334589,392.40515778005243,465.5599797383022,515.6426903800088,526.5563090082551,359.63666945499676,457.10417938832336,585.1446686666656,675.0506853674743
202,13,ep202_task013,test,40212,0.0,low,0.999,16-28,28,28,2,14,5,0.013247620314359665,404.3032161589636,477.4580381172134,527.54074875892,538.4543673871663,371.53472783390794,469.00223776723453,597.0427270455767,686.9487437463855
202,13,ep202_task013,test,40212,0.0,low,0.999,16-28,28,28,3,14,5,0.011931546963751316,395.4885070110906,468.64332896934036,518.726039611047,529.6396582392932,362.7200186860349,460.1875286193615,588.2280178977036,678.1340345985124
202,13,ep202_task013,test,40212,0.0,low,0.999,16-28,28,28,4,14,5,0.015218476764857769,409.48131144657015,482.63613340481993,532.7188440465264,543.6324626747727,376.7128231215144,474.180333054841,602.220822333183,692.1268390339918
202,13,ep202_task013,test,40212,0.0,low,0.999,16-28,28,28,5,14,5,0.020912474021315575,416.82693750152043,489.9817594597702,540.0644701014768,550.978088729723,384.05844917646476,481.52595910979136,609.5664483881334,699.4724650889422
202,13,ep202_task013,test,40212,0.0,low,0.999,16-28,28,28,6,14,5,0.017936956137418747,413.33936670084324,486.494188659093,536.5768993007996,547.490517929046,380.5708783757876,478.03838830911417,606.0788775874563,695.9848942882651
202,13,ep202_task013,test,40212,0.0,low,0.999,16-28,28,28,7,14,5,0.013764661736786366,392.40515778005243,465.5599797383022,515.6426903800088,526.5563090082551,359.63666945499676,457.10417938832336,585.1446686666656,675.0506853674743
202,13,ep202_task013,test,40212,0.0,low,0.999,16-28,28,28,8,14,5,0.024885883554816246,404.3032161589636,477.4580381172134,527.54074875892,538.4543673871663,371.53472783390794,469.00223776723453,597.0427270455767,686.9487437463855
202,13,ep202_task013,test,40212,0.0,low,0.999,16-28,28,28,9,14,5,0.01596343331038952,395.4885070110906,468.64332896934036,518.726039611047,529.6396582392932,362.7200186860349,460.1875286193615,588.2280178977036,678.1340345985124
202,13,ep202_task013,test,40212,0.0,low,0.999,16-28,28,28,10,14,5,0.026655972003936768,409.48131144657015,482.63613340481993,532.7188440465264,543.6324626747727,376.7128231215144,474.180333054841,602.220822333183,692.1268390339918
202,13,ep202_task013,test,40212,0.0,low,0.999,16-28,28,28,11,14,5,0.03489935025572777,416.82693750152043,489.9817594597702,540.0644701014768,550.978088729723,384.05844917646476,481.52595910979136,609.5664483881334,699.4724650889422
202,13,ep202_task013,test,40212,0.0,low,0.999,16-28,28,28,12,14,5,0.030833175405859947,413.33936670084324,486.494188659093,536.5768993007996,547.490517929046,380.5708783757876,478.03838830911417,606.0788775874563,695.9848942882651
202,13,ep202_task013,test,40212,0.0,low,0.999,16-28,28,28,13,14,5,0.02425120770931244,404.3032161589636,477.4580381172134,527.54074875892,538.4543673871663,371.53472783390794,469.00223776723453,597.0427270455767,686.9487437463855
