policy,server_id,selection_count,primary_count,backup_count,utilization,mean_queue_length,p95_queue_length,mean_waiting_time,busy_time,observation_time,replica_wait_count
masked_stochastic,1,280,280,0,0.08717478159036313,0.003513472367261729,0.0,0.10242915320444959,711.6,8162.911188511253,280
masked_stochastic,2,429,416,13,0.11386312113289804,0.009167894560552456,0.0,0.17444454331800727,929.4545454545455,8162.911188511253,429
masked_stochastic,3,520,480,40,0.1434741404898543,0.012370023714324193,0.0,0.19418347111501247,1171.166666666667,8162.911188511253,520
masked_stochastic,4,1060,890,170,0.23782656677552388,0.053892129251185174,0.0,0.4150157215445228,1941.3571428571427,8162.911188511253,1060
masked_stochastic,5,803,583,220,0.1759257982235349,0.02504449845406723,0.0,0.2545903071498857,1436.0666666666664,8162.911188511253,803
masked_stochastic,6,1335,808,527,0.2488515303260266,0.06266496130550206,1.0,0.3831674260436761,2031.35294117647,8162.911188511253,1335
masked_stochastic,7,1806,543,1263,0.3314381275895553,0.09926957467228534,1.0,0.44868699987328425,2705.5000000000014,8162.911188511253,1806
masked_stochastic,8,1767,0,1767,0.2975286566168,0.09201801905169839,1.0,0.4250905021288912,2428.6999999999994,8162.911188511253,1767
