episode,tasks,mean_reward,mean_latency,mean_safe_set_size,empty_safe_set_rate,feasibility_rate,conditional_rsr,overall_rsr,avoidable_violation_count,unavoidable_violation_count,mean_masked_entropy,pair_78_frequency,pair_selection_hhi
1,200,51.797767520744436,2.065847819358451,15.195,0.17,0.83,1.0,0.83,0,34,2.0136138862371444,0.115,0.1455
2,200,63.06827366695799,1.982592635587544,21.505,0.005,0.995,1.0,0.995,0,1,2.6404688149690627,0.19,0.0813
3,200,64.28036125115379,1.948182612421908,23.18,0.0,1.0,1.0,1.0,0,0,2.8425065103173255,0.105,0.06695
4,200,63.0268058437934,1.9938847941261253,23.71,0.0,1.0,1.0,1.0,0,0,2.936851559281349,0.055,0.06325
5,200,58.424998174980864,2.0055458689763084,18.19,0.1,0.9,1.0,0.9,0,20,2.32860445946455,0.14,0.11300000000000002
6,200,62.51416249358055,2.0353131661552037,24.5,0.0,1.0,1.0,1.0,0,0,2.9776641440391542,0.115,0.059899999999999995
7,200,62.98390875965727,2.006582064320349,24.185,0.0,1.0,1.0,1.0,0,0,2.959496960043907,0.11,0.0682
8,200,61.84807589220949,2.091064423296549,19.25,0.005,0.995,1.0,0.995,0,1,2.459542226791382,0.145,0.09385
9,200,60.44892525534471,1.966830161716079,17.82,0.065,0.935,1.0,0.935,0,13,2.3628731003403662,0.265,0.11995
10,200,61.82268776336144,2.021594450994905,19.47,0.02,0.98,1.0,0.98,0,4,2.5069351381063463,0.215,0.08899999999999998
11,200,56.09161352042014,2.1064284645734874,20.75,0.115,0.885,1.0,0.885,0,23,2.4962921065092085,0.09,0.08564999999999999
12,200,52.550775522497254,2.012104929413911,19.045,0.18,0.82,1.0,0.82,0,36,2.3337600767612456,0.09,0.11130000000000004
13,200,63.1675295784495,2.0153451696390268,22.895,0.0,1.0,1.0,1.0,0,0,2.798964457511902,0.07,0.06079999999999999
14,200,62.28250634880329,2.0254996387572164,21.855,0.0,1.0,1.0,1.0,0,0,2.71059490442276,0.195,0.07919999999999999
15,200,63.432206439671454,2.0201439767404383,21.415,0.0,1.0,1.0,1.0,0,0,2.727175454199314,0.195,0.08809999999999998
16,200,64.48896680343333,1.9403373429542545,23.855,0.0,1.0,1.0,1.0,0,0,2.9217580527067186,0.145,0.06639999999999999
17,200,57.46353584314245,2.0822401702446904,17.85,0.09,0.91,1.0,0.91,0,18,2.3314628076553343,0.135,0.09330000000000001
18,200,62.20609621055406,2.0087188445221074,21.31,0.0,1.0,1.0,1.0,0,0,2.656728444993496,0.175,0.07454999999999999
19,200,61.928658471031646,2.0616875399248817,20.45,0.02,0.98,1.0,0.98,0,4,2.5253810346126557,0.07,0.07674999999999998
20,200,57.24608100268379,2.0385189708747937,22.0,0.095,0.905,1.0,0.905,0,19,2.5833469918370247,0.095,0.06889999999999999
