state_mismatch,mask_mismatch,probability_mismatch,backlog_mismatch,task_mismatch,snapshot_mismatch,action_prefix_mismatch,future_arrival_mismatch,future_torch_rng_mismatch,target_action_mismatch,target_effective_rates_mismatch,target_reliabilities_mismatch,downstream_state_count,episode,task_id,state_id,action_index,original_branch_return_abs_diff,preexisting_pending_leakage,duplicate_task_reward_count,own_future_decomposition_abs_residual,original_branch_states_mismatch,original_branch_next_states_mismatch,original_branch_actions_mismatch,original_branch_rewards_mismatch,original_branch_delta_t_mismatch,original_branch_done_mismatch,original_task_outcome_mismatch_count,original_task_outcome_max_abs_diff,original_branch_max_transition_abs_diff,original_branch_decision_return_abs_diff,original_branch_event_return_abs_diff
0,0,0,0,0,0,0,0,0,0,0,0,199,6,1,ep006_task001,0,,0.0,0,5.684341886080802e-14,,,,,,,,,,,
0,0,0,0,0,0,0,0,0,0,0,0,199,6,1,ep006_task001,1,,0.0,0,5.684341886080802e-14,,,,,,,,,,,
0,0,0,0,0,0,0,0,0,0,0,0,199,6,1,ep006_task001,2,,0.0,0,5.684341886080802e-14,,,,,,,,,,,
0,0,0,0,0,0,0,0,0,0,0,0,199,6,1,ep006_task001,3,,0.0,0,5.684341886080802e-14,,,,,,,,,,,
0,0,0,0,0,0,0,0,0,0,0,0,199,6,1,ep006_task001,4,,0.0,0,5.684341886080802e-14,,,,,,,,,,,
0,0,0,0,0,0,0,0,0,0,0,0,199,6,1,ep006_task001,5,,0.0,0,0.0,,,,,,,,,,,
0,0,0,0,0,0,0,0,0,0,0,0,199,6,1,ep006_task001,6,,0.0,0,0.0,,,,,,,,,,,
0,0,0,0,0,0,0,0,0,0,0,0,199,6,1,ep006_task001,7,,0.0,0,5.684341886080802e-14,,,,,,,,,,,
0,0,0,0,0,0,0,0,0,0,0,0,199,6,1,ep006_task001,8,,0.0,0,5.684341886080802e-14,,,,,,,,,,,
0,0,0,0,0,0,0,0,0,0,0,0,199,6,1,ep006_task001,9,,0.0,0,5.684341886080802e-14,,,,,,,,,,,
0,0,0,0,0,0,0,0,0,0,0,0,199,6,1,ep006_task001,10,,0.0,0,5.684341886080802e-14,,,,,,,,,,,
0,0,0,0,0,0,0,0,0,0,0,0,199,6,1,ep006_task001,11,,0.0,0,0.0,,,,,,,,,,,
0,0,0,0,0,0,0,0,0,0,0,0,199,6,1,ep006_task001,12,,0.0,0,0.0,,,,,,,,,,,
0,0,0,0,0,0,0,0,0,0,0,0,199,6,1,ep006_task001,13,,0.0,0,5.684341886080802e-14,,,,,,,,,,,
0,0,0,0,0,0,0,0,0,0,0,0,199,6,1,ep006_task001,14,,0.0,0,5.684341886080802e-14,,,,,,,,,,,
0,0,0,0,0,0,0,0,0,0,0,0,199,6,1,ep006_task001,15,,0.0,0,5.684341886080802e-14,,,,,,,,,,,
0,0,0,0,0,0,0,0,0,0,0,0,199,6,1,ep006_task001,16,,0.0,0,0.0,,,,,,,,,,,
0,0,0,0,0,0,0,0,0,0,0,0,199,6,1,ep006_task001,17,,0.0,0,0.0,,,,,,,,,,,
0,0,0,0,0,0,0,0,0,0,0,0,199,6,1,ep006_task001,18,,0.0,0,5.684341886080802e-14,,,,,,,,,,,
0,0,0,0,0,0,0,0,0,0,0,0,199,6,1,ep006_task001,19,,0.0,0,5.684341886080802e-14,,,,,,,,,,,
0,0,0,0,0,0,0,0,0,0,0,0,199,6,1,ep006_task001,20,,0.0,0,0.0,,,,,,,,,,,
0,0,0,0,0,0,0,0,0,0,0,0,199,6,1,ep006_task001,21,,0.0,0,5.684341886080802e-14,,,,,,,,,,,
0,0,0,0,0,0,0,0,0,0,0,0,199,6,1,ep006_task001,22,,0.0,0,5.684341886080802e-14,,,,,,,,,,,
0,0,0,0,0,0,0,0,0,0,0,0,199,6,1,ep006_task001,23,,0.0,0,0.0,,,,,,,,,,,
0,0,0,0,0,0,0,0,0,0,0,0,199,6,1,ep006_task001,24,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.410605131648481e-13,0.0
0,0,0,0,0,0,0,0,0,0,0,0,199,6,1,ep006_task001,25,,0.0,0,0.0,,,,,,,,,,,
0,0,0,0,0,0,0,0,0,0,0,0,199,6,1,ep006_task001,26,,0.0,0,5.684341886080802e-14,,,,,,,,,,,
0,0,0,0,0,0,0,0,0,0,0,0,199,6,1,ep006_task001,27,,0.0,0,0.0,,,,,,,,,,,
0,0,0,0,0,0,0,0,0,0,0,0,187,6,13,ep006_task013,0,,0.0,0,5.684341886080802e-14,,,,,,,,,,,
0,0,0,0,0,0,0,0,0,0,0,0,187,6,13,ep006_task013,2,,0.0,0,0.0,,,,,,,,,,,
0,0,0,0,0,0,0,0,0,0,0,0,187,6,13,ep006_task013,3,,0.0,0,0.0,,,,,,,,,,,
0,0,0,0,0,0,0,0,0,0,0,0,187,6,13,ep006_task013,4,,0.0,0,0.0,,,,,,,,,,,
0,0,0,0,0,0,0,0,0,0,0,0,187,6,13,ep006_task013,5,,0.0,0,0.0,,,,,,,,,,,
0,0,0,0,0,0,0,0,0,0,0,0,187,6,13,ep006_task013,6,,0.0,0,0.0,,,,,,,,,,,
0,0,0,0,0,0,0,0,0,0,0,0,187,6,13,ep006_task013,7,,0.0,0,0.0,,,,,,,,,,,
0,0,0,0,0,0,0,0,0,0,0,0,187,6,13,ep006_task013,8,,0.0,0,5.684341886080802e-14,,,,,,,,,,,
0,0,0,0,0,0,0,0,0,0,0,0,187,6,13,ep006_task013,9,,0.0,0,0.0,,,,,,,,,,,
0,0,0,0,0,0,0,0,0,0,0,0,187,6,13,ep006_task013,10,,0.0,0,5.684341886080802e-14,,,,,,,,,,,
0,0,0,0,0,0,0,0,0,0,0,0,187,6,13,ep006_task013,11,0.0,0.0,0,5.684341886080802e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.410605131648481e-13,0.0
0,0,0,0,0,0,0,0,0,0,0,0,187,6,13,ep006_task013,12,,0.0,0,5.684341886080802e-14,,,,,,,,,,,
0,0,0,0,0,0,0,0,0,0,0,0,187,6,13,ep006_task013,13,,0.0,0,0.0,,,,,,,,,,,
0,0,0,0,0,0,0,0,0,0,0,0,187,6,13,ep006_task013,14,,0.0,0,0.0,,,,,,,,,,,
0,0,0,0,0,0,0,0,0,0,0,0,187,6,13,ep006_task013,15,,0.0,0,0.0,,,,,,,,,,,
0,0,0,0,0,0,0,0,0,0,0,0,187,6,13,ep006_task013,16,,0.0,0,0.0,,,,,,,,,,,
0,0,0,0,0,0,0,0,0,0,0,0,187,6,13,ep006_task013,17,,0.0,0,0.0,,,,,,,,,,,
0,0,0,0,0,0,0,0,0,0,0,0,187,6,13,ep006_task013,18,,0.0,0,0.0,,,,,,,,,,,
0,0,0,0,0,0,0,0,0,0,0,0,187,6,13,ep006_task013,19,,0.0,0,0.0,,,,,,,,,,,
0,0,0,0,0,0,0,0,0,0,0,0,187,6,13,ep006_task013,20,,0.0,0,0.0,,,,,,,,,,,
0,0,0,0,0,0,0,0,0,0,0,0,187,6,13,ep006_task013,21,,0.0,0,0.0,,,,,,,,,,,
0,0,0,0,0,0,0,0,0,0,0,0,187,6,13,ep006_task013,22,,0.0,0,0.0,,,,,,,,,,,
0,0,0,0,0,0,0,0,0,0,0,0,187,6,13,ep006_task013,23,,0.0,0,0.0,,,,,,,,,,,
0,0,0,0,0,0,0,0,0,0,0,0,187,6,13,ep006_task013,24,,0.0,0,0.0,,,,,,,,,,,
0,0,0,0,0,0,0,0,0,0,0,0,187,6,13,ep006_task013,25,,0.0,0,0.0,,,,,,,,,,,
0,0,0,0,0,0,0,0,0,0,0,0,187,6,13,ep006_task013,26,,0.0,0,0.0,,,,,,,,,,,
0,0,0,0,0,0,0,0,0,0,0,0,187,6,13,ep006_task013,27,,0.0,0,0.0,,,,,,,,,,,
0,0,0,0,0,0,0,0,0,0,0,0,174,6,26,ep006_task026,4,0.0,0.0,0,2.842170943040401e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2737367544323206e-13,0.0
0,0,0,0,0,0,0,0,0,0,0,0,174,6,26,ep006_task026,6,,0.0,0,2.842170943040401e-14,,,,,,,,,,,
0,0,0,0,0,0,0,0,0,0,0,0,174,6,26,ep006_task026,10,,0.0,0,2.842170943040401e-14,,,,,,,,,,,
0,0,0,0,0,0,0,0,0,0,0,0,174,6,26,ep006_task026,11,,0.0,0,0.0,,,,,,,,,,,
0,0,0,0,0,0,0,0,0,0,0,0,174,6,26,ep006_task026,12,,0.0,0,2.842170943040401e-14,,,,,,,,,,,
0,0,0,0,0,0,0,0,0,0,0,0,174,6,26,ep006_task026,18,,0.0,0,0.0,,,,,,,,,,,
0,0,0,0,0,0,0,0,0,0,0,0,174,6,26,ep006_task026,19,,0.0,0,2.842170943040401e-14,,,,,,,,,,,
0,0,0,0,0,0,0,0,0,0,0,0,174,6,26,ep006_task026,20,,0.0,0,2.842170943040401e-14,,,,,,,,,,,
0,0,0,0,0,0,0,0,0,0,0,0,174,6,26,ep006_task026,21,,0.0,0,2.842170943040401e-14,,,,,,,,,,,
0,0,0,0,0,0,0,0,0,0,0,0,174,6,26,ep006_task026,22,,0.0,0,2.842170943040401e-14,,,,,,,,,,,
0,0,0,0,0,0,0,0,0,0,0,0,174,6,26,ep006_task026,23,,0.0,0,0.0,,,,,,,,,,,
