episode,task_id,R_req,greedy_action_index,greedy_server_j,greedy_server_k,greedy_latency,greedy_pair_reliability,greedy_joint_failure_probability,greedy_reward,greedy_reliability_satisfied,greedy_rho,greedy_safe_set_empty,greedy_selected_action_safe,greedy_pair,native_sample_action_index,native_sample_server_j,native_sample_server_k,native_sample_latency,native_sample_pair_reliability,native_sample_joint_failure_probability,native_sample_reward,native_sample_reliability_satisfied,native_sample_rho,native_sample_safe_set_empty,native_sample_selected_action_safe,native_sample_pair,masked_sample_action_index,masked_sample_server_j,masked_sample_server_k,masked_sample_latency,masked_sample_pair_reliability,masked_sample_joint_failure_probability,masked_sample_reward,masked_sample_reliability_satisfied,masked_sample_rho,masked_sample_safe_set_empty,masked_sample_selected_action_safe,masked_sample_pair,masked_greedy_action_index,masked_greedy_server_j,masked_greedy_server_k,masked_greedy_latency,masked_greedy_pair_reliability,masked_greedy_joint_failure_probability,masked_greedy_reward,masked_greedy_reliability_satisfied,masked_greedy_rho,masked_greedy_safe_set_empty,masked_greedy_selected_action_safe,masked_greedy_pair,greedy_safe_set_size,native_sample_safe_set_size,masked_sample_safe_set_size,masked_greedy_safe_set_size
1,11,0.9999,27,7,8,7.585618212494749,0.9989133753461342,0.0010866246538657,-33.117650180412355,False,0.126713192370195,True,False,"(7, 8)",7,2,3,3.5577387875221493,0.9826745633660752,0.0173254366339247,-33.060058247246424,False,0.0519880254281581,True,False,"(2, 3)",25,6,7,3.740541785732443,0.9996331320746256,0.0003668679253745,-16.866722795232334,False,0.3499394055117266,True,False,"(6, 7)",25,6,7,2.529259747618944,0.9996331320746256,0.0003668679253745,-13.232876680891838,False,0.3499394055117266,True,False,"(6, 7)",0,0,0,0
1,12,0.999,27,7,8,9.088477031147695,0.9996344365663062,0.0003655634336937,10.035700473907886,True,0.126713192370195,False,True,"(7, 8)",18,4,5,2.3277531281131605,0.9945362643210588,0.0054637356789412,-14.3581561959902,False,0.1144417689920125,False,False,"(4, 5)",27,7,8,2.6823014342451845,0.9996344365663062,0.0003655634336937,43.1284978448682,True,0.126713192370195,False,True,"(7, 8)",27,7,8,5.988477031147696,0.9996344365663062,0.0003655634336937,18.058070407162063,True,0.126713192370195,False,True,"(7, 8)",7,7,7,7
1,13,0.999,27,7,8,8.420281349787734,0.9998632992648578,0.0001367007351421,11.27009758413855,True,0.126713192370195,False,True,"(7, 8)",26,6,8,1.225123764026769,0.9998318442681148,0.000168155731885,80.07315424747368,True,0.3540107070824934,False,True,"(6, 8)",19,4,6,1.231948705726314,0.9998231808744992,0.0001768191255009,79.77051019273955,True,0.203391793976239,False,True,"(4, 6)",27,7,8,5.320281349787734,0.9998632992648578,0.0001367007351421,20.93116475217503,True,0.126713192370195,False,True,"(7, 8)",15,15,15,15
1,14,0.9,27,7,8,8.600215067692314,0.9998218181648634,0.0001781818351366,10.918288266832311,True,0.126713192370195,False,True,"(7, 8)",20,4,7,1.0101651955921582,0.9998126539542944,0.0001873460457056,90.91923331664094,True,0.3447276787973151,False,True,"(4, 7)",18,4,5,1.3698574334248406,0.9972788979036808,0.0027211020963192,74.09645261795285,True,0.1144417689920125,False,True,"(4, 5)",27,7,8,5.500215067692315,0.9998218181648634,0.0001781818351366,20.095595894761104,True,0.126713192370195,False,True,"(7, 8)",28,28,28,28
1,15,0.999,27,7,8,7.685022654036373,0.9999655781911736,3.442180882647914e-05,12.880747509675532,True,0.126713192370195,False,True,"(7, 8)",27,7,8,0.4936840707941083,0.9999655781911736,3.442180882647914e-05,136.40920097416733,True,0.126713192370195,False,True,"(7, 8)",26,6,8,0.5246586365086987,0.9999576427990932,4.235720090672975e-05,132.24914169964364,True,0.3540107070824934,False,True,"(6, 8)",27,7,8,4.585022654036372,0.9999655781911736,3.442180882647914e-05,24.938084892502832,True,0.126713192370195,False,True,"(7, 8)",24,24,24,24
1,16,0.99,27,7,8,0.535398904615441,0.9999655781911736,3.442180882647914e-05,130.8750759857217,True,0.126713192370195,False,True,"(7, 8)",26,6,8,0.5941833595442567,0.9999576427990932,4.235720090672975e-05,123.90199166176129,True,0.3540107070824934,False,True,"(6, 8)",20,4,7,0.535398904615441,0.9999637941139476,3.6205886052300856e-05,130.8750759857217,True,0.3447276787973151,False,True,"(4, 7)",27,7,8,0.535398904615441,0.9999655781911736,3.442180882647914e-05,130.8750759857217,True,0.126713192370195,False,True,"(7, 8)",28,28,28,28
1,17,0.99,27,7,8,1.077977382891575,0.9998632992648578,0.0001367007351421,87.19452337247374,True,0.126713192370195,False,True,"(7, 8)",26,6,8,1.20033267518966,0.9998318442681148,0.000168155731885,81.1915807623957,True,0.3540107070824934,False,True,"(6, 8)",27,7,8,1.077977382891575,0.9998632992648578,0.0001367007351421,87.19452337247374,True,0.126713192370195,False,True,"(7, 8)",27,7,8,1.077977382891575,0.9998632992648578,0.0001367007351421,87.19452337247374,True,0.126713192370195,False,True,"(7, 8)",26,26,26,26
1,18,0.9,27,7,8,2.428698206774886,0.9990674056397284,0.0009325943602716,47.14438289001657,True,0.126713192370195,False,True,"(7, 8)",27,7,8,2.428698206774886,0.9990674056397284,0.0009325943602716,47.14438289001657,True,0.126713192370195,False,True,"(7, 8)",26,6,8,4.689242746786675,0.9988541362642648,0.0011458637357352,24.303983258781283,True,0.3540107070824934,False,True,"(6, 8)",27,7,8,2.428698206774886,0.9990674056397284,0.0009325943602716,47.14438289001657,True,0.126713192370195,False,True,"(7, 8)",28,28,28,28
1,19,0.9,27,7,8,2.789316100529309,0.9986317345232264,0.0013682654767734,41.60172088529412,True,0.126713192370195,False,True,"(7, 8)",27,7,8,2.789316100529309,0.9986317345232264,0.0013682654767734,41.60172088529412,True,0.126713192370195,False,True,"(7, 8)",26,6,8,2.789316100529309,0.998319506392607,0.001680493607393,41.60172088529412,True,0.3540107070824934,False,True,"(6, 8)",27,7,8,2.789316100529309,0.9986317345232264,0.0013682654767734,41.60172088529412,True,0.126713192370195,False,True,"(7, 8)",27,27,27,27
1,20,0.9999,27,7,8,5.189450027685812,0.999749507656202,0.0002504923437981,-19.55629464668656,False,0.126713192370195,False,False,"(7, 8)",22,5,6,1.4296226826198648,0.998796472352232,0.0012035276477679,-15.093428762438515,False,0.1915213163295505,False,False,"(5, 6)",25,6,7,1.2739384922129915,0.9999163781393292,8.36218606708922e-05,77.95633587949916,True,0.3499394055117266,False,True,"(6, 7)",25,6,7,1.4296226826198648,0.9999163781393292,8.36218606708922e-05,71.87076953358726,True,0.3499394055117266,False,True,"(6, 7)",1,1,1,1
1,21,0.9,27,7,8,2.5472058931192976,0.9991162329657844,0.0008837670342156,45.19308734949927,True,0.126713192370195,False,True,"(7, 8)",10,2,6,2.331410853577747,0.9961445272314752,0.0038554727685247,48.855329667270446,True,0.1905230225152962,False,True,"(2, 6)",27,7,8,2.0493910938799225,0.9991162329657844,0.0008837670342156,54.4703115595285,True,0.126713192370195,False,True,"(7, 8)",27,7,8,2.0493910938799225,0.9991162329657844,0.0008837670342156,54.4703115595285,True,0.126713192370195,False,True,"(7, 8)",28,28,28,28
1,22,0.9,27,7,8,3.930317360353612,0.9986905366846692,0.0013094633153308,29.56184826975057,True,0.126713192370195,False,True,"(7, 8)",19,4,6,3.298935602434149,0.9983108956115092,0.0016891043884906,35.40827106016248,True,0.203391793976239,False,True,"(4, 6)",27,7,8,3.432502561114237,0.9986905366846692,0.0013094633153308,34.0279434515098,True,0.126713192370195,False,True,"(7, 8)",27,7,8,3.432502561114237,0.9986905366846692,0.0013094633153308,34.0279434515098,True,0.126713192370195,False,True,"(7, 8)",28,28,28,28
1,23,0.99,27,7,8,0.9275029119023444,0.9999299676597804,7.003234021978032e-05,95.9219647872507,True,0.126713192370195,False,True,"(7, 8)",27,7,8,0.8120573026969637,0.9999299676597804,7.003234021978032e-05,103.9499834069172,True,0.126713192370195,False,True,"(7, 8)",10,2,6,0.9546663614625146,0.9996756955633938,0.0003243044366062,94.21683083893898,True,0.1905230225152962,False,True,"(2, 6)",27,7,8,0.9275029119023444,0.9999299676597804,7.003234021978032e-05,95.9219647872507,True,0.126713192370195,False,True,"(7, 8)",28,28,28,28
1,24,0.9,27,7,8,2.123581182753924,0.9989659728584476,0.0010340271415524,52.8885738728514,True,0.126713192370195,False,True,"(7, 8)",25,6,7,2.270815376319014,0.9996510771469936,0.0003489228530063,49.97524993065723,True,0.3499394055117266,False,True,"(6, 7)",19,4,6,2.442901517990755,0.9986655772450256,0.0013344227549744,46.90309047600294,True,0.203391793976239,False,True,"(4, 6)",27,7,8,2.123581182753924,0.9989659728584476,0.0010340271415524,52.8885738728514,True,0.126713192370195,False,True,"(7, 8)",28,28,28,28
1,25,0.9999,27,7,8,3.441971313041577,0.9993824982250852,0.0006175017749149,-18.232296041594594,False,0.126713192370195,True,False,"(7, 8)",26,6,8,2.0896047368679618,0.9992410195848244,0.0007589804151757,-15.071119905121332,False,0.3540107070824934,True,False,"(6, 8)",25,6,7,2.020429508787437,0.9997926340501754,0.0002073659498245,-9.228662979519552,False,0.3499394055117266,True,False,"(6, 7)",25,6,7,2.270081371096907,0.9997926340501754,0.0002073659498245,-9.977618566447964,False,0.3499394055117266,True,False,"(6, 7)",0,0,0,0
1,26,0.9999,27,7,8,5.66744655555452,0.9997990556497351,0.0002009443502649,-20.033097667775998,False,0.126713192370195,False,False,"(7, 8)",24,5,8,2.100020397197021,0.9970902668617004,0.0029097331382996,-20.938592793208763,False,0.0721700390814354,False,False,"(5, 8)",25,6,7,4.568126973522602,0.999932991161457,6.700883854305993e-05,25.043217567664485,True,0.3499394055117266,False,True,"(6, 7)",25,6,7,2.595556613609851,0.999932991161457,6.700883854305993e-05,44.43557251192681,True,0.3499394055117266,False,True,"(6, 7)",1,1,1,1
1,27,0.99,27,7,8,4.81677497651917,0.9988595290312292,0.0011404709687707,23.56033134870733,True,0.126713192370195,False,True,"(7, 8)",17,3,8,3.464408400345554,0.9948371501127918,0.0051628498872082,33.71082627207975,True,0.0280289848630594,False,True,"(3, 8)",25,6,7,3.6230109500428114,0.9996147460926011,0.0003852539073987,32.201451181290864,True,0.3499394055117266,False,True,"(6, 7)",27,7,8,3.31677497651917,0.9988595290312292,0.0011404709687707,35.21880951275279,True,0.126713192370195,False,True,"(7, 8)",16,16,16,16
1,28,0.9,27,7,8,6.069033809253519,0.9997227305328874,0.0002772694671126,17.750783580496847,True,0.126713192370195,False,True,"(7, 8)",9,2,5,2.047695448038077,0.9853616710230236,0.0146383289769763,54.507426466102494,True,0.0514157914379756,False,True,"(2, 5)",26,6,8,1.286892037320321,0.9996590332012472,0.0003409667987528,77.41269295988538,True,0.3540107070824934,False,True,"(6, 8)",27,7,8,3.719033809253517,0.9997227305328874,0.0002772694671126,31.3384975371874,True,0.126713192370195,False,True,"(7, 8)",28,28,28,28
1,29,0.99,27,7,8,2.1759287065420168,0.9992100895558226,0.0007899104441774,51.81989978476876,True,0.126713192370195,False,True,"(7, 8)",16,3,7,2.1759287065420168,0.9990152900016916,0.0009847099983084,51.81989978476876,True,0.2198676965397751,False,True,"(3, 7)",20,4,7,2.1759287065420168,0.99917008681841,0.00082991318159,51.81989978476876,True,0.3447276787973151,False,True,"(4, 7)",27,7,8,2.1759287065420168,0.9992100895558226,0.0007899104441774,51.81989978476876,True,0.126713192370195,False,True,"(7, 8)",16,16,16,16
1,30,0.9999,27,7,8,2.4157592922432016,0.9992988553678056,0.0007011446321944,-15.705354011959525,False,0.126713192370195,True,False,"(7, 8)",26,6,8,2.000224714597188,0.9991382992356176,0.0008617007643825,-15.354238925713368,False,0.3540107070824934,True,False,"(6, 8)",25,6,7,2.225402696545487,0.9997642923275945,0.0002357076724055,-10.399945282260257,False,0.3499394055117266,True,False,"(6, 7)",25,6,7,2.225402696545487,0.9997642923275945,0.0002357076724055,-10.399945282260257,False,0.3499394055117266,True,False,"(6, 7)",0,0,0,0
1,31,0.999,27,7,8,2.489926925757878,0.9992988553678056,0.0007011446321944,46.11889027462666,True,0.126713192370195,False,True,"(7, 8)",25,6,7,2.039025690265696,0.9997642923275945,0.0002357076724055,54.69788720827872,True,0.3499394055117266,False,True,"(6, 7)",27,7,8,2.035413187479868,0.9992988553678056,0.0007011446321944,54.77759253386169,True,0.126713192370195,False,True,"(7, 8)",27,7,8,2.035413187479868,0.9992988553678056,0.0007011446321944,54.77759253386169,True,0.126713192370195,False,True,"(7, 8)",6,6,6,6
1,32,0.999,27,7,8,2.471373842168873,0.9989133753461342,0.0010866246538657,-7.774917069434249,False,0.126713192370195,False,False,"(7, 8)",25,6,7,2.5050465275235467,0.9996331320746256,0.0003668679253745,45.87143565874816,True,0.3499394055117266,False,True,"(6, 7)",25,6,7,2.5050465275235467,0.9996331320746256,0.0003668679253745,45.87143565874816,True,0.3499394055117266,False,True,"(6, 7)",25,6,7,2.5050465275235467,0.9996331320746256,0.0003668679253745,45.87143565874816,True,0.3499394055117266,False,True,"(6, 7)",1,1,1,1
1,33,0.99,27,7,8,1.6895408398628362,0.999568979806434,0.0004310201935658,63.4909724758833,True,0.126713192370195,False,True,"(7, 8)",17,3,8,1.7510865849565818,0.9980239665316656,0.0019760334683342,61.7648679914668,True,0.0280289848630594,False,True,"(3, 8)",16,3,7,1.6895408398628362,0.999461700830482,0.0005382991695181,63.4909724758833,True,0.2198676965397751,False,True,"(3, 7)",27,7,8,1.6895408398628362,0.999568979806434,0.0004310201935658,63.4909724758833,True,0.126713192370195,False,True,"(7, 8)",24,24,24,24
1,34,0.9999,27,7,8,1.2498090098408952,0.9997990556497351,0.0002009443502649,-6.7801850306351215,False,0.126713192370195,False,False,"(7, 8)",26,6,8,1.3589409423274148,0.999752855346874,0.0002471446531261,-8.006335018126236,False,0.3540107070824934,False,False,"(6, 8)",25,6,7,1.2498090098408952,0.999932991161457,6.700883854305993e-05,78.98894534059185,True,0.3499394055117266,False,True,"(6, 7)",25,6,7,1.2498090098408952,0.999932991161457,6.700883854305993e-05,78.98894534059185,True,0.3499394055117266,False,True,"(6, 7)",1,1,1,1
1,35,0.99,27,7,8,1.3727771476976611,0.9996651908419274,0.0003348091580726,73.9846914608351,True,0.126713192370195,False,True,"(7, 8)",22,5,6,1.6441889458525765,0.9984033409283734,0.0015966590716266,64.8200222746664,True,0.1915213163295505,False,True,"(5, 6)",25,6,7,1.385867437433376,0.999888049591642,0.0001119504083578,73.48753414245041,True,0.3499394055117266,False,True,"(6, 7)",27,7,8,1.2894831952670105,0.9996651908419274,0.0003348091580726,77.30482234814991,True,0.126713192370195,False,True,"(7, 8)",25,25,25,25
1,36,0.99,27,7,8,1.124843631983154,0.9998218181648634,0.0001781818351366,84.79418050576531,True,0.126713192370195,False,True,"(7, 8)",27,7,8,1.124843631983154,0.9998218181648634,0.0001781818351366,84.79418050576531,True,0.126713192370195,False,True,"(7, 8)",25,6,7,1.124843631983154,0.9999406138664936,5.93861335063518e-05,84.79418050576531,True,0.3499394055117266,False,True,"(6, 7)",27,7,8,1.124843631983154,0.9998218181648634,0.0001781818351366,84.79418050576531,True,0.126713192370195,False,True,"(7, 8)",26,26,26,26
1,37,0.999,27,7,8,0.5374258180752776,0.9999824016976704,1.7598302329756763e-05,130.6194845040266,True,0.126713192370195,False,True,"(7, 8)",27,7,8,0.5374258180752776,0.9999824016976704,1.7598302329756763e-05,130.6194845040266,True,0.126713192370195,False,True,"(7, 8)",17,3,8,0.6827467338291626,0.9999180246342132,8.197536578695883e-05,114.84601298350375,True,0.0280289848630594,False,True,"(3, 8)",27,7,8,0.5374258180752776,0.9999824016976704,1.7598302329756763e-05,130.6194845040266,True,0.126713192370195,False,True,"(7, 8)",25,25,25,25
1,38,0.99,27,7,8,1.1340726260112888,0.9998432341045674,0.0001567658954325,84.33690798248412,True,0.126713192370195,False,True,"(7, 8)",19,4,6,1.3119805021449764,0.99979724576455,0.00020275423545,76.38027858509726,True,0.203391793976239,False,True,"(4, 6)",26,6,8,1.251232154463267,0.9998071717733616,0.0001928282266383,78.92730798074834,True,0.3540107070824934,False,True,"(6, 8)",27,7,8,1.1340726260112888,0.9998432341045674,0.0001567658954325,84.33690798248412,True,0.126713192370195,False,True,"(7, 8)",26,26,26,26
1,39,0.9999,27,7,8,1.4713983277841578,0.9996946235443794,0.0003053764556205,-9.262550484484525,False,0.126713192370195,True,False,"(7, 8)",27,7,8,1.4713983277841578,0.9996946235443794,0.0003053764556205,-9.262550484484525,False,0.126713192370195,True,False,"(7, 8)",25,6,7,1.4713983277841578,0.9998979460871238,0.0001020539128762,-4.502491591070397,False,0.3499394055117266,True,False,"(6, 7)",25,6,7,1.4713983277841578,0.9998979460871238,0.0001020539128762,-4.502491591070397,False,0.3499394055117266,True,False,"(6, 7)",0,0,0,0
1,40,0.9,27,7,8,2.6078972590902083,0.9986905366846692,0.0013094633153308,44.24562455487809,True,0.126713192370195,False,True,"(7, 8)",27,7,8,2.6078972590902083,0.9986905366846692,0.0013094633153308,44.24562455487809,True,0.126713192370195,False,True,"(7, 8)",22,5,6,2.937861516194971,0.99408284903225,0.0059171509677501,39.62502387612408,True,0.1915213163295505,False,True,"(5, 6)",27,7,8,2.6078972590902083,0.9986905366846692,0.0013094633153308,44.24562455487809,True,0.126713192370195,False,True,"(7, 8)",28,28,28,28
1,41,0.999,27,7,8,0.5401616818619743,0.999974684492588,2.531550741212496e-05,130.27633209416092,True,0.126713192370195,False,True,"(7, 8)",23,5,7,0.5401616818619743,0.999897868697746,0.0001021313022539,130.27633209416092,True,0.3245189745730765,False,True,"(5, 7)",27,7,8,0.5401616818619743,0.999974684492588,2.531550741212496e-05,130.27633209416092,True,0.126713192370195,False,True,"(7, 8)",27,7,8,0.5401616818619743,0.999974684492588,2.531550741212496e-05,130.27633209416092,True,0.126713192370195,False,True,"(7, 8)",25,25,25,25
1,42,0.99,27,7,8,1.5242244778285112,0.999568979806434,0.0004310201935658,68.59452383469427,True,0.126713192370195,False,True,"(7, 8)",27,7,8,1.5242244778285112,0.999568979806434,0.0004310201935658,68.59452383469427,True,0.126713192370195,False,True,"(7, 8)",27,7,8,1.5242244778285112,0.999568979806434,0.0004310201935658,68.59452383469427,True,0.126713192370195,False,True,"(7, 8)",27,7,8,1.5242244778285112,0.999568979806434,0.0004310201935658,68.59452383469427,True,0.126713192370195,False,True,"(7, 8)",24,24,24,24
1,43,0.99,27,7,8,1.048918165206203,0.9998218181648634,0.0001781818351366,88.75232381048436,True,0.126713192370195,False,True,"(7, 8)",23,5,7,1.048918165206203,0.9992987253523457,0.0007012746476544,88.75232381048436,True,0.3245189745730765,False,True,"(5, 7)",19,4,6,1.1697897224701137,0.9997695685521828,0.000230431447817,82.61224922718517,True,0.203391793976239,False,True,"(4, 6)",27,7,8,1.048918165206203,0.9998218181648634,0.0001781818351366,88.75232381048436,True,0.126713192370195,False,True,"(7, 8)",26,26,26,26
1,44,0.99,27,7,8,2.863024693786997,0.9988595290312292,0.0011404709687707,40.60117601948676,True,0.126713192370195,False,True,"(7, 8)",27,7,8,2.496790021414938,0.9988595290312292,0.0011404709687707,46.00628793192761,True,0.126713192370195,False,True,"(7, 8)",27,7,8,2.496790021414938,0.9988595290312292,0.0011404709687707,46.00628793192761,True,0.126713192370195,False,True,"(7, 8)",27,7,8,2.863024693786997,0.9988595290312292,0.0011404709687707,40.60117601948676,True,0.126713192370195,False,True,"(7, 8)",16,16,16,16
1,45,0.9,27,7,8,1.9894491810035504,0.9999824016976704,1.7598302329756763e-05,55.809806449334566,True,0.126713192370195,False,True,"(7, 8)",13,3,4,0.6147675419501297,0.9999137685878438,8.623141215624859e-05,121.65599177287292,True,0.1724905931622923,False,True,"(3, 4)",27,7,8,1.6232145086314915,0.9999824016976704,1.7598302329756763e-05,65.45202449504664,True,0.126713192370195,False,True,"(7, 8)",27,7,8,1.9894491810035504,0.9999824016976704,1.7598302329756763e-05,55.809806449334566,True,0.126713192370195,False,True,"(7, 8)",28,28,28,28
1,46,0.9999,27,7,8,3.762111030783146,0.9988595290312292,0.0011404709687707,-21.857175438164155,False,0.126713192370195,True,False,"(7, 8)",19,4,6,2.799772419726437,0.9985284793689814,0.0014715206310186,-20.076980812932877,False,0.203391793976239,True,False,"(4, 6)",25,6,7,2.799772419726437,0.9996147460926011,0.0003852539073987,-14.25678778118638,False,0.3499394055117266,True,False,"(6, 7)",25,6,7,2.799772419726437,0.9996147460926011,0.0003852539073987,-14.25678778118638,False,0.3499394055117266,True,False,"(6, 7)",0,0,0,0
1,47,0.9,27,7,8,5.927610386682247,0.998447968592713,0.001552031407287,18.295340207400887,True,0.126713192370195,False,True,"(7, 8)",23,5,7,3.573257693271728,0.994343564716826,0.0056564352831739,32.66330626792882,True,0.3245189745730765,False,True,"(5, 7)",23,5,7,3.573257693271728,0.994343564716826,0.0056564352831739,32.66330626792882,True,0.3245189745730765,False,True,"(5, 7)",27,7,8,3.8776103866822496,0.998447968592713,0.001552031407287,29.990159052689428,True,0.126713192370195,False,True,"(7, 8)",26,26,26,26
