policy,episode,task_id,Reliability_Requirement,safe_set_size,safe_set_empty,selected_action_safe,selected_action,selected_pair,selected_rho,selected_pair_reliability,selected_joint_failure_probability,probability_before,probability_after,safe_mask
masked_sample,1,11,0.9999,0,True,False,25,"(6, 7)",0.3499394055117266,0.9996331320746255,0.000366867925374514,"[0.0016924215015023947, 0.0018087357748299837, 0.0021636399906128645, 0.0023076855577528477, 0.002558749169111252, 0.0035708879586309195, 0.0032518671359866858, 0.003725574119016528, 0.0074292514473199844, 0.003886170918121934, 0.007850445806980133, 0.010985133238136768, 0.009271852672100067, 0.008677494712173939, 0.0067483787424862385, 0.009788274765014648, 0.015123947523534298, 0.012744269333779812, 0.019370228052139282, 0.04665841907262802, 0.08850792050361633, 0.05062175169587135, 0.035193104296922684, 0.05317503958940506, 0.04313603788614273, 0.17898200452327728, 0.16354110836982727, 0.2072296440601349]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
masked_sample,1,12,0.999,7,False,True,27,"(7, 8)",0.12671319237019502,0.9996344365663062,0.0003655634336937934,"[0.0015847021713852882, 0.0017104519065469503, 0.002129137283191085, 0.0022405681665986776, 0.002367868321016431, 0.00343042379245162, 0.0032634849194437265, 0.0038027316331863403, 0.008143511600792408, 0.0040054479613900185, 0.007852070964872837, 0.011235189624130726, 0.01013395469635725, 0.00956275686621666, 0.0072210305370390415, 0.009884501807391644, 0.015571294352412224, 0.014092051424086094, 0.021758580580353737, 0.047489482909440994, 0.08959060162305832, 0.056692980229854584, 0.03575160726904869, 0.05343591794371605, 0.048600438982248306, 0.1732233315706253, 0.15678583085536957, 0.19844003021717072]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.014304942594024433, 0.022534921452423997, 0.0, 0.0, 0.06872721964919372, 0.12965634871183776, 0.0, 0.0, 0.0, 0.0, 0.2506904103361528, 0.22690190701015486, 0.2871842502462124]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 1, 0, 0, 0, 0, 1, 1, 1]"
masked_sample,1,13,0.999,15,False,True,19,"(4, 6)",0.20339179397623902,0.9998231808744991,0.00017681912550098026,"[0.0015781113179400563, 0.0017009875737130642, 0.0022476548328995705, 0.00222599133849144, 0.0023688776418566704, 0.0033905531745404005, 0.0032673743553459644, 0.0037594554014503956, 0.008660584688186646, 0.0039495606906712055, 0.007811053656041622, 0.011057396419346333, 0.010073903016746044, 0.010203829035162926, 0.007110468111932278, 0.009832944720983505, 0.015316642820835114, 0.014033643528819084, 0.023426279425621033, 0.04625549912452698, 0.08715503662824631, 0.0552823469042778, 0.03572205826640129, 0.05290936678647995, 0.04846630617976189, 0.17563214898109436, 0.15806517004966736, 0.19849669933319092]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.003847810028654401, 0.0, 0.0, 0.0, 0.0, 0.008864468139818713, 0.012548619249699695, 0.0, 0.01157993804285255, 0.0, 0.011159035520430488, 0.017382276229693894, 0.015926249059954857, 0.0, 0.052493609228203834, 0.09890894102593341, 0.06273783594462162, 0.040539607245731434, 0.06004483093186356, 0.0, 0.1993182555808715, 0.1793821583643257, 0.22526636540734438]","[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 0, 1, 0, 1, 1, 1, 0, 1, 1, 1, 1, 1, 0, 1, 1, 1]"
masked_sample,1,14,0.9,28,False,True,18,"(4, 5)",0.11444176899201255,0.9972788979036807,0.0027211020963192984,"[0.0016198685625568032, 0.0017376423347741365, 0.002276151906698942, 0.002272873418405652, 0.0024367470759898424, 0.0035761287435889244, 0.003482992295175791, 0.0039020576514303684, 0.008769286796450615, 0.004116013180464506, 0.008089950308203697, 0.01167268492281437, 0.0108956815674901, 0.01023763045668602, 0.0073770820163190365, 0.010148558765649796, 0.015997283160686493, 0.015132389962673187, 0.02306164987385273, 0.0472964309155941, 0.08981261402368546, 0.0587855726480484, 0.03619128465652466, 0.05347167328000069, 0.05124429240822792, 0.1703430563211441, 0.15422725677490234, 0.19182510673999786]","[0.00161986862610743, 0.0017376424029452598, 0.002276151995996854, 0.0022728735075749425, 0.0024367471715882184, 0.003576128883887482, 0.0034829924318204226, 0.0039020578045157574, 0.008769287140486968, 0.004116013341943791, 0.008089950625588345, 0.011672685380756736, 0.010895681994949098, 0.01023763085832838, 0.00737708230573646, 0.010148559163797697, 0.015997283788291346, 0.01513239055634658, 0.02306165077860657, 0.047296432771126024, 0.08981261754721079, 0.05878557495432193, 0.03619128607637987, 0.0534716753777995, 0.05124429441864221, 0.17034306300403693, 0.1542272628255407, 0.19182511426567372]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
masked_sample,1,15,0.999,24,False,True,26,"(6, 8)",0.3540107070824934,0.9999576427990933,4.235720090672975e-05,"[0.0015763109549880028, 0.0016954084858298302, 0.00218020542524755, 0.0021939431317150593, 0.0023859357461333275, 0.003474629484117031, 0.003473032498732209, 0.0037103150971233845, 0.008253897540271282, 0.0038541897665709257, 0.007789125200361013, 0.011313636787235737, 0.010644827038049698, 0.009690564125776291, 0.006893239915370941, 0.009790828451514244, 0.015656080096960068, 0.014854528941214085, 0.022147756069898605, 0.04641016572713852, 0.09022863954305649, 0.05590881034731865, 0.03557061403989792, 0.054471563547849655, 0.05063233524560928, 0.17330032587051392, 0.15356135368347168, 0.19833767414093018]","[0.0, 0.0, 0.0022007159114413007, 0.0, 0.0024083816595383395, 0.003507317385558378, 0.003505705376384372, 0.0037452202329847787, 0.008331546852388348, 0.0, 0.007862402123275405, 0.011420070882132718, 0.010744969242756851, 0.00978172901299733, 0.0069580887137810155, 0.009882936584745481, 0.015803366132926377, 0.014994274309808812, 0.022356113153975964, 0.04684677369644861, 0.09107747389792864, 0.056434777703173435, 0.03590524791417411, 0.054984009870183405, 0.051108663669062554, 0.17493066487434247, 0.15500599646260838, 0.2002035543373829]","[0, 0, 1, 0, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
masked_sample,1,16,0.99,28,False,True,20,"(4, 7)",0.3447276787973151,0.9999637941139476,3.6205886052300856e-05,"[0.0013800199376419187, 0.001485386397689581, 0.002002136781811714, 0.0019503735238686204, 0.002433398040011525, 0.003473080927506089, 0.003107976634055376, 0.003339275950565934, 0.007858091033995152, 0.0035132882185280323, 0.008387519977986813, 0.011721508577466011, 0.009792081080377102, 0.009228050708770752, 0.0063428557477891445, 0.010621406137943268, 0.0162416510283947, 0.013676956295967102, 0.021079368889331818, 0.04988721013069153, 0.09057652950286865, 0.053113456815481186, 0.038981031626462936, 0.05576103553175926, 0.04695162549614906, 0.1722690612077713, 0.16024887561798096, 0.19457681477069855]","[0.0013800198457469986, 0.0014853862987783547, 0.0020021366484903073, 0.0019503733939941063, 0.002433397877972621, 0.0034730806962351597, 0.0031079764270965805, 0.003339275728205019, 0.00785809051072833, 0.0035132879845797167, 0.00838751941946555, 0.011721507796935916, 0.009792080428326735, 0.00922805009427892, 0.006342855325421173, 0.01062140543066851, 0.016241649946870308, 0.013676955385224605, 0.021079367485665926, 0.049887206808724174, 0.09057652347141744, 0.05311345327867949, 0.03898102903073321, 0.05576103181865646, 0.046951622369660995, 0.17226904973645038, 0.1602488649470789, 0.19457680181391412]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
masked_sample,1,17,0.99,26,False,True,27,"(7, 8)",0.12671319237019502,0.9998632992648578,0.00013670073514215707,"[0.0013691200874745846, 0.0014796025352552533, 0.002010857919231057, 0.0019535913597792387, 0.002449003281071782, 0.003531693946570158, 0.003126207971945405, 0.0033762964885681868, 0.008016368374228477, 0.003569018794223666, 0.008558554574847221, 0.01201179064810276, 0.010006031952798367, 0.009436262771487236, 0.0064852614887058735, 0.0108833322301507, 0.016691341996192932, 0.01397659257054329, 0.021545249968767166, 0.05051852762699127, 0.09042292088270187, 0.05403740704059601, 0.03974750638008118, 0.05660247430205345, 0.047862980514764786, 0.16961243748664856, 0.15851497650146484, 0.19220459461212158]","[0.0, 0.0014845352110002573, 0.0020175616858497925, 0.0, 0.0024571677298315933, 0.0035434678525036317, 0.0031366300750910944, 0.0033875523328914256, 0.008043093217489004, 0.0035809171331493248, 0.008587086949966705, 0.012051835367527184, 0.010039389905316871, 0.009467721236438008, 0.006506881951825606, 0.010919614912585564, 0.016746987330567807, 0.014023187515826098, 0.02161707718547483, 0.050686945502712195, 0.09072437139931212, 0.05421755610136122, 0.039880015993963125, 0.056791174743857434, 0.048022545369138366, 0.17017788877272458, 0.1590434312460181, 0.19284536327757806]","[0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
masked_sample,1,18,0.9,28,False,True,26,"(6, 8)",0.3540107070824934,0.9988541362642648,0.0011458637357352386,"[0.001484959153458476, 0.001597947790287435, 0.0021872527431696653, 0.0020924473647028208, 0.0026555119547992945, 0.003796652192249894, 0.0033159733284264803, 0.003620180767029524, 0.008482527919113636, 0.0038459745701402426, 0.0091208191588521, 0.012642784975469112, 0.01048465259373188, 0.009924683719873428, 0.006877461913973093, 0.01152197364717722, 0.01731049083173275, 0.01451558992266655, 0.02220156230032444, 0.051462333649396896, 0.09035363048315048, 0.0544569157063961, 0.04068045690655708, 0.05655603110790253, 0.048316553235054016, 0.16600267589092255, 0.15628312528133392, 0.18820886313915253]","[0.0014849591055729342, 0.0015979477387583437, 0.0021872526726372317, 0.0020924472972275805, 0.002655511869166886, 0.0037966520698190873, 0.0033159732214961455, 0.0036201806502893985, 0.008482527645577193, 0.003845974446118935, 0.009120818864732651, 0.01264278456777668, 0.010484652255632837, 0.009924683399831725, 0.0068774616921952825, 0.011521973275627638, 0.017310490273520607, 0.014515589454581696, 0.022201561584389705, 0.0514623319898888, 0.09035362756951307, 0.054456913950321595, 0.040680455594732635, 0.056556029284137756, 0.04831655167698804, 0.1660026705378271, 0.15628312024166524, 0.1882088570699732]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
masked_sample,1,19,0.9,27,False,True,26,"(6, 8)",0.3540107070824934,0.998319506392607,0.0016804936073930173,"[0.0015046909684315324, 0.0016135121695697308, 0.0021981182508170605, 0.0021003936417400837, 0.002662885468453169, 0.0038019251078367233, 0.0033344561234116554, 0.0035958951339125633, 0.008336037397384644, 0.0038201594725251198, 0.008985660038888454, 0.012492372654378414, 0.010384989902377129, 0.009741018526256084, 0.006766378413885832, 0.011311081238090992, 0.01706588827073574, 0.014336052350699902, 0.02176862582564354, 0.050687771290540695, 0.09021684527397156, 0.05394802615046501, 0.03996812179684639, 0.056132495403289795, 0.04776424169540405, 0.16767698526382446, 0.15769411623477936, 0.19009128212928772]","[0.0015078580243425082, 0.0016169082710691595, 0.0022027448243430057, 0.0, 0.0026684902785703633, 0.0038099273552340165, 0.0033414744475706347, 0.003603463731836015, 0.008353582991175921, 0.003828200099399449, 0.009004572950800092, 0.012518666453894206, 0.010406848107381197, 0.009761521307856923, 0.006780620207849634, 0.011334888669281973, 0.017101808352305865, 0.014366226705627193, 0.021814444174089394, 0.0507944583173441, 0.09040673263229894, 0.05406157532347787, 0.040052246231061114, 0.05625064242157763, 0.047864775311387935, 0.1680299098167431, 0.15802602896199408, 0.1904913840314877]","[1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
masked_sample,1,20,0.9999,1,False,True,25,"(6, 7)",0.3499394055117266,0.9999163781393291,8.36218606708922e-05,"[0.0014354942832142115, 0.001547971391119063, 0.0020198386628180742, 0.0020102569833397865, 0.0024485215544700623, 0.003421580186113715, 0.003115639556199312, 0.003327201819047332, 0.007537421770393848, 0.003479687264189124, 0.008049503900110722, 0.01115460880100727, 0.009402519091963768, 0.008895977400243282, 0.006211965810507536, 0.010191915556788445, 0.015588440001010895, 0.013111762702465057, 0.020395824685692787, 0.04808503016829491, 0.08859357237815857, 0.05144331231713295, 0.03771311417222023, 0.055346664041280746, 0.04536624997854233, 0.17675963044166565, 0.16156244277954102, 0.2017839252948761]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
