episode,tasks,mean_reward,mean_latency,mean_safe_set_size,empty_safe_set_rate,feasibility_rate,conditional_rsr,overall_rsr,avoidable_violation_count,unavoidable_violation_count,mean_masked_entropy,pair_78_frequency,pair_selection_hhi
1,200,34.992125279009045,3.847490790406657,21.79,0.02,0.98,0.8673469387755102,0.85,26,4,2.8433771395683287,0.0,1.0
2,200,48.5537570240994,2.97988707825592,23.08,0.0,1.0,1.0,1.0,0,0,2.8453532576560976,0.0,1.0
3,200,44.188364157121306,3.356344170855989,22.92,0.0,1.0,1.0,1.0,0,0,2.8437296557426452,0.0,1.0
4,200,53.21656046060743,2.6497367045005067,20.77,0.0,1.0,1.0,1.0,0,0,2.8467165994644166,0.0,1.0
5,200,49.56253296044444,2.923583690905513,21.375,0.02,0.98,0.9846938775510204,0.965,3,4,2.8459948337078096,0.0,1.0
6,200,47.77990780805604,3.072953862525469,21.485,0.0,1.0,1.0,1.0,0,0,2.845244871377945,0.0,1.0
7,200,41.37618054033683,4.091669048226767,24.05,0.0,1.0,1.0,1.0,0,0,2.8434119498729706,0.0,1.0
8,200,32.863061209940014,2.8322652451564885,20.085,0.15,0.85,0.8235294117647058,0.7,30,30,2.846235795021057,0.0,1.0
9,200,45.95904210495737,3.2817216688957114,24.665,0.0,1.0,1.0,1.0,0,0,2.8442443573474883,0.0,1.0
10,200,45.06273179520729,2.8921270265521675,18.955,0.09,0.91,1.0,0.91,0,18,2.84582879781723,0.0,1.0
11,200,48.05305335359746,3.3181536975726384,22.945,0.0,1.0,1.0,1.0,0,0,2.84492484331131,0.0,1.0
12,200,44.387945810759085,3.2212515778975535,22.15,0.0,1.0,1.0,1.0,0,0,2.844411691427231,0.0,1.0
13,200,41.33567901019205,3.4178488355677983,18.99,0.06,0.94,1.0,0.94,0,12,2.8436282193660736,0.0,1.0
14,200,40.401077318767996,3.785306651470257,24.475,0.0,1.0,1.0,1.0,0,0,2.842093771696091,0.0,1.0
15,200,35.52878068928947,2.7305088139910105,20.015,0.08,0.92,0.8097826086956522,0.745,35,16,2.8461373925209044,0.0,1.0
16,200,42.320563489307716,3.3658562364633298,22.17,0.0,1.0,0.92,0.92,16,0,2.844592741727829,0.0,1.0
17,200,41.015252224468085,3.4616942319898976,22.115,0.0,1.0,0.92,0.92,16,0,2.844092137813568,0.0,1.0
18,200,42.12683282944406,2.9056308518144407,20.42,0.005,0.995,0.8542713567839196,0.85,29,1,2.8464210736751556,0.0,1.0
19,200,45.26509816254675,3.2400216966547983,18.18,0.0,1.0,1.0,1.0,0,0,2.842483088970184,0.0,1.0
20,200,43.57663596339162,2.9314043111131927,21.16,0.09,0.91,0.9835164835164835,0.895,3,18,2.845848271846771,0.0,1.0
