episode,tasks,mean_reward,mean_latency,mean_safe_set_size,empty_safe_set_rate,feasibility_rate,conditional_rsr,overall_rsr,avoidable_violation_count,unavoidable_violation_count,mean_masked_entropy,pair_78_frequency,pair_selection_hhi
1,200,52.86181369694783,2.8865129643860707,24.525,0.0,1.0,1.0,1.0,0,0,3.031163954734802,0.96,0.9228500000000001
2,200,49.44096428726163,3.4926178571647455,21.655,0.0,1.0,1.0,1.0,0,0,2.793135701417923,0.945,0.8940499999999999
3,200,50.60110382831818,2.9801300400454034,25.025,0.0,1.0,1.0,1.0,0,0,3.0622042989730835,0.99,0.9802
4,200,39.81638131372442,6.733605832984852,21.96,0.0,1.0,1.0,1.0,0,0,2.8407542157173156,0.98,0.9607999999999999
5,200,57.798737505249704,2.4298166222877664,22.115,0.0,1.0,1.0,1.0,0,0,2.8885610848665237,0.965,0.93245
6,200,42.708351203219735,3.664146694558145,17.31,0.09,0.91,1.0,0.91,0,18,2.3616790348291397,0.97,0.9418
7,200,43.85318863610851,4.3904483198394635,23.315,0.0,1.0,1.0,1.0,0,0,2.911972636580467,0.975,0.9512499999999999
8,200,45.49141668071188,3.281276015361458,23.55,0.0,1.0,1.0,1.0,0,0,2.972003298997879,0.965,0.93215
9,200,50.10839308607896,3.3180449411384347,24.91,0.0,1.0,1.0,1.0,0,0,3.0651872038841246,0.975,0.9512499999999999
10,200,51.53564046745698,2.6445449020619742,18.785,0.065,0.935,1.0,0.935,0,13,2.509528528749943,0.985,0.97045
11,200,48.02962574840935,3.333311315332569,21.16,0.0,1.0,1.0,1.0,0,0,2.789363196492195,0.97,0.9418
12,200,43.50834393612894,3.711136938764386,21.325,0.02,0.98,1.0,0.98,0,4,2.6315138748288156,0.86,0.75545
13,200,43.34074941654408,3.1388414660476243,19.315,0.105,0.895,1.0,0.895,0,21,2.418550131618977,0.985,0.97045
14,200,47.731328145553995,3.133373990475169,24.345,0.0,1.0,1.0,1.0,0,0,3.0082568025588987,0.99,0.9802
15,200,57.53618424784916,2.3812746240163007,22.04,0.005,0.995,1.0,0.995,0,1,2.7458954408764837,0.85,0.73235
16,200,49.73824935672626,2.8506349102378694,21.875,0.0,1.0,1.0,1.0,0,0,2.786529484987259,0.975,0.9512499999999999
17,200,39.65192832652283,3.881908345506306,21.13,0.055,0.945,1.0,0.945,0,11,2.6294505751132964,0.97,0.9418
18,200,48.75828894825043,3.2214404264873515,21.81,0.0,1.0,1.0,1.0,0,0,2.7714357855916023,0.97,0.9418
19,200,52.747382550122914,2.7770962274806044,23.08,0.0,1.0,1.0,1.0,0,0,2.924549769759178,0.975,0.9512499999999999
20,200,54.55570197200301,2.4757821150154293,23.495,0.0,1.0,1.0,1.0,0,0,2.9186846446990966,0.94,0.88515
