episode,tasks,mean_reward,mean_latency,mean_safe_set_size,empty_safe_set_rate,feasibility_rate,conditional_rsr,overall_rsr,avoidable_violation_count,unavoidable_violation_count,mean_masked_entropy,pair_78_frequency,pair_selection_hhi
1,200,50.971753988862254,2.745814333378626,21.6,0.0,1.0,1.0,1.0,0,0,2.861719327569008,0.965,0.93195
2,200,50.378017111937986,2.747057321032739,23.245,0.0,1.0,1.0,1.0,0,0,2.939908604025841,0.98,0.9607999999999999
3,200,52.50111099595417,2.4998972209877,21.935,0.065,0.935,1.0,0.935,0,13,2.6994187757372856,0.835,0.70755
4,200,50.96834068909103,2.7579526044407725,24.51,0.0,1.0,1.0,1.0,0,0,2.9825498929619787,0.955,0.91405
5,200,50.17450996576002,2.612754845413972,21.96,0.03,0.97,1.0,0.97,0,6,2.736040515899658,0.955,0.9133000000000001
6,200,51.820971300860144,2.686707953626844,21.135,0.0,1.0,1.0,1.0,0,0,2.7067075204849242,0.91,0.8329500000000001
7,200,52.27594259493551,2.747056311257995,22.44,0.0,1.0,1.0,1.0,0,0,2.878245086669922,0.96,0.9228500000000001
8,200,53.64114471768858,2.49609504281868,21.02,0.0,1.0,1.0,1.0,0,0,2.788063775897026,0.995,0.9900500000000001
9,200,55.54496336731949,2.5686843025114556,21.465,0.0,1.0,1.0,1.0,0,0,2.847481383681297,0.985,0.97045
10,200,50.36424136825924,2.7688399299348587,19.84,0.0,1.0,1.0,1.0,0,0,2.554745025932789,0.955,0.91405
11,200,48.972128134807924,2.930274663746305,24.305,0.0,1.0,1.0,1.0,0,0,2.9945254838466644,0.95,0.9049999999999999
12,200,51.57160891912255,2.696799079072879,24.375,0.0,1.0,1.0,1.0,0,0,3.0182969868183136,0.965,0.93245
13,200,42.259828488263736,2.7458570004918808,18.93,0.145,0.855,1.0,0.855,0,29,2.338797507584095,0.785,0.65135
14,200,49.74473884663858,2.732005483132025,25.905,0.0,1.0,1.0,1.0,0,0,3.1023480033874513,0.96,0.9232
15,200,52.911107725417466,2.622186758609153,20.82,0.0,1.0,1.0,1.0,0,0,2.6741211080551146,0.97,0.94155
16,200,51.807228512177915,2.695610406041217,22.96,0.0,1.0,1.0,1.0,0,0,2.945685973763466,0.98,0.96065
17,200,51.860988412215875,2.867428923622748,22.145,0.005,0.995,1.0,0.995,0,1,2.828388825953007,0.935,0.8784500000000002
18,200,53.497615533454955,2.660371622223315,22.215,0.0,1.0,1.0,1.0,0,0,2.8422012841701507,0.945,0.89555
19,200,51.762316743517204,2.7071979729621627,21.725,0.0,1.0,1.0,1.0,0,0,2.8654112911224363,0.95,0.9049999999999999
20,200,55.88869574166192,2.6014092301113205,20.91,0.005,0.995,1.0,0.995,0,1,2.6153362637758253,0.95,0.9045500000000001
