episode,tasks,mean_reward,mean_latency,mean_safe_set_size,empty_safe_set_rate,feasibility_rate,conditional_rsr,overall_rsr,avoidable_violation_count,unavoidable_violation_count,mean_masked_entropy,pair_78_frequency,pair_selection_hhi
1,200,49.560090549337765,3.021753878640612,22.35,0.0,1.0,1.0,1.0,0,0,2.977029472589493,1.0,1.0
2,200,45.24495728255348,3.516791359730084,24.155,0.0,1.0,1.0,1.0,0,0,3.075472187995911,1.0,1.0
3,200,54.37192859245654,2.504662208300668,23.12,0.0,1.0,1.0,1.0,0,0,3.0049111074209214,1.0,1.0
4,200,46.276117060002,3.625949975650333,22.62,0.0,1.0,1.0,1.0,0,0,3.0094591575860976,1.0,1.0
5,200,48.677326727814744,2.26306261433165,21.09,0.165,0.835,1.0,0.835,0,33,2.599305039048195,0.805,0.68605
6,200,48.570351880692385,3.1812983872973257,24.835,0.0,1.0,1.0,1.0,0,0,3.121320906281471,1.0,1.0
7,200,50.477571313959146,3.1178939496757763,25.435,0.0,1.0,1.0,1.0,0,0,3.167714396715164,1.0,1.0
8,200,52.7838702124123,2.632589296623018,20.41,0.005,0.995,1.0,0.995,0,1,2.7166333332657815,1.0,1.0
9,200,38.986522286458495,3.643754870911315,20.715,0.09,0.91,1.0,0.91,0,18,2.6287612360715866,0.995,0.9900500000000001
10,200,51.98996239014383,2.963034631261629,21.325,0.0,1.0,1.0,1.0,0,0,2.8497615772485734,0.905,0.82555
11,200,54.22387718563511,2.6253094371830024,23.97,0.0,1.0,1.0,1.0,0,0,3.058100084066391,1.0,1.0
12,200,43.997623672661895,3.599499385426859,24.505,0.0,1.0,1.0,1.0,0,0,3.1102668076753615,1.0,1.0
13,200,46.59108858208654,2.844906956067735,20.655,0.09,0.91,1.0,0.91,0,18,2.6932226169109343,0.89,0.8021500000000001
14,200,50.890785003385616,3.10650727869505,24.155,0.0,1.0,1.0,1.0,0,0,3.0932459104061127,1.0,1.0
15,200,46.82408015326959,3.387136637635566,20.81,0.0,1.0,1.0,1.0,0,0,2.825481010079384,1.0,1.0
16,200,43.904772888464635,3.389044517559084,19.265,0.02,0.98,1.0,0.98,0,4,2.6118886107206345,1.0,1.0
17,200,41.902982650975865,3.116556945805181,19.17,0.09,0.91,1.0,0.91,0,18,2.5573909696936608,0.91,0.8362
18,200,48.13742065487421,3.088144920228782,20.715,0.0,1.0,1.0,1.0,0,0,2.879484773874283,1.0,1.0
19,200,51.00825064469878,2.946539684395335,20.55,0.0,1.0,1.0,1.0,0,0,2.676702981591225,1.0,1.0
20,200,51.10176764799913,2.69561275329547,19.495,0.035,0.965,1.0,0.965,0,7,2.6191439002752306,1.0,1.0
