episode,tasks,mean_reward,mean_latency,mean_safe_set_size,empty_safe_set_rate,feasibility_rate,conditional_rsr,overall_rsr,avoidable_violation_count,unavoidable_violation_count,mean_masked_entropy,pair_78_frequency,pair_selection_hhi
1,200,52.92576678168865,2.6225101721603004,21.6,0.0,1.0,1.0,1.0,0,0,2.2792480826377868,0.935,0.8784500000000002
2,200,52.020140441068214,2.638413882851263,23.245,0.0,1.0,1.0,1.0,0,0,2.2768708419799806,0.955,0.91405
3,200,42.939501503362834,2.7609766806680507,21.935,0.065,0.935,0.9037433155080213,0.845,18,13,2.2819724535942076,0.935,0.8784500000000002
4,200,51.9976509372447,2.7286262957331155,24.51,0.0,1.0,0.995,0.995,1,0,2.27930508852005,0.93,0.8698000000000001
5,200,49.688281692845464,2.623551702803348,21.96,0.03,0.97,0.9948453608247423,0.965,1,6,2.277839741706848,0.965,0.93245
6,200,48.66097393557393,2.7064742174760266,21.135,0.0,1.0,0.945,0.945,11,0,2.2796421027183533,0.94,0.8872
7,200,54.628558647828726,2.62599980115637,22.44,0.0,1.0,1.0,1.0,0,0,2.282007489204407,0.915,0.8444500000000001
8,200,53.89831981767455,2.489347434286102,21.02,0.0,1.0,1.0,1.0,0,0,2.2744678401947023,0.99,0.9802
9,200,55.805393825385565,2.524260876704408,21.465,0.0,1.0,1.0,1.0,0,0,2.2750160109996798,0.975,0.9512499999999999
10,200,49.89004433620906,2.6948451092749717,19.84,0.0,1.0,0.975,0.975,5,0,2.2797115898132323,0.935,0.8784500000000002
11,200,48.36891186179676,2.8889549191615687,24.305,0.0,1.0,0.985,0.985,3,0,2.283357743024826,0.905,0.82805
12,200,51.92932006918039,2.693050926648131,24.375,0.0,1.0,1.0,1.0,0,0,2.2774152076244354,0.945,0.89605
13,200,36.8396144377758,3.1327246306180827,18.93,0.145,0.855,0.9649122807017544,0.825,6,29,2.2896320104598997,0.885,0.7964500000000001
14,200,50.858718051272454,2.67308695392177,25.905,0.0,1.0,1.0,1.0,0,0,2.280935877561569,0.93,0.8698000000000001
15,200,52.71757351927472,2.6340958415685316,20.82,0.0,1.0,0.995,0.995,1,0,2.275458353757858,0.97,0.9418
16,200,52.81840401277619,2.6453617557936173,22.96,0.0,1.0,1.0,1.0,0,0,2.2763523840904236,0.96,0.9232
17,200,49.936454667212075,2.851662816399441,22.145,0.005,0.995,0.9698492462311558,0.965,6,1,2.2817584145069123,0.91,0.8362
18,200,54.01477328211093,2.622976661477841,22.215,0.0,1.0,0.99,0.99,2,0,2.2800605475902556,0.915,0.8444500000000001
19,200,51.74348206300474,2.750039827889416,21.725,0.0,1.0,1.0,1.0,0,0,2.2795164573192594,0.92,0.8528
20,200,53.8617548967442,2.579539500970254,20.91,0.005,0.995,0.9698492462311558,0.965,6,1,2.276902039051056,0.935,0.8784500000000002
