episode,tasks,mean_reward,mean_latency,mean_safe_set_size,empty_safe_set_rate,feasibility_rate,conditional_rsr,overall_rsr,avoidable_violation_count,unavoidable_violation_count,mean_masked_entropy,pair_78_frequency,pair_selection_hhi,top1_pair_frequency,pair_selection_entropy
1,200,60.27844091245115,2.0484571426174574,21.14,0.03,0.97,1.0,0.97,0,6,2.8279678174853324,0.045,0.05125000000000002,0.12,3.151776729688578
2,200,60.37661104292037,2.1019923287297804,22.845,0.0,1.0,1.0,1.0,0,0,3.007713813185692,0.08,0.04575000000000001,0.09,3.196136331274586
3,200,56.17662570414189,2.0686160221222405,21.805,0.09,0.91,1.0,0.91,0,18,2.7702874118089675,0.155,0.05495000000000001,0.155,3.1402517461737443
4,200,61.81373467589472,2.0616213267154975,22.23,0.0,1.0,1.0,1.0,0,0,3.0057966327667236,0.035,0.048350000000000004,0.085,3.159583897025745
5,200,62.428764403153906,2.030952681663375,23.145,0.0,1.0,1.0,1.0,0,0,3.0799064111709593,0.045,0.044350000000000014,0.08,3.206310880967525
6,200,62.486352613229684,2.0280058178197327,22.91,0.0,1.0,1.0,1.0,0,0,2.993543571829796,0.04,0.04270000000000001,0.07,3.2260481281580318
7,200,61.250930576553586,2.0837180784260427,20.335,0.0,1.0,1.0,1.0,0,0,2.770147411227226,0.15,0.056350000000000004,0.15,3.1012708679517407
8,200,56.01463264821401,2.122007023574041,20.41,0.09,0.91,1.0,0.91,0,18,2.7051726561784744,0.045,0.057950000000000015,0.165,3.0992750986011686
9,200,61.2452846769127,2.0664474805343254,23.96,0.0,1.0,1.0,1.0,0,0,3.105611268877983,0.04,0.04350000000000001,0.075,3.226389506009959
10,200,62.11134437934109,2.0140565638898646,22.84,0.0,1.0,1.0,1.0,0,0,3.0479901963472367,0.04,0.044700000000000004,0.08,3.2092144786363295
11,200,61.310469886504436,2.1051454631030913,23.36,0.0,1.0,1.0,1.0,0,0,3.081742863059044,0.05,0.04550000000000001,0.08,3.2001408716236077
12,200,61.20657893925765,2.108133642580803,22.715,0.0,1.0,1.0,1.0,0,0,3.032934293150902,0.055,0.044350000000000014,0.07,3.2094287814198172
13,200,61.39773101883985,2.0899189726716223,22.015,0.0,1.0,1.0,1.0,0,0,2.9728694462776186,0.08,0.04765,0.08,3.1651227164322027
14,200,61.7083137774943,2.0422529601247255,25.195,0.0,1.0,1.0,1.0,0,0,3.201141947507858,0.03,0.041800000000000004,0.075,3.249827582282189
15,200,57.58691903983893,2.110225745123754,18.925,0.055,0.945,1.0,0.945,0,11,2.528886698484421,0.065,0.08080000000000001,0.23,2.9737206764081168
16,200,60.55252138854374,2.0229357218563604,19.405,0.02,0.98,1.0,0.98,0,4,2.6727558174729347,0.15,0.06285,0.15,3.0263569588852715
17,200,62.122515260732214,2.040884413253919,23.175,0.0,1.0,1.0,1.0,0,0,3.0196979942917825,0.045,0.04185,0.065,3.241682408731151
18,200,60.863431095423586,2.0623496057532695,21.805,0.0,1.0,1.0,1.0,0,0,2.8340219074487685,0.08,0.05185000000000001,0.13,3.14604789652681
19,200,56.51200861310683,2.1113786739974647,18.92,0.075,0.925,1.0,0.925,0,15,2.6018493777513503,0.15,0.05640000000000001,0.15,3.1108617479807306
20,200,61.10583801315128,2.0650121867468854,22.24,0.0,1.0,1.0,1.0,0,0,3.007477976679802,0.035,0.046550000000000015,0.095,3.174902995111455
21,200,61.30022283202008,2.0560662850099156,23.96,0.0,1.0,1.0,1.0,0,0,3.088452942967415,0.065,0.041400000000000006,0.065,3.2539991793230896
22,200,61.60724518197376,2.094691856321193,19.94,0.0,1.0,1.0,1.0,0,0,2.7621745705604552,0.07,0.051900000000000016,0.115,3.1336928566416042
23,200,60.681603794066724,2.0888427579553213,23.565,0.0,1.0,1.0,1.0,0,0,3.1213108134269714,0.025,0.04705000000000001,0.07,3.1518722570323745
24,200,62.71320099349701,2.023249612078025,20.765,0.0,1.0,1.0,1.0,0,0,2.931504725813866,0.065,0.04625000000000002,0.08,3.180635521354602
25,200,59.160192458620074,2.024540505665621,20.93,0.065,0.935,1.0,0.935,0,13,2.7559619137644766,0.145,0.05220000000000001,0.145,3.1660491759243397
26,200,61.55058584145782,2.052330065364615,19.465,0.0,1.0,1.0,1.0,0,0,2.6220846030116083,0.135,0.05645000000000001,0.135,3.0943095739122963
27,200,56.52052054324442,2.0447202449446156,19.265,0.1,0.9,1.0,0.9,0,20,2.5763631546497345,0.055,0.07195,0.205,3.0077069514672923
28,200,61.03045615028119,2.1231642977265563,23.605,0.0,1.0,1.0,1.0,0,0,3.047795113325119,0.03,0.04350000000000001,0.08,3.2269350189827772
29,200,60.075623032689194,2.0699332136366952,19.6,0.03,0.97,1.0,0.97,0,6,2.6787810856103897,0.18,0.0634,0.18,3.0652902140004663
30,200,51.337633367462196,2.1540667240094336,20.59,0.145,0.855,1.0,0.855,0,29,2.6380665814876556,0.05,0.06825000000000002,0.2,3.0529107607433703
31,200,61.13365848181811,1.9932396549333702,19.535,0.03,0.97,1.0,0.97,0,6,2.6875809758901594,0.16,0.05895,0.16,3.080447316035878
32,200,61.03975122392671,2.04688524675878,21.245,0.02,0.98,1.0,0.98,0,4,2.7093276622891427,0.17,0.05760000000000001,0.17,3.1393861141828743
33,200,61.62032804508081,2.066301138131466,21.365,0.0,1.0,1.0,1.0,0,0,2.9021893060207367,0.075,0.0441,0.085,3.206341800432105
34,200,60.81681290218097,2.1096774812942902,25.17,0.0,1.0,1.0,1.0,0,0,3.1887471008300783,0.04,0.039349999999999996,0.06,3.273968236984381
35,200,62.24577559202514,2.0262005381794266,22.065,0.0,1.0,1.0,1.0,0,0,2.984228733778,0.06,0.0462,0.09,3.1834125038283734
36,200,56.144593576239096,2.0973064098983203,21.71,0.09,0.91,1.0,0.91,0,18,2.7765455880761145,0.025,0.06580000000000001,0.185,3.0554718256107742
37,200,62.30819500418133,2.0186877156511853,22.56,0.0,1.0,1.0,1.0,0,0,3.008963701725006,0.045,0.04280000000000001,0.065,3.226697456664037
38,200,53.23086368952799,2.0944899931384016,19.34,0.14,0.86,1.0,0.86,0,28,2.5642728990316392,0.185,0.06465000000000001,0.185,3.070722881728697
39,200,61.52348466937081,2.033049855398529,19.63,0.0,1.0,1.0,1.0,0,0,2.727813389003277,0.07,0.05330000000000001,0.115,3.106719397761428
40,200,61.62690657052017,2.0250609592958693,23.53,0.0,1.0,1.0,1.0,0,0,3.072137151360512,0.025,0.04045000000000001,0.06,3.2563001586517686
41,200,60.52443070847303,2.0957182471230498,22.935,0.0,1.0,1.0,1.0,0,0,3.049823845028877,0.05,0.04075,0.065,3.2601547500179837
42,200,60.077975202307265,2.1436544219366476,20.27,0.02,0.98,1.0,0.98,0,4,2.7202690559625626,0.045,0.05600000000000001,0.15,3.1114143538061674
43,200,60.40825905854889,2.0531453411471987,20.935,0.02,0.98,1.0,0.98,0,4,2.7649087336659433,0.055,0.049900000000000014,0.115,3.158769904040275
44,200,63.13356860834541,1.9869292213502094,20.35,0.0,1.0,1.0,1.0,0,0,2.8089705285429956,0.105,0.056600000000000004,0.105,3.070293901016875
45,200,57.89078164185021,2.044081355466539,22.12,0.09,0.91,1.0,0.91,0,18,2.7805939146876337,0.07,0.05490000000000002,0.145,3.123899969790585
46,200,62.300515136688645,2.0093862691631,20.385,0.01,0.99,1.0,0.99,0,2,2.738620428442955,0.085,0.05170000000000001,0.11,3.1239802312032863
47,200,61.63797875760613,2.0429259780776494,21.39,0.0,1.0,1.0,1.0,0,0,2.8615997114777567,0.075,0.04380000000000001,0.075,3.2172165788229545
48,200,61.95541186184228,2.0352122384788136,23.09,0.0,1.0,1.0,1.0,0,0,3.034060915708542,0.055,0.04170000000000001,0.07,3.2394514905984306
49,200,59.601758184322804,2.0902704971584827,19.555,0.035,0.965,1.0,0.965,0,7,2.6157041257619857,0.02,0.06105000000000001,0.18,3.111857066989091
50,200,62.529679751759076,2.035131450685215,22.315,0.0,1.0,1.0,1.0,0,0,2.9811033260822297,0.07,0.043550000000000005,0.07,3.202362535878552
51,200,61.007116677411396,2.113535191193169,22.13,0.0,1.0,1.0,1.0,0,0,2.9262188723683358,0.065,0.0444,0.085,3.213673079292056
52,200,62.070304986060385,2.0738344762597234,24.415,0.0,1.0,1.0,1.0,0,0,3.156708880662918,0.035,0.043050000000000005,0.07,3.226669499235149
53,200,57.071673683629754,2.0580660326903737,22.175,0.095,0.905,1.0,0.905,0,19,2.7650576916337015,0.06,0.055750000000000015,0.16,3.138146046782018
54,200,60.4041911169374,2.0565429954812044,20.69,0.035,0.965,1.0,0.965,0,7,2.734581984579563,0.075,0.06285000000000002,0.16,3.0580291962346062
55,200,56.26059310921053,2.096181238984965,19.95,0.09,0.91,1.0,0.91,0,18,2.6015946584939957,0.225,0.07840000000000001,0.225,2.9797352646664406
56,200,61.79246028216952,2.052054446126487,23.49,0.0,1.0,1.0,1.0,0,0,3.083220525979996,0.055,0.041950000000000015,0.06,3.239564964424021
57,200,61.424805391190546,2.1221034390645617,21.765,0.0,1.0,1.0,1.0,0,0,2.9032127824425698,0.035,0.04825000000000001,0.085,3.1503504405465663
58,200,62.674706886282635,1.987302568606117,19.375,0.0,1.0,1.0,1.0,0,0,2.6443788838386535,0.06,0.05080000000000002,0.125,3.1565186868691253
59,200,61.3422077937002,2.0580205089118944,23.145,0.0,1.0,1.0,1.0,0,0,3.018630127310753,0.075,0.04165000000000001,0.075,3.24960910609144
60,200,59.474895625105034,2.038654440762939,18.445,0.055,0.945,1.0,0.945,0,11,2.5574164971709252,0.055,0.059050000000000005,0.165,3.104756937013169
61,200,47.71201554220186,2.4370680322234226,17.62,0.195,0.805,1.0,0.805,0,39,2.345818958580494,0.05,0.10200000000000001,0.275,2.835987652712167
62,200,60.716581432907226,2.0864507101469503,22.905,0.0,1.0,1.0,1.0,0,0,3.033860412836075,0.07,0.044300000000000006,0.08,3.211879596117342
63,200,60.28431217434584,2.146544587157137,24.21,0.0,1.0,1.0,1.0,0,0,3.1347284531593322,0.04,0.04375000000000001,0.08,3.2151469604900464
64,200,53.848826724110125,2.078605045856537,17.625,0.125,0.875,1.0,0.875,0,25,2.3763461124897005,0.255,0.09325,0.255,2.8898118188947617
65,200,60.39296755159148,2.1870799420551186,22.84,0.0,1.0,1.0,1.0,0,0,3.003908669948578,0.06,0.046950000000000006,0.085,3.1731620670551344
66,200,61.54228121738459,2.067387171475442,22.875,0.0,1.0,1.0,1.0,0,0,3.0042825251817704,0.045,0.04505000000000001,0.075,3.197423472992291
67,200,61.79763023630537,2.071952681239535,24.21,0.0,1.0,1.0,1.0,0,0,3.0909509283304213,0.04,0.04275000000000002,0.075,3.2338760006382783
68,200,61.05359189066623,2.079286719960862,22.325,0.0,1.0,1.0,1.0,0,0,3.0048646742105483,0.05,0.04265000000000001,0.08,3.2375438152097824
69,200,61.107719990057404,2.0685964456995705,23.085,0.0,1.0,1.0,1.0,0,0,3.07190764605999,0.045,0.0478,0.08,3.1577574927944823
70,200,60.19243260906187,2.0562863423815534,18.95,0.03,0.97,1.0,0.97,0,6,2.5622683984041212,0.205,0.07534999999999999,0.205,2.9573116640391803
71,200,56.0984597850924,2.0704661437410397,18.6,0.1,0.9,1.0,0.9,0,20,2.517895950078964,0.175,0.06634999999999999,0.175,3.0078875088451897
72,200,59.34109816038661,2.0555522083948996,19.885,0.055,0.945,1.0,0.945,0,11,2.587484717667103,0.185,0.06300000000000001,0.185,3.0974651703458287
73,200,60.95016757256249,2.0617686448936583,21.84,0.0,1.0,1.0,1.0,0,0,2.973818799853325,0.05,0.04260000000000001,0.06,3.227521510744718
74,200,60.64129724972358,2.08269598449298,22.385,0.0,1.0,1.0,1.0,0,0,2.944067613184452,0.045,0.04890000000000001,0.085,3.153316448347299
75,200,60.8468171288238,2.1448727799373652,23.735,0.0,1.0,1.0,1.0,0,0,3.076047452688217,0.05,0.045800000000000014,0.08,3.1957020847405193
76,200,59.046022668648284,2.086290422357584,21.67,0.035,0.965,1.0,0.965,0,7,2.8206970316171645,0.13,0.051400000000000015,0.13,3.1607188597276274
77,200,62.4853250583242,2.0264681565121183,23.185,0.0,1.0,1.0,1.0,0,0,3.0889341390132903,0.035,0.043450000000000016,0.07,3.2176684090966425
78,200,62.18029201079673,2.0292740597150907,21.92,0.0,1.0,1.0,1.0,0,0,2.9513918060064315,0.08,0.04895,0.08,3.128160006728976
79,200,56.65704520118405,2.0411027085355213,19.085,0.095,0.905,1.0,0.905,0,19,2.5166184562444687,0.035,0.0741,0.21,2.999376206365664
80,200,60.29305640074812,2.152229351280598,20.66,0.005,0.995,1.0,0.995,0,1,2.767953489124775,0.125,0.05315000000000001,0.125,3.12329783130464
81,200,62.129150360678615,2.02972195682096,24.02,0.0,1.0,1.0,1.0,0,0,3.1009951359033585,0.035,0.04150000000000001,0.075,3.2521090554821215
82,200,60.39501288961459,2.1327018767951933,25.365,0.0,1.0,1.0,1.0,0,0,3.208907186985016,0.035,0.041249999999999995,0.075,3.251191233010435
83,200,62.82210776515223,2.0004290316685767,20.74,0.0,1.0,1.0,1.0,0,0,2.8653094935417176,0.07,0.05130000000000001,0.075,3.076482521050528
84,200,60.972989011484785,2.0899010086580385,22.66,0.0,1.0,1.0,1.0,0,0,2.9977026003599168,0.08,0.046700000000000005,0.085,3.1789112551911796
85,200,62.298760046291946,2.0847143084136603,21.87,0.0,1.0,1.0,1.0,0,0,2.8848677441477775,0.05,0.046450000000000005,0.08,3.1869738136463504
