trial_id,policy,R_req,tasks,mean_reward,mean_latency,p50_latency,p90_latency,p95_latency,overall_rsr,feasibility_rate,conditional_rsr,avoidable_violation_rate,unavoidable_violation_rate,mean_selected_reliability_deficit,p95_selected_reliability_deficit,mean_best_achievable_deficit,mean_safe_set_size,pair_selection_hhi
8,Max-Reliability,0.9999,1000,34.48422670734002,4.232649040790062,3.049447383773046,8.53571218067153,10.654583451123976,0.872,0.872,1.0,0.0,0.128,2.8776676388745703e-05,0.00017621106725707048,2.8776676388745703e-05,8.928,0.195
9,Max-Reliability,0.9,1000,43.44222510270606,3.5876305690716883,2.9146314104552715,6.642611833125125,8.241132430289513,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,27.998,0.18
9,Max-Reliability,0.99,1000,52.29866643449702,3.0179766211204204,2.496790021414938,5.913389571318378,7.471845402004921,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,27.494,0.18
9,Max-Reliability,0.999,1000,46.004659147900355,3.4550273871619113,2.8961835553433772,6.503009971878504,7.913565758993886,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,23.005,0.18
9,Max-Reliability,0.9999,1000,40.408532776003455,3.693684702001094,3.086485534852372,6.594063481695243,8.622537973404404,0.959,0.959,1.0,0.0,0.041,9.967986247000348e-07,0.0,9.967986247000348e-07,9.947,0.18
0,Pair PPO greedy,0.9,1000,45.672092403873705,3.481936446192435,2.721463263875364,6.957907823335825,9.107479148606599,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,27.988,0.996008
0,Pair PPO greedy,0.99,1000,53.57168886963811,3.009807732910934,2.4572309892764395,5.909734078528341,7.799067456327589,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,27.06,0.9980020000000001
0,Pair PPO greedy,0.999,1000,48.85160948843522,3.189467333844203,2.584068184767858,5.9676269518399225,7.969283931467019,0.989,1.0,0.989,0.011,0.0,3.477910108268367e-06,0.0,0.0,21.087,0.996008
0,Pair PPO greedy,0.9999,1000,27.44161617353314,3.7531960388069248,2.9499416114390486,7.531130946462932,9.776574616127176,0.702,0.827,0.848851269649335,0.15114873035066506,0.173,6.953241612321892e-05,0.0004152582237677715,1.894274375738636e-05,7.551,1.0
1,Pair PPO greedy,0.9,1000,47.29693805416503,3.1304427206165655,2.694410539289237,5.757500854190318,6.961958022384435,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,27.974,0.9940180000000001
1,Pair PPO greedy,0.99,1000,51.99085417914537,2.944159304840247,2.58134473248969,5.5121167899040815,6.742511989933434,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,27.42,0.996008
1,Pair PPO greedy,0.999,1000,47.41513570899347,3.1735485713283933,2.779303504727409,5.916899539450668,6.7419100632212485,0.996,1.0,0.996,0.004,0.0,8.890325275284772e-07,0.0,0.0,22.082,0.9980020000000001
1,Pair PPO greedy,0.9999,1000,36.01335586575832,3.4742208984656155,2.8350189186446078,6.373700755003976,7.7600143231892025,0.85,0.897,0.947603121516165,0.05239687848383501,0.103,3.1184284027161665e-05,0.00017530600775691378,6.341014658146627e-06,8.883,1.0
2,Pair PPO greedy,0.9,1000,46.00023222611353,3.406660025123037,2.7131263475031204,6.442636441451467,8.045532977185024,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,28.0,0.9900500000000001
2,Pair PPO greedy,0.99,1000,51.74915822668869,3.1673145569096315,2.496790021414938,5.994164592973847,8.425308954573214,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,27.09,0.9880720000000001
2,Pair PPO greedy,0.999,1000,46.984402953602526,3.4265628073324605,2.794967411202947,6.290995209034455,7.8867129122216415,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,20.746,0.9900500000000001
2,Pair PPO greedy,0.9999,1000,33.0146858521177,3.5292953877118576,2.754352026480774,6.873356763875683,8.407840209896934,0.767,0.83,0.9240963855421687,0.07590361445783132,0.17,4.162758286774859e-05,0.00030497151683345187,1.6629224928547572e-05,7.873,0.992032
3,Pair PPO greedy,0.9,1000,45.60560842769315,3.4759626780724866,2.8027825815648986,6.319246195179438,8.263069433303894,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,27.976,1.0
3,Pair PPO greedy,0.99,1000,52.25339149823127,3.1316236226530307,2.496790021414938,6.105708968929301,8.348132544695071,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,27.356,1.0
3,Pair PPO greedy,0.999,1000,47.73561927667141,3.4524078649388095,2.7097910489882935,6.686120669333989,8.445383125644488,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,22.041,1.0
3,Pair PPO greedy,0.9999,1000,32.98434899044168,3.6039922623238505,2.7711414643708707,6.859348152727177,8.564702635731395,0.767,0.862,0.8897911832946636,0.11020881670533643,0.138,3.499348064980556e-05,0.0002535871923924349,9.564589566897208e-06,8.902,1.0
4,Pair PPO greedy,0.9,1000,44.938539787822954,3.5980042363887152,2.8080668687769874,6.575941197762762,8.934462158471588,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,27.991,0.9900500000000001
4,Pair PPO greedy,0.99,1000,52.593963429136664,3.1665375019411357,2.4876428148700853,5.968754015845638,7.8702722726418655,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,27.489,0.982162
4,Pair PPO greedy,0.999,1000,48.89799436948881,3.5050804089178356,2.714062526479921,6.455552973668725,8.70046318909021,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,22.795,0.9860979999999999
4,Pair PPO greedy,0.9999,1000,39.106234591149814,3.6781515188986726,2.7383035112789003,7.466143549907202,9.78926533720222,0.883,0.932,0.9474248927038627,0.05257510729613734,0.068,6.298136651529007e-06,5.299680697015132e-05,3.2680575449921532e-06,10.27,0.982162
5,Pair PPO greedy,0.9,1000,48.200298402537065,3.0187543933073218,2.6464440322397245,5.406404394266552,6.623917151454864,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,28.0,0.964648
5,Pair PPO greedy,0.99,1000,54.985265448433985,2.70244830737312,2.4506911409353336,4.933511668653189,6.205820645787356,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,27.287,0.964648
5,Pair PPO greedy,0.999,1000,51.19788728658474,2.8673288400707486,2.486877630537542,5.263321832914192,6.109025146348994,0.997,1.0,0.997,0.003,0.0,4.070071229754779e-07,0.0,0.0,21.807,0.955058
5,Pair PPO greedy,0.9999,1000,36.09313760426568,3.1748294005557165,2.630458338245006,6.000307085389906,7.133207339284555,0.785,0.886,0.8860045146726863,0.11399548532731377,0.114,3.275567144316238e-05,0.0002099200772569641,1.0751167029734998e-05,8.991,0.9743379999999999
6,Pair PPO greedy,0.9,1000,46.90145644031864,3.2276817489030036,2.703389968413461,5.913741329011917,7.3036952052820725,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,28.0,1.0
6,Pair PPO greedy,0.99,1000,53.37075749210223,2.88581638261605,2.4621306363703184,5.75278613216627,6.850752697932218,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,27.409,1.0
6,Pair PPO greedy,0.999,1000,48.1703640592291,3.186894036542037,2.76095676160174,5.861399017519005,7.000668416444986,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,22.615,0.996008
6,Pair PPO greedy,0.9999,1000,39.40392772462049,3.412737447044505,2.754352026480774,6.601953529055446,7.57516051647394,0.874,0.901,0.9700332963374029,0.029966703662597113,0.099,1.4721175930644038e-05,8.041137884595706e-05,7.97398680748529e-06,9.845,1.0
7,Pair PPO greedy,0.9,1000,49.59990955090846,2.8424246909060193,2.6078972590902083,4.764539214560964,5.608153994663909,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,27.997,0.901408
7,Pair PPO greedy,0.99,1000,55.94401684274364,2.4932662874606057,2.4386290584550636,4.239905318345079,5.098684114845055,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,27.635,0.9086079999999999
7,Pair PPO greedy,0.999,1000,53.87817219571078,2.6234704240933002,2.391005729861064,4.579627936541658,5.319017725887626,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,22.837,0.8715220000000001
7,Pair PPO greedy,0.9999,1000,43.686629166643115,2.818138599052596,2.5349949674087497,4.735818581978478,5.713891215993208,0.89,0.95,0.9368421052631579,0.06315789473684211,0.05,1.4441864153807215e-05,0.00010162878051790364,3.6068173712433538e-06,10.219,0.8511220000000002
8,Pair PPO greedy,0.9,1000,45.000149942631836,3.687580151747792,2.821231790530831,7.106019165493756,9.357931723735975,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,28.0,0.945568
8,Pair PPO greedy,0.99,1000,51.7618851840086,3.3153559899867298,2.473827062787961,6.782173609472209,9.071822298625026,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,27.446,0.968512
8,Pair PPO greedy,0.999,1000,45.603422440265796,3.7289907207511637,2.714062526479921,7.2800550483265924,9.864163168604447,0.98,0.993,0.9869083585095669,0.013091641490433032,0.007,8.734821065549014e-06,0.0,1.6849490133100663e-06,22.039,0.9665779999999999
8,Pair PPO greedy,0.9999,1000,32.8955989108586,3.8926464976902797,2.8204991818947747,7.724568110290995,9.771413073631985,0.812,0.872,0.9311926605504587,0.06880733944954129,0.128,6.717951824094903e-05,0.00048289597735962086,2.8776676388747478e-05,8.928,0.9880720000000001
9,Pair PPO greedy,0.9,1000,45.53111871386141,3.3598574674500545,2.789316100529305,6.11903172900047,7.6762915434308185,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,27.998,1.0
9,Pair PPO greedy,0.99,1000,54.52452216930111,2.8244362641366916,2.4555854079828183,5.199262015093138,6.571333049847055,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,27.494,1.0
9,Pair PPO greedy,0.999,1000,48.14994717895177,3.2303136278154265,2.7707976895993767,5.721389832967839,7.393534679128271,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,23.005,1.0
9,Pair PPO greedy,0.9999,1000,37.2582368787251,3.4739642277711864,2.864507083907057,6.227389691644977,7.675981660215453,0.855,0.959,0.8915537017726799,0.10844629822732013,0.041,1.4535541603692747e-05,9.822613249052492e-05,9.967986247001458e-07,9.947,1.0
0,Pair PPO stochastic,0.9,1000,60.651553535487054,2.1146656846183407,2.123581182753924,3.1852487496215525,3.5738297813052533,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,27.988,0.11393800000000001
0,Pair PPO stochastic,0.99,1000,66.95211495696778,1.8641679033148757,1.6999633997904162,2.922562311945996,3.3552308216052444,0.996,1.0,0.996,0.004,0.0,2.6014433864189555e-05,0.0,0.0,27.06,0.118552
0,Pair PPO stochastic,0.999,1000,60.817335914242285,1.8791830243331322,1.7873388799725092,2.9690385422713463,3.3661513433993213,0.906,1.0,0.906,0.094,0.0,0.0001526827606131752,0.0007944951224909486,0.0,21.087,0.11094599999999999
0,Pair PPO stochastic,0.9999,1000,26.638705517204446,2.1065607779608015,2.020429508787437,3.1336026397947276,3.6833727771876563,0.487,0.827,0.5888754534461911,0.4111245465538089,0.173,0.0004059765181802678,0.0017313917314710767,1.894274375738636e-05,7.551,0.111562
1,Pair PPO stochastic,0.9,1000,61.35681222132433,2.062593883051737,2.0669310391973,3.0662187064413926,3.5742495026432173,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,27.974,0.13577599999999998
1,Pair PPO stochastic,0.99,1000,66.38297763043535,1.8846551958555604,1.7586020204376211,3.021016463489099,3.3468815878617173,0.997,1.0,0.997,0.003,0.0,5.673005095731964e-05,0.0,0.0,27.42,0.126582
1,Pair PPO stochastic,0.999,1000,64.15032827319799,1.898750044970628,1.813454493549841,3.165309902168332,3.5395020836591584,0.957,1.0,0.957,0.043,0.0,6.449133606734702e-05,0.0,0.0,22.082,0.133348
1,Pair PPO stochastic,0.9999,1000,37.82374960639686,2.0776223850615283,2.020429508787437,3.0597694840927407,3.539821388471637,0.644,0.897,0.717948717948718,0.28205128205128205,0.103,0.00018883727166367503,0.0008568719045054014,6.341014658146627e-06,8.883,0.13173
2,Pair PPO stochastic,0.9,1000,61.04758847688713,2.0633245204064186,2.0669310391973,3.049465557299967,3.573286297673404,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,28.0,0.117756
2,Pair PPO stochastic,0.99,1000,66.46412792031136,1.8906777288953212,1.8166483298120255,2.9601712762172796,3.514581391797679,0.997,1.0,0.997,0.003,0.0,2.1912304283869365e-05,0.0,0.0,27.09,0.11470000000000001
2,Pair PPO stochastic,0.999,1000,63.017476068706834,1.8915741840688474,1.813454493549841,3.0755196421553315,3.4538916311215635,0.939,1.0,0.939,0.061,0.0,7.791624038346578e-05,0.00013358535411852018,0.0,20.746,0.13373
2,Pair PPO stochastic,0.9999,1000,34.07554463822715,2.035423750155191,1.9899350558912303,3.037532717734473,3.575225080023188,0.574,0.83,0.691566265060241,0.30843373493975906,0.17,0.00023829202060641396,0.0010291812040764347,1.6629224928547572e-05,7.873,0.14244400000000002
3,Pair PPO stochastic,0.9,1000,60.32874780220144,2.1360143596927537,2.123581182753924,3.152626490440917,3.660637170183285,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,27.976,0.132376
3,Pair PPO stochastic,0.99,1000,66.56377556636842,1.9147008705775823,1.83896395638655,2.9632503507403922,3.591429896579541,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,27.356,0.152262
3,Pair PPO stochastic,0.999,1000,63.65536581774106,1.9635322824772028,1.8386207239798722,3.157730883078367,3.7766962647963567,0.971,1.0,0.971,0.029,0.0,3.305103323051517e-05,0.0,0.0,22.041,0.15257600000000002
3,Pair PPO stochastic,0.9999,1000,35.63231853286673,2.102266212685004,2.000224714597188,3.2070817266587426,3.7421336557083547,0.606,0.862,0.703016241299304,0.29698375870069604,0.138,0.0001747271468638425,0.0008864113053706989,9.564589566897208e-06,8.902,0.15034800000000004
4,Pair PPO stochastic,0.9,1000,60.43424109140644,2.113083760373102,2.082104958147383,3.1260520016361446,3.6156639314591477,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,27.991,0.126302
4,Pair PPO stochastic,0.99,1000,66.77618345901661,1.893954727769058,1.7477933738518914,3.019353863971105,3.5018986341973477,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,27.489,0.12207800000000002
4,Pair PPO stochastic,0.999,1000,65.16506017210159,1.9080968385159578,1.7540697024421092,3.117336103299692,3.5115388777652896,0.973,1.0,0.973,0.027,0.0,4.880106356855307e-05,0.0,0.0,22.795,0.12865600000000002
4,Pair PPO stochastic,0.9999,1000,41.36067633939322,2.0765737563244784,2.000224714597188,3.113512890045308,3.5032175284281037,0.69,0.932,0.740343347639485,0.259656652360515,0.068,0.00011278764251525353,0.0006193530724407481,3.2680575449921532e-06,10.27,0.13476
5,Pair PPO stochastic,0.9,1000,61.09004329412435,2.0676302525347787,2.0669310391973,3.061176344701957,3.544731626867462,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,28.0,0.11898800000000002
5,Pair PPO stochastic,0.99,1000,66.05919125013386,1.9081864714871708,1.8081617781858625,3.0629169723586642,3.516520592807867,0.999,1.0,0.999,0.001,0.0,2.4489941975895936e-06,0.0,0.0,27.287,0.12176799999999999
5,Pair PPO stochastic,0.999,1000,63.377851070692955,1.8946633207885781,1.7897453228740687,3.0245512793523006,3.440027814256345,0.949,1.0,0.949,0.051,0.0,9.71790633975409e-05,4.4652404366278816e-05,0.0,21.807,0.121834
5,Pair PPO stochastic,0.9999,1000,36.330841397359194,2.0418159137892915,1.9861607904579728,3.037282938850126,3.539821388471637,0.615,0.886,0.6941309255079007,0.3058690744920993,0.114,0.00022277932190777305,0.0010406060349351807,1.0751167029734998e-05,8.991,0.13886599999999996
6,Pair PPO stochastic,0.9,1000,60.25400291574581,2.1262166884333498,2.132191991874663,3.1475212481175676,3.6258165836675462,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,28.0,0.16263799999999998
6,Pair PPO stochastic,0.99,1000,66.75278885419877,1.8872003622592626,1.7789498472749088,3.0420772697609895,3.3842733639067655,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,27.409,0.15229600000000001
6,Pair PPO stochastic,0.999,1000,63.84547746262874,1.952926951672672,1.846976585387324,3.1769637190787705,3.612312666092743,0.973,1.0,0.973,0.027,0.0,2.4437806109310677e-05,0.0,0.0,22.615,0.153706
6,Pair PPO stochastic,0.9999,1000,40.62573466057991,2.1052598218762566,2.019171057661765,3.188265054473163,3.659611814455527,0.679,0.901,0.753607103218646,0.24639289678135406,0.099,8.717428868557243e-05,0.0005031109762432081,7.97398680748529e-06,9.845,0.15821000000000005
7,Pair PPO stochastic,0.9,1000,60.30536755375509,2.1161746044683385,2.075771466575276,3.219649290646325,3.6248451214308943,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,27.997,0.143038
7,Pair PPO stochastic,0.99,1000,66.11217051616265,1.8960888244181522,1.83896395638655,2.998366117809491,3.352726539022241,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,27.635,0.148532
7,Pair PPO stochastic,0.999,1000,65.13557936267715,1.9037844147727394,1.8104846337677003,3.0983355491738225,3.511442101018247,0.983,1.0,0.983,0.017,0.0,1.9099897239630125e-05,0.0,0.0,22.837,0.15302200000000002
7,Pair PPO stochastic,0.9999,1000,43.386926228858854,2.070068109358308,2.00620347202846,3.137173690959486,3.5709143860002794,0.72,0.95,0.7578947368421053,0.24210526315789474,0.05,0.00010402576745232006,0.000423753183272224,3.6068173712433538e-06,10.219,0.163186
8,Pair PPO stochastic,0.9,1000,60.43686049421762,2.130586613513932,2.123581182753924,3.109329766840247,3.704902948114928,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,28.0,0.139548
8,Pair PPO stochastic,0.99,1000,66.67991994026869,1.8869760800220525,1.83896395638655,2.9772625229536858,3.524666944420088,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,27.446,0.13472399999999998
8,Pair PPO stochastic,0.999,1000,63.791810583840686,1.8992027932957671,1.7448235325069916,3.1077081015411347,3.512367389655437,0.951,0.993,0.9577039274924471,0.04229607250755287,0.007,8.278044980621257e-05,0.0,1.6849490133100663e-06,22.039,0.137264
8,Pair PPO stochastic,0.9999,1000,37.20227695823216,2.077155692591972,2.00620347202846,3.092010117716507,3.7109074987077046,0.636,0.872,0.7293577981651376,0.2706422018348624,0.128,0.0002039660118306571,0.0010095471075535374,2.8776676388747478e-05,8.928,0.152504
9,Pair PPO stochastic,0.9,1000,60.71528092937171,2.102984815417875,2.075771466575276,3.109329766840247,3.5240966379657865,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,27.998,0.120974
9,Pair PPO stochastic,0.99,1000,67.18659883107225,1.861222461406247,1.698704970380092,2.989251538559104,3.4042878246927635,0.998,1.0,0.998,0.002,0.0,3.248776276457699e-07,0.0,0.0,27.494,0.136428
9,Pair PPO stochastic,0.999,1000,64.49066821439438,1.8960610230404777,1.7897453228740687,3.100058017618881,3.3931654647160725,0.966,1.0,0.966,0.034,0.0,7.732912968441763e-05,0.0,0.0,23.005,0.144962
9,Pair PPO stochastic,0.9999,1000,40.81893118801004,2.064624396775144,2.0179126065360933,3.066005695331515,3.5354723225138955,0.682,0.959,0.7111574556830031,0.28884254431699685,0.041,0.00019347189715613334,0.0006643058026452314,9.967986247001458e-07,9.947,0.14668
0,Safe Min-Latency,0.9,1000,64.30632101278108,1.9384892063285866,2.0367321801281832,2.9353172195707695,3.143342361201661,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,27.988,0.067326
0,Safe Min-Latency,0.99,1000,70.72525852986603,1.7329018852416271,1.644268186383954,2.7448512733131736,2.8825010150223145,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,27.06,0.075234
0,Safe Min-Latency,0.999,1000,70.57489850058003,1.7356420807471895,1.6397227595106756,2.794967411202947,3.1188966952069377,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,21.087,0.08024400000000001
0,Safe Min-Latency,0.9999,1000,53.081853845967444,2.000933052351317,1.9544466784370798,3.037282938850126,3.570914386000293,0.827,0.827,1.0,0.0,0.173,1.894274375738747e-05,0.00012001410707129228,1.894274375738747e-05,7.551,0.13120400000000002
1,Safe Min-Latency,0.9,1000,64.53563152925261,1.9230707011003292,1.9889980779914254,2.8941762717140525,3.109274305706492,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,27.974,0.06937600000000001
1,Safe Min-Latency,0.99,1000,70.57778704197405,1.743312865681748,1.5904469773065557,2.8233217666192103,2.9889566930271707,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,27.42,0.068354
1,Safe Min-Latency,0.999,1000,70.26936647889772,1.7524878465450484,1.6397227595106756,2.7956131591992746,3.1653099021683317,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,22.082,0.07608599999999999
1,Safe Min-Latency,0.9999,1000,57.84219368150627,1.9541884939184222,1.9053554306464093,2.869405610563882,3.4025871385199182,0.897,0.897,1.0,0.0,0.103,6.341014658146738e-06,3.576659408388019e-05,6.341014658146738e-06,8.883,0.13592800000000002
2,Safe Min-Latency,0.9,1000,64.5500026676146,1.9236549139684878,1.9891007360328956,2.9227642162708207,3.109274305706492,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,28.0,0.068048
2,Safe Min-Latency,0.99,1000,70.57679475736728,1.7305421957436635,1.644268186383954,2.7448512733131736,2.881016403076245,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,27.09,0.07363400000000002
2,Safe Min-Latency,0.999,1000,69.94741402930681,1.7586075085545,1.6397227595106756,2.8014248911662207,3.1173361032996922,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,20.746,0.073784
2,Safe Min-Latency,0.9999,1000,54.08073477839223,1.9745954369598206,1.9201358666635144,2.971816061465121,3.549207280387129,0.83,0.83,1.0,0.0,0.17,1.6629224928546017e-05,0.00010061197078192752,1.6629224928546017e-05,7.873,0.157256
3,Safe Min-Latency,0.9,1000,64.13114686353485,1.94447007961417,2.0367754424175075,2.9227642162708207,3.1098926563166183,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,27.976,0.06902
3,Safe Min-Latency,0.99,1000,70.696948501991,1.7350153662104977,1.644268186383954,2.7448512733131762,2.9202801544130352,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,27.356,0.07329999999999999
3,Safe Min-Latency,0.999,1000,70.35515243962377,1.7501652819341813,1.6372307730028979,2.7838097068789525,3.1653099021683317,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,22.041,0.07926999999999998
3,Safe Min-Latency,0.9999,1000,55.88559170950526,1.967455321311396,1.9360494390307394,2.973217494028664,3.463732768879153,0.862,0.862,1.0,0.0,0.138,9.564589566897318e-06,7.71916944090123e-05,9.564589566897318e-06,8.902,0.12275200000000001
4,Safe Min-Latency,0.9,1000,64.11599079686628,1.9474625257601523,2.036818704706832,2.9227642162708207,3.1627355310648957,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,27.991,0.066652
4,Safe Min-Latency,0.99,1000,70.30413191210089,1.7539219960965668,1.644268186383954,2.757925188487377,3.088660221014635,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,27.489,0.070508
4,Safe Min-Latency,0.999,1000,70.18117140683307,1.7489137741568856,1.6397227595106756,2.794967411202947,3.132343875113189,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,22.795,0.071304
4,Safe Min-Latency,0.9999,1000,59.9895412684379,1.9410218248589703,1.8976535035592343,2.8350189186446073,3.3156863183455454,0.932,0.932,1.0,0.0,0.068,3.2680575449921532e-06,1.487069677956741e-05,3.2680575449921532e-06,10.27,0.13458
5,Safe Min-Latency,0.9,1000,64.48596129842409,1.9191577535313105,2.036818704706832,2.885609791431896,3.0748909595735014,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,28.0,0.070304
5,Safe Min-Latency,0.99,1000,70.57905096852744,1.744602072098429,1.5970655111322287,2.8243114876464714,3.088660221014635,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,27.287,0.072736
5,Safe Min-Latency,0.999,1000,70.24451231178061,1.7528519935192208,1.6296004666327377,2.794967411202947,3.1653099021683317,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,21.807,0.079268
5,Safe Min-Latency,0.9999,1000,57.352200047674124,1.9387394711298456,1.9080233619712317,2.8350189186446073,3.1111825915699787,0.886,0.886,1.0,0.0,0.114,1.0751167029734776e-05,8.155470073112348e-05,1.0751167029734776e-05,8.991,0.15184400000000003
6,Safe Min-Latency,0.9,1000,64.39799482660621,1.9335838022682241,2.036818704706832,2.9227642162708207,3.109329766840247,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,28.0,0.071714
6,Safe Min-Latency,0.99,1000,70.82423821863125,1.730541179781955,1.644268186383954,2.795731191937611,2.9404913621724913,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,27.409,0.07110799999999999
6,Safe Min-Latency,0.999,1000,70.14057599481905,1.75466833663235,1.6397227595106756,2.794967411202947,3.1653099021683317,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,22.615,0.07264200000000001
6,Safe Min-Latency,0.9999,1000,58.2924003669857,1.9223827838564298,1.9201358666635144,2.7997724197264375,3.0450876829147986,0.901,0.901,1.0,0.0,0.099,7.973986807484623e-06,4.258117316191502e-05,7.973986807484623e-06,9.845,0.14080399999999998
7,Safe Min-Latency,0.9,1000,64.66878776279822,1.9284833069765859,2.0186020146892227,2.9227642162708207,3.143342361201661,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,27.997,0.06931999999999999
7,Safe Min-Latency,0.99,1000,70.4030815613111,1.748129690626086,1.5904469773065557,2.817993363886661,3.0357295949757366,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,27.635,0.073724
7,Safe Min-Latency,0.999,1000,69.91881803129274,1.771624116327194,1.6397227595106756,2.8201377744746803,3.1716706669466137,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,22.837,0.07472
7,Safe Min-Latency,0.9999,1000,60.49824909515751,1.9563177313646638,1.9360494390307394,2.8351046053217432,3.310669030048725,0.95,0.95,1.0,0.0,0.05,3.6068173712429095e-06,9.082602893109647e-08,3.6068173712429095e-06,10.219,0.116846
8,Safe Min-Latency,0.9,1000,64.28572422189217,1.9431100942202952,2.03681870470686,2.9227642162708207,3.10927707876318,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,28.0,0.06842999999999999
8,Safe Min-Latency,0.99,1000,70.50737352312908,1.7440748045383279,1.644268186383954,2.8243114876464688,3.022819181823277,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,27.446,0.07299800000000001
8,Safe Min-Latency,0.999,1000,69.80663306671859,1.752846119716326,1.6086089817635028,2.7956131591992746,3.164838960119981,0.993,0.993,1.0,0.0,0.007,1.6849490133100663e-06,0.0,1.6849490133100663e-06,22.039,0.074608
8,Safe Min-Latency,0.9999,1000,55.77374235851556,1.9519444525294212,1.9336443084172146,2.8350189186446073,3.293521177179543,0.872,0.872,1.0,0.0,0.128,2.8776676388745703e-05,0.00017621106725707048,2.8776676388745703e-05,8.928,0.13811600000000002
9,Safe Min-Latency,0.9,1000,64.29601866507119,1.940037016870059,2.036818704706832,2.9227642162708207,3.143342361201661,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,27.998,0.06939599999999999
9,Safe Min-Latency,0.99,1000,70.8531139461395,1.7306940209944792,1.610731418555062,2.798769616054495,2.941589673118621,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,27.494,0.073396
