episode,tasks,mean_reward,mean_latency,mean_safe_set_size,empty_safe_set_rate,feasibility_rate,conditional_rsr,overall_rsr,avoidable_violation_count,unavoidable_violation_count,mean_masked_entropy,pair_78_frequency,pair_selection_hhi,top1_pair_frequency,pair_selection_entropy
40,200,60.591039828816086,2.121193500360679,21.99,0.005,0.995,1.0,0.995,0,1,2.8334153687953947,0.045,0.05635,0.135,3.0797304671117534
41,200,60.655626225530796,2.137036198543447,24.705,0.0,1.0,1.0,1.0,0,0,3.1495300060510636,0.03,0.043450000000000016,0.075,3.229604881991868
42,200,61.74605890584367,2.0277956073638217,24.945,0.0,1.0,1.0,1.0,0,0,3.1765084719657897,0.03,0.0423,0.08,3.239312064788355
43,200,62.541804094695124,2.022656881670362,20.415,0.0,1.0,1.0,1.0,0,0,2.7259922009706496,0.06,0.059900000000000016,0.165,3.0717600076960347
44,200,62.65989649336743,1.9723567246504963,21.155,0.0,1.0,1.0,1.0,0,0,2.909802457690239,0.07,0.047900000000000005,0.09,3.1605080448327545
45,200,62.3557545131237,2.0123939818072754,21.17,0.0,1.0,1.0,1.0,0,0,2.8339775905013083,0.08,0.044150000000000016,0.08,3.2168704714777445
46,200,62.5302025287888,2.0022453082809233,21.76,0.005,0.995,1.0,0.995,0,1,2.90168871819973,0.075,0.0452,0.09,3.2006573790161696
47,200,61.2664688564522,2.0793817337304863,21.84,0.0,1.0,1.0,1.0,0,0,2.961622537970543,0.05,0.04835000000000002,0.085,3.1405534766838223
48,200,60.555999278612,2.063499989106543,22.345,0.02,0.98,1.0,0.98,0,4,2.892700163722038,0.06,0.04735000000000001,0.11,3.1888925324242474
49,200,56.017892464685765,2.054138796979881,18.42,0.105,0.895,1.0,0.895,0,21,2.4980810326337815,0.22,0.07885,0.22,2.9248192005850524
50,200,58.49359789729123,2.1337028181114763,18.895,0.055,0.945,1.0,0.945,0,11,2.6228592988848685,0.085,0.06165000000000001,0.16,3.069916920865988
51,200,62.53201548653935,1.9766159085676316,21.885,0.0,1.0,1.0,1.0,0,0,2.9226747024059296,0.065,0.04885000000000002,0.095,3.161447492608866
52,200,62.04460832028353,2.032664409850398,22.335,0.005,0.995,1.0,0.995,0,1,2.895896692276001,0.08,0.046100000000000016,0.11,3.2120616287505217
53,200,62.91486128155164,2.0229884148760107,24.035,0.0,1.0,1.0,1.0,0,0,3.092337782382965,0.055,0.04585,0.08,3.187681898350534
54,200,61.11077507530705,2.0955401910385927,22.375,0.0,1.0,1.0,1.0,0,0,3.0251869201660155,0.07,0.04555000000000002,0.085,3.1956838580725853
55,200,61.7750596068792,2.0556621744420784,21.285,0.0,1.0,1.0,1.0,0,0,2.8003213584423063,0.075,0.04905000000000001,0.11,3.1615498506884303
56,200,62.28494718351369,2.037094863024307,20.73,0.005,0.995,1.0,0.995,0,1,2.67658421933651,0.05,0.056100000000000025,0.155,3.1377251753147286
57,200,61.780749707070356,2.0539797495440753,22.85,0.0,1.0,1.0,1.0,0,0,3.016591364145279,0.085,0.04415000000000001,0.085,3.2107310087834264
58,200,62.736274372306525,2.029330954264083,23.3,0.0,1.0,1.0,1.0,0,0,3.0453712129592896,0.06,0.04575000000000001,0.085,3.1943968446370907
59,200,61.46306072368343,2.0697558384965826,23.055,0.0,1.0,1.0,1.0,0,0,3.0275338631868363,0.04,0.041900000000000014,0.06,3.241851260570907
60,200,60.827820594226175,2.1030640739966957,23.075,0.0,1.0,1.0,1.0,0,0,3.0360952442884446,0.055,0.04285000000000001,0.07,3.2303323850075323
61,200,62.50020950298702,2.0160542139849906,23.805,0.0,1.0,1.0,1.0,0,0,3.1067054903507234,0.07,0.042800000000000005,0.07,3.2319675226719955
62,200,57.858368294085466,2.0972582089069616,21.52,0.06,0.94,1.0,0.94,0,12,2.8618419444561005,0.08,0.043050000000000005,0.08,3.2302286629280155
63,200,56.34102717216502,2.0626985123448622,20.67,0.09,0.91,1.0,0.91,0,18,2.6730623883008957,0.165,0.05905000000000002,0.165,3.09964042495202
64,200,62.27478904652387,2.02153465947904,22.26,0.0,1.0,1.0,1.0,0,0,2.9391970390081408,0.085,0.043800000000000006,0.085,3.225272986291621
65,200,61.60001680101343,2.0703662347215244,23.815,0.005,0.995,1.0,0.995,0,1,2.97605062097311,0.115,0.04745000000000002,0.115,3.193231155569206
66,200,59.64587537661528,2.126778297876925,22.425,0.0,1.0,1.0,1.0,0,0,2.95186659604311,0.035,0.04540000000000002,0.08,3.2037631514218474
67,200,62.22271849659367,2.0480473294995334,21.24,0.0,1.0,1.0,1.0,0,0,2.8716437155008316,0.085,0.04635,0.085,3.2023159828191843
68,200,61.83349517437493,2.084124115242313,24.965,0.0,1.0,1.0,1.0,0,0,3.1833021998405457,0.06,0.04465000000000001,0.065,3.1932151516659633
69,200,47.10706687083482,2.3245121087729346,17.56,0.205,0.795,1.0,0.795,0,41,2.296319600045681,0.055,0.1061,0.285,2.851428864528793
70,200,62.64583720462559,2.0041716056352716,23.775,0.0,1.0,1.0,1.0,0,0,3.0880883461236954,0.07,0.046350000000000016,0.085,3.165387193881001
71,200,62.047992556036974,2.1004873684542162,20.28,0.0,1.0,1.0,1.0,0,0,2.802712337076664,0.06,0.06085,0.125,3.000885390948156
72,200,63.06181733449098,2.022097875102282,22.975,0.0,1.0,1.0,1.0,0,0,3.029180723428726,0.09,0.04715000000000001,0.09,3.181518541929987
73,200,62.69331274378815,2.014934386976427,23.275,0.0,1.0,1.0,1.0,0,0,3.0364338052272797,0.055,0.044850000000000015,0.075,3.1963051354798977
74,200,61.65304954180178,2.0573514060533835,23.65,0.0,1.0,1.0,1.0,0,0,3.098981164097786,0.055,0.043550000000000005,0.07,3.2153614277508336
75,200,58.08999665139729,2.015186215540782,19.38,0.09,0.91,1.0,0.91,0,18,2.5692517149448393,0.115,0.066,0.175,3.064118457744363
76,200,61.881035056327484,2.0705608073182664,21.885,0.0,1.0,1.0,1.0,0,0,2.917457503080368,0.06,0.047349999999999996,0.095,3.163755210552792
77,200,56.612293519875436,2.094612299428537,21.325,0.08,0.92,1.0,0.92,0,16,2.7324349653720854,0.035,0.07089999999999999,0.205,3.032868656018743
78,200,61.10350376411211,2.06436536172519,19.68,0.02,0.98,1.0,0.98,0,4,2.665589129328728,0.145,0.0562,0.145,3.0870608933025427
79,200,62.27312538131898,2.044558444702362,23.505,0.0,1.0,1.0,1.0,0,0,3.063311498761177,0.06,0.04380000000000001,0.075,3.217656741682274
80,200,62.19899561145924,2.0189837654168774,22.885,0.0,1.0,1.0,1.0,0,0,3.029783251285553,0.05,0.04390000000000001,0.065,3.206479614149209
81,200,62.67339234578816,1.9981203310708975,21.99,0.0,1.0,1.0,1.0,0,0,2.8954168093204498,0.105,0.05325000000000001,0.105,3.1263882705109625
82,200,61.2622265568513,2.0423571903998536,22.975,0.0,1.0,1.0,1.0,0,0,3.0154153019189835,0.04,0.0463,0.09,3.1862352978001205
83,200,61.437388972730915,2.0363849603321063,22.73,0.02,0.98,1.0,0.98,0,4,2.923452567756176,0.075,0.045600000000000016,0.075,3.192362291310864
84,200,62.11895630330911,2.0036500635057943,21.24,0.005,0.995,1.0,0.995,0,1,2.764120752811432,0.025,0.057550000000000004,0.14,3.0868315855729493
85,200,61.74570680220691,2.115788541697424,23.065,0.0,1.0,1.0,1.0,0,0,3.0294672405719756,0.05,0.044850000000000015,0.075,3.200606291700788
86,200,58.32612627911629,2.1181717826498674,19.505,0.06,0.94,1.0,0.94,0,12,2.554963111281395,0.195,0.07015000000000002,0.195,3.007428055956599
87,200,63.20439874004355,2.010886700216834,22.88,0.0,1.0,1.0,1.0,0,0,2.962993130683899,0.09,0.05245000000000001,0.095,3.104236790568917
88,200,63.37910412533977,1.9629343991085575,21.665,0.0,1.0,1.0,1.0,0,0,2.887694538831711,0.085,0.052400000000000016,0.095,3.109168722080794
89,200,62.087480613134375,2.0337163491526815,22.595,0.0,1.0,1.0,1.0,0,0,2.962930226922035,0.08,0.0485,0.09,3.142384734029715
90,200,61.093650998096294,2.085408605702301,22.02,0.01,0.99,1.0,0.99,0,2,2.862527221441269,0.02,0.04745000000000002,0.115,3.19375717281167
91,200,56.10885218058384,2.0775423171443874,21.065,0.1,0.9,1.0,0.9,0,20,2.6895679333806037,0.045,0.06210000000000001,0.175,3.075844614385157
92,200,60.79018806548784,2.0697282358058047,20.375,0.005,0.995,1.0,0.995,0,1,2.74080018311739,0.135,0.056050000000000016,0.135,3.0967807944474335
93,200,61.82928322075486,2.0824594600310284,20.39,0.005,0.995,1.0,0.995,0,1,2.6989452454447744,0.065,0.060950000000000004,0.155,3.0440979769474006
94,200,59.780677107422896,1.9902155165193114,19.585,0.055,0.945,1.0,0.945,0,11,2.5860880491137506,0.045,0.07304999999999999,0.21,3.008583078330438
95,200,61.87937626240846,2.0192042656951807,22.815,0.005,0.995,1.0,0.995,0,1,2.892210467457771,0.095,0.04745000000000002,0.1,3.1942906284905286
96,200,61.954548878562235,2.0396759712984203,23.305,0.0,1.0,1.0,1.0,0,0,3.047244963049889,0.045,0.045,0.07,3.17200367304324
97,200,61.065850079533966,2.100167244210091,23.16,0.0,1.0,1.0,1.0,0,0,3.0325564670562746,0.055,0.04610000000000001,0.08,3.1885977117002566
98,200,58.3930199504244,2.047253032802598,17.605,0.075,0.925,1.0,0.925,0,15,2.4672806638479234,0.05,0.07110000000000001,0.16,2.9733026666914077
99,200,57.28574559186629,1.9789616505407508,21.125,0.105,0.895,1.0,0.895,0,21,2.6716250121593474,0.21,0.0732,0.21,3.0080556749501652
100,200,62.878723544968864,2.0257071238437505,25.475,0.0,1.0,1.0,1.0,0,0,3.2052226769924164,0.035,0.04350000000000001,0.075,3.2159633030975963
101,200,59.33925027471365,2.1281099343693364,22.105,0.035,0.965,1.0,0.965,0,7,2.874361230134964,0.065,0.044100000000000014,0.09,3.216820943809315
102,200,62.276144468573605,2.0310643383481506,21.805,0.0,1.0,1.0,1.0,0,0,2.9379384952783583,0.07,0.04855000000000001,0.105,3.174040891577081
103,200,61.81096106204667,2.0531847259965286,22.58,0.0,1.0,1.0,1.0,0,0,3.0228705114126204,0.045,0.0427,0.07,3.2295978676928727
104,200,62.22848035109164,2.013557349324915,19.885,0.0,1.0,1.0,1.0,0,0,2.76838050365448,0.09,0.060450000000000004,0.12,3.0256674680275975
105,200,62.00374435025709,2.007533985358042,22.795,0.0,1.0,1.0,1.0,0,0,3.010732174515724,0.065,0.04600000000000001,0.09,3.1960898204145445
106,200,60.65838381039823,2.0942461630079254,18.38,0.005,0.995,1.0,0.995,0,1,2.495797113776207,0.045,0.0699,0.2,3.0302913544747363
107,200,52.5018941562794,2.114048748768833,18.85,0.15,0.85,1.0,0.85,0,30,2.4788708198070526,0.225,0.0794,0.225,2.971812600073967
108,200,62.55447319884493,2.0293693494187353,22.195,0.0,1.0,1.0,1.0,0,0,2.8583789110183715,0.065,0.051150000000000015,0.12,3.1432926738365192
109,200,62.05656569871468,2.0136736318582127,21.67,0.0,1.0,1.0,1.0,0,0,2.895789069533348,0.125,0.0534,0.125,3.111107761599612
110,200,54.60698120191595,2.0648191847533406,20.495,0.125,0.875,1.0,0.875,0,25,2.655901029109955,0.035,0.06665000000000001,0.195,3.0730076236605592
111,200,58.218413921437204,2.062592986705031,20.465,0.075,0.925,1.0,0.925,0,15,2.706012856960297,0.06,0.050850000000000006,0.115,3.1357072672405963
112,200,62.59041736123099,2.0146328559554783,27.125,0.0,1.0,1.0,1.0,0,0,3.2850681602954865,0.045,0.042350000000000006,0.065,3.2338008003466743
113,200,62.26585641214646,2.035820311973466,23.82,0.0,1.0,1.0,1.0,0,0,3.0659130358695985,0.04,0.042050000000000004,0.07,3.242511764425933
114,200,61.95876324858759,2.0318052337216654,25.45,0.0,1.0,1.0,1.0,0,0,3.195646668076515,0.045,0.04135,0.06,3.2418393060334347
115,200,61.275190555780455,2.066208671686331,24.03,0.0,1.0,1.0,1.0,0,0,3.126072950363159,0.02,0.0448,0.075,3.192285783666873
116,200,57.58079624693201,2.087479029532448,19.725,0.08,0.92,1.0,0.92,0,16,2.6486181846261023,0.085,0.0726,0.2,2.9773053933149436
117,200,62.19760591386817,2.060123169662919,20.705,0.0,1.0,1.0,1.0,0,0,2.781001164019108,0.095,0.048250000000000015,0.095,3.168609967263505
118,200,62.637193262921194,2.0200384219728664,22.995,0.0,1.0,1.0,1.0,0,0,3.0690475916862487,0.04,0.04625000000000001,0.085,3.182774819115018
119,200,62.02068612986694,2.05297724849355,23.585,0.0,1.0,1.0,1.0,0,0,3.0740502309799194,0.04,0.04180000000000002,0.06,3.240215923600606
120,200,62.23306910329007,2.025578520980026,23.02,0.0,1.0,1.0,1.0,0,0,3.02354639172554,0.065,0.04375000000000001,0.075,3.2122455880426823
121,200,62.57010653851342,2.0313636693812676,22.22,0.0,1.0,1.0,1.0,0,0,2.93605594009161,0.04,0.04780000000000001,0.085,3.1655091652746283
122,200,61.639672977319385,2.0424985460944862,23.01,0.0,1.0,1.0,1.0,0,0,3.04054793715477,0.06,0.04375000000000001,0.06,3.200320781520862
123,200,60.159333341894474,2.147080593523397,25.21,0.0,1.0,1.0,1.0,0,0,3.1842940413951872,0.03,0.0425,0.08,3.2397917242087204
124,200,61.62074617921364,2.036419925092245,22.385,0.0,1.0,1.0,1.0,0,0,2.9882518070936204,0.075,0.04315,0.075,3.2247570595246793
125,200,63.32348325179342,1.9971405118812413,23.865,0.0,1.0,1.0,1.0,0,0,3.121922826766968,0.035,0.04480000000000001,0.07,3.18750793856611
126,200,59.9215429278924,2.160773289360388,25.54,0.0,1.0,1.0,1.0,0,0,3.209043200016022,0.035,0.04415000000000001,0.065,3.199102999821832
127,200,52.96966077763359,2.1230401574052244,16.58,0.15,0.85,1.0,0.85,0,30,2.3136032673716547,0.075,0.10055,0.26,2.7871338599713256
128,200,60.83963490946167,2.084898488709751,21.665,0.01,0.99,1.0,0.99,0,2,2.759052540361881,0.125,0.051250000000000004,0.125,3.133174344159362
129,200,62.161464731854565,2.0547805956580616,22.835,0.0,1.0,1.0,1.0,0,0,3.008520864248276,0.035,0.04535000000000001,0.07,3.1681311351952295
130,200,62.09548319620979,2.0186685650558345,22.81,0.0,1.0,1.0,1.0,0,0,3.0236693674325945,0.035,0.04755000000000001,0.095,3.162250697013325
131,200,61.24000370933612,2.073237775519082,22.865,0.0,1.0,1.0,1.0,0,0,2.9964414304494857,0.06,0.05145000000000001,0.095,3.1161275828720245
132,200,61.03913519821813,2.0866926657879232,19.045,0.0,1.0,1.0,1.0,0,0,2.665929150879383,0.04,0.05735000000000001,0.14,3.082251414621158
133,200,61.09786957799929,2.0690341158344725,22.105,0.02,0.98,1.0,0.98,0,4,2.859932566285133,0.125,0.05650000000000001,0.125,3.0761943069820123
134,200,62.57558072455014,2.0374891022239527,20.23,0.0,1.0,1.0,1.0,0,0,2.793245760202408,0.115,0.05375,0.115,3.080238769341065
135,200,63.802855418964576,1.9577320787912713,20.3,0.005,0.995,1.0,0.995,0,1,2.76567573338747,0.12,0.05675,0.12,3.0479909487545847
136,200,61.67361459793315,2.0565222910116305,22.14,0.0,1.0,1.0,1.0,0,0,2.9579936888813974,0.07,0.049199999999999994,0.085,3.1386418490315005
137,200,61.61665560860925,2.0759949324912257,19.77,0.0,1.0,1.0,1.0,0,0,2.749026071727276,0.095,0.05315000000000001,0.105,3.0887545849434246
138,200,62.15332535625811,2.0537443904821093,24.845,0.0,1.0,1.0,1.0,0,0,3.165456656217575,0.025,0.045,0.08,3.2023452288636416
139,200,62.76310274801044,2.029658460930783,23.365,0.0,1.0,1.0,1.0,0,0,3.0284796291589737,0.09,0.05065,0.105,3.1381004345898806
140,200,62.02589503840552,2.01842792908044,19.215,0.005,0.995,1.0,0.995,0,1,2.619770575761795,0.08,0.06649999999999999,0.18,3.0185510399419146
141,200,52.830789000217756,2.1088584104663433,19.19,0.15,0.85,1.0,0.85,0,30,2.5384209874272345,0.1,0.0708,0.19,2.9985182451832753
142,200,62.39749808173121,2.0541427180916974,24.19,0.0,1.0,1.0,1.0,0,0,3.1165807020664213,0.04,0.04275000000000001,0.065,3.2266939140027247
143,200,62.583731030477956,2.001379841129767,21.77,0.0,1.0,1.0,1.0,0,0,2.7995300847291946,0.125,0.053000000000000005,0.125,3.1221181600288466
144,200,62.79977069651912,2.0078131132727886,23.21,0.0,1.0,1.0,1.0,0,0,2.9985067123174667,0.05,0.047200000000000006,0.08,3.1628622922143297
145,200,61.238429919741236,2.0892029698016525,24.11,0.0,1.0,1.0,1.0,0,0,3.0994030380249025,0.06,0.041749999999999995,0.07,3.24833073762552
146,200,62.75389568617613,2.049939172215634,20.975,0.0,1.0,1.0,1.0,0,0,2.8691304963827133,0.065,0.046000000000000006,0.08,3.1832402939648956
147,200,62.158523373359856,2.053499075882252,25.26,0.0,1.0,1.0,1.0,0,0,3.1679066026210787,0.06,0.04415000000000002,0.075,3.2122808763679274
148,200,63.046422615349385,2.004440139441613,23.475,0.0,1.0,1.0,1.0,0,0,3.043777208328247,0.05,0.04510000000000001,0.085,3.1996789046065026
149,200,61.444174908244776,2.0875355347983278,21.955,0.0,1.0,1.0,1.0,0,0,2.8957686105370524,0.06,0.04755000000000001,0.09,3.1471444420637797
150,200,62.944979868420795,1.9738041481546356,20.06,0.0,1.0,1.0,1.0,0,0,2.751510421335697,0.1,0.054650000000000004,0.1,3.0678000944989035
151,200,62.281618685485064,2.056700625896751,22.975,0.0,1.0,1.0,1.0,0,0,2.9873539209365845,0.075,0.0471,0.075,3.1561701462757012
152,200,63.672350076111016,1.981010541034221,21.55,0.0,1.0,1.0,1.0,0,0,2.915214041471481,0.095,0.05310000000000001,0.095,3.085699511295535
153,200,62.76371476074522,2.0256739839215605,23.365,0.0,1.0,1.0,1.0,0,0,2.981997507214546,0.06,0.04980000000000001,0.11,3.158665637261407
154,200,61.48760019422551,2.1249747867960904,22.225,0.0,1.0,1.0,1.0,0,0,2.8953413367271423,0.1,0.053300000000000014,0.1,3.0966676729656237
155,200,63.39172189936435,1.969199261087037,22.8,0.0,1.0,1.0,1.0,0,0,2.992060508131981,0.055,0.04545000000000002,0.075,3.1796360045088337
156,200,62.697310879970175,2.0632420842412844,25.865,0.0,1.0,1.0,1.0,0,0,3.195509629249573,0.055,0.043000000000000003,0.075,3.2247979512553773
157,200,62.922170512092606,1.9851426030492387,21.96,0.0,1.0,1.0,1.0,0,0,2.953842715024948,0.055,0.04795,0.09,3.1436523347901346
158,200,62.94330837555113,2.0114619812903847,22.77,0.0,1.0,1.0,1.0,0,0,3.0146619004011153,0.075,0.047700000000000006,0.075,3.158441373027615
159,200,61.82968683168072,2.089266388704134,21.3,0.0,1.0,1.0,1.0,0,0,2.8224003908038138,0.06,0.05174999999999999,0.12,3.121238372361327
160,200,62.782537883055305,2.0238963338570257,21.62,0.0,1.0,1.0,1.0,0,0,2.8516777309775354,0.08,0.05015,0.09,3.1200926147123256
161,200,62.44331611583233,2.0205324046416284,22.55,0.0,1.0,1.0,1.0,0,0,2.8873644334077837,0.09,0.05110000000000002,0.1,3.137406538365545
162,200,63.294908738052825,1.9901562889310742,19.285,0.0,1.0,1.0,1.0,0,0,2.693841091096401,0.065,0.05545,0.115,3.0843727043927784
163,200,61.91912699719908,2.030624369670316,21.21,0.0,1.0,1.0,1.0,0,0,2.86547687292099,0.08,0.04575000000000001,0.08,3.193821061739385
164,200,63.28642749516594,2.001891331765067,20.62,0.0,1.0,1.0,1.0,0,0,2.889764450788498,0.06,0.048350000000000004,0.075,3.116521211484272
165,200,61.30597089517079,2.0264376014727876,22.69,0.02,0.98,1.0,0.98,0,4,2.890423367321491,0.08,0.0505,0.11,3.1377668850539395
166,200,59.35462691723166,2.1054410697181725,20.225,0.03,0.97,1.0,0.97,0,6,2.672681888639927,0.085,0.05135000000000002,0.12,3.1393072468571073
167,200,61.48855302694932,2.0419951390966067,22.075,0.0,1.0,1.0,1.0,0,0,2.923936653137207,0.11,0.05545000000000001,0.11,3.0632382161105896
168,200,62.884703852855864,1.979426113020619,22.915,0.0,1.0,1.0,1.0,0,0,3.0435951524972915,0.075,0.047950000000000007,0.09,3.1385391660844593
169,200,60.98581314176341,2.052503285401226,17.02,0.03,0.97,1.0,0.97,0,6,2.3848987793922425,0.075,0.09159999999999999,0.245,2.840145229428079
170,200,61.37013270476233,2.0624095391139186,21.455,0.0,1.0,1.0,1.0,0,0,2.8715353405475614,0.065,0.04695000000000002,0.075,3.177899353192656
171,200,63.01354525212304,2.0020483789173467,23.06,0.0,1.0,1.0,1.0,0,0,2.868683006465435,0.075,0.05355000000000002,0.115,3.121263287260354
172,200,61.138138670035296,2.038000899941999,21.54,0.03,0.97,1.0,0.97,0,6,2.761861790418625,0.065,0.05245000000000001,0.115,3.105100806383719
173,200,62.83583313755112,2.0643451884788475,23.735,0.0,1.0,1.0,1.0,0,0,3.040302628278732,0.08,0.04725000000000001,0.08,3.1688021273944464
174,200,62.36345663772743,1.9887731046514319,19.085,0.005,0.995,1.0,0.995,0,1,2.632069813609123,0.085,0.06609999999999999,0.175,3.0149237490977034
