episode,transitions,first_minibatch_ratio_max_abs_error,ratio_min,ratio_max,mean_masked_entropy
1,200,0.0,0.995652973651886,1.0045002698898315,2.5605190098285675
2,200,0.0,0.9953668713569641,1.0033822059631348,3.048956125974655
3,200,0.0,0.9934223294258118,1.0037786960601807,3.0967312157154083
4,200,0.0,0.9938105940818787,1.005381464958191,3.2199941873550415
5,200,0.0,0.9947466850280762,1.0044395923614502,3.0099705159664154
6,200,0.0,0.9955524206161499,1.0049656629562378,3.1123490035533905
7,200,0.0,0.9963101148605347,1.0034884214401245,2.4938162118196487
8,200,0.0,0.9977466464042664,1.001716136932373,2.7895959317684174
9,200,0.0,0.9974081516265869,1.0018867254257202,2.9221321046352386
10,200,0.0,0.9982056021690369,1.0023235082626343,2.9423707127571106
11,200,0.0,0.9987109899520874,1.0017577409744263,2.6872576624155045
12,200,0.0,0.9991187453269958,1.0012606382369995,3.026472121477127
13,200,0.0,0.998247504234314,1.0025447607040405,2.915188103914261
14,200,0.0,0.9983108043670654,1.0021437406539917,3.0336197316646576
15,200,0.0,0.9957743883132935,1.0042787790298462,2.6108687818050385
16,200,0.0,0.9942300319671631,1.0059336423873901,3.056175798177719
17,200,0.0,0.995823323726654,1.0046135187149048,2.812191128730774
18,200,0.0,0.9976593255996704,1.0031843185424805,2.5020169615745544
19,200,0.0,0.998374342918396,1.002883791923523,2.7459761798381805
20,200,0.0,0.9991135001182556,1.0006685256958008,2.858280748128891
21,200,0.0,0.9985307455062866,1.0011082887649536,3.0055144131183624
22,200,0.0,0.9988998174667358,1.0013312101364136,2.558769702911377
23,200,0.0,0.9990772604942322,1.0009350776672363,3.024970293045044
24,200,0.0,0.9973970055580139,1.002495527267456,2.853058934211731
25,200,0.0,0.9980111718177795,1.0014233589172363,3.0344006717205048
26,200,0.0,0.9990655779838562,1.0008147954940796,2.7806992530822754
27,200,0.0,0.994764506816864,1.0039335489273071,2.9595154523849487
28,200,0.0,0.9948166608810425,1.005599856376648,2.8782713413238525
29,200,0.0,0.9960301518440247,1.0050902366638184,2.6874146461486816
30,200,0.0,0.9986257553100586,1.0019110441207886,3.1056123673915863
31,200,0.0,0.9985055327415466,1.0022214651107788,2.915293335914612
32,200,0.0,0.9984748363494873,1.0014547109603882,2.3025419265031815
33,200,0.0,0.9980463981628418,1.0025925636291504,3.138594150543213
34,200,0.0,0.9951412081718445,1.0048298835754395,2.813169300556183
35,200,0.0,0.9960705041885376,1.0042657852172852,3.001551538705826
36,200,0.0,0.9970874190330505,1.0042002201080322,2.861209660768509
37,200,0.0,0.9960795044898987,1.0048038959503174,3.0586775839328766
38,200,0.0,0.9971739649772644,1.0029884576797485,3.2006076872348785
39,200,0.0,0.9961260557174683,1.0027271509170532,2.6848483085632324
40,200,0.0,0.9968979954719543,1.0032755136489868,2.8592205941677094
41,200,0.0,0.9938643574714661,1.0051321983337402,3.165399491786957
42,200,0.0,0.9946063160896301,1.005346417427063,3.1741447746753693
43,200,0.0,0.9968202710151672,1.003089427947998,2.8137671053409576
44,200,0.0,0.9964410066604614,1.0042237043380737,2.8589832484722137
45,200,0.0,0.9974474310874939,1.0027523040771484,2.8215050995349884
46,200,0.0,0.9977495074272156,1.0023095607757568,2.9085194766521454
47,200,0.0,0.997612476348877,1.0014618635177612,2.953456401824951
48,200,0.0,0.995000958442688,1.0026136636734009,2.8777002096176147
49,200,0.0,0.9958425164222717,1.0021905899047852,2.4883893430233
50,200,0.0,0.9980092644691467,1.0013768672943115,2.598013550043106
51,200,0.0,0.9984981417655945,1.00169038772583,2.9528543949127197
52,200,0.0,0.9985705018043518,1.0017147064208984,2.843570649623871
53,200,0.0,0.9968934655189514,1.0027920007705688,3.0697569251060486
54,200,0.0,0.9974395632743835,1.0030944347381592,3.043290674686432
55,200,0.0,0.9981958270072937,1.0022056102752686,2.7610723972320557
56,200,0.0,0.9992883205413818,1.0007190704345703,2.7270277738571167
57,200,0.0,0.998180627822876,1.0019700527191162,3.038307934999466
58,200,0.0,0.9988052845001221,1.001392126083374,3.0111557841300964
