state_id,trial_id,task_id,requirement,load_tertile,safe_set_size,reference_action,alternative_action,initial_peak_queue_difference_seconds,peak_step,half_life_50_steps,half_life_25_steps,half_life_10_steps,right_censored
trial_006_ep1_task002,6,2,0.99,low,28,6,0,0.0,1,,,,False
trial_006_ep1_task002,6,2,0.99,low,28,6,1,0.0,1,,,,False
trial_006_ep1_task002,6,2,0.99,low,28,6,2,0.0,1,,,,False
trial_006_ep1_task002,6,2,0.99,low,28,6,3,0.0,1,,,,False
trial_006_ep1_task002,6,2,0.99,low,28,6,4,0.0,1,,,,False
trial_006_ep1_task002,6,2,0.99,low,28,6,5,0.0,1,,,,False
trial_006_ep1_task002,6,2,0.99,low,28,6,7,0.0,1,,,,False
trial_006_ep1_task002,6,2,0.99,low,28,6,8,0.0,1,,,,False
trial_006_ep1_task002,6,2,0.99,low,28,6,9,0.0,1,,,,False
trial_006_ep1_task002,6,2,0.99,low,28,6,10,0.0,1,,,,False
trial_006_ep1_task002,6,2,0.99,low,28,6,11,0.0,1,,,,False
trial_006_ep1_task002,6,2,0.99,low,28,6,12,0.0,1,,,,False
trial_006_ep1_task002,6,2,0.99,low,28,6,13,0.0,1,,,,False
trial_006_ep1_task002,6,2,0.99,low,28,6,14,0.0,1,,,,False
trial_006_ep1_task002,6,2,0.99,low,28,6,15,0.0,1,,,,False
trial_006_ep1_task002,6,2,0.99,low,28,6,16,0.0,1,,,,False
trial_006_ep1_task002,6,2,0.99,low,28,6,17,0.0,1,,,,False
trial_006_ep1_task002,6,2,0.99,low,28,6,18,0.0,1,,,,False
trial_006_ep1_task002,6,2,0.99,low,28,6,19,0.0,1,,,,False
trial_006_ep1_task002,6,2,0.99,low,28,6,20,0.0,1,,,,False
trial_006_ep1_task002,6,2,0.99,low,28,6,21,0.0,1,,,,False
trial_006_ep1_task002,6,2,0.99,low,28,6,22,0.0,1,,,,False
trial_006_ep1_task002,6,2,0.99,low,28,6,23,0.0,1,,,,False
trial_006_ep1_task002,6,2,0.99,low,28,6,24,0.0,1,,,,False
trial_006_ep1_task002,6,2,0.99,low,28,6,25,0.0,1,,,,False
trial_006_ep1_task002,6,2,0.99,low,28,6,26,0.0,1,,,,False
trial_006_ep1_task002,6,2,0.99,low,28,6,27,0.0,1,,,,False
trial_006_ep1_task003,6,3,0.9999,low,25,5,2,0.1361012165178263,1,2.0,2.0,2.0,False
trial_006_ep1_task003,6,3,0.9999,low,25,5,3,0.18353643136922276,1,2.0,2.0,2.0,False
trial_006_ep1_task003,6,3,0.9999,low,25,5,4,0.11926622356222089,1,2.0,2.0,2.0,False
trial_006_ep1_task003,6,3,0.9999,low,25,5,6,0.11105174355140052,1,2.0,2.0,2.0,False
trial_006_ep1_task003,6,3,0.9999,low,25,5,8,0.6420827115819403,1,2.0,2.0,2.0,False
trial_006_ep1_task003,6,3,0.9999,low,25,5,9,0.3224450636948913,1,2.0,2.0,3.0,False
trial_006_ep1_task003,6,3,0.9999,low,25,5,10,0.625247718626335,1,2.0,2.0,2.0,False
trial_006_ep1_task003,6,3,0.9999,low,25,5,11,0.5059814950641142,1,2.0,2.0,3.0,False
trial_006_ep1_task003,6,3,0.9999,low,25,5,12,0.6170332386155146,1,2.0,2.0,2.0,False
trial_006_ep1_task003,6,3,0.9999,low,25,5,13,0.6981001412354855,1,2.0,2.0,2.0,False
trial_006_ep1_task003,6,3,0.9999,low,25,5,14,0.37846249334843646,1,2.0,2.0,3.0,False
trial_006_ep1_task003,6,3,0.9999,low,25,5,15,0.6812651482798802,1,2.0,2.0,2.0,False
trial_006_ep1_task003,6,3,0.9999,low,25,5,16,0.5619989247176593,1,2.0,2.0,3.0,False
trial_006_ep1_task003,6,3,0.9999,low,25,5,17,0.6730506682690598,1,2.0,2.0,2.0,False
trial_006_ep1_task003,6,3,0.9999,low,25,5,18,0.1361012165178263,1,2.0,3.0,3.0,False
trial_006_ep1_task003,6,3,0.9999,low,25,5,19,0.43890387144926996,1,2.0,2.0,3.0,False
trial_006_ep1_task003,6,3,0.9999,low,25,5,20,0.319637647887049,1,2.0,2.0,3.0,False
trial_006_ep1_task003,6,3,0.9999,low,25,5,21,0.4306893914384496,1,2.0,2.0,3.0,False
trial_006_ep1_task003,6,3,0.9999,low,25,5,22,0.11926622356222089,1,2.0,3.0,3.0,False
trial_006_ep1_task003,6,3,0.9999,low,25,5,23,0.05796543597933912,2,3.0,3.0,3.0,False
