state_id,trial_id,task_id,requirement,load_tertile,safe_set_size,choice,action_index,horizon,effective_horizon,delta_total_queue_length,delta_maximum_server_queue_length,delta_total_backlog_seconds,delta_maximum_server_backlog_seconds,delta_mean_waiting_time_seconds,delta_mean_future_task_latency_seconds,delta_mean_future_task_reward,delta_mean_server_utilization
trial_006_ep1_task002,6,2,0.99,low,28,Safe Min-Latency,6,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
trial_006_ep1_task002,6,2,0.99,low,28,Safe Min-Latency,6,5,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
trial_006_ep1_task002,6,2,0.99,low,28,Safe Min-Latency,6,10,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
trial_006_ep1_task002,6,2,0.99,low,28,Safe Min-Latency,6,20,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
trial_006_ep1_task002,6,2,0.99,low,28,Safe Min-Latency,6,50,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
trial_006_ep1_task002,6,2,0.99,low,28,Next-best immediate,12,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.005796383215367004
trial_006_ep1_task002,6,2,0.99,low,28,Next-best immediate,12,5,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0030801064499433317
trial_006_ep1_task002,6,2,0.99,low,28,Next-best immediate,12,10,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0015072182058706307
trial_006_ep1_task002,6,2,0.99,low,28,Next-best immediate,12,20,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0005698887310102152
trial_006_ep1_task002,6,2,0.99,low,28,Next-best immediate,12,50,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0002635831289640733
trial_006_ep1_task002,6,2,0.99,low,28,PPO high probability,27,1,1,0.0,0.0,0.0,0.0,0.2873773064082479,0.0,0.0,-0.02833787349734987
trial_006_ep1_task002,6,2,0.99,low,28,PPO high probability,27,5,5,0.0,0.0,0.0,0.0,0.09579243546941596,0.0,0.0,-0.015058298199723041
trial_006_ep1_task002,6,2,0.99,low,28,PPO high probability,27,10,10,0.0,0.0,0.0,0.0,0.05225041934695418,0.0,0.0,-0.007368622339811864
trial_006_ep1_task002,6,2,0.99,low,28,PPO high probability,27,20,20,0.0,0.0,0.0,0.0,0.030250242779815584,0.0,0.0,-0.0027861226849388576
trial_006_ep1_task002,6,2,0.99,low,28,PPO high probability,27,50,50,0.0,0.0,0.0,0.0,0.011269698290519492,0.0,0.0,-0.0012886286304910621
trial_006_ep1_task002,6,2,0.99,low,28,PPO sampled,9,1,1,0.0,0.0,0.0,0.0,0.0,0.4762696465561138,-15.286852546465369,0.0048303193461392
trial_006_ep1_task002,6,2,0.99,low,28,PPO sampled,9,5,5,0.0,0.0,0.0,0.0,0.0,0.0952539293112229,-3.057370509293065,0.0025667553749528227
trial_006_ep1_task002,6,2,0.99,low,28,PPO sampled,9,10,10,0.0,0.0,0.0,0.0,0.0,0.047626964655611115,-1.5286852546465468,0.001256015171558822
trial_006_ep1_task002,6,2,0.99,low,28,PPO sampled,9,20,20,0.0,0.0,0.0,0.0,0.0,0.023813482327806,-0.7643426273232734,0.000474907275841846
trial_006_ep1_task002,6,2,0.99,low,28,PPO sampled,9,50,50,0.0,0.0,0.0,0.0,0.0,0.009525392931122312,-0.30573705092929515,0.00021965260747003335
trial_006_ep1_task003,6,3,0.9999,low,25,Safe Min-Latency,5,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
trial_006_ep1_task003,6,3,0.9999,low,25,Safe Min-Latency,5,5,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
trial_006_ep1_task003,6,3,0.9999,low,25,Safe Min-Latency,5,10,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
trial_006_ep1_task003,6,3,0.9999,low,25,Safe Min-Latency,5,20,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
trial_006_ep1_task003,6,3,0.9999,low,25,Safe Min-Latency,5,50,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
trial_006_ep1_task003,6,3,0.9999,low,25,Next-best immediate,11,1,1,1.0,0.0,0.5059814950641142,0.3224450636948913,0.0,0.0,0.0,0.037878581883438886
trial_006_ep1_task003,6,3,0.9999,low,25,Next-best immediate,11,5,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.001158795203281715
trial_006_ep1_task003,6,3,0.9999,low,25,Next-best immediate,11,10,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0006184270326455299
trial_006_ep1_task003,6,3,0.9999,low,25,Next-best immediate,11,20,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00018736723819129386
trial_006_ep1_task003,6,3,0.9999,low,25,Next-best immediate,11,50,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.308479227195353e-05
trial_006_ep1_task003,6,3,0.9999,low,25,PPO high probability,27,1,1,1.0,0.0,0.2945881749206233,0.11105174355140052,0.0,0.0,0.0,0.016098227354298347
trial_006_ep1_task003,6,3,0.9999,low,25,PPO high probability,27,5,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.006373373618049627
trial_006_ep1_task003,6,3,0.9999,low,25,PPO high probability,27,10,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0034013486795503867
