Beta_p,Task_ID,Primary_Server,Best_Backup,Second_Backup,Third_Backup,Best_Marginal,Second_Marginal,Third_Marginal,Marginal_Gap_1_2,Marginal_Gap_Ratio_1_2,Best_Rho,Second_Rho,Third_Rho,Best_Distance_km,Second_Distance_km,Third_Distance_km,Best_Joint_Risk,Second_Joint_Risk,Third_Joint_Risk,Best_Amplification,Second_Amplification,Third_Amplification,Joint_Risk_Gap_1_2,Joint_Risk_Ratio_1_2,Required_Amplification_Ratio_For_Reversal,Observed_Amplification_Ratio,Reversal_Margin,Near_Tie_5pct,Near_Tie_10pct
0.0,5,7,8,1,5,0.0007019226031474,0.0097441566229166,0.015384105411073,0.0090422340197692,13.882095517688265,0.126713192370195,0.1381715084459112,0.3245189745730765,1.0329145370926014,0.989629775327275,0.5627056356434252,3.730663256888672e-07,5.178942367645251e-06,8.176530651646996e-06,1.0,1.0,1.0,4.805876041956384e-06,13.882095517686649,13.882095517688265,1.0,0.07203523407008845,False,False
0.0,5,8,7,1,5,0.0005314921104064,0.0097441566229166,0.015384105411073,0.0092126645125102,18.333586580364912,0.126713192370195,0.0253963508325299,0.0721700390814354,1.0329145370926014,1.836574891644758,1.314365145189487,3.730663256888672e-07,6.839643782234407e-06,1.0798451317235658e-05,1.0,1.0,1.0,6.4665774565455405e-06,18.333586580362088,18.333586580364912,1.0,0.05454470109361962,False,False
0.0,6,1,7,8,5,0.0003040510830479,0.0004015640326553,0.0088289798267302,9.75129496074e-05,1.3207123902664668,0.1381715084459112,0.0253963508325299,0.3518939894755551,0.989629775327275,1.836574891644758,0.5222126575031668,1.6982436993068075e-06,2.242891495366567e-06,4.9313290423927664e-05,1.0,1.0,1.0,5.446477960597594e-07,1.3207123902665294,1.3207123902664668,1.0,0.7571671223575331,False,False
0.0,6,2,7,8,1,0.0003040510830479,0.0004015640326553,0.005585389409842,9.75129496074e-05,1.3207123902664668,0.1518135268103064,0.1712773597674974,0.0210093691473638,0.9425511542841536,0.8822355247676016,1.9313933954397549,4.591300863519249e-06,6.063787937891287e-06,8.434175916570529e-05,1.0,1.0,1.0,1.4724870743720383e-06,1.3207123902665292,1.3207123902664668,1.0,0.7571671223575331,False,False
0.0,6,3,7,8,1,0.0003040510830479,0.0004015640326553,0.005585389409842,9.75129496074e-05,1.3207123902664668,0.2198676965397751,0.0280289848630594,0.1830678766361335,0.7573646464477674,1.78725806527452,0.848949142165538,2.99739345057185e-06,3.958694668673989e-06,5.506183193998249e-05,1.0,1.0,1.0,9.613012181021386e-07,1.3207123902665294,1.3207123902664668,1.0,0.7571671223575331,False,False
0.0,6,4,7,8,1,0.0003040510830479,0.0004015640326553,0.005585389409842,9.75129496074e-05,1.3207123902664668,0.3447276787973151,0.098982176155866,0.0561603031188028,0.5325002552302455,1.1564077419430592,1.4397725609322831,2.951166237672271e-06,3.897641815830026e-06,5.4212642445942326e-05,1.0,1.0,1.0,9.464755781577547e-07,1.3207123902665294,1.3207123902664668,1.0,0.7571671223575331,False,False
0.0,6,5,7,8,1,0.0003040510830479,0.0004015640326553,0.005585389409842,9.75129496074e-05,1.3207123902664668,0.3245189745730765,0.0721700390814354,0.3518939894755551,0.5627056356434252,1.314365145189487,0.5222126575031668,2.684460878525491e-06,3.5454007434543885e-06,4.9313290423927664e-05,1.0,1.0,1.0,8.609398649288977e-07,1.3207123902665294,1.3207123902664668,1.0,0.7571671223575331,False,False
0.0,6,6,7,8,1,0.0003040510830479,0.0004015640326553,0.005585389409842,9.75129496074e-05,1.3207123902664668,0.3499394055117266,0.3540107070824934,0.0679947897999913,0.5249976332981291,0.5192140601550097,1.3441620986649505,5.3540322104966125e-06,7.071136678288971e-06,9.835306129709938e-05,1.0,1.0,1.0,1.717104467792358e-06,1.3207123902665292,1.3207123902664668,1.0,0.7571671223575331,False,False
0.0,6,7,8,1,5,0.0004015640326553,0.005585389409842,0.0088289798267302,0.0051838253771867,13.909087855576107,0.126713192370195,0.1381715084459112,0.3245189745730765,1.0329145370926014,0.989629775327275,0.5627056356434252,1.220959790419423e-07,1.6982436993068075e-06,2.684460878525491e-06,1.0,1.0,1.0,1.5761477202648652e-06,13.909087855574903,13.909087855576107,1.0,0.07189544062007655,False,False
0.0,6,8,7,1,5,0.0003040510830479,0.005585389409842,0.0088289798267302,0.0052813383267941005,18.369904668164203,0.126713192370195,0.0253963508325299,0.0721700390814354,1.0329145370926014,1.836574891644758,1.314365145189487,1.220959790419423e-07,2.242891495366567e-06,3.5454007434543885e-06,1.0,1.0,1.0,2.120795516324625e-06,18.369904668163485,18.369904668164203,1.0,0.05443686388493028,False,False
0.0,7,1,7,8,5,0.0004141032621779,0.0005469016535848,0.0120060620966871,0.0001327983914069,1.3206890733206766,0.1381715084459112,0.0253963508325299,0.3518939894755551,0.989629775327275,1.836574891644758,0.5222126575031668,3.1470835950748373e-06,4.156318916841997e-06,9.124313792460336e-05,1.0,1.0,1.0,1.00923532176716e-06,1.3206890733206471,1.3206890733206766,1.0,0.7571804902463897,False,False
0.0,7,2,7,8,1,0.0004141032621779,0.0005469016535848,0.0075997556226016,0.0001327983914069,1.3206890733206766,0.1518135268103064,0.1712773597674974,0.0210093691473638,0.9425511542841536,0.8822355247676016,1.9313933954397549,8.493589832291643e-06,1.121739128477492e-05,0.0001558770794137,1.0,1.0,1.0,2.723801452483278e-06,1.3206890733206471,1.3206890733206766,1.0,0.7571804902463897,False,False
0.0,7,3,7,8,1,0.0004141032621779,0.0005469016535848,0.0075997556226016,0.0001327983914069,1.3206890733206766,0.2198676965397751,0.0280289848630594,0.1830678766361335,0.7573646464477674,1.78725806527452,0.848949142165538,5.550275499839365e-06,7.330188206557141e-06,0.000101860432625,1.0,1.0,1.0,1.7799127067177764e-06,1.320689073320647,1.3206890733206766,1.0,0.7571804902463897,False,False
0.0,7,4,7,8,1,0.0004141032621779,0.0005469016535848,0.0075997556226016,0.0001327983914069,1.3206890733206766,0.3447276787973151,0.098982176155866,0.0561603031188028,0.5325002552302455,1.1564077419430592,1.4397725609322831,5.464827831189982e-06,7.217338404231178e-06,0.000100292269658,1.0,1.0,1.0,1.7525105730411953e-06,1.3206890733206467,1.3206890733206766,1.0,0.7571804902463897,False,False
0.0,7,5,7,8,1,0.0004141032621779,0.0005469016535848,0.0075997556226016,0.0001327983914069,1.3206890733206766,0.3245189745730765,0.0721700390814354,0.3518939894755551,0.5627056356434252,1.314365145189487,0.5222126575031668,4.971749480149604e-06,6.566135213721189e-06,9.124313792460336e-05,1.0,1.0,1.0,1.5943857335715848e-06,1.320689073320647,1.3206890733206766,1.0,0.7571804902463897,False,False
0.0,7,6,7,8,1,0.0004141032621779,0.0005469016535848,0.0075997556226016,0.0001327983914069,1.3206890733206766,0.3499394055117266,0.3540107070824934,0.0679947897999913,0.5249976332981291,0.5192140601550097,1.3441620986649505,9.90004861952256e-06,1.3074886037146595e-05,0.0001816888612867,1.0,1.0,1.0,3.1748374176240348e-06,1.3206890733206464,1.3206890733206766,1.0,0.7571804902463897,False,False
0.0,7,7,8,1,5,0.0005469016535848,0.0075997556226016,0.0120060620966871,0.0070528539690168,13.896018731680828,0.126713192370195,0.1381715084459112,0.3245189745730765,1.0329145370926014,0.989629775327275,0.5627056356434252,2.2647375884004041e-07,3.1470835950748373e-06,4.971749480149604e-06,1.0,1.0,1.0,2.920609836234797e-06,13.896018731678485,13.896018731680828,1.0,0.07196305785916586,False,False
0.0,7,8,7,1,5,0.0004141032621779,0.0075997556226016,0.0120060620966871,0.0071856523604237,18.35232010159032,0.126713192370195,0.0253963508325299,0.0721700390814354,1.0329145370926014,1.836574891644758,1.314365145189487,2.2647375884004041e-07,4.156318916841997e-06,6.566135213721189e-06,1.0,1.0,1.0,3.929845158001957e-06,18.35232010158681,18.35232010159032,1.0,0.0544890234294325,False,False
0.0,8,1,7,8,5,0.0002660161935712,0.0003513330264854,0.0077286630754765,8.531683291419995e-05,1.3207204485142168,0.1381715084459112,0.0253963508325299,0.3518939894755551,0.989629775327275,1.836574891644758,0.5222126575031668,1.30036964673074e-06,1.7174247830644908e-06,3.778010179845186e-05,1.0,1.0,1.0,4.1705513633375077e-07,1.3207204485142123,1.3207204485142168,1.0,0.7571625025757566,False,False
