episode,task,C_i,j,k,f_j,f_k,lambda_j_0,lambda_k_0,distance_km,rho_jk,Z_j,Z_k,lambda_j_eff,lambda_k_eff,t_ij,t_ik,p_ij,p_ik,joint_failure,joint_success
107,125,59.3527919898704,2,3,11.47,11.53,0.003165619220516837,0.002071964229127699,1.4783709335735,0.05198802542815817,-0.10724845687953607,3.2591373685483904,0.002109708776295296,0.020405550662772432,5.174611333031421,5.1476836071006415,0.010857549594444866,0.09971267683060028,0.001082635333883096,0.9989173646661169
107,145,82.7650811433617,2,3,11.47,11.53,0.003165619220516837,0.002071964229127699,1.4783709335735,0.05198802542815817,-0.10724845687953607,3.2591373685483904,0.002109708776295296,0.020405550662772432,7.215787370824908,7.178237740100755,0.015107922639286042,0.1362534463338526,0.0020585065265479575,0.9979414934734521
107,165,60.22060361378609,2,3,11.47,11.53,0.003165619220516837,0.002071964229127699,1.4783709335735,0.05198802542815817,-0.10724845687953607,3.2591373685483904,0.002109708776295296,0.020405550662772432,5.250270585334445,5.2229491425660095,0.01101542291182683,0.1010943080886888,0.001113596557575423,0.9988864034424246
107,185,67.83919761244347,2,3,11.47,11.53,0.003165619220516837,0.002071964229127699,1.4783709335735,0.05198802542815817,-0.10724845687953607,3.2591373685483904,0.002109708776295296,0.020405550662772432,5.914489765688184,5.883711848433952,0.01240032536957449,0.11313311410690091,0.0014028874249987688,0.9985971125750013
108,5,96.3814487804897,2,3,11.47,11.53,0.003165619220516837,0.002071964229127699,1.4783709335735,0.05198802542815817,-1.4028882345903384,-0.27006727598045877,0.0007482920732823436,0.0012122076962753105,8.40291619707844,8.359188966217667,0.00626810851308481,0.010081906584094183,6.319448448788654e-05,0.9999368055155121
108,25,38.7105271323888,2,3,11.47,11.53,0.003165619220516837,0.002071964229127699,1.4783709335735,0.05198802542815817,-1.4028882345903384,-0.27006727598045877,0.0007482920732823436,0.0012122076962753105,3.3749369775404356,3.3573744260528016,0.0025222523508696814,0.0040615645633293165,1.024429076806636e-05,0.999989755709232
108,45,27.99943562898938,2,3,11.47,11.53,0.003165619220516837,0.002071964229127699,1.4783709335735,0.05198802542815817,-1.4028882345903384,-0.27006727598045877,0.0007482920732823436,0.0012122076962753105,2.4411016241490304,2.4283985801378476,0.0018249896729012054,0.0029393949429460443,5.364365415454559e-06,0.9999946356345846
108,65,43.59202073570907,2,3,11.47,11.53,0.003165619220516837,0.002071964229127699,1.4783709335735,0.05198802542815817,-1.4028882345903384,-0.27006727598045877,0.0007482920732823436,0.0012122076962753105,3.800524911570102,3.780747678725852,0.002839862605207851,0.004572565279248857,1.2985457146410626e-05,0.9999870145428535
108,85,40.39145421141154,2,4,11.47,13.5,0.003165619220516837,0.002388379573547085,0.60420632526679,0.29867099860174734,-1.4028882345903384,1.2061857383037649,0.0007482920732823436,0.0045519864674460645,3.521486853654014,2.99195957121567,0.002631631868485632,0.013527035608924336,3.559817799458523e-05,0.9999644018220054
108,105,47.79058529410705,2,4,11.47,13.5,0.003165619220516837,0.002388379573547085,0.60420632526679,0.29867099860174734,-1.4028882345903384,1.2061857383037649,0.0007482920732823436,0.0045519864674460645,4.166572388326682,3.540043355119041,0.00311295775902349,0.015985089843559296,4.97609094571955e-05,0.9999502390905428
108,125,59.3527919898704,2,4,11.47,13.5,0.003165619220516837,0.002388379573547085,0.60420632526679,0.29867099860174734,-1.4028882345903384,1.2061857383037649,0.0007482920732823436,0.0045519864674460645,5.174611333031421,4.39650311036077,0.003864633650318231,0.019813895369381152,7.657344678839498e-05,0.9999234265532116
108,145,82.7650811433617,2,4,11.47,13.5,0.003165619220516837,0.002388379573547085,0.60420632526679,0.29867099860174734,-1.4028882345903384,1.2061857383037649,0.0007482920732823436,0.0045519864674460645,7.215787370824908,6.1307467513601255,0.00538496530447759,0.027521271024520837,0.00014820108960216912,0.9998517989103979
108,165,60.22060361378609,2,4,11.47,13.5,0.003165619220516837,0.002388379573547085,0.60420632526679,0.29867099860174734,-1.4028882345903384,1.2061857383037649,0.0007482920732823436,0.0045519864674460645,5.250270585334445,4.4607854528730435,0.003921028475589731,0.020100667973393015,7.881529150204853e-05,0.999921184708498
108,185,67.83919761244347,2,4,11.47,13.5,0.003165619220516837,0.002388379573547085,0.60420632526679,0.29867099860174734,-1.4028882345903384,1.2061857383037649,0.0007482920732823436,0.0045519864674460645,5.914489765688184,5.025125749069887,0.004415986539912975,0.022614670918894554,9.986608238239974e-05,0.9999001339176176
109,5,96.3814487804897,2,4,11.47,13.5,0.003165619220516837,0.002388379573547085,0.60420632526679,0.29867099860174734,-1.2443204286757075,-0.958621021274113,0.0008494997261911776,0.0008055083713162275,8.40291619707844,7.139366576332571,0.007112858037311657,0.005734315233347523,4.07873701959946e-05,0.999959212629804
109,25,38.7105271323888,2,4,11.47,13.5,0.003165619220516837,0.002388379573547085,0.60420632526679,0.29867099860174734,-1.2443204286757075,-0.958621021274113,0.0008494997261911776,0.0008055083713162275,3.3749369775404356,2.867446454251022,0.0028629020956480226,0.002307086698316783,6.604963343452796e-06,0.9999933950366565
109,45,27.99943562898938,2,4,11.47,13.5,0.003165619220516837,0.002388379573547085,0.60420632526679,0.29867099860174734,-1.2443204286757075,-0.958621021274113,0.0008494997261911776,0.0008055083713162275,2.4411016241490304,2.0740322688140282,0.002071566499528436,0.0016692555954321035,3.4579739706475376e-06,0.9999965420260294
109,65,43.59202073570907,2,5,11.47,10.63,0.003165619220516837,0.001709914088673922,1.483904963642815,0.05141579143797567,-1.2443204286757075,0.3572708116619924,0.0008494997261911776,0.0016524512276727054,3.800524911570102,4.10084861107329,0.003223338725033574,0.006753543943884313,2.1768959725538274e-05,0.9999782310402745
109,85,40.39145421141154,2,5,11.47,10.63,0.003165619220516837,0.001709914088673922,1.483904963642815,0.05141579143797567,-1.2443204286757075,0.3572708116619924,0.0008494997261911776,0.0016524512276727054,3.521486853654014,3.7997605090697593,0.0029870320340368455,0.006259247699547026,1.86965733875184e-05,0.9999813034266125
109,105,47.79058529410705,2,5,11.47,10.63,0.003165619220516837,0.001709914088673922,1.483904963642815,0.05141579143797567,-1.2443204286757075,0.3572708116619924,0.0008494997261911776,0.0016524512276727054,4.166572388326682,4.495821758617785,0.0035332454494601765,0.0074015984377103165,2.615166399877153e-05,0.9999738483360012
109,125,59.3527919898704,2,5,11.47,10.63,0.003165619220516837,0.001709914088673922,1.483904963642815,0.05141579143797567,-1.2443204286757075,0.3572708116619924,0.0008494997261911776,0.0016524512276727054,5.174611333031421,5.583517590768617,0.004386183387329338,0.009184057038395357,4.0282958410094795e-05,0.9999597170415899
109,145,82.7650811433617,2,5,11.47,10.63,0.003165619220516837,0.001709914088673922,1.483904963642815,0.05141579143797567,-1.2443204286757075,0.3572708116619924,0.0008494997261911776,0.0016524512276727054,7.215787370824908,7.785990700222173,0.006111060442885459,0.012783557119310503,7.81210902311852e-05,0.9999218789097688
109,165,60.22060361378609,2,5,11.47,10.63,0.003165619220516837,0.001709914088673922,1.483904963642815,0.05141579143797567,-1.2443204286757075,0.3572708116619924,0.0008494997261911776,0.0016524512276727054,5.250270585334445,5.665155561033498,0.004450171934036499,0.009317711832500037,4.1465419686431465e-05,0.9999585345803136
109,185,67.83919761244347,2,5,11.47,10.63,0.003165619220516837,0.001709914088673922,1.483904963642815,0.05141579143797567,-1.2443204286757075,0.3572708116619924,0.0008494997261911776,0.0016524512276727054,5.914489765688184,6.381862428263731,0.005011756465448451,0.010490305291532522,5.2574855369366214e-05,0.9999474251446306
110,5,96.3814487804897,2,5,11.47,10.63,0.003165619220516837,0.001709914088673922,1.483904963642815,0.05141579143797567,-1.4007559725762146,2.6150750232376265,0.0007495696063973616,0.010059356005865515,8.40291619707844,9.06692838950985,0.006278776171362413,0.08717168461025812,0.0005473314961484082,0.9994526685038516
110,25,38.7105271323888,2,5,11.47,10.63,0.003165619220516837,0.001709914088673922,1.483904963642815,0.05141579143797567,-1.4007559725762146,2.6150750232376265,0.0007495696063973616,0.010059356005865515,3.3749369775404356,3.641630021861599,0.0025265530604206537,0.0359696031161758,9.087911083529025e-05,0.9999091208891647
110,45,27.99943562898938,2,6,11.47,11.86,0.003165619220516837,0.003821883416475691,0.8289911193094304,0.19052302251529626,-1.4007559725762146,0.5661957275889878,0.0007495696063973616,0.004365356787225351,2.4411016241490304,2.360829311044636,0.001828102564818074,0.010252938821268473,1.8743423756083696e-05,0.9999812565762439
110,65,43.59202073570907,2,6,11.47,11.86,0.003165619220516837,0.003821883416475691,0.8289911193094304,0.19052302251529626,-1.4007559725762146,0.5661957275889878,0.0007495696063973616,0.004365356787225351,3.800524911570102,3.6755498090817094,0.0028447041015086075,0.015917049609832104,4.5279296309005365e-05,0.999954720703691
110,85,40.39145421141154,2,6,11.47,11.86,0.003165619220516837,0.003821883416475691,0.8289911193094304,0.19052302251529626,-1.4007559725762146,0.5661957275889878,0.0007495696063973616,0.004365356787225351,3.521486853654014,3.4056875389048518,0.00263611883523451,0.014757072400704131,3.89013965084155e-05,0.9999610986034916
110,105,47.79058529410705,2,6,11.47,11.86,0.003165619220516837,0.003821883416475691,0.8289911193094304,0.19052302251529626,-1.4007559725762146,0.5661957275889878,0.0007495696063973616,0.004365356787225351,4.166572388326682,4.029560311476143,0.0031182641090336826,0.01743665934356425,5.437210901248321e-05,0.9999456278909875
110,125,59.3527919898704,2,6,11.47,11.86,0.003165619220516837,0.003821883416475691,0.8289911193094304,0.19052302251529626,-1.4007559725762146,0.5661957275889878,0.0007495696063973616,0.004365356787225351,5.174611333031421,5.004451263901383,0.0038712188178091364,0.021609314990961356,8.365438683297467e-05,0.999916345613167
110,145,82.7650811433617,2,6,11.47,11.86,0.003165619220516837,0.003821883416475691,0.8289911193094304,0.19052302251529626,-1.4007559725762146,0.5661957275889878,0.0007495696063973616,0.004365356787225351,7.215787370824908,6.978505998597108,0.0053941340287306004,0.030004327200079447,0.00016184736235911568,0.9998381526376409
110,165,60.22060361378609,2,6,11.47,11.86,0.003165619220516837,0.003821883416475691,0.8289911193094304,0.19052302251529626,-1.4007559725762146,0.5661957275889878,0.0007495696063973616,0.004365356787225351,5.250270585334445,5.077622564400176,0.0039277095478340105,0.021921781495541984,8.610239048557119e-05,0.9999138976095144
110,185,67.83919761244347,2,6,11.47,11.86,0.003165619220516837,0.003821883416475691,0.8289911193094304,0.19052302251529626,-1.4007559725762146,0.5661957275889878,0.0007495696063973616,0.004365356787225351,5.914489765688184,5.7199997986883195,0.0044235091010246174,0.02466067212664211,0.00010908670758958548,0.9998909132924104
111,5,96.3814487804897,2,7,11.47,40.15,0.003165619220516837,0.000221464621839621,0.9425511542841537,0.15181352681030647,-0.33747837971521116,-0.5298014281735377,0.0017548194585071375,0.00010525876146019657,8.40291619707844,2.4005342162014873,0.014637416877275744,0.0002526453382302862,3.6980751377770296e-06,0.9999963019248622
111,25,38.7105271323888,2,7,11.47,40.15,0.003165619220516837,0.000221464621839621,0.9425511542841537,0.15181352681030647,-0.33747837971521116,-0.5298014281735377,0.0017548194585071375,0.00010525876146019657,3.3749369775404356,0.9641476247170311,0.005904902208537664,0.00010147983541562884,5.992285042677854e-07,0.9999994007714957
111,45,27.99943562898938,2,7,11.47,40.15,0.003165619220516837,0.000221464621839621,0.9425511542841537,0.15181352681030647,-0.33747837971521116,-0.5298014281735377,0.0017548194585071375,0.00010525876146019657,2.4411016241490304,0.6973707504106944,0.0042745307059327995,7.340168743110672e-05,3.137577667915473e-07,0.9999996862422332
111,65,43.59202073570907,2,7,11.47,40.15,0.003165619220516837,0.000221464621839621,0.9425511542841537,0.15181352681030647,-0.33747837971521116,-0.5298014281735377,0.0017548194585071375,0.00010525876146019657,3.800524911570102,1.085729034513302,0.0066470450766644585,0.00011427596345884721,7.595974802902179e-07,0.9999992404025198
111,85,40.39145421141154,2,7,11.47,40.15,0.003165619220516837,0.000221464621839621,0.9425511542841537,0.15181352681030647,-0.33747837971521116,-0.5298014281735377,0.0017548194585071375,0.00010525876146019657,3.521486853654014,1.0060138035220807,0.0061605193577438586,0.00010588616063532967,6.523137423111242e-07,0.9999993476862576
111,105,47.79058529410705,2,7,11.47,40.15,0.003165619220516837,0.000221464621839621,0.9425511542841537,0.15181352681030647,-0.33747837971521116,-0.5298014281735377,0.0017548194585071375,0.00010525876146019657,4.166572388326682,1.1903010035892168,0.007284917710794652,0.0001252817609872962,9.126673194558965e-07,0.9999990873326805
111,125,59.3527919898704,2,7,11.47,40.15,0.003165619220516837,0.000221464621839621,0.9425511542841537,0.15181352681030647,-0.33747837971521116,-0.5298014281735377,0.0017548194585071375,0.00010525876146019657,5.174611333031421,1.4782762637576687,0.009039405345756259,0.00015558942332916011,1.4064358649847436e-06,0.999998593564135
111,145,82.7650811433617,2,7,11.47,40.15,0.003165619220516837,0.000221464621839621,0.9425511542841537,0.15181352681030647,-0.33747837971521116,-0.5298014281735377,0.0017548194585071375,0.00010525876146019657,7.215787370824908,2.0613967906192205,0.012582573153905274,0.00021695653458504176,2.7298714676340675e-06,0.9999972701285323
111,165,60.22060361378609,2,7,11.47,40.15,0.003165619220516837,0.000221464621839621,0.9425511542841537,0.15181352681030647,-0.33747837971521116,-0.5298014281735377,0.0017548194585071375,0.00010525876146019657,5.250270585334445,1.4998905009660297,0.009170964793521192,0.0001578641546004066,1.4477666039993155e-06,0.999998552233396
111,185,67.83919761244347,2,8,11.47,56.35,0.003165619220516837,0.0004105274135071343,0.8822355247676016,0.1712773597674974,-0.33747837971521116,0.507881399523144,0.0017548194585071375,0.00044753190311632373,5.914489765688184,1.2038899310105318,0.010325187196595977,0.0005386340365433173,5.561497257767869e-06,0.9999944385027423
112,5,96.3814487804897,2,8,11.47,56.35,0.003165619220516837,0.0004105274135071343,0.8822355247676016,0.1712773597674974,-1.6289191143577453,0.27191234529716585,0.000624510829350457,0.00037054414360567796,8.40291619707844,1.710407254312151,0.005233966975832401,0.0006335805942627858,3.3161399068996884e-06,0.9999966838600931
112,25,38.7105271323888,2,8,11.47,56.35,0.003165619220516837,0.0004105274135071343,0.8822355247676016,0.1712773597674974,-1.6289191143577453,0.27191234529716585,0.000624510829350457,0.00037054414360567796,3.3749369775404356,0.6869658763511766,0.00210546508315619,0.00025451878693547676,5.358804188999162e-07,0.9999994641195811
112,45,27.99943562898938,2,8,11.47,56.35,0.003165619220516837,0.0004105274135071343,0.8822355247676016,0.1712773597674974,-1.6289191143577453,0.27191234529716585,0.000624510829350457,0.00037054414360567796,2.4411016241490304,0.49688439448073435,0.0015233329485221509,0.00018410065381832321,2.8044659180592207e-07,0.9999997195534082
112,65,43.59202073570907,2,8,11.47,56.35,0.003165619220516837,0.0004105274135071343,0.8822355247676016,0.1712773597674974,-1.6289191143577453,0.27191234529716585,0.000624510829350457,0.00037054414360567796,3.800524911570102,0.7735939793382266,0.002370654514139543,0.0002866096381804977,6.794524325484979e-07,0.9999993205475675
112,85,40.39145421141154,2,8,11.47,56.35,0.003165619220516837,0.0004105274135071343,0.8822355247676016,0.1712773597674974,-1.6289191143577453,0.27191234529716585,0.000624510829350457,0.00037054414360567796,3.521486853654014,0.7167959931040202,0.0021967901922946517,0.0002655692876369263,5.834000064554771e-07,0.9999994165999936
112,105,47.79058529410705,2,8,11.47,56.35,0.003165619220516837,0.0004105274135071343,0.8822355247676016,0.1712773597674974,-1.6289191143577453,0.27191234529716585,0.000624510829350457,0.00037054414360567796,4.166572388326682,0.84810266715363,0.002598687129163733,0.00031421010215310443,8.165337483184942e-07,0.9999991834662517
112,125,59.3527919898704,2,8,11.47,56.35,0.003165619220516837,0.0004105274135071343,0.8822355247676016,0.1712773597674974,-1.6289191143577453,0.27191234529716585,0.000624510829350457,0.00037054414360567796,5.174611333031421,1.0532882340704595,0.00322638481343472,0.0003902136335123762,1.258979341159512e-06,0.9999987410206589
112,145,82.7650811433617,2,8,11.47,56.35,0.003165619220516837,0.0004105274135071343,0.8822355247676016,0.1712773597674974,-1.6289191143577453,0.27191234529716585,0.000624510829350457,0.00037054414360567796,7.215787370824908,1.468768077078291,0.004496199051779429,0.0005440953356959716,2.4463609324338377e-06,0.9999975536390676
112,165,60.22060361378609,3,4,11.53,13.5,0.002071964229127699,0.002388379573547085,0.878706288195088,0.1724905931622923,-0.5992862183497438,-0.808952949709803,0.0009315253134599968,0.0009079670165081684,5.2229491425660095,4.4607854528730435,0.004853492891063491,0.004042054874861127,1.961808460042701e-05,0.9999803819153996
112,185,67.83919761244347,3,4,11.53,13.5,0.002071964229127699,0.002388379573547085,0.878706288195088,0.1724905931622923,-0.5992862183497438,-0.808952949709803,0.0009315253134599968,0.0009079670165081684,5.883711848433952,5.025125749069887,0.005465834196848168,0.00455225536624163,2.488187305358908e-05,0.9999751181269464
113,5,96.3814487804897,3,4,11.53,13.5,0.002071964229127699,0.002388379573547085,0.878706288195088,0.1724905931622923,1.3419390583922062,-1.708272745686389,0.004401953004160792,0.00044219555472077435,8.359188966217667,7.139366576332571,0.0361279843000238,0.0031520180911509947,0.00011387606011049412,0.9998861239398895
113,25,38.7105271323888,3,4,11.53,13.5,0.002071964229127699,0.002388379573547085,0.878706288195088,0.1724905931622923,1.3419390583922062,-1.708272745686389,0.004401953004160792,0.00044219555472077435,3.3573744260528016,2.867446454251022,0.014670330975293577,0.001267168538534244,1.8589781861776414e-05,0.9999814102181382
113,45,27.99943562898938,3,4,11.53,13.5,0.002071964229127699,0.002388379573547085,0.878706288195088,0.1724905931622923,1.3419390583922062,-1.708272745686389,0.004401953004160792,0.00044219555472077435,2.4283985801378476,2.0740322688140282,0.01063276466197657,0.0009167074164108906,9.747134222585557e-06,0.9999902528657774
113,65,43.59202073570907,3,4,11.53,13.5,0.002071964229127699,0.002388379573547085,0.878706288195088,0.1724905931622923,1.3419390583922062,-1.708272745686389,0.004401953004160792,0.00044219555472077435,3.780747678725852,3.2290385730154867,0.016504949401450347,0.0014268475866506978,2.3550047221251306e-05,0.9999764499527788
113,85,40.39145421141154,3,4,11.53,13.5,0.002071964229127699,0.002388379573547085,0.878706288195088,0.1724905931622923,1.3419390583922062,-1.708272745686389,0.004401953004160792,0.00044219555472077435,3.503161683556942,2.99195957121567,0.015302462109895911,0.001322156402335498,2.023224825009525e-05,0.9999797677517499
113,105,47.79058529410705,3,4,11.53,13.5,0.002071964229127699,0.002388379573547085,0.878706288195088,0.1724905931622923,1.3419390583922062,-1.708272745686389,0.004401953004160792,0.00044219555472077435,4.144890311717871,3.540043355119041,0.018080168908129076,0.0015641668490487105,2.8280400831296723e-05,0.9999717195991688
113,125,59.3527919898704,3,4,11.53,13.5,0.002071964229127699,0.002388379573547085,0.878706288195088,0.1724905931622923,1.3419390583922062,-1.708272745686389,0.004401953004160792,0.00044219555472077435,5.1476836071006415,4.39650311036077,0.022405054915982627,0.0019422255658997686,4.351567046320975e-05,0.9999564843295368
113,145,82.7650811433617,3,5,11.53,10.63,0.002071964229127699,0.001709914088673922,0.8574841534545671,0.1799694244100487,1.3419390583922062,0.7065301009308368,0.004401953004160792,0.0021851122701682705,7.178237740100755,7.785990700222173,0.031104256943330702,0.016869355514040955,0.0005247087683771224,0.9994752912316229
113,165,60.22060361378609,3,5,11.53,10.63,0.002071964229127699,0.001709914088673922,0.8574841534545671,0.1799694244100487,1.3419390583922062,0.7065301009308368,0.004401953004160792,0.0021851122701682705,5.2229491425660095,5.665155561033498,0.02272889347801844,0.012302696279803163,0.00027962667323605983,0.9997203733267639
113,185,67.83919761244347,3,5,11.53,10.63,0.002071964229127699,0.001709914088673922,0.8574841534545671,0.1799694244100487,1.3419390583922062,0.7065301009308368,0.004401953004160792,0.0021851122701682705,5.883711848433952,6.381862428263731,0.025567299581512194,0.013848303589683498,0.0003540637265731687,0.9996459362734268
114,5,96.3814487804897,3,5,11.53,10.63,0.002071964229127699,0.001709914088673922,0.8574841534545671,0.1799694244100487,-1.4345054039363454,-1.6776833487338387,0.0004775400430268108,0.0003244241383551663,8.359188966217667,9.06692838950985,0.003983890626538116,0.002937208368522566,1.1701516887546362e-05,0.9999882984831124
114,25,38.7105271323888,3,5,11.53,10.63,0.002071964229127699,0.001709914088673922,0.8574841534545671,0.1799694244100487,-1.4345054039363454,-1.6776833487338387,0.0004775400430268108,0.0003244241383551663,3.3573744260528016,3.641630021861599,0.0016019961599275721,0.001180735065215801,1.8915330403675448e-06,0.9999981084669596
114,45,27.99943562898938,3,5,11.53,10.63,0.002071964229127699,0.001709914088673922,0.8574841534545671,0.1799694244100487,-1.4345054039363454,-1.6776833487338387,0.0004775400430268108,0.0003244241383551663,2.4283985801378476,2.6340014702718135,0.0011589854194578781,0.0008541686475118304,9.89969008224267e-07,0.9999990100309918
114,65,43.59202073570907,3,5,11.53,10.63,0.002071964229127699,0.001709914088673922,0.8574841534545671,0.1799694244100487,-1.4345054039363454,-1.6776833487338387,0.0004775400430268108,0.0003244241383551663,3.780747678725852,4.10084861107329,0.0018038295495655275,0.0013295296684401657,2.398244902956429e-06,0.999997601755097
114,85,40.39145421141154,3,5,11.53,10.63,0.002071964229127699,0.001709914088673922,0.8574841534545671,0.1799694244100487,-1.4345054039363454,-1.6776833487338387,0.0004775400430268108,0.0003244241383551663,3.503161683556942,3.7997605090697593,0.0016715014638907907,0.0012319745246387411,2.0592472214098168e-06,0.9999979407527786
114,105,47.79058529410705,3,5,11.53,10.63,0.002071964229127699,0.001709914088673922,0.8574841534545671,0.1799694244100487,-1.4345054039363454,-1.6776833487338387,0.0004775400430268108,0.0003244241383551663,4.144890311717871,4.495821758617785,0.001977393474236118,0.0014574899286251147,2.882031073628167e-06,0.9999971179689263
114,125,59.3527919898704,3,6,11.53,11.86,0.002071964229127699,0.003821883416475691,1.2822336742801248,0.07696016346817264,-1.4345054039363454,1.828901511191009,0.0004775400430268108,0.01198750132844521,5.1476836071006415,5.004451263901383,0.002455206090290488,0.05822686446323224,0.00014295895224864658,0.9998570410477513
114,145,82.7650811433617,3,6,11.53,11.86,0.002071964229127699,0.003821883416475691,1.2822336742801248,0.07696016346817264,-1.4345054039363454,1.828901511191009,0.0004775400430268108,0.01198750132844521,7.178237740100755,6.978505998597108,0.003422027431393341,0.08025134736975321,0.00027462231210557134,0.9997253776878944
114,165,60.22060361378609,3,6,11.53,11.86,0.002071964229127699,0.003821883416475691,1.2822336742801248,0.07696016346817264,-1.4345054039363454,1.828901511191009,0.0004775400430268108,0.01198750132844521,5.2229491425660095,5.077622564400176,0.0024910595072327813,0.05905257016830788,0.00014710346634429428,0.9998528965336557
114,185,67.83919761244347,3,6,11.53,11.86,0.002071964229127699,0.003821883416475691,1.2822336742801248,0.07696016346817264,-1.4345054039363454,1.828901511191009,0.0004775400430268108,0.01198750132844521,5.883711848433952,5.7199997986883195,0.0028057644739687077,0.06627050739958613,0.00018593943533363913,0.9998140605646664
115,5,96.3814487804897,3,6,11.53,11.86,0.002071964229127699,0.003821883416475691,1.2822336742801248,0.07696016346817264,-0.5425450551527886,-0.9082004096359979,0.0009747843774175,0.0013420294918713514,8.359188966217667,8.12659770493168,0.008115298532967457,0.010846877526033916,8.80256492743007e-05,0.9999119743507257
115,25,38.7105271323888,3,6,11.53,11.86,0.002071964229127699,0.003821883416475691,1.2822336742801248,0.07696016346817264,-0.5425450551527886,-0.9082004096359979,0.0009747843774175,0.0013420294918713514,3.3573744260528016,3.263956756525194,0.003267366641579391,0.00437074659093541,1.4280831610019204e-05,0.99998571916839
115,45,27.99943562898938,3,6,11.53,11.86,0.002071964229127699,0.003821883416475691,1.2822336742801248,0.07696016346817264,-0.5425450551527886,-0.9082004096359979,0.0009747843774175,0.0013420294918713514,2.4283985801378476,2.360829311044636,0.0023643654724125815,0.0031632887865870162,7.479170786276232e-06,0.9999925208292137
115,65,43.59202073570907,3,6,11.53,11.86,0.002071964229127699,0.003821883416475691,1.2822336742801248,0.07696016346817264,-0.5425450551527886,-0.9082004096359979,0.0009747843774175,0.0013420294918713514,3.780747678725852,3.6755498090817094,0.0036786309698794463,0.004920550475185538,1.8100889366872546e-05,0.9999818991106332
115,85,40.39145421141154,3,6,11.53,11.86,0.002071964229127699,0.003821883416475691,1.2822336742801248,0.07696016346817264,-0.5425450551527886,-0.9082004096359979,0.0009747843774175,0.0013420294918713514,3.503161683556942,3.4056875389048518,0.003409003389101062,0.004560104125554728,1.55454104186698e-05,0.9999844545895813
115,105,47.79058529410705,3,7,11.53,40.15,0.002071964229127699,0.000221464621839621,0.7573646464477674,0.2198676965397751,-0.5425450551527886,-0.2505494899164984,0.0009747843774175,0.00013160740206196673,4.144890311717871,1.1903010035892168,0.0040322229914783675,0.00015664015340403401,6.316080279444444e-07,0.999999368391972
115,125,59.3527919898704,3,7,11.53,40.15,0.002071964229127699,0.000221464621839621,0.7573646464477674,0.2198676965397751,-0.5425450551527886,-0.2505494899164984,0.0009747843774175,0.00013160740206196673,5.1476836071006415,1.4782762637576687,0.005005313023677773,0.00019453317457073869,9.736994322163002e-07,0.9999990263005678
115,145,82.7650811433617,3,7,11.53,40.15,0.002071964229127699,0.000221464621839621,0.7573646464477674,0.2198676965397751,-0.5425450551527886,-0.2505494899164984,0.0009747843774175,0.00013160740206196673,7.178237740100755,2.0613967906192205,0.006972810363751064,0.0002712582790507843,1.891432539418587e-06,0.9999981085674606
115,165,60.22060361378609,3,7,11.53,40.15,0.002071964229127699,0.000221464621839621,0.7573646464477674,0.2198676965397751,-0.5425450551527886,-0.2505494899164984,0.0009747843774175,0.00013160740206196673,5.2229491425660095,1.4998905009660297,0.005078310785792035,0.00019737721076439204,1.0023428182943599e-06,0.9999989976571817
115,185,67.83919761244347,3,7,11.53,40.15,0.002071964229127699,0.000221464621839621,0.7573646464477674,0.2198676965397751,-0.5425450551527886,-0.2505494899164984,0.0009747843774175,0.00013160740206196673,5.883711848433952,1.6896437761505223,0.005718934667328427,0.00022234490549618958,1.2715759881460215e-06,0.9999987284240118
116,5,96.3814487804897,3,7,11.53,40.15,0.002071964229127699,0.000221464621839621,0.7573646464477674,0.2198676965397751,0.7968522725546178,1.1541090091638337,0.0028461832276489105,0.0004048635364318148,8.359188966217667,2.4005342162014873,0.023510990218122505,0.0009714166411695475,2.283896714825865e-05,0.9999771610328517
116,25,38.7105271323888,3,7,11.53,40.15,0.002071964229127699,0.000221464621839621,0.7573646464477674,0.2198676965397751,0.7968522725546178,1.1541090091638337,0.0028461832276489105,0.0004048635364318148,3.3573744260528016,0.9641476247170311,0.009510192129999206,0.0003902720410320579,3.7115620931818044e-06,0.9999962884379068
116,45,27.99943562898938,3,7,11.53,40.15,0.002071964229127699,0.000221464621839621,0.7573646464477674,0.2198676965397751,0.7968522725546178,1.1541090091638337,0.0028461832276489105,0.0004048635364318148,2.4283985801378476,0.6973707504106944,0.006887836671095478,0.0002823001340318076,1.944437215439453e-06,0.9999980555627845
116,65,43.59202073570907,3,7,11.53,40.15,0.002071964229127699,0.000221464621839621,0.7573646464477674,0.2198676965397751,0.7968522725546178,1.1541090091638337,0.0028461832276489105,0.0004048635364318148,3.780747678725852,1.085729034513302,0.010703011403051823,0.000439475498860133,4.703711275661892e-06,0.9999952962887243
116,85,40.39145421141154,3,8,11.53,56.35,0.002071964229127699,0.0004105274135071343,1.78725806527452,0.02802898486305948,0.7968522725546178,1.65520945244461,0.0028461832276489105,0.001120589616859643,3.503161683556942,0.7167959931040202,0.0099210979882021,0.0008029116410863922,7.965765067086253e-06,0.9999920342349329
116,105,47.79058529410705,3,8,11.53,56.35,0.002071964229127699,0.0004105274135071343,1.78725806527452,0.02802898486305948,0.7968522725546178,1.65520945244461,0.0028461832276489105,0.001120589616859643,4.144890311717871,0.84810266715363,0.011727804130416672,0.0009499235795134512,1.1140517679398043e-05,0.9999888594823206
