episode,task,C_i,j,k,f_j,f_k,lambda_j_0,lambda_k_0,distance_km,rho_jk,Z_j,Z_k,lambda_j_eff,lambda_k_eff,t_ij,t_ik,p_ij,p_ik,joint_failure,joint_success
4,101,74.75354707657456,1,5,14.89,10.63,0.001512760101333253,0.001709914088673922,0.5222126575031668,0.35189398947555517,0.5167777199879958,-0.3504871426248947,0.0016608973688529802,0.000938055104041029,5.020385968876734,7.03231863373232,0.008303678264287592,0.006574991911834411,5.459661742616611e-05,0.9999454033825739
4,121,33.63993991992791,1,6,14.89,11.86,0.001512760101333253,0.003821883416475691,1.3441620986649503,0.06799478979999132,0.5167777199879958,-0.7636422532530264,0.0016608973688529802,0.0015065609540503044,2.2592303505660114,2.836419892068121,0.0037453184779241804,0.004264122162365908,1.5970495526835044e-05,0.9999840295044732
4,141,47.02182939587593,1,6,14.89,11.86,0.001512760101333253,0.003821883416475691,1.3441620986649503,0.06799478979999132,0.5167777199879958,-0.7636422532530264,0.0016608973688529802,0.0015065609540503044,3.157946903685422,3.9647410957736877,0.005231294573193793,0.005955320487310487,3.115403574689716e-05,0.9999688459642531
4,161,45.01544938245973,1,6,14.89,11.86,0.001512760101333253,0.003821883416475691,1.3441620986649503,0.06799478979999132,0.5167777199879958,-0.7636422532530264,0.0016608973688529802,0.0015065609540503044,3.023200092844844,3.7955690878971104,0.005008639802386052,0.005701938077844452,2.8558954007432344e-05,0.9999714410459926
4,181,41.70215136698815,1,6,14.89,11.86,0.001512760101333253,0.003821883416475691,1.3441620986649503,0.06799478979999132,0.5167777199879958,-0.7636422532530264,0.0016608973688529802,0.0015065609540503044,2.8006817573531326,3.5162016329669603,0.00464084281709504,0.005283365754448435,2.4519270011617937e-05,0.9999754807299884
5,1,43.20759758426878,1,6,14.89,11.86,0.001512760101333253,0.003821883416475691,1.3441620986649503,0.06799478979999132,-0.3604026952552144,-1.4972988786168344,0.000823339793055632,0.0008376995618870801,2.9017862716097236,3.6431363899046194,0.002386304346457321,0.003047201585824838,7.271550388785452e-06,0.9999927284496112
5,21,45.50457887351563,1,6,14.89,11.86,0.001512760101333253,0.003821883416475691,1.3441620986649503,0.06799478979999132,-0.3604026952552144,-1.4972988786168344,0.000823339793055632,0.0008376995618870801,3.056049622129995,3.8368110348664106,0.0025130043679509363,0.0032089352492382117,8.064068297807352e-06,0.9999919359317022
5,41,55.49633659048928,1,6,14.89,11.86,0.001512760101333253,0.003821883416475691,1.3441620986649503,0.06799478979999132,-0.3604026952552144,-1.4972988786168344,0.000823339793055632,0.0008376995618870801,3.7270877495291654,4.679286390429113,0.0030639561327552734,0.003912163629742455,1.1986697745691525e-05,0.9999880133022543
5,61,52.07487047590578,1,6,14.89,11.86,0.001512760101333253,0.003821883416475691,1.3441620986649503,0.06799478979999132,-0.3604026952552144,-1.4972988786168344,0.000823339793055632,0.0008376995618870801,3.4973049345806433,4.390798522420386,0.0028753286226779803,0.00367141381729628,1.0556521234567418e-05,0.9999894434787654
5,81,53.5985932196014,1,6,14.89,11.86,0.001512760101333253,0.003821883416475691,1.3441620986649503,0.06799478979999132,-0.3604026952552144,-1.4972988786168344,0.000823339793055632,0.0008376995618870801,3.599636885131054,4.519274301821366,0.002959336792763786,0.0037786370187866546,1.1182259556194612e-05,0.9999888177404438
5,101,74.75354707657456,1,7,14.89,40.15,0.001512760101333253,0.000221464621839621,0.989629775327275,0.13817150844591128,-0.3604026952552144,0.4172964403268265,0.000823339793055632,0.00022455036122081228,5.020385968876734,1.8618567142359792,0.004124952459981145,0.00041799321420819585,1.724202137203523e-06,0.9999982757978628
5,121,33.63993991992791,1,7,14.89,40.15,0.001512760101333253,0.000221464621839621,0.989629775327275,0.13817150844591128,-0.3604026952552144,0.4172964403268265,0.000823339793055632,0.00022455036122081228,2.2592303505660114,0.837856535988242,0.0018583853089648003,0.0001881232904016182,3.496055591564861e-07,0.9999996503944408
5,141,47.02182939587593,1,7,14.89,40.15,0.001512760101333253,0.000221464621839621,0.989629775327275,0.13817150844591128,-0.3604026952552144,0.4172964403268265,0.000823339793055632,0.00022455036122081228,3.157946903685422,1.1711539077428625,0.0025966861130928037,0.0002629484560221169,6.827946042118248e-07,0.9999993172053958
5,161,45.01544938245973,1,7,14.89,40.15,0.001512760101333253,0.000221464621839621,0.989629775327275,0.13817150844591128,-0.3604026952552144,0.4172964403268265,0.000823339793055632,0.00022455036122081228,3.023200092844844,1.1211818028009894,0.0024860256460032997,0.00025173008947597186,6.258074583079714e-07,0.9999993741925417
5,181,41.70215136698815,1,7,14.89,40.15,0.001512760101333253,0.000221464621839621,0.989629775327275,0.13817150844591128,-0.3604026952552144,0.4172964403268265,0.000823339793055632,0.00022455036122081228,2.8006817573531326,1.0386588136236152,0.00230325616407026,0.00023320401549966984,5.37128586185551e-07,0.9999994628714138
6,1,43.20759758426878,1,7,14.89,40.15,0.001512760101333253,0.000221464621839621,0.989629775327275,0.13817150844591128,-1.6755639335421397,-0.3619133006918165,0.00028750492660562535,0.00012038948743027917,2.9017862716097236,1.0761543607538926,0.000833929936038426,0.00012954927965427843,1.0803502249591658e-07,0.9999998919649775
6,21,45.50457887351563,1,7,14.89,40.15,0.001512760101333253,0.000221464621839621,0.989629775327275,0.13817150844591128,-1.6755639335421397,-0.3619133006918165,0.00028750492660562535,0.00012038948743027917,3.056049622129995,1.133364355504748,0.0008782434405945575,0.0001364358456143218,1.1982388647274985e-07,0.9999998801761135
6,41,55.49633659048928,1,7,14.89,40.15,0.001512760101333253,0.000221464621839621,0.989629775327275,0.13817150844591128,-1.6755639335421397,-0.3619133006918165,0.00028750492660562535,0.00012038948743027917,3.7270877495291654,1.382225070746931,0.0010709821786652172,0.00016639152317524081,1.782023560016434e-07,0.999999821797644
6,61,52.07487047590578,1,7,14.89,40.15,0.001512760101333253,0.000221464621839621,0.989629775327275,0.13817150844591128,-1.6755639335421397,-0.3619133006918165,0.00028750492660562535,0.00012038948743027917,3.4973049345806433,1.297007981965275,0.0010049870604377398,0.00015613393596991662,1.569125853449808e-07,0.9999998430874146
6,81,53.5985932196014,1,8,14.89,56.35,0.001512760101333253,0.0004105274135071343,1.836574891644758,0.025396350832529932,-1.6755639335421397,0.7588013509955059,0.00028750492660562535,0.0005470191375726899,3.599636885131054,0.9511729054055261,0.0010343780003495495,0.0005201744447361322,5.380570019790977e-07,0.999999461942998
6,101,74.75354707657456,1,8,14.89,56.35,0.001512760101333253,0.0004105274135071343,1.836574891644758,0.025396350832529932,-1.6755639335421397,0.7588013509955059,0.00028750492660562535,0.0005470191375726899,5.020385968876734,1.3265935594778093,0.0014423445193767915,0.0007254088285204686,1.0462894481240366e-06,0.9999989537105519
6,121,33.63993991992791,1,8,14.89,56.35,0.001512760101333253,0.0004105274135071343,1.836574891644758,0.025396350832529932,-1.6755639335421397,0.7588013509955059,0.00028750492660562535,0.0005470191375726899,2.2592303505660114,0.5969820748878067,0.000649328950778616,0.00032650730463599375,2.1201064554084376e-07,0.9999997879893544
6,141,47.02182939587593,1,8,14.89,56.35,0.001512760101333253,0.0004105274135071343,1.836574891644758,0.025396350832529932,-1.6755639335421397,0.7588013509955059,0.00028750492660562535,0.0005470191375726899,3.157946903685422,0.8344601489951363,0.0009075132533096977,0.00045636150643746945,4.141541153923825e-07,0.9999995858458846
6,161,45.01544938245973,1,8,14.89,56.35,0.001512760101333253,0.0004105274135071343,1.836574891644758,0.025396350832529932,-1.6755639335421397,0.7588013509955059,0.00028750492660562535,0.0005470191375726899,3.023200092844844,0.7988544699637928,0.0008688072890127419,0.00043689321755736643,3.7957601193406955e-07,0.999999620423988
6,181,41.70215136698815,1,8,14.89,56.35,0.001512760101333253,0.0004105274135071343,1.836574891644758,0.025396350832529932,-1.6755639335421397,0.7588013509955059,0.00028750492660562535,0.0005470191375726899,2.8006817573531326,0.7400559248800026,0.0008048857086738652,0.00040474282329898284,3.257717141616628e-07,0.9999996742282858
7,1,43.20759758426878,1,8,14.89,56.35,0.001512760101333253,0.0004105274135071343,1.836574891644758,0.025396350832529932,1.2701228132189635,-1.8050541020035666,0.003034461911932798,7.034413602824587e-05,2.9017862716097236,0.7667719180881771,0.00876670627241565,5.3936453485821384e-05,4.7284504508600526e-07,0.9999995271549549
7,21,45.50457887351563,1,8,14.89,56.35,0.001512760101333253,0.0004105274135071343,1.836574891644758,0.025396350832529932,1.2701228132189635,-1.8050541020035666,0.003034461911932798,7.034413602824587e-05,3.056049622129995,0.8075346738867014,0.009230600199580326,5.680371555526278e-05,5.243323881413127e-07,0.9999994756676118
7,41,55.49633659048928,1,8,14.89,56.35,0.001512760101333253,0.0004105274135071343,1.836574891644758,0.025396350832529932,1.2701228132189635,-1.8050541020035666,0.003034461911932798,7.034413602824587e-05,3.7270877495291654,0.9848506937087715,0.011245991518400136,6.927607146789472e-05,7.790781121560257e-07,0.9999992209218879
7,61,52.07487047590578,2,3,11.47,11.53,0.003165619220516837,0.002071964229127699,1.4783709335735,0.05198802542815817,-3.945661778696581,-0.6643987511039384,9.78635869201569e-05,0.0008842442615253596,4.540093328326572,4.516467517424613,0.00044421112707209847,0.003985696428055215,1.770490702473644e-06,0.9999982295092975
7,81,53.5985932196014,2,3,11.47,11.53,0.003165619220516837,0.002071964229127699,1.4783709335735,0.05198802542815817,-3.945661778696581,-0.6643987511039384,9.78635869201569e-05,0.0008842442615253596,4.672937508247724,4.648620400659271,0.0004572058755359415,0.004102079306316947,1.8754947607625075e-06,0.9999981245052393
7,101,74.75354707657456,2,3,11.47,11.53,0.003165619220516837,0.002071964229127699,1.4783709335735,0.05198802542815817,-3.945661778696581,-0.6643987511039384,9.78635869201569e-05,0.0008842442615253596,6.517310120015218,6.483395236476546,0.0006376039895470479,0.005716503291173994,3.644865304711368e-06,0.9999963551346953
7,121,33.63993991992791,2,3,11.47,11.53,0.003165619220516837,0.002071964229127699,1.4783709335735,0.05198802542815817,-3.945661778696581,-0.6643987511039384,9.78635869201569e-05,0.0008842442615253596,2.9328631142047,2.9176010338185527,0.0002869793178574945,0.0025765469618607368,7.394156895425941e-07,0.9999992605843104
7,141,47.02182939587593,2,3,11.47,11.53,0.003165619220516837,0.002071964229127699,1.4783709335735,0.05198802542815817,-3.945661778696581,-0.6643987511039384,9.78635869201569e-05,0.0008842442615253596,4.0995492062664285,4.078215905973629,0.00040111612149056975,0.003599644701638759,1.4438755214654182e-06,0.9999985561244785
7,161,45.01544938245973,2,3,11.47,11.53,0.003165619220516837,0.002071964229127699,1.4783709335735,0.05198802542815817,-3.945661778696581,-0.6643987511039384,9.78635869201569e-05,0.0008842442615253596,3.9246250551403423,3.904202027967019,0.00038400413674381854,0.0034463160125991613,1.3233996053645397e-06,0.9999986766003947
7,181,41.70215136698815,2,3,11.47,11.53,0.003165619220516837,0.002071964229127699,1.4783709335735,0.05198802542815817,-3.945661778696581,-0.6643987511039384,9.78635869201569e-05,0.0008842442615253596,3.635758619615357,3.616838800259163,0.00035574508739677333,0.003193060259269746,1.1359155009970794e-06,0.999998864084499
8,1,43.20759758426878,2,3,11.47,11.53,0.003165619220516837,0.002071964229127699,1.4783709335735,0.05198802542815817,0.056896947084542106,-0.7502406728318411,0.002405760910500344,0.0008255582309004507,3.767009379622387,3.7474065554439537,0.00902158301443719,0.003088921760488254,2.786696408734626e-05,0.9999721330359127
8,21,45.50457887351563,2,3,11.47,11.53,0.003165619220516837,0.002071964229127699,1.4783709335735,0.05198802542815817,0.056896947084542106,-0.7502406728318411,0.002405760910500344,0.0008255582309004507,3.9672693002193222,3.946624360235527,0.009498899118429023,0.003252866154682569,3.0898647449081864e-05,0.9999691013525509
8,41,55.49633659048928,2,4,11.47,13.5,0.003165619220516837,0.002388379573547085,0.60420632526679,0.29867099860174734,0.056896947084542106,-0.7250377069751801,0.002405760910500344,0.0009710133789247354,4.838390286877879,4.11083974744365,0.011572527390330238,0.0039837242268802925,4.610175773109433e-05,0.9999538982422689
8,61,52.07487047590578,2,4,11.47,13.5,0.003165619220516837,0.002388379573547085,0.60420632526679,0.29867099860174734,0.056896947084542106,-0.7250377069751801,0.002405760910500344,0.0009710133789247354,4.540093328326572,3.857397813030058,0.010862946455768754,0.003738578931084884,4.0611982749040276e-05,0.9999593880172509
8,81,53.5985932196014,2,4,11.47,13.5,0.003165619220516837,0.002388379573547085,0.60420632526679,0.29867099860174734,0.056896947084542106,-0.7250377069751801,0.002405760910500344,0.0009710133789247354,4.672937508247724,3.970266164414918,0.011179015578281392,0.003847759891456161,4.301416776807474e-05,0.9999569858322319
8,101,74.75354707657456,2,4,11.47,13.5,0.003165619220516837,0.002388379573547085,0.60420632526679,0.29867099860174734,0.056896947084542106,-0.7250377069751801,0.002405760910500344,0.0009710133789247354,6.517310120015218,5.537299783449968,0.015556812896166443,0.005362363098107156,8.342127939856045e-05,0.9999165787206015
8,121,33.63993991992791,2,4,11.47,13.5,0.003165619220516837,0.002388379573547085,0.60420632526679,0.29867099860174734,0.056896947084542106,-0.7250377069751801,0.002405760910500344,0.0009710133789247354,2.9328631142047,2.4918474014761416,0.00703093394970683,0.002416692250992443,1.699160359349619e-05,0.9999830083964065
8,141,47.02182939587593,2,4,11.47,13.5,0.003165619220516837,0.002388379573547085,0.60420632526679,0.29867099860174734,0.056896947084542106,-0.7250377069751801,0.002405760910500344,0.0009710133789247354,4.0995492062664285,3.4830984737685875,0.00981405992454652,0.0033764222413262875,3.313641020694785e-05,0.999966863589793
8,161,45.01544938245973,2,4,11.47,13.5,0.003165619220516837,0.002388379573547085,0.60420632526679,0.29867099860174734,0.056896947084542106,-0.7250377069751801,0.002405760910500344,0.0009710133789247354,3.9246250551403423,3.334477732034054,0.009397276557533956,0.003232586395000824,3.0377508349944446e-05,0.99996962249165
8,181,41.70215136698815,2,4,11.47,13.5,0.003165619220516837,0.002388379573547085,0.60420632526679,0.29867099860174734,0.056896947084542106,-0.7250377069751801,0.002405760910500344,0.0009710133789247354,3.635758619615357,3.0890482494065292,0.008708624296077152,0.002995013151073289,2.6082444294507433e-05,0.9999739175557055
9,1,43.20759758426878,2,4,11.47,13.5,0.003165619220516837,0.002388379573547085,0.60420632526679,0.29867099860174734,-0.3307531052113768,0.7064361267778779,0.0017642862163396874,0.0030518990454644324,3.767009379622387,3.20056278401991,0.006624046363015603,0.009720244546097465,6.438735053319917e-05,0.9999356126494668
9,21,45.50457887351563,2,5,11.47,10.63,0.003165619220516837,0.001709914088673922,1.483904963642815,0.05141579143797567,-0.3307531052113768,0.7298380818807544,0.0017642862163396874,0.002226238954696788,3.9672693002193222,4.280769414253586,0.0069749598049682615,0.009484748938708534,6.61557426077074e-05,0.9999338442573923
9,41,55.49633659048928,2,5,11.47,10.63,0.003165619220516837,0.001709914088673922,1.483904963642815,0.05141579143797567,-0.3307531052113768,0.7298380818807544,0.0017642862163396874,0.002226238954696788,4.838390286877879,5.220727807195605,0.008499974488827701,0.011555306258225727,9.821980840550976e-05,0.9999017801915945
9,61,52.07487047590578,2,5,11.47,10.63,0.003165619220516837,0.001709914088673922,1.483904963642815,0.05141579143797567,-0.3307531052113768,0.7298380818807544,0.0017642862163396874,0.002226238954696788,4.540093328326572,4.898858934704212,0.007978029320437499,0.010846775450778294,8.65358925785109e-05,0.9999134641074214
9,81,53.5985932196014,2,5,11.47,10.63,0.003165619220516837,0.001709914088673922,1.483904963642815,0.05141579143797567,-0.3307531052113768,0.7298380818807544,0.0017642862163396874,0.002226238954696788,4.672937508247724,5.042200679172286,0.008210507379525498,0.011162376720451736,9.164877643631261e-05,0.9999083512235637
9,101,74.75354707657456,2,5,11.47,10.63,0.003165619220516837,0.001709914088673922,1.483904963642815,0.05141579143797567,-0.3307531052113768,0.7298380818807544,0.0017642862163396874,0.002226238954696788,6.517310120015218,7.03231863373232,0.011432546453065772,0.015533709472065418,0.0001775898551278157,0.9998224101448722
9,121,33.63993991992791,2,5,11.47,10.63,0.003165619220516837,0.001709914088673922,1.483904963642815,0.05141579143797567,-0.3307531052113768,0.7298380818807544,0.0017642862163396874,0.002226238954696788,2.9328631142047,3.1646227582246387,0.0051610457681005055,0.0070204471731250655,3.6232849173030275e-05,0.999963767150827
9,141,47.02182939587593,2,5,11.47,10.63,0.003165619220516837,0.001709914088673922,1.483904963642815,0.05141579143797567,-0.3307531052113768,0.7298380818807544,0.0017642862163396874,0.002226238954696788,4.0995492062664285,4.423502295002439,0.007206684565502937,0.009799442587062803,7.062149164271767e-05,0.9999293785083573
9,161,45.01544938245973,2,5,11.47,10.63,0.003165619220516837,0.001709914088673922,1.483904963642815,0.05141579143797567,-0.3307531052113768,0.7298380818807544,0.0017642862163396874,0.002226238954696788,3.9246250551403423,4.2347553511250915,0.0069002451131988584,0.009383277043247826,6.474691156346185e-05,0.9999352530884366
