Alpha,Heterogeneity_Scenario,Beta_p,Task_ID,Primary_Server,Best_Backup,Second_Backup,Best_Marginal,Second_Marginal,Marginal_Ratio,Best_Rho,Second_Rho,Best_Amplification,Second_Amplification,Required_Amplification_Ratio,Observed_Amplification_Ratio,Reversal_Margin,Actual_Reversal
0.0,H0,0.0,9,7,8,1,0.0017429749592546946,0.006580158146324607,3.7752453707873794,0.12671319237019502,0.13817150844591128,1.0,1.0,3.7752453707873794,1.0,0.2648834451233129,False
0.0,H0,0.0,9,8,7,1,0.002445382084339555,0.006580158146324607,2.6908507216375415,0.12671319237019502,0.025396350832529932,1.0,1.0,2.6908507216375415,1.0,0.37162968274636987,False
0.0,H0,0.0,10,1,8,7,0.001960713254323603,0.0027507464705302563,1.4029315426233475,0.025396350832529932,0.13817150844591128,1.0,1.0,1.4029315426233475,1.0,0.712793154632546,False
0.0,H0,0.0,10,2,8,7,0.001960713254323603,0.0027507464705302563,1.4029315426233475,0.1712773597674974,0.15181352681030647,1.0,1.0,1.4029315426233475,1.0,0.712793154632546,False
0.0,H0,0.0,10,3,8,7,0.001960713254323603,0.0027507464705302563,1.4029315426233475,0.02802898486305948,0.2198676965397751,1.0,1.0,1.4029315426233475,1.0,0.712793154632546,False
0.0,H0,0.0,10,4,8,7,0.001960713254323603,0.0027507464705302563,1.4029315426233475,0.09898217615586608,0.3447276787973151,1.0,1.0,1.4029315426233475,1.0,0.712793154632546,False
0.0,H0,0.0,10,5,8,7,0.001960713254323603,0.0027507464705302563,1.4029315426233475,0.07217003908143543,0.3245189745730765,1.0,1.0,1.4029315426233475,1.0,0.712793154632546,False
0.0,H0,0.0,10,6,8,7,0.001960713254323603,0.0027507464705302563,1.4029315426233475,0.3540107070824934,0.3499394055117266,1.0,1.0,1.4029315426233475,1.0,0.712793154632546,False
0.0,H0,0.0,10,7,8,1,0.001960713254323603,0.007399929261651698,3.774100697964878,0.12671319237019502,0.13817150844591128,1.0,1.0,3.774100697964878,1.0,0.2649637834356761,False
0.0,H0,0.0,10,8,7,1,0.0027507464705302563,0.007399929261651698,2.690153142403279,0.12671319237019502,0.025396350832529932,1.0,1.0,2.690153142403279,1.0,0.37172604943473164,False
0.0,H0,0.0,11,1,8,7,0.002041630068649359,0.0028642204083431876,1.402908613232765,0.025396350832529932,0.13817150844591128,1.0,1.0,1.402908613232765,1.0,0.7128048046520076,False
