Gamma,CPU_Heterogeneity_Scenario,Beta_p,Task_ID,Primary_Server,CPU_Mean,CPU_Std,CPU_CV,Best_Backup,Second_Backup,Best_Marginal,Second_Marginal,Marginal_Ratio,Best_Rho,Second_Rho,Best_Amplification,Second_Amplification,Observed_Amplification_Ratio,Required_Amplification_Ratio,Reversal_Margin,Actual_Reversal
0.3333333333333333,C1,0.2,89,4,21.2975,5.375868599067917,0.2524178236444614,8,7,0.003230223414821886,0.0038628562792756846,1.195848021394112,0.09898217615586608,0.3447276787973151,1.00378562235398,1.0138666814177222,0.9900568198477088,1.195848021394112,0.8279119103224395,False
0.3333333333333333,C1,0.2,89,5,21.2975,5.375868599067917,0.2524178236444614,8,7,0.003230223414821886,0.0038628562792756846,1.195848021394112,0.07217003908143543,0.3245189745730765,1.0031233122032872,1.0129133189471147,0.9903348030273669,1.195848021394112,0.8281443672690455,False
0.3333333333333333,C1,0.2,89,6,21.2975,5.375868599067917,0.2524178236444614,8,7,0.003230223414821886,0.0038628562792756846,1.195848021394112,0.3540107070824934,0.3499394055117266,1.0143266473022363,1.0139837771605258,1.0003381416443078,1.195848021394112,0.8365094257363238,False
0.3333333333333333,C1,0.2,89,7,21.2975,5.375868599067917,0.2524178236444614,8,1,0.003230223414821886,0.00556315468510918,1.7222197881368313,0.12671319237019502,0.13817150844591128,1.0052275906895023,1.0055288371962048,0.999700409878306,1.7222197881368313,0.5804720261400685,False
0.3333333333333333,C1,0.2,89,8,21.2975,5.375868599067917,0.2524178236444614,7,1,0.0038628562792756846,0.00556315468510918,1.440166105830972,0.12671319237019502,0.025396350832529932,1.0052275906895023,1.000983735791324,1.0042396841691172,1.440166105830972,0.6973082341704422,False
0.3333333333333333,C1,0.2,90,1,21.2975,5.375868599067917,0.2524178236444614,8,7,0.003981653602009188,0.004761086742243062,1.1957561400721959,0.025396350832529932,0.13817150844591128,1.0009827124339232,1.0055224776615508,0.995485167832165,1.1957561400721959,0.8325152047908873,False
0.3333333333333333,C1,0.2,90,2,21.2975,5.375868599067917,0.2524178236444614,8,7,0.003981653602009188,0.004761086742243062,1.1957561400721959,0.1712773597674974,0.15181352681030647,1.0067214816334131,1.0060602975133077,1.0006572012847934,1.1957561400721959,0.8368405293945445,False
0.3333333333333333,C1,0.2,90,3,21.2975,5.375868599067917,0.2524178236444614,8,7,0.003981653602009188,0.004761086742243062,1.1957561400721959,0.02802898486305948,0.2198676965397751,1.0011844810559622,1.0086266407648148,0.9926214920287953,1.1957561400721959,0.8301203387246366,False
0.3333333333333333,C1,0.2,90,4,21.2975,5.375868599067917,0.2524178236444614,8,7,0.003981653602009188,0.004761086742243062,1.1957561400721959,0.09898217615586608,0.3447276787973151,1.003781534652394,1.0138503837839528,0.990068703141405,1.1957561400721959,0.8279854645627226,False
0.3333333333333333,C1,0.2,90,5,21.2975,5.375868599067917,0.2524178236444614,8,7,0.003981653602009188,0.004761086742243062,1.1957561400721959,0.07217003908143543,0.3245189745730765,1.0031198330862807,1.0128976864929826,0.9903466524436872,1.1957561400721959,0.8282179110398659,False
0.3333333333333333,C1,0.2,90,6,21.2975,5.375868599067917,0.2524178236444614,8,7,0.003981653602009188,0.004761086742243062,1.1957561400721959,0.3540107070824934,0.3499394055117266,1.0143105542902757,1.0139671051434012,1.0003387182336907,1.1957561400721959,0.8365741849113929,False
0.3333333333333333,C1,0.2,90,7,21.2975,5.375868599067917,0.2524178236444614,8,1,0.003981653602009188,0.00685533711350354,1.721731169693983,0.12671319237019502,0.13817150844591128,1.0052230774181226,1.0055224776615508,0.9997022441068404,1.721731169693983,0.5806378264526194,False
0.3333333333333333,C1,0.2,90,8,21.2975,5.375868599067917,0.2524178236444614,7,1,0.004761086742243062,0.00685533711350354,1.439868140330043,0.12671319237019502,0.025396350832529932,1.0052230774181226,1.0009827124339232,1.0042362020158058,1.439868140330043,0.6974501163596947,False
0.3333333333333333,C1,0.2,91,1,21.2975,5.375868599067917,0.2524178236444614,8,7,0.0029650504697756115,0.003545845852339768,1.1958804372756966,0.025396350832529932,0.13817150844591128,1.0009840969507753,1.005531081781689,0.9954780265739206,1.1958804372756966,0.8324227034281894,False
0.3333333333333333,C1,0.2,91,2,21.2975,5.375868599067917,0.2524178236444614,8,7,0.0029650504697756115,0.003545845852339768,1.1958804372756966,0.1712773597674974,0.15181352681030647,1.0067315617086356,1.0060701045782139,1.0006574662415788,1.1958804372756966,0.8367537715736449,False
0.3333333333333333,C1,0.2,91,3,21.2975,5.375868599067917,0.2524178236444614,8,7,0.0029650504697756115,0.003545845852339768,1.1958804372756966,0.02802898486305948,0.2198676965397751,1.001186255140872,1.0086405415640405,0.9926095708867605,1.1958804372756966,0.8300240893211682,False
0.3333333333333333,C1,0.2,91,4,21.2975,5.375868599067917,0.2524178236444614,8,7,0.0029650504697756115,0.003545845852339768,1.1958804372756966,0.09898217615586608,0.3447276787973151,1.0037870650322442,1.0138724337612124,0.9900526255639933,1.1958804372756966,0.8278859614255467,False
0.3333333333333333,C1,0.2,91,5,21.2975,5.375868599067917,0.2524178236444614,8,7,0.0029650504697756115,0.003545845852339768,1.1958804372756966,0.07217003908143543,0.3245189745730765,1.0031245401155529,1.0129188366289452,0.9903306206191324,1.1958804372756966,0.828118422001432,False
0.3333333333333333,C1,0.2,91,6,21.2975,5.375868599067917,0.2524178236444614,8,7,0.0029650504697756115,0.003545845852339768,1.1958804372756966,0.3540107070824934,0.3499394055117266,1.0143323272394484,1.0139896616993649,1.0003379379031432,1.1958804372756966,0.8364865807003135,False
0.3333333333333333,C1,0.2,91,7,21.2975,5.375868599067917,0.2524178236444614,8,1,0.0029650504697756115,0.005106979822982304,1.722392207161583,0.12671319237019502,0.13817150844591128,1.0052291833658318,1.005531081781689,0.9996997622238367,1.722392207161583,0.5804135423204756,False
0.3333333333333333,C1,0.2,91,8,21.2975,5.375868599067917,0.2524178236444614,7,1,0.003545845852339768,0.005106979822982304,1.4402712457487128,0.12671319237019502,0.025396350832529932,1.0052291833658318,1.0009840969507753,1.0042409129455583,1.4402712457487128,0.6972581837690665,False
0.3333333333333333,C1,0.2,92,1,21.2975,5.375868599067917,0.2524178236444614,8,7,0.0040432579193541195,0.004834720020209137,1.1957486058622369,0.025396350832529932,0.13817150844591128,1.0009826285410715,1.0055219563568625,0.9954856005012187,1.1957486058622369,0.8325208121680298,False
0.3333333333333333,C1,0.2,92,2,21.2975,5.375868599067917,0.2524178236444614,8,7,0.0040432579193541195,0.004834720020209137,1.1957486058622369,0.1712773597674974,0.15181352681030647,1.0067208708848554,1.006059703343158,1.000657185194378,1.1957486058622369,0.8368457887289935,False
0.3333333333333333,C1,0.2,92,3,21.2975,5.375868599067917,0.2524178236444614,8,7,0.0040432579193541195,0.004834720020209137,1.1957486058622369,0.02802898486305948,0.2198676965397751,1.0011843735634047,1.0086257985665779,0.9926222142902268,1.1957486058622369,0.830126173197134,False
0.3333333333333333,C1,0.2,92,4,21.2975,5.375868599067917,0.2524178236444614,8,7,0.0040432579193541195,0.004834720020209137,1.1957486058622369,0.09898217615586608,0.3447276787973151,1.003781199562072,1.0138490478552202,0.9900696772222191,1.1957486058622369,0.827991496179328,False
0.3333333333333333,C1,0.2,92,5,21.2975,5.375868599067917,0.2524178236444614,8,7,0.0040432579193541195,0.004834720020209137,1.1957486058622369,0.07217003908143543,0.3245189745730765,1.0031195478890296,1.012896405111304,0.9903476237323597,1.1957486058622369,0.8282239417860199,False
0.3333333333333333,C1,0.2,92,6,21.2975,5.375868599067917,0.2524178236444614,8,7,0.0040432579193541195,0.004834720020209137,1.1957486058622369,0.3540107070824934,0.3499394055117266,1.0143092351003729,1.0139657385363423,1.000338765454271,1.1957486058622369,0.8365794955143948,False
0.3333333333333333,C1,0.2,92,7,21.2975,5.375868599067917,0.2524178236444614,8,1,0.0040432579193541195,0.00696124121334788,1.7216911095446237,0.12671319237019502,0.13817150844591128,1.0052227074046451,1.0055219563568625,0.9997023944128465,1.7216911095446237,0.5806514239811933,False
0.3333333333333333,C1,0.2,92,8,21.2975,5.375868599067917,0.2524178236444614,7,1,0.004834720020209137,0.00696124121334788,1.4398437105457775,0.12671319237019502,0.025396350832529932,1.0052227074046451,1.0009826285410715,1.0042359165310926,1.4398437105457775,0.6974617516997269,False
0.3333333333333333,C1,0.2,93,1,21.2975,5.375868599067917,0.2524178236444614,8,7,0.002807812142445736,0.0033578615773515513,1.1958996567436653,0.025396350832529932,0.13817150844591128,1.0009843111121173,1.005532412832129,0.9954769218157754,1.1958996567436653,0.832408401660032,False
0.3333333333333333,C1,0.2,93,2,21.2975,5.375868599067917,0.2524178236444614,8,7,0.002807812142445736,0.0033578615773515513,1.1958996567436653,0.1712773597674974,0.15181352681030647,1.0067331210353496,1.0060716217741141,1.0006575071266486,1.1958996567436653,0.8367403581763333,False
0.3333333333333333,C1,0.2,93,3,21.2975,5.375868599067917,0.2524178236444614,8,7,0.002807812142445736,0.0033578615773515513,1.1958996567436653,0.02802898486305948,0.2198676965397751,1.0011865295774245,1.0086426920636,0.9926077266559867,1.1958996567436653,0.8300092077614393,False
0.3333333333333333,C1,0.2,93,4,21.2975,5.375868599067917,0.2524178236444614,8,7,0.002807812142445736,0.0033578615773515513,1.1958996567436653,0.09898217615586608,0.3447276787973151,1.0037879205309075,1.0138758449605452,0.9900501383085715,1.1958996567436653,0.8278705765368268,False
0.3333333333333333,C1,0.2,93,5,21.2975,5.375868599067917,0.2524178236444614,8,7,0.002807812142445736,0.0033578615773515513,1.1958996567436653,0.07217003908143543,0.3245189745730765,1.0031252682649676,1.0129221087003726,0.9903281403858637,1.1958996567436653,0.8281030392486644,False
0.3333333333333333,C1,0.2,93,6,21.2975,5.375868599067917,0.2524178236444614,8,7,0.002807812142445736,0.0033578615773515513,1.1958996567436653,0.3540107070824934,0.3499394055117266,1.0143356954558365,1.0139931513053535,1.0003378170257284,1.1958996567436653,0.8364730363328012,False
0.3333333333333333,C1,0.2,93,7,21.2975,5.375868599067917,0.2524178236444614,8,1,0.002807812142445736,0.004836440812839441,1.722494443174063,0.12671319237019502,0.13817150844591128,1.0052301277633853,1.005532412832129,0.9996993780957371,1.722494443174063,0.5803788697591256,False
0.3333333333333333,C1,0.2,93,8,21.2975,5.375868599067917,0.2524178236444614,7,1,0.0033578615773515513,0.004836440812839441,1.4403335877395191,0.12671319237019502,0.025396350832529932,1.0052301277633853,1.0009843111121173,1.0042416415563504,1.4403335877395191,0.6972285101900749,False
0.3333333333333333,C1,0.2,94,1,21.2975,5.375868599067917,0.2524178236444614,8,7,0.0022242354053993445,0.002660120986466694,1.1959709750187568,0.025396350832529932,0.13817150844591128,1.000985105995128,1.0055373534944605,0.9954728210906214,1.1959709750187568,0.8323553346058495,False
0.3333333333333333,C1,0.2,94,2,21.2975,5.375868599067917,0.2524178236444614,8,7,0.0022242354053993445,0.002660120986466694,1.1959709750187568,0.1712773597674974,0.15181352681030647,1.0067389089018752,1.0060772534999638,1.0006576586436178,1.1959709750187568,0.836690588271111,False
0.3333333333333333,C1,0.2,94,3,21.2975,5.375868599067917,0.2524178236444614,8,7,0.0022242354053993445,0.002660120986466694,1.1959709750187568,0.02802898486305948,0.2198676965397751,1.0011875482149797,1.0086506745335821,0.9926008810512583,1.1959709750187568,0.829953988670746,False
0.3333333333333333,C1,0.2,94,4,21.2975,5.375868599067917,0.2524178236444614,8,7,0.0022242354053993445,0.002660120986466694,1.1959709750187568,0.09898217615586608,0.3447276787973151,1.0037910959062244,1.013888507028422,0.9900409058272177,1.1959709750187568,0.8278134892125543,False
0.3333333333333333,C1,0.2,94,5,21.2975,5.375868599067917,0.2524178236444614,8,7,0.0022242354053993445,0.002660120986466694,1.1959709750187568,0.07217003908143543,0.3245189745730765,1.0031279709911836,1.0129342545258662,0.990318933839124,1.1959709750187568,0.8280459597471356,False
0.3333333333333333,C1,0.2,94,6,21.2975,5.375868599067917,0.2524178236444614,8,7,0.0022242354053993445,0.002660120986466694,1.1959709750187568,0.3540107070824934,0.3499394055117266,1.014348197680293,1.014006104499221,1.0003373679700291,1.1959709750187568,0.8364227802052976,False
0.3333333333333333,C1,0.2,94,7,21.2975,5.375868599067917,0.2524178236444614,8,1,0.0022242354053993445,0.0038320770549465336,1.7228738674171555,0.12671319237019502,0.13817150844591128,1.0052336327883018,1.0055373534944605,0.9996979518412685,1.7228738674171555,0.5802502265241068,False
0.3333333333333333,C1,0.2,94,8,21.2975,5.375868599067917,0.2524178236444614,7,1,0.002660120986466694,0.0038320770549465336,1.44056494965535,0.12671319237019502,0.025396350832529932,1.0052336327883018,1.000985105995128,1.0042443456628158,1.44056494965535,0.6971184089291341,False
0.3333333333333333,C1,0.2,95,1,21.2975,5.375868599067917,0.2524178236444614,8,7,0.005722871066269234,0.006841939015002306,1.1955430999186563,0.025396350832529932,0.13817150844591128,1.0009803415230218,1.0055077471729468,0.9954973935679222,1.1955430999186563,0.8326737811758146,False
0.3333333333333333,C1,0.2,95,2,21.2975,5.375868599067917,0.2524178236444614,8,7,0.005722871066269234,0.006841939015002306,1.1955430999186563,0.1712773597674974,0.15181352681030647,1.006704222895117,1.0060435088746866,1.0006567449763375,1.1955430999186563,0.836989268763645,False
0.3333333333333333,C1,0.2,95,3,21.2975,5.375868599067917,0.2524178236444614,8,7,0.005722871066269234,0.006841939015002306,1.1955430999186563,0.02802898486305948,0.2198676965397751,1.0011814434372668,1.0086028437049575,0.9926419003138746,1.1955430999186563,0.830285332566775,False
0.3333333333333333,C1,0.2,95,4,21.2975,5.375868599067917,0.2524178236444614,8,7,0.005722871066269234,0.006841939015002306,1.1955430999186563,0.09898217615586608,0.3447276787973151,1.0037720652769486,1.0138126358492743,0.9900962266425939,1.1955430999186563,0.8281560294312762,False
0.3333333333333333,C1,0.2,95,5,21.2975,5.375868599067917,0.2524178236444614,8,7,0.005722871066269234,0.006841939015002306,1.1955430999186563,0.07217003908143543,0.3245189745730765,1.0031117738935154,1.0128614811110315,0.9903740961628619,1.1955430999186563,0.8283884505964244,False
0.3333333333333333,C1,0.2,95,6,21.2975,5.375868599067917,0.2524178236444614,8,7,0.005722871066269234,0.006841939015002306,1.1955430999186563,0.3540107070824934,0.3499394055117266,1.0142732773304202,1.0139284909564452,1.000340049990754,1.1955430999186563,0.8367243724285777,False
0.3333333333333333,C1,0.2,95,7,21.2975,5.375868599067917,0.2524178236444614,8,1,0.005722871066269234,0.009846764970480672,1.7205987792592057,0.12671319237019502,0.13817150844591128,1.0052126189819368,1.0055077471729468,0.9997064883966934,1.7205987792592057,0.5810224326830637,False
0.3333333333333333,C1,0.2,95,8,21.2975,5.375868599067917,0.2524178236444614,7,1,0.006841939015002306,0.009846764970480672,1.4391775414673662,0.12671319237019502,0.025396350832529932,1.0052126189819368,1.0009803415230218,1.004228132445114,1.4391775414673662,0.6977791853402718,False
0.3333333333333333,C1,0.2,96,1,21.2975,5.375868599067917,0.2524178236444614,8,7,0.001488724018654648,0.0017806044877206383,1.196060831563503,0.025396350832529932,0.13817150844591128,1.0009861079191018,1.0055435817654272,0.9954676515976325,1.196060831563503,0.8322884800903871,False
0.3333333333333333,C1,0.2,96,2,21.2975,5.375868599067917,0.2524178236444614,8,7,0.001488724018654648,0.0017806044877206383,1.196060831563503,0.1712773597674974,0.15181352681030647,1.0067462048936315,1.0060843532028738,1.000657849104452,1.196060831563503,0.8366278893995565,False
0.3333333333333333,C1,0.2,96,3,21.2975,5.375868599067917,0.2524178236444614,8,7,0.001488724018654648,0.0017806044877206383,1.196060831563503,0.02802898486305948,0.2198676965397751,1.0011888322562676,1.0086607376515808,0.9925922511738589,1.196060831563503,0.8298844214105164,False
0.3333333333333333,C1,0.2,96,4,21.2975,5.375868599067917,0.2524178236444614,8,7,0.001488724018654648,0.0017806044877206383,1.196060831563503,0.09898217615586608,0.3447276787973151,1.003795098585769,1.0139044694658432,0.9900292668742253,1.196060831563503,0.827741566940244,False
0.3333333333333333,C1,0.2,96,5,21.2975,5.375868599067917,0.2524178236444614,8,7,0.001488724018654648,0.0017806044877206383,1.196060831563503,0.07217003908143543,0.3245189745730765,1.0031313779600508,1.012949566583976,0.9903073272867516,1.196060831563503,0.827974047099437,False
0.3333333333333333,C1,0.2,96,6,21.2975,5.375868599067917,0.2524178236444614,8,7,0.001488724018654648,0.0017806044877206383,1.196060831563503,0.3540107070824934,0.3499394055117266,1.0143639579504087,1.0140224341408512,1.0003368010391671,1.196060831563503,0.8363594682149373,False
0.3333333333333333,C1,0.2,96,7,21.2975,5.375868599067917,0.2524178236444614,8,1,0.001488724018654648,0.0025655955731040633,1.7233520390317734,0.12671319237019502,0.13817150844591128,1.0052380502890848,1.0055435817654272,0.9996961529247632,1.7233520390317734,0.5800881829613989,False
0.3333333333333333,C1,0.2,96,8,21.2975,5.375868599067917,0.2524178236444614,7,1,0.0017806044877206383,0.0025655955731040633,1.4408565129408926,0.12671319237019502,0.025396350832529932,1.0052380502890848,1.0009861079191018,1.0042477536264935,1.4408565129408926,0.6969797093651964,False
0.3333333333333333,C1,0.2,97,1,21.2975,5.375868599067917,0.2524178236444614,8,7,0.0017729118585853942,0.002120448885250924,1.1960261165734596,0.025396350832529932,0.13817150844591128,1.0009857207822017,1.005541175105843,0.9954696491437441,1.1960261165734596,0.8323143076471463,False
0.3333333333333333,C1,0.2,97,2,21.2975,5.375868599067917,0.2524178236444614,8,7,0.0017729118585853942,0.002120448885250924,1.1960261165734596,0.1712773597674974,0.15181352681030647,1.006743385693813,1.0060816097788863,1.000657775580524,1.1960261165734596,0.8366521112827755,False
0.3333333333333333,C1,0.2,97,3,21.2975,5.375868599067917,0.2524178236444614,8,7,0.0017729118585853942,0.002120448885250924,1.1960261165734596,0.02802898486305948,0.2198676965397751,1.001188336100231,1.0086568491331853,0.992595585863148,1.1960261165734596,0.8299112971770822,False
0.3333333333333333,C1,0.2,97,4,21.2975,5.375868599067917,0.2524178236444614,8,7,0.0017729118585853942,0.002120448885250924,1.1960261165734596,0.09898217615586608,0.3447276787973151,1.0037935519469654,1.0138983013778313,0.9900337643162691,1.1960261165734596,0.8277693526899348,False
0.3333333333333333,C1,0.2,97,5,21.2975,5.375868599067917,0.2524178236444614,8,7,0.0017729118585853942,0.002120448885250924,1.1960261165734596,0.07217003908143543,0.3245189745730765,1.0031300614936325,1.0129436497550441,0.9903118122476163,1.1960261165734596,0.8280018291613883,False
0.3333333333333333,C1,0.2,97,6,21.2975,5.375868599067917,0.2524178236444614,8,7,0.0017729118585853942,0.002120448885250924,1.1960261165734596,0.3540107070824934,0.3499394055117266,1.0143578680696996,1.014016124134559,1.0003370202179303,1.1960261165734596,0.8363839270365045,False
0.3333333333333333,C1,0.2,97,7,21.2975,5.375868599067917,0.2524178236444614,8,1,0.0017729118585853942,0.0030550237178483745,1.7231672872254218,0.12671319237019502,0.13817150844591128,1.0052363434573894,1.005541175105843,0.9996968481689261,1.7231672872254218,0.5801507814012647,False
0.3333333333333333,C1,0.2,97,8,21.2975,5.375868599067917,0.2524178236444614,7,1,0.002120448885250924,0.0030550237178483745,1.4407438628198093,0.12671319237019502,0.025396350832529932,1.0052363434573894,1.0009857207822017,1.0042464368741106,1.4407438628198093,0.6970332914752867,False
0.3333333333333333,C1,0.2,98,1,21.2975,5.375868599067917,0.2524178236444614,8,7,0.003213081918528127,0.003842364388118239,1.1958501169737927,0.025396350832529932,0.13817150844591128,1.0009837591372406,1.0055289822865585,0.9954797691271094,1.1958501169737927,0.8324452663401174,False
0.3333333333333333,C1,0.2,98,2,21.2975,5.375868599067917,0.2524178236444614,8,7,0.003213081918528127,0.003842364388118239,1.1958501169737927,0.1712773597674974,0.15181352681030647,1.0067291021195814,1.006067711499454,1.000657401696295,1.1958501169737927,0.8367749331567984,False
0.3333333333333333,C1,0.2,98,3,21.2975,5.375868599067917,0.2524178236444614,8,7,0.003213081918528127,0.003842364388118239,1.1958501169737927,0.02802898486305948,0.2198676965397751,1.0011858222590102,1.008637149564899,0.9926124798108983,1.1958501169737927,0.8300475667659709,False
0.3333333333333333,C1,0.2,98,4,21.2975,5.375868599067917,0.2524178236444614,8,7,0.003213081918528127,0.003842364388118239,1.1958501169737927,0.09898217615586608,0.3447276787973151,1.0037857156100007,1.0138670532481247,0.9900565487301058,1.1958501169737927,0.8279102327936664,False
0.3333333333333333,C1,0.2,98,5,21.2975,5.375868599067917,0.2524178236444614,8,7,0.003213081918528127,0.003842364388118239,1.1958501169737927,0.07217003908143543,0.3245189745730765,1.003123391576284,1.0129136756071822,0.9903345326786812,1.1958501169737927,0.8281426899759082,False
0.3333333333333333,C1,0.2,98,6,21.2975,5.375868599067917,0.2524178236444614,8,7,0.003213081918528127,0.003842364388118239,1.1958501169737927,0.3540107070824934,0.3499394055117266,1.014327014455209,1.0139841575351503,1.0003381284781532,1.1958501169737927,0.8365079488469672,False
0.3333333333333333,C1,0.2,98,7,21.2975,5.375868599067917,0.2524178236444614,8,1,0.003213081918528127,0.005533669073330343,1.7222309339269037,0.12671319237019502,0.13817150844591128,1.0052276936446682,1.0055289822865585,0.9997003680180305,1.7222309339269037,0.5804682451839299,False
0.3333333333333333,C1,0.2,98,8,21.2975,5.375868599067917,0.2524178236444614,7,1,0.003842364388118239,0.005533669073330343,1.4401729025081884,0.12671319237019502,0.025396350832529932,1.0052276936446682,1.0009837591372406,1.0042397636012452,1.4401729025081884,0.6973049984847465,False
0.3333333333333333,C1,0.2,99,1,21.2975,5.375868599067917,0.2524178236444614,8,7,0.0015042125917447942,0.0017991269175385307,1.1960589396819594,0.025396350832529932,0.13817150844591128,1.000986086819287,1.0055434505940508,0.9954677604711448,1.1960589396819594,0.8322898876002272,False
0.3333333333333333,C1,0.2,99,2,21.2975,5.375868599067917,0.2524178236444614,8,7,0.0015042125917447942,0.0017991269175385307,1.1960589396819594,0.1712773597674974,0.15181352681030647,1.0067460512385558,1.0060842036755129,1.0006578450994708,1.1960589396819594,0.8366292093979523,False
0.3333333333333333,C1,0.2,99,3,21.2975,5.375868599067917,0.2524178236444614,8,7,0.0015042125917447942,0.0017991269175385307,1.1960589396819594,0.02802898486305948,0.2198676965397751,1.0011888052143179,1.008660525712424,0.9925924329269962,1.1960589396819594,0.8298858860508442,False
0.3333333333333333,C1,0.2,99,4,21.2975,5.375868599067917,0.2524178236444614,8,7,0.0015042125917447942,0.0017991269175385307,1.1960589396819594,0.09898217615586608,0.3447276787973151,1.0037950142895873,1.013904133281514,0.9900295120020781,1.1960589396819594,0.8277430811773657,False
0.3333333333333333,C1,0.2,99,5,21.2975,5.375868599067917,0.2524178236444614,8,7,0.0015042125917447942,0.0017991269175385307,1.1960589396819594,0.07217003908143543,0.3245189745730765,1.0031313062085656,1.0129492440924177,0.9903075717355919,1.1960589396819594,0.8279755611365789,False
0.3333333333333333,C1,0.2,99,6,21.2975,5.375868599067917,0.2524178236444614,8,7,0.0015042125917447942,0.0017991269175385307,1.1960589396819594,0.3540107070824934,0.3499394055117266,1.0143636260315076,1.0140220902205936,1.0003368129887975,1.1960589396819594,0.8363608011280733,False
0.3333333333333333,C1,0.2,99,7,21.2975,5.375868599067917,0.2524178236444614,8,1,0.0015042125917447942,0.002592272691147883,1.723341969994418,0.12671319237019502,0.13817150844591128,1.0052379572649994,1.0055434505940508,0.9996961908221162,1.723341969994418,0.5800915942558715,False
0.3333333333333333,C1,0.2,99,8,21.2975,5.375868599067917,0.2524178236444614,7,1,0.0017991269175385307,0.002592272691147883,1.4408503735214477,0.12671319237019502,0.025396350832529932,1.0052379572649994,1.000986086819287,1.0042476818626151,1.4408503735214477,0.6969826293678415,False
0.3333333333333333,C1,0.2,100,1,21.2975,5.375868599067917,0.2524178236444614,8,7,0.003435910783107788,0.004108740708620378,1.1958228743366888,0.025396350832529932,0.13817150844591128,1.0009834556591375,1.0055270962632754,0.9954813344950892,1.1958228743366888,0.8324655397207325,False
0.3333333333333333,C1,0.2,100,2,21.2975,5.375868599067917,0.2524178236444614,8,7,0.003435910783107788,0.004108740708620378,1.1958228743366888,0.1712773597674974,0.15181352681030647,1.0067268925858965,1.0060655617723675,1.0006573436549842,1.1958228743366888,0.8367939476070309,False
0.3333333333333333,C1,0.2,100,3,21.2975,5.375868599067917,0.2524178236444614,8,7,0.003435910783107788,0.004108740708620378,1.1958228743366888,0.02802898486305948,0.2198676965397751,1.0011854333842216,1.0086341024889227,0.9926150929397285,1.1958228743366888,0.8300686617073807,False
0.3333333333333333,C1,0.2,100,4,21.2975,5.375868599067917,0.2524178236444614,8,7,0.003435910783107788,0.004108740708620378,1.1958228743366888,0.09898217615586608,0.3447276787973151,1.0037845033674087,1.0138622198619431,0.9900600729595125,1.1958228743366888,0.8279320409460215,False
0.3333333333333333,C1,0.2,100,5,21.2975,5.375868599067917,0.2524178236444614,8,7,0.003435910783107788,0.004108740708620378,1.1958228743366888,0.07217003908143543,0.3245189745730765,1.0031223598040901,1.012909039438611,0.9903380468991124,1.1958228743366888,0.8281644950540382,False
0.3333333333333333,C1,0.2,100,6,21.2975,5.375868599067917,0.2524178236444614,8,7,0.003435910783107788,0.004108740708620378,1.1958228743366888,0.3540107070824934,0.3499394055117266,1.014322241839224,1.013979213092764,1.0003382995844792,1.1958228743366888,0.8365271488382902,False
0.3333333333333333,C1,0.2,100,7,21.2975,5.375868599067917,0.2524178236444614,8,1,0.003435910783107788,0.005916934007456054,1.7220860438361487,0.12671319237019502,0.13817150844591128,1.0052263552882947,1.0055270962632754,0.9997009121125644,1.7220860438361487,0.5805173996333036,False
0.3333333333333333,C1,0.2,100,8,21.2975,5.375868599067917,0.2524178236444614,7,1,0.004108740708620378,0.005916934007456054,1.4400845483001594,0.12671319237019502,0.025396350832529932,1.0052263552882947,1.0009834556591375,1.004238731025143,1.4400845483001594,0.697347063552985,False
0.3333333333333333,C1,0.2,101,1,21.2975,5.375868599067917,0.2524178236444614,8,7,0.004326856404023158,0.005173682426828714,1.1957139187744172,0.025396350832529932,0.13817150844591128,1.0009822423456414,1.0055195566372603,0.9954875921988101,1.1957139187744172,0.8325466288952836,False
0.3333333333333333,C1,0.2,101,2,21.2975,5.375868599067917,0.2524178236444614,8,7,0.004326856404023158,0.005173682426828714,1.1957139187744172,0.1712773597674974,0.15181352681030647,1.0067180594006568,1.0060569682292952,1.0006571110704845,1.1957139187744172,0.8368700032329957,False
0.3333333333333333,C1,0.2,101,3,21.2975,5.375868599067917,0.2524178236444614,8,7,0.004326856404023158,0.005173682426828714,1.1957139187744172,0.02802898486305948,0.2198676965397751,1.0011838787365128,1.0086219217094377,0.992625539052018,1.1957139187744172,0.8301530353259075,False
0.3333333333333333,C1,0.2,101,4,21.2975,5.375868599067917,0.2524178236444614,8,7,0.004326856404023158,0.005173682426828714,1.1957139187744172,0.09898217615586608,0.3447276787973151,1.0037796570174968,1.0138428982257397,0.9900741611685066,1.1957139187744172,0.828019265831841,False
0.3333333333333333,C1,0.2,101,5,21.2975,5.375868599067917,0.2524178236444614,8,7,0.004326856404023158,0.005173682426828714,1.1957139187744172,0.07217003908143543,0.3245189745730765,1.003118235028917,1.0128905066188163,0.9903520947959906,1.1957139187744172,0.8282517074076394,False
0.3333333333333333,C1,0.2,101,6,21.2975,5.375868599067917,0.2524178236444614,8,7,0.004326856404023158,0.005173682426828714,1.1957139187744172,0.3540107070824934,0.3499394055117266,1.0143031624572931,1.0139594477063414,1.0003389827391316,1.1957139187744172,0.8366039460044581,False
0.3333333333333333,C1,0.2,101,7,21.2975,5.375868599067917,0.2524178236444614,8,1,0.004326856404023158,0.007448712233417333,1.7215066870468452,0.12671319237019502,0.13817150844591128,1.0052210040235783,1.0055195566372603,0.9997030862187499,1.7215066870468452,0.5807140301811364,False
