Gamma,CPU_Heterogeneity_Scenario,Beta_p,Task_ID,Primary_Server,CPU_Mean,CPU_Std,CPU_CV,Primary_CPU,Primary_Marginal_Failure,Independent_Selected_Backup,Independent_Backup_CPU,Independent_Backup_Marginal_Failure,Independent_Selected_Rho,Independent_Selected_Distance_km,Independent_Actual_Joint_Risk,Correlation_Aware_Selected_Backup,Correlation_Aware_Backup_CPU,Correlation_Aware_Backup_Marginal_Failure,Correlation_Aware_Selected_Rho,Correlation_Aware_Selected_Distance_km,Correlation_Aware_Actual_Joint_Risk,Selection_Changed,Absolute_Risk_Reduction,Relative_Risk_Reduction
0.0,C0,0.0,5,1,21.2975,0.0,0.0,21.2975,0.0086190465317144,2,21.2975,0.0086190465317144,0.021009369147363816,1.9313933954397549,7.428796311585802e-05,2,21.2975,0.0086190465317144,0.021009369147363816,1.9313933954397549,7.428796311585802e-05,False,0.0,0.0
0.0,C0,0.0,5,2,21.2975,0.0,0.0,21.2975,0.0086190465317144,1,21.2975,0.0086190465317144,0.021009369147363816,1.9313933954397549,7.428796311585802e-05,1,21.2975,0.0086190465317144,0.021009369147363816,1.9313933954397549,7.428796311585802e-05,False,0.0,0.0
0.0,C0,0.0,5,3,21.2975,0.0,0.0,21.2975,0.0086190465317144,1,21.2975,0.0086190465317144,0.18306787663613355,0.848949142165538,7.428796311585802e-05,1,21.2975,0.0086190465317144,0.18306787663613355,0.848949142165538,7.428796311585802e-05,False,0.0,0.0
0.0,C0,0.0,5,4,21.2975,0.0,0.0,21.2975,0.0086190465317144,1,21.2975,0.0086190465317144,0.05616030311880285,1.4397725609322833,7.428796311585802e-05,1,21.2975,0.0086190465317144,0.05616030311880285,1.4397725609322833,7.428796311585802e-05,False,0.0,0.0
0.0,C0,0.0,5,5,21.2975,0.0,0.0,21.2975,0.0086190465317144,1,21.2975,0.0086190465317144,0.35189398947555517,0.5222126575031668,7.428796311585802e-05,1,21.2975,0.0086190465317144,0.35189398947555517,0.5222126575031668,7.428796311585802e-05,False,0.0,0.0
0.0,C0,0.0,5,6,21.2975,0.0,0.0,21.2975,0.0086190465317144,1,21.2975,0.0086190465317144,0.06799478979999132,1.3441620986649503,7.428796311585802e-05,1,21.2975,0.0086190465317144,0.06799478979999132,1.3441620986649503,7.428796311585802e-05,False,0.0,0.0
0.0,C0,0.0,5,7,21.2975,0.0,0.0,21.2975,0.0086190465317144,1,21.2975,0.0086190465317144,0.13817150844591128,0.989629775327275,7.428796311585802e-05,1,21.2975,0.0086190465317144,0.13817150844591128,0.989629775327275,7.428796311585802e-05,False,0.0,0.0
0.0,C0,0.0,5,8,21.2975,0.0,0.0,21.2975,0.0086190465317144,1,21.2975,0.0086190465317144,0.025396350832529932,1.836574891644758,7.428796311585802e-05,1,21.2975,0.0086190465317144,0.025396350832529932,1.836574891644758,7.428796311585802e-05,False,0.0,0.0
0.0,C0,0.0,6,1,21.2975,0.0,0.0,21.2975,0.004939274325906925,2,21.2975,0.004939274325906925,0.021009369147363816,1.9313933954397549,2.439643086656331e-05,2,21.2975,0.004939274325906925,0.021009369147363816,1.9313933954397549,2.439643086656331e-05,False,0.0,0.0
0.0,C0,0.0,6,2,21.2975,0.0,0.0,21.2975,0.004939274325906925,1,21.2975,0.004939274325906925,0.021009369147363816,1.9313933954397549,2.439643086656331e-05,1,21.2975,0.004939274325906925,0.021009369147363816,1.9313933954397549,2.439643086656331e-05,False,0.0,0.0
0.0,C0,0.0,6,3,21.2975,0.0,0.0,21.2975,0.004939274325906925,1,21.2975,0.004939274325906925,0.18306787663613355,0.848949142165538,2.439643086656331e-05,1,21.2975,0.004939274325906925,0.18306787663613355,0.848949142165538,2.439643086656331e-05,False,0.0,0.0
0.0,C0,0.0,6,4,21.2975,0.0,0.0,21.2975,0.004939274325906925,1,21.2975,0.004939274325906925,0.05616030311880285,1.4397725609322833,2.439643086656331e-05,1,21.2975,0.004939274325906925,0.05616030311880285,1.4397725609322833,2.439643086656331e-05,False,0.0,0.0
0.0,C0,0.0,6,5,21.2975,0.0,0.0,21.2975,0.004939274325906925,1,21.2975,0.004939274325906925,0.35189398947555517,0.5222126575031668,2.439643086656331e-05,1,21.2975,0.004939274325906925,0.35189398947555517,0.5222126575031668,2.439643086656331e-05,False,0.0,0.0
0.0,C0,0.0,6,6,21.2975,0.0,0.0,21.2975,0.004939274325906925,1,21.2975,0.004939274325906925,0.06799478979999132,1.3441620986649503,2.439643086656331e-05,1,21.2975,0.004939274325906925,0.06799478979999132,1.3441620986649503,2.439643086656331e-05,False,0.0,0.0
0.0,C0,0.0,6,7,21.2975,0.0,0.0,21.2975,0.004939274325906925,1,21.2975,0.004939274325906925,0.13817150844591128,0.989629775327275,2.439643086656331e-05,1,21.2975,0.004939274325906925,0.13817150844591128,0.989629775327275,2.439643086656331e-05,False,0.0,0.0
0.0,C0,0.0,6,8,21.2975,0.0,0.0,21.2975,0.004939274325906925,1,21.2975,0.004939274325906925,0.025396350832529932,1.836574891644758,2.439643086656331e-05,1,21.2975,0.004939274325906925,0.025396350832529932,1.836574891644758,2.439643086656331e-05,False,0.0,0.0
0.0,C0,0.0,7,1,21.2975,0.0,0.0,21.2975,0.0067214082305347995,2,21.2975,0.0067214082305347995,0.021009369147363816,1.9313933954397549,4.517732860150095e-05,2,21.2975,0.0067214082305347995,0.021009369147363816,1.9313933954397549,4.517732860150095e-05,False,0.0,0.0
0.0,C0,0.0,7,2,21.2975,0.0,0.0,21.2975,0.0067214082305347995,1,21.2975,0.0067214082305347995,0.021009369147363816,1.9313933954397549,4.517732860150095e-05,1,21.2975,0.0067214082305347995,0.021009369147363816,1.9313933954397549,4.517732860150095e-05,False,0.0,0.0
0.0,C0,0.0,7,3,21.2975,0.0,0.0,21.2975,0.0067214082305347995,1,21.2975,0.0067214082305347995,0.18306787663613355,0.848949142165538,4.517732860150095e-05,1,21.2975,0.0067214082305347995,0.18306787663613355,0.848949142165538,4.517732860150095e-05,False,0.0,0.0
0.0,C0,0.0,7,4,21.2975,0.0,0.0,21.2975,0.0067214082305347995,1,21.2975,0.0067214082305347995,0.05616030311880285,1.4397725609322833,4.517732860150095e-05,1,21.2975,0.0067214082305347995,0.05616030311880285,1.4397725609322833,4.517732860150095e-05,False,0.0,0.0
0.0,C0,0.0,7,5,21.2975,0.0,0.0,21.2975,0.0067214082305347995,1,21.2975,0.0067214082305347995,0.35189398947555517,0.5222126575031668,4.517732860150095e-05,1,21.2975,0.0067214082305347995,0.35189398947555517,0.5222126575031668,4.517732860150095e-05,False,0.0,0.0
0.0,C0,0.0,7,6,21.2975,0.0,0.0,21.2975,0.0067214082305347995,1,21.2975,0.0067214082305347995,0.06799478979999132,1.3441620986649503,4.517732860150095e-05,1,21.2975,0.0067214082305347995,0.06799478979999132,1.3441620986649503,4.517732860150095e-05,False,0.0,0.0
