metric,count,mean,std,min,p01,p05,p10,p25,p50,p75,p90,p95,p99,max
joint_failure_probability,2800000,7.058606868805678e-05,0.00022338142426867996,1.0911218311596423e-11,1.6803747081567147e-08,1.1779996423355357e-07,3.1182132634323706e-07,1.389720523214906e-06,9.296615236517589e-06,5.274061713698424e-05,0.00016827193376221672,0.000313412866508173,0.0009304819462280496,0.014781261035390937
joint_success_probability,2800000,0.9999294139313117,0.00022338142426867985,0.9852187389646091,0.999069518053772,0.9996865871334919,0.9998317280662378,0.9999472593828631,0.9999907033847635,0.9999986102794768,0.9999996881786737,0.9999998822000358,0.9999999831962529,0.9999999999890887
