episode,tasks,mean_reward,mean_latency,mean_safe_set_size,empty_safe_set_rate,feasibility_rate,conditional_rsr,overall_rsr,avoidable_violation_count,unavoidable_violation_count,mean_masked_entropy,pair_78_frequency,pair_selection_hhi
1,200,42.677275557507656,3.7372255770133442,21.79,0.02,0.98,1.0,0.98,0,4,2.4193940019607543,0.99,0.9802
2,200,49.101202994216074,2.965063093864345,23.08,0.0,1.0,1.0,1.0,0,0,2.405771127939224,1.0,1.0
3,200,45.0803350893059,3.340654399673334,22.92,0.0,1.0,1.0,1.0,0,0,2.413350534439087,1.0,1.0
4,200,54.0175330706625,2.632276240675432,20.77,0.0,1.0,1.0,1.0,0,0,2.397781864404678,1.0,1.0
5,200,50.64801516385826,2.904716971328869,21.375,0.02,0.98,0.9846938775510204,0.965,3,4,2.4029916453361513,1.0,1.0
6,200,48.474339716120596,3.057320477209589,21.485,0.0,1.0,1.0,1.0,0,0,2.4060704028606414,1.0,1.0
7,200,42.093278648852,4.046891111364297,24.05,0.0,1.0,1.0,1.0,0,0,2.4200262105464936,0.995,0.9900500000000001
8,200,37.3801435534017,2.8103717684001492,20.085,0.15,0.85,0.8941176470588236,0.76,18,30,2.400079708099365,1.0,1.0
9,200,46.855428680956535,3.26145569439363,24.665,0.0,1.0,1.0,1.0,0,0,2.411861479282379,1.0,1.0
10,200,40.14289036177193,2.86525243465234,18.955,0.09,0.91,0.8901098901098901,0.81,20,18,2.4035289800167083,1.0,1.0
11,200,49.33506107571004,3.1884601488542086,22.945,0.0,1.0,1.0,1.0,0,0,2.408272408246994,0.99,0.9802
12,200,45.47886090792073,3.1840521455667012,22.15,0.0,1.0,1.0,1.0,0,0,2.4103569912910463,1.0,1.0
13,200,40.27184556968084,3.4022645844080817,18.99,0.06,0.94,0.9680851063829787,0.91,6,12,2.413536058664322,1.0,1.0
14,200,41.109773550633605,3.7405250030382673,24.475,0.0,1.0,1.0,1.0,0,0,2.424039900302887,0.995,0.9900500000000001
15,200,46.61890145871838,2.7109421477234985,20.015,0.08,0.92,0.9782608695652174,0.9,4,16,2.4006586968898773,1.0,1.0
16,200,47.198640481010045,3.325800996765418,22.17,0.0,1.0,1.0,1.0,0,0,2.4087421119213106,1.0,1.0
17,200,45.54683660906308,3.412805274352737,22.115,0.0,1.0,1.0,1.0,0,0,2.4131989455223084,1.0,1.0
18,200,50.65606897257032,2.8831282036776127,20.42,0.005,0.995,1.0,0.995,0,1,2.400942026376724,1.0,1.0
19,200,45.86533507873135,3.2287192276561574,18.18,0.0,1.0,1.0,1.0,0,0,2.41694650888443,1.0,1.0
20,200,45.02965249961943,2.9139319756360917,21.16,0.09,0.91,1.0,0.91,0,18,2.4016203701496126,1.0,1.0
