state_id,trial_id,requirement,load_tertile,safe_set_size,effective_set_size,coupling_group,q_spread,q_std_safe,q_predicted_action,actor_predicted_action,horizon,q_spearman,q_kendall,q_top1_hit,q_top3_hit,q_top5_hit,q_regret,q_optimal_set_size,actor_spearman,actor_kendall,actor_top1_hit,actor_top3_hit,actor_top5_hit,actor_regret,random_top1_hit,random_top3_hit,random_top5_hit,actor_probability_spearman
trial_000_ep1_task163,0,0.9,low,28,28,easy,0.006389617919921875,0.0017899031518027186,5,27,5,0.5667817448052455,0.4356821349770695,True,True,True,0.0,7,0.7578442887543356,0.6305925637826005,True,True,True,0.0,0.25,0.594017094017094,0.7929487179487179,0.9999999999999998
trial_000_ep1_task163,0,0.9,low,28,28,easy,0.006389617919921875,0.0017899031518027186,5,27,10,0.5667817448052455,0.4356821349770695,True,True,True,0.0,7,0.7578442887543356,0.6305925637826005,True,True,True,0.0,0.25,0.594017094017094,0.7929487179487179,0.9999999999999998
trial_000_ep1_task163,0,0.9,low,28,28,easy,0.006389617919921875,0.0017899031518027186,5,27,20,0.5667817448052455,0.4356821349770695,True,True,True,0.0,7,0.7578442887543356,0.6305925637826005,True,True,True,0.0,0.25,0.594017094017094,0.7929487179487179,0.9999999999999998
trial_000_ep1_task163,0,0.9,low,28,28,easy,0.006389617919921875,0.0017899031518027186,5,27,50,0.5667817448052455,0.4356821349770695,True,True,True,0.0,7,0.7578442887543356,0.6305925637826005,True,True,True,0.0,0.25,0.594017094017094,0.7929487179487179,0.9999999999999998
trial_000_ep1_task169,0,0.9999,high,0,1,easy,0.0,0.0,25,25,5,,,True,True,True,0.0,1,,,True,True,True,0.0,1.0,1.0,1.0,
trial_000_ep1_task169,0,0.9999,high,0,1,easy,0.0,0.0,25,25,10,,,True,True,True,0.0,1,,,True,True,True,0.0,1.0,1.0,1.0,
trial_000_ep1_task169,0,0.9999,high,0,1,easy,0.0,0.0,25,25,20,,,True,True,True,0.0,1,,,True,True,True,0.0,1.0,1.0,1.0,
trial_000_ep1_task169,0,0.9999,high,0,1,easy,0.0,0.0,25,25,50,,,True,True,True,0.0,1,,,True,True,True,0.0,1.0,1.0,1.0,
trial_000_ep1_task171,0,0.999,high,15,15,easy,0.002582550048828125,0.0007516993209719658,5,27,5,-0.364454773139948,-0.29271427209411177,False,False,False,21.42001166676644,3,0.19731140091689817,0.12623739264661615,False,False,True,11.510238692661943,0.19999999999999996,0.5164835164835164,0.7362637362637363,1.0
trial_000_ep1_task171,0,0.999,high,15,15,easy,0.002582550048828125,0.0007516993209719658,5,27,10,-0.364454773139948,-0.29271427209411177,False,False,False,21.420011666766413,3,0.19731140091689817,0.12623739264661615,False,False,True,11.510238692661915,0.19999999999999996,0.5164835164835164,0.7362637362637363,1.0
trial_000_ep1_task171,0,0.999,high,15,15,easy,0.002582550048828125,0.0007516993209719658,5,27,20,-0.364454773139948,-0.29271427209411177,False,False,False,21.420011666766413,3,0.19731140091689817,0.12623739264661615,False,False,True,11.510238692661915,0.19999999999999996,0.5164835164835164,0.7362637362637363,1.0
trial_000_ep1_task171,0,0.999,high,15,15,easy,0.002582550048828125,0.0007516993209719658,5,27,50,-0.364454773139948,-0.29271427209411177,False,False,False,21.42001166676647,3,0.19731140091689817,0.12623739264661615,False,False,True,11.510238692661915,0.19999999999999996,0.5164835164835164,0.7362637362637363,1.0
trial_000_ep1_task172,0,0.9999,low,0,1,easy,0.0,0.0,25,25,5,,,True,True,True,0.0,1,,,True,True,True,0.0,1.0,1.0,1.0,
trial_000_ep1_task172,0,0.9999,low,0,1,easy,0.0,0.0,25,25,10,,,True,True,True,0.0,1,,,True,True,True,0.0,1.0,1.0,1.0,
