episode,transitions,q_updates,q_loss,q_target_mean,q_target_std,q_pred_mean,q_pred_std,td_error_mean,td_error_std,td_error_abs_p95,q_min,q_max,target_q_min,target_q_max,target_q_mean,target_q_std,trial_id
26,200,4,55.682655334472656,62.59246444702149,24.73332405090332,6.3495073318481445,0.0869635418057441,56.24296569824219,24.759727478027344,106.02767944335938,6.030698776245117,6.648438453674316,0.4752418100833893,1.9515360593795776,1.4105161428451538,0.1897878497838974,0
27,200,4,54.66452217102051,61.72417831420898,24.44106101989746,6.500091552734375,0.0983013659715652,55.22409057617188,24.47649383544922,100.4433364868164,6.186648845672607,6.799429893493652,0.5072125792503357,2.114635467529297,1.5084221363067627,0.1996392607688903,0
28,200,4,56.60851001739502,63.82704544067383,25.35427665710449,6.659731864929199,0.0893560349941253,57.16730880737305,25.38316535949707,108.26297760009766,6.35921049118042,6.948637008666992,0.5405347347259521,2.259588718414306,1.610703706741333,0.2092078775167465,0
29,200,4,56.67961883544922,63.907470703125,24.950258255004883,6.823747158050537,0.0805787518620491,57.08373641967773,24.969921112060547,103.9535903930664,6.582804203033447,7.091309070587158,0.5752389430999756,2.31612229347229,1.7175512313842771,0.2196104526519775,0
30,200,4,53.89431095123291,60.84284210205078,26.32774353027344,6.973083972930908,0.0816686600446701,53.86977005004883,26.35151672363281,102.92366027832033,6.714355945587158,7.239639282226562,0.6113507747650146,2.501743793487549,1.8288384675979612,0.2289269715547561,0
31,200,4,56.1444902420044,63.83201217651367,24.721986770629883,7.130659103393555,0.0680207461118698,56.70134735107422,24.74354553222656,108.32420349121094,6.9016642570495605,7.382839679718018,0.648892343044281,2.572833299636841,1.9312163591384888,0.2385576069355011,0
32,200,4,54.68631839752197,62.52997970581055,24.466629028320312,7.287442684173584,0.0700501576066017,55.24253463745117,24.4869327545166,105.30288696289062,7.0244574546813965,7.527680397033691,0.6878878474235535,2.7340660095214844,2.049748420715332,0.2490143328905105,0
33,200,4,56.364118576049805,64.21044158935547,25.378398895263672,7.434482574462891,0.0606961175799369,56.77595520019531,25.393808364868164,105.44690704345705,7.215900897979736,7.672399997711182,0.7283519506454468,2.8852384090423584,2.163464307785034,0.2585119605064392,0
34,200,4,55.79897403717041,63.93836975097656,24.741697311401367,7.583935737609863,0.0555553212761879,56.35442352294922,24.75912857055664,105.69074249267578,7.344321727752685,7.815176010131836,0.7702975869178772,3.011282205581665,2.280237436294556,0.266853928565979,0
35,200,4,53.35276794433594,61.6351318359375,22.91435813903809,7.727199077606201,0.0670172870159149,53.907936096191406,22.935304641723636,100.74004364013672,7.502066612243652,7.956313133239746,0.8137392997741699,3.112598419189453,2.402951002120972,0.2760418057441711,0
36,200,4,55.092559814453125,63.5235481262207,23.696043014526367,7.87612771987915,0.0551068149507045,55.647422790527344,23.71430015563965,105.87347412109376,7.6584978103637695,8.100960731506348,0.8586925864219666,3.302375316619873,2.522880792617798,0.2831298112869262,0
37,200,4,53.45895385742188,59.196510314941406,31.84366226196289,8.024393081665039,0.0496726930141449,51.1721076965332,31.858238220214844,104.34068298339844,7.830269336700439,8.240447998046875,0.9051752090454102,3.3607406616210938,2.645810127258301,0.2910797894001007,0
38,200,4,51.91464424133301,54.584808349609375,37.28587341308594,8.164042472839355,0.048387311398983,46.42076110839844,37.29703140258789,108.8193817138672,7.96916389465332,8.382136344909668,0.9532055854797364,3.493881940841675,2.774709701538086,0.2949470579624176,0
39,200,4,55.91359806060791,64.78215026855469,24.23994255065918,8.31436824798584,0.0467055141925811,56.4677734375,24.251821517944336,103.19740295410156,8.13875961303711,8.524317741394043,1.0028117895126345,3.6556801795959473,2.904370784759521,0.3017571866512298,0
40,200,4,52.76867580413818,58.679317474365234,31.60228157043457,8.456886291503906,0.0489561334252357,50.222434997558594,31.619178771972656,104.41564178466795,8.27598762512207,8.664525985717773,1.054014801979065,3.7901437282562256,3.031423807144165,0.3100787103176117,0
41,200,4,54.13597679138184,63.28926849365234,24.55837821960449,8.599520683288574,0.0443358682096004,54.68975067138672,24.57239532470703,100.85433959960938,8.4631929397583,8.805611610412598,1.1068193912506104,3.9431891441345215,3.1581263542175293,0.3158104419708252,0
42,200,4,54.68211460113525,63.97783660888672,24.90509033203125,8.742145538330078,0.0490250475704669,55.235687255859375,24.91847038269043,103.36100006103516,8.57872200012207,8.945365905761719,1.1612331867218018,4.055859088897705,3.291212320327759,0.3228524327278137,0
43,200,4,51.64130973815918,55.46165466308594,36.77075958251953,8.887267112731934,0.0430753342807292,46.57439041137695,36.7886848449707,104.50129699707033,8.763592720031738,9.085881233215332,1.2172586917877195,4.215109825134277,3.419430494308472,0.3255867063999176,0
44,200,4,54.417168617248535,63.998653411865234,23.64045524597168,9.028212547302246,0.0414514727890491,54.97044372558594,23.654268264770508,104.0128173828125,8.91285514831543,9.224627494812012,1.2749069929122925,4.318118095397949,3.556979179382324,0.3301082551479339,0
45,200,4,53.92652416229248,63.652957916259766,23.63562774658203,9.173379898071287,0.0410610698163509,54.47956848144531,23.6486759185791,103.96583557128906,9.069519996643066,9.364253044128418,1.3341920375823977,4.457812309265137,3.691924571990967,0.3339938223361969,0
46,200,4,50.70487976074219,54.10540008544922,37.08179473876953,9.308215141296388,0.0409010499715805,44.79718399047852,37.096221923828125,102.7175064086914,9.176274299621582,9.50401782989502,1.3951044082641602,4.603786468505859,3.82053542137146,0.338319331407547,0
47,200,4,54.16497898101807,64.1687240600586,24.40666389465332,9.450835227966309,0.0414715595543384,54.71788024902344,24.41705322265625,105.39571380615234,9.338458061218262,9.642207145690918,1.4576470851898191,4.701450824737549,3.9581458568573,0.3427994847297668,0
48,200,4,49.9594316482544,52.67937469482422,38.38043975830078,9.598621368408203,0.0302225090563297,43.080753326416016,38.39393615722656,104.41260528564452,9.512322425842283,9.78128719329834,1.5218387842178345,4.84640645980835,4.09616231918335,0.3403282463550567,0
49,200,4,55.15139293670654,65.43876647949219,23.527721405029297,9.734755516052246,0.0385522246360778,55.704010009765625,23.539796829223636,103.70526885986328,9.618926048278809,9.919377326965332,1.5876775979995728,4.960169792175293,4.224068641662598,0.3439154326915741,0
50,200,4,54.62288665771485,64.15048217773438,27.714326858520508,9.876626014709473,0.034967865794897,54.27385330200195,27.726398468017575,108.19467163085938,9.764851570129396,10.058348655700684,1.6551616191864014,5.115466117858887,4.362229824066162,0.3457568883895874,0
51,200,4,55.129611015319824,65.69445037841797,24.280668258666992,10.012434005737305,0.0359086543321609,55.6820068359375,24.290393829345703,103.85337829589844,9.940526962280272,10.195876121520996,1.7242696285247805,5.213435649871826,4.491407871246338,0.3465503454208374,0
52,200,4,53.9506311416626,64.65717315673828,23.997581481933597,10.154273986816406,0.033996932208538,54.50289916992188,24.001399993896484,103.0895538330078,10.084783554077148,10.33359718322754,1.7949838638305664,5.3203654289245605,4.629823684692383,0.3475598394870758,0
53,200,4,54.670186042785645,65.51606750488281,24.17108726501465,10.293708801269531,0.0287963785231113,55.22236251831055,24.18115997314453,104.5669937133789,10.198857307434082,10.47132968902588,1.8672902584075928,5.444704055786133,4.76369047164917,0.3455536663532257,0
54,200,4,54.31345844268799,65.15548706054688,24.601930618286133,10.43457317352295,0.0289488080888986,54.72091293334961,24.610795974731445,105.5487823486328,10.377033233642578,10.609247207641602,1.941170334815979,5.574859619140625,4.897200584411621,0.3469489514827728,0
55,200,4,54.29996681213379,65.42352294921875,24.15472221374512,10.571563720703123,0.0308014154434204,54.851959228515625,24.162124633789062,104.50220489501952,10.48546028137207,10.746941566467283,2.0166049003601074,5.703005313873291,5.032698631286621,0.347891628742218,0
56,200,4,55.107604026794434,66.37028503417969,25.118349075317383,10.71076774597168,0.029964804649353,55.659515380859375,25.12757682800293,105.74850463867188,10.656731605529783,10.88332462310791,2.093573093414306,5.781455039978027,5.171175956726074,0.3463806211948395,0
57,200,4,55.07596969604492,65.81587219238281,26.452537536621094,10.848525047302246,0.0277284067124128,54.96733856201172,26.46187400817871,104.68190002441406,10.770511627197266,11.021032333374023,2.172059297561645,5.920227527618408,5.298275470733643,0.345521479845047,0
58,200,4,52.26882076263428,60.3398323059082,32.60013961791992,10.98674201965332,0.0261554159224033,49.35309600830078,32.608375549316406,99.01868438720705,10.912715911865234,11.15768051147461,2.252047300338745,6.008671760559082,5.431917667388916,0.3466647267341614,0
59,200,4,54.823997497558594,66.49931335449219,24.855379104614254,11.12355613708496,0.0286482591181993,55.37575149536133,24.865480422973636,108.23897552490234,11.066739082336426,11.295371055603027,2.3335273265838623,6.164483547210693,5.564574718475342,0.3428599238395691,0
60,200,4,54.365294456481934,66.17684936523438,24.516191482543945,11.259844779968262,0.0284410361200571,54.91700744628906,24.523027420043945,104.78744506835938,11.19644546508789,11.431928634643556,2.416489839553833,6.265929698944092,5.697806358337402,0.3414333462715149,0
61,200,4,53.85919189453125,65.81165313720703,23.832521438598636,11.40083122253418,0.0244226660579442,54.41082000732422,23.83750343322754,105.14232635498048,11.337882995605469,11.568992614746094,2.500920534133911,6.39532470703125,5.826237678527832,0.3392583727836609,0
62,200,4,54.59983348846436,66.68920135498047,23.964574813842773,11.53780746459961,0.0263501871377229,55.151405334472656,23.971895217895508,105.03926849365234,11.511448860168455,11.705239295959473,2.586803674697876,6.492172718048096,5.958625316619873,0.3390858173370361,0
63,200,4,54.04520034790039,63.68573760986328,30.81562614440918,11.676013946533203,0.0272101759910583,52.009727478027344,30.82601928710937,108.23694610595705,11.623819351196287,11.84178638458252,2.674113512039185,6.60207986831665,6.0866475105285645,0.3386554718017578,0
64,200,4,55.295470237731934,67.65995025634766,24.24351119995117,11.813017845153809,0.0262776538729667,55.84694290161133,24.2509880065918,106.01036834716795,11.786506652832031,11.978111267089844,2.762830972671509,6.715773582458496,6.2147650718688965,0.3358248770236969,0
65,200,4,52.57196044921875,62.11767959594727,31.1392879486084,11.950623512268066,0.0224163979291915,50.16706085205078,31.146615982055664,104.15494537353516,11.913369178771973,12.114900588989258,2.8529415130615234,6.845956802368164,6.343737602233887,0.3330942094326019,0
66,200,4,53.010284423828125,65.6485595703125,23.623140335083008,12.086892127990724,0.0235140062868595,53.561668395996094,23.62885856628418,103.41261291503906,12.041407585144045,12.251108169555664,2.944422006607056,6.958651065826416,6.477079391479492,0.3306750655174255,0
67,200,4,53.86795997619629,66.6457748413086,26.216026306152344,12.226505279541016,0.0211418885737657,54.41926574707031,26.22352600097656,104.7769775390625,12.181320190429688,12.387154579162598,3.037254810333252,7.062742710113525,6.610690593719482,0.3297733068466186,0
68,200,4,55.73879814147949,68.65155029296875,24.920106887817383,12.361477851867676,0.0226451251655817,56.29007339477539,24.92605209350586,110.7796859741211,12.320921897888184,12.523082733154297,3.13140606880188,7.171948432922363,6.734456539154053,0.3264573216438293,0
69,200,4,55.12743377685547,68.17906188964844,24.61756706237793,12.50041961669922,0.0192615278065204,55.67864227294922,24.62265396118164,105.20758819580078,12.460211753845217,12.659193992614746,3.2268402576446533,7.288976669311523,6.857089042663574,0.3257836997509002,0
70,200,4,53.53072738647461,64.7585220336914,29.98691749572754,12.634969711303713,0.0225444547832012,52.1235580444336,29.99541664123535,104.98641204833984,12.641379356384276,12.795165061950684,3.32352614402771,7.402061939239502,6.989171981811523,0.3221888542175293,0
71,200,4,54.45762634277344,67.78125762939453,24.86203956604004,12.772490501403809,0.0194617379456758,55.00877380371094,24.868141174316406,105.69970703125,12.738378524780272,12.930750846862791,3.4214351177215576,7.504967212677002,7.12069034576416,0.3214762508869171,0
72,200,4,54.60241413116455,68.06211853027344,24.847309112548828,12.908588409423828,0.0168723054230213,55.15352630615234,24.85257148742676,112.00104522705078,12.877158164978027,13.066669464111328,3.520547866821289,7.623341083526611,7.24075984954834,0.3190186023712158,0
73,200,4,53.14599514007568,66.74179077148438,24.790084838867188,13.044713973999023,0.0179700702428817,53.69707489013672,24.7955379486084,104.95957946777344,13.039276123046877,13.202072143554688,3.6208336353302,7.726390361785889,7.367613792419434,0.3159520328044891,0
74,200,4,53.20892524719238,66.93848419189453,24.393970489501957,13.178497314453123,0.0208570640534162,53.759986877441406,24.40166473388672,102.49459075927734,13.154312133789062,13.33782196044922,3.722263813018799,7.843544006347656,7.492021560668945,0.3143443763256073,0
75,200,4,54.45171356201172,68.31864929199219,25.029420852661133,13.31591510772705,0.019371272996068,55.00273895263672,25.03453826904297,106.89825439453124,13.292764663696287,13.473540306091309,3.824816942214966,7.961397171020508,7.615336894989014,0.3131060302257538,0
76,200,4,55.30472278594971,69.30891418457031,24.28626251220703,13.453205108642578,0.0174475386738777,55.85570907592773,24.292274475097656,104.36653900146484,13.453815460205078,13.609125137329102,3.928476810455322,8.076765060424805,7.7421064376831055,0.3111617267131805,0
77,200,4,53.702674865722656,67.84191131591797,24.84410858154297,13.588278770446776,0.0177168697118759,54.253639221191406,24.848316192626957,109.49987030029295,13.591690063476562,13.744525909423828,4.033217906951904,8.188325881958008,7.86871862411499,0.3085185289382934,0
78,200,4,54.3065128326416,67.60043334960938,27.299938201904297,13.723980903625488,0.016455752775073,53.876461029052734,27.30485725402832,104.86654663085938,13.707131385803224,13.879698753356934,4.139011383056641,8.295123100280762,7.988839149475098,0.3079359233379364,0
79,200,4,54.1959342956543,67.99346160888672,26.37110137939453,13.861664772033691,0.0139987198635935,54.131797790527344,26.376686096191406,105.57508087158205,13.867137908935549,14.015151977539062,4.245835781097412,8.412675857543945,8.1177396774292,0.304568201303482,0
80,200,4,53.7673454284668,68.31292724609375,26.104761123657227,13.994699478149414,0.0158730242401361,54.318241119384766,26.108963012695312,110.00334930419922,13.992806434631348,14.150389671325684,4.353667259216309,8.524048805236816,8.241921424865723,0.3033417463302612,0
81,200,4,54.10113143920898,68.62682342529297,25.14653205871582,14.13260269165039,0.0153888175264,54.49422454833984,25.15056800842285,100.85710906982422,14.1303071975708,14.285630226135254,4.462479591369629,8.639528274536133,8.36429500579834,0.3015948534011841,0
82,200,4,53.88585186004639,68.5141830444336,25.16097068786621,14.267060279846191,0.015841506421566,54.24712753295898,25.166467666625977,105.70134735107422,14.267379760742188,14.420889854431152,4.572248458862305,8.756027221679688,8.48606014251709,0.3010051846504211,0
83,200,4,53.079665184021,68.03338623046875,24.0312614440918,14.402920722961426,0.0158981457352638,53.630470275878906,24.036846160888672,102.0278549194336,14.395218849182127,14.555849075317385,4.68294620513916,8.866118431091309,8.614653587341309,0.2971583604812622,0
84,200,4,53.94143009185791,69.03020477294922,24.98005485534668,14.53799533843994,0.0178048592060804,54.49220657348633,24.98465919494629,107.11955261230467,14.541840553283691,14.691014289855955,4.794548034667969,8.983621597290039,8.737183570861816,0.2965116202831268,0
85,200,4,54.57790184020996,69.80328369140625,24.84501266479492,14.674627304077148,0.0128674432635307,55.1286506652832,24.84943962097168,104.64836883544922,14.69055461883545,14.825605392456056,4.907029151916504,9.087506294250488,8.857421875,0.2952294647693634,0
86,200,4,50.72792434692383,60.468448638916016,35.6290397644043,14.806365966796877,0.0176575817167758,45.66207885742188,35.6355094909668,100.17051696777344,14.81606101989746,14.960688591003418,5.020363807678223,9.204927444458008,8.979327201843262,0.2937783598899841,0
87,200,4,53.09125232696533,68.58562469482422,23.79892921447754,14.943645477294922,0.015001012943685,53.64198684692383,23.803958892822266,102.53599548339844,14.953367233276367,15.095918655395508,5.134541988372803,9.328304290771484,9.105027198791504,0.2926861941814422,0
88,200,4,53.56757164001465,69.19744110107422,24.75185203552246,15.079158782958984,0.016364237293601,54.118282318115234,24.755098342895508,102.83038330078124,15.090195655822754,15.230780601501465,5.249565124511719,9.44333267211914,9.227482795715332,0.2909494340419769,0
89,200,4,53.45651531219482,69.22098541259766,23.423643112182617,15.213784217834473,0.0141376759856939,54.0072021484375,23.42825698852539,101.67984771728516,15.238255500793455,15.365468978881836,5.3654069900512695,9.555168151855469,9.349462509155272,0.2894958555698395,0
90,200,4,53.77462863922119,69.67411804199219,25.024900436401367,15.348821640014648,0.0150710213929414,54.32529830932617,25.02869033813477,105.02466583251952,15.355053901672363,15.500213623046877,5.482038021087647,9.670369148254396,9.472661972045898,0.2884103059768677,0
91,200,4,53.33685874938965,69.37335205078125,23.69913673400879,15.485852241516112,0.0120336767286062,53.88749694824219,23.70273780822754,101.58065795898438,15.491754531860352,15.635093688964844,5.5994367599487305,9.78987979888916,9.598050117492676,0.2868361175060272,0
92,200,4,53.20025253295898,69.37036895751953,23.75953483581543,15.619502067565918,0.0134742883965373,53.75087738037109,23.7645263671875,106.71060180664062,15.63697910308838,15.76965045928955,5.717574119567871,9.903122901916504,9.717310905456545,0.2860488295555115,0
93,200,4,53.30783748626709,66.94660186767578,31.02176094055176,15.75579833984375,0.0119954757392406,51.19081115722656,31.026586532592773,105.52702331542967,15.764845848083496,15.90450954437256,5.836419582366943,10.023953437805176,9.840086936950684,0.2847701013088226,0
94,200,4,52.67392253875733,66.41748046875,30.739471435546875,15.888195991516112,0.0165310744196176,50.52927780151367,30.74547576904297,103.56587982177734,15.9014310836792,16.038795471191406,5.955952167510986,10.134184837341309,9.962261199951172,0.2833761870861053,0
95,200,4,52.792009353637695,69.36736297607422,24.503742218017575,16.0247745513916,0.0140427965670824,53.34258270263672,24.5079402923584,102.40137481689452,16.037940979003906,16.173521041870117,6.076164245605469,10.253911972045898,10.091468811035156,0.2815367877483368,0
96,200,4,54.12322235107422,70.8326416015625,25.315879821777344,16.158864974975586,0.0129777546972036,54.67378234863281,25.319669723510746,105.05907440185548,16.193065643310547,16.308225631713867,6.197051525115967,10.374526023864746,10.211419105529783,0.280331403017044,0
97,200,4,52.995466232299805,68.60899353027344,27.57659912109375,16.2937068939209,0.0126595143228769,52.31528854370117,27.580717086791992,102.60572052001952,16.318758010864258,16.44268798828125,6.318583488464356,10.491347312927246,10.336569786071776,0.2791416943073272,0
98,200,4,53.5595760345459,70.5390853881836,24.32369041442871,16.428987503051758,0.0115186991170048,54.1100959777832,24.32626724243164,105.99008178710938,16.446805953979492,16.577207565307617,6.440739631652832,10.609976768493652,10.457999229431152,0.2780745923519134,0
99,200,4,53.72479820251465,70.83914184570312,25.15508270263672,16.563833236694336,0.0130994282662868,54.27530288696289,25.15836334228516,106.73974609375,16.5828857421875,16.711538314819336,6.56350040435791,10.726348876953123,10.580608367919922,0.277198851108551,0
100,200,4,51.94571685791016,69.1942367553711,24.80759048461914,16.698026657104492,0.0145750781521201,52.496212005615234,24.811918258666992,101.26712799072266,16.726778030395508,16.84607696533203,6.686837673187256,10.84707260131836,10.7060546875,0.2757755219936371,0
101,200,4,52.4309549331665,69.81354522705078,23.875009536743164,16.832115173339844,0.0128836771473288,52.9814338684082,23.87854385375977,101.19342803955078,16.87472152709961,16.98039436340332,6.810728073120117,10.96483039855957,10.828113555908203,0.2744783163070678,0
102,200,4,51.84861755371094,69.365966796875,24.854692459106445,16.966873168945312,0.011721272021532,52.39908218383789,24.85924530029297,101.81439208984376,16.998476028442383,17.114559173583984,6.935156345367432,11.081106185913086,10.950901985168455,0.2735326886177063,0
103,200,4,54.44382953643799,72.09657287597656,24.674894332885746,17.1022891998291,0.0112952468916773,54.99428176879883,24.677906036376957,107.42230224609376,17.144210815429688,17.249019622802734,7.0601091384887695,11.202792167663574,11.073339462280272,0.2725929021835327,0
104,200,4,49.92286491394043,61.68037414550781,35.468299865722656,17.237476348876953,0.012516951188445,44.442909240722656,35.47386932373047,99.32817840576172,17.279918670654297,17.383258819580078,7.185565948486328,11.321561813354492,11.197630882263184,0.2716118991374969,0
105,200,4,52.78682804107666,70.03178405761719,25.786884307861328,17.370952606201172,0.0122385425493121,52.66083526611328,25.79084587097168,100.35364532470705,17.39832305908203,17.517539978027344,7.311520099639893,11.441912651062012,11.321687698364258,0.2703827023506164,0
106,200,4,52.20265483856201,66.97711181640625,32.0833740234375,17.505796432495117,0.0113661587238311,49.471317291259766,32.08786392211914,102.49685668945312,17.53409767150879,17.65176010131836,7.4379682540893555,11.562017440795898,11.443964004516602,0.2694236934185028,0
107,200,4,50.651001930236816,66.717529296875,27.77856063842773,17.639663696289062,0.0116357877850532,49.07786178588867,27.78207778930664,95.01705169677734,17.686758041381836,17.785991668701172,7.564896106719971,11.68258285522461,11.56978702545166,0.2680263817310333,0
108,200,4,53.52944564819336,71.85401916503906,24.60771369934082,17.774179458618164,0.0128737054765224,54.079833984375,24.610206604003903,103.46275329589844,17.805465698242188,17.920230865478516,7.692288398742676,11.804393768310549,11.693137168884276,0.2672931253910064,0
109,200,4,51.21346759796143,66.30006408691406,31.329259872436523,17.909027099609375,0.0096650728955864,48.39102935791016,31.33214569091797,100.66173553466795,17.94103240966797,18.054292678833008,7.820127964019775,11.924113273620604,11.817692756652832,0.2660923302173614,0
110,200,4,53.39970111846924,71.99314880371094,24.61475944519043,18.0430850982666,0.0098298750817775,53.9500617980957,24.61777877807617,103.81058502197266,18.076499938964844,18.188203811645508,7.94839334487915,12.042611122131348,11.941824913024902,0.2651320099830627,0
111,200,4,52.31578350067139,71.04434204101562,24.703685760498047,18.17821884155273,0.009038520976901,52.86612701416016,24.70724296569824,102.86432647705078,18.21184539794922,18.322465896606445,8.077065467834473,12.1661376953125,12.068456649780272,0.2639995217323303,0
112,200,4,53.4638671875,72.32583618164062,22.68045234680176,18.31163024902344,0.0102626793086528,54.01420593261719,22.682693481445312,100.56393432617188,18.363317489624023,18.456462860107425,8.2061185836792,12.286795616149902,12.191407203674316,0.2629167735576629,0
