state_id,trial_id,requirement,load_tertile,safe_set_size,effective_set_size,coupling_group,q_mean_effective,q_spread,q_std_safe,q_predicted_action,actor_predicted_action,horizon,q_spearman,q_kendall,q_top1_hit,q_top3_hit,q_top5_hit,q_regret,q_optimal_set_size,actor_spearman,actor_kendall,actor_top1_hit,actor_top3_hit,actor_top5_hit,actor_regret,random_top1_hit,random_top3_hit,random_top5_hit,actor_probability_spearman
trial_000_ep1_task001,0,0.99,low,28,28,easy,43.45296859741211,0.00453948974609375,0.0012782918056473136,5,27,5,0.46532603890137536,0.3530258444025768,True,True,True,0.0,7,0.5898986415221179,0.4528801139893222,True,True,True,0.0,0.25,0.594017094017094,0.7929487179487179,0.9999999999999998
trial_000_ep1_task001,0,0.99,low,28,28,easy,43.45296859741211,0.00453948974609375,0.0012782918056473136,5,27,10,0.46532603890137536,0.3530258444025768,True,True,True,0.0,7,0.5898986415221179,0.4528801139893222,True,True,True,0.0,0.25,0.594017094017094,0.7929487179487179,0.9999999999999998
trial_000_ep1_task001,0,0.99,low,28,28,easy,43.45296859741211,0.00453948974609375,0.0012782918056473136,5,27,20,0.46532603890137536,0.3530258444025768,True,True,True,0.0,7,0.5898986415221179,0.4528801139893222,True,True,True,0.0,0.25,0.594017094017094,0.7929487179487179,0.9999999999999998
trial_000_ep1_task001,0,0.99,low,28,28,easy,43.45296859741211,0.00453948974609375,0.0012782918056473136,5,27,50,0.46532603890137536,0.3530258444025768,True,True,True,0.0,7,0.5898986415221179,0.4528801139893222,True,True,True,0.0,0.25,0.594017094017094,0.7929487179487179,0.9999999999999998
trial_000_ep1_task002,0,0.99,low,24,24,easy,43.45077133178711,0.01094818115234375,0.003019915195181966,5,27,5,-0.02807125545535065,0.007583595919888168,False,False,True,33.92468391064199,4,-0.2469393253337877,-0.1668391102375397,False,False,False,66.14021296612145,0.16666666666666663,0.43675889328063233,0.6352343308865047,0.9999999999999999
trial_000_ep1_task002,0,0.99,low,24,24,easy,43.45077133178711,0.01094818115234375,0.003019915195181966,5,27,10,-0.02807125545535065,0.007583595919888168,False,False,True,33.788592955503816,4,-0.2469393253337877,-0.1668391102375397,False,False,False,68.74394856574827,0.16666666666666663,0.43675889328063233,0.6352343308865047,0.9999999999999999
trial_000_ep1_task002,0,0.99,low,24,24,easy,43.45077133178711,0.01094818115234375,0.003019915195181966,5,27,20,-0.02807125545535065,0.007583595919888168,False,False,True,33.78859295550399,4,-0.2469393253337877,-0.1668391102375397,False,False,False,68.74394856574838,0.16666666666666663,0.43675889328063233,0.6352343308865047,0.9999999999999999
trial_000_ep1_task002,0,0.99,low,24,24,easy,43.45077133178711,0.01094818115234375,0.003019915195181966,5,27,50,-0.02807125545535065,0.007583595919888168,False,False,True,33.78859295550399,4,-0.2469393253337877,-0.1668391102375397,False,False,False,68.74394856574838,0.16666666666666663,0.43675889328063233,0.6352343308865047,0.9999999999999999
trial_000_ep1_task009,0,0.9,high,28,28,coupled,43.45276641845703,0.00731658935546875,0.0017622975865378976,5,27,5,-0.27760952313878556,-0.21650049434211036,False,False,True,32.929611267254444,5,-0.175069068646081,-0.10825024717105518,False,False,False,27.421156959821474,0.1785714285714286,0.45940170940170943,0.6576210826210827,0.9999999999999998
trial_000_ep1_task009,0,0.9,high,28,28,coupled,43.45276641845703,0.00731658935546875,0.0017622975865378976,5,27,10,-0.16701299675624107,-0.1228435723168182,False,False,True,16.865616789346632,4,-0.36401679523641994,-0.23749757314584852,False,False,False,17.836638167488672,0.1428571428571429,0.38217338217338226,0.5675213675213676,0.9999999999999998
trial_000_ep1_task009,0,0.9,high,28,28,coupled,43.45276641845703,0.00731658935546875,0.0017622975865378976,5,27,20,-0.16701299675624107,-0.1228435723168182,False,False,True,16.865616789346632,4,-0.36401679523641994,-0.23749757314584852,False,False,False,17.836638167488672,0.1428571428571429,0.38217338217338226,0.5675213675213676,0.9999999999999998
trial_000_ep1_task009,0,0.9,high,28,28,coupled,43.45276641845703,0.00731658935546875,0.0017622975865378976,5,27,50,-0.16701299675624107,-0.1228435723168182,False,False,True,16.865616789346632,4,-0.36401679523641994,-0.23749757314584852,False,False,False,17.836638167488672,0.1428571428571429,0.38217338217338226,0.5675213675213676,0.9999999999999998
trial_000_ep1_task010,0,0.999,high,16,16,coupled,43.453887939453125,0.00201416015625,0.0006169189582578838,5,27,5,0.1477119377281013,0.08549819600709618,False,True,True,34.475007482532135,2,-0.3559857699247241,-0.2051956704170308,False,False,False,26.561916578708548,0.125,0.3500000000000001,0.5416666666666667,1.0
