state_id,episode,task_id,load,requirement,safe_set_bin,safe_set_size,effective_set_size,max_backlog,gae_kind,gae_value,semantics,component,selected_action,selected_advantage,conflict_state
ep006_task113,6,113,high,0.99,16-28,27,27,3.3085940674116805,actor_normalized,-1.1800819635391235,decision,own,25,8.046226073749537,False
ep006_task113,6,113,high,0.99,16-28,27,27,3.3085940674116805,actor_normalized,-1.1800819635391235,decision,future,25,0.9169353228921295,False
ep006_task113,6,113,high,0.99,16-28,27,27,3.3085940674116805,actor_normalized,-1.1800819635391235,decision,total,25,8.963161396641738,False
ep006_task113,6,113,high,0.99,16-28,27,27,3.3085940674116805,actor_normalized,-1.1800819635391235,event,own,25,7.529853240834839,False
ep006_task113,6,113,high,0.99,16-28,27,27,3.3085940674116805,actor_normalized,-1.1800819635391235,event,future,25,0.916671937292449,False
ep006_task113,6,113,high,0.99,16-28,27,27,3.3085940674116805,actor_normalized,-1.1800819635391235,event,total,25,8.446525178127246,False
ep006_task125,6,125,high,0.999,16-28,21,21,3.498791169643293,raw,315.9903869628906,decision,own,27,5.927036311782537,False
ep006_task125,6,125,high,0.999,16-28,21,21,3.498791169643293,raw,315.9903869628906,decision,future,27,0.7754323520395587,False
ep006_task125,6,125,high,0.999,16-28,21,21,3.498791169643293,raw,315.9903869628906,decision,total,27,6.70246866382206,False
ep006_task125,6,125,high,0.999,16-28,21,21,3.498791169643293,raw,315.9903869628906,event,own,27,5.852928667532481,False
ep006_task125,6,125,high,0.999,16-28,21,21,3.498791169643293,raw,315.9903869628906,event,future,27,0.9720364847746623,False
ep006_task125,6,125,high,0.999,16-28,21,21,3.498791169643293,raw,315.9903869628906,event,total,27,6.824965152307186,False
ep006_task125,6,125,high,0.999,16-28,21,21,3.498791169643293,actor_normalized,0.5200388431549072,decision,own,27,5.927036311782537,False
ep006_task125,6,125,high,0.999,16-28,21,21,3.498791169643293,actor_normalized,0.5200388431549072,decision,future,27,0.7754323520395587,False
ep006_task125,6,125,high,0.999,16-28,21,21,3.498791169643293,actor_normalized,0.5200388431549072,decision,total,27,6.70246866382206,False
ep006_task125,6,125,high,0.999,16-28,21,21,3.498791169643293,actor_normalized,0.5200388431549072,event,own,27,5.852928667532481,False
ep006_task125,6,125,high,0.999,16-28,21,21,3.498791169643293,actor_normalized,0.5200388431549072,event,future,27,0.9720364847746623,False
ep006_task125,6,125,high,0.999,16-28,21,21,3.498791169643293,actor_normalized,0.5200388431549072,event,total,27,6.824965152307186,False
ep006_task138,6,138,low,0.9,16-28,28,28,0.0,raw,347.0792236328125,decision,own,20,10.345139002918671,False
ep006_task138,6,138,low,0.9,16-28,28,28,0.0,raw,347.0792236328125,decision,future,20,11.084033440676762,False
ep006_task138,6,138,low,0.9,16-28,28,28,0.0,raw,347.0792236328125,decision,total,20,21.429172443595462,False
ep006_task138,6,138,low,0.9,16-28,28,28,0.0,raw,347.0792236328125,event,own,20,10.48241198175721,False
ep006_task138,6,138,low,0.9,16-28,28,28,0.0,raw,347.0792236328125,event,future,20,11.195903405907757,False
ep006_task138,6,138,low,0.9,16-28,28,28,0.0,raw,347.0792236328125,event,total,20,21.678315387664952,False
ep006_task138,6,138,low,0.9,16-28,28,28,0.0,actor_normalized,0.8687015175819397,decision,own,20,10.345139002918671,False
ep006_task138,6,138,low,0.9,16-28,28,28,0.0,actor_normalized,0.8687015175819397,decision,future,20,11.084033440676762,False
ep006_task138,6,138,low,0.9,16-28,28,28,0.0,actor_normalized,0.8687015175819397,decision,total,20,21.429172443595462,False
ep006_task138,6,138,low,0.9,16-28,28,28,0.0,actor_normalized,0.8687015175819397,event,own,20,10.48241198175721,False
ep006_task138,6,138,low,0.9,16-28,28,28,0.0,actor_normalized,0.8687015175819397,event,future,20,11.195903405907757,False
ep006_task138,6,138,low,0.9,16-28,28,28,0.0,actor_normalized,0.8687015175819397,event,total,20,21.678315387664952,False
ep006_task150,6,150,medium,0.9,16-28,28,28,0.9594890819560228,raw,304.1571044921875,decision,own,19,-1.2693068577955842,False
ep006_task150,6,150,medium,0.9,16-28,28,28,0.9594890819560228,raw,304.1571044921875,decision,future,19,-0.5297385126174277,False
ep006_task150,6,150,medium,0.9,16-28,28,28,0.9594890819560228,raw,304.1571044921875,decision,total,19,-1.7990453704130687,False
ep006_task150,6,150,medium,0.9,16-28,28,28,0.9594890819560228,raw,304.1571044921875,event,own,19,-1.342402829371295,False
ep006_task150,6,150,medium,0.9,16-28,28,28,0.9594890819560228,raw,304.1571044921875,event,future,19,-0.5565263773635252,False
ep006_task150,6,150,medium,0.9,16-28,28,28,0.9594890819560228,raw,304.1571044921875,event,total,19,-1.898929206734806,False
ep006_task150,6,150,medium,0.9,16-28,28,28,0.9594890819560228,actor_normalized,0.38732802867889404,decision,own,19,-1.2693068577955842,False
ep006_task150,6,150,medium,0.9,16-28,28,28,0.9594890819560228,actor_normalized,0.38732802867889404,decision,future,19,-0.5297385126174277,False
ep006_task150,6,150,medium,0.9,16-28,28,28,0.9594890819560228,actor_normalized,0.38732802867889404,decision,total,19,-1.7990453704130687,False
ep006_task150,6,150,medium,0.9,16-28,28,28,0.9594890819560228,actor_normalized,0.38732802867889404,event,own,19,-1.342402829371295,False
ep006_task150,6,150,medium,0.9,16-28,28,28,0.9594890819560228,actor_normalized,0.38732802867889404,event,future,19,-0.5565263773635252,False
ep006_task150,6,150,medium,0.9,16-28,28,28,0.9594890819560228,actor_normalized,0.38732802867889404,event,total,19,-1.898929206734806,False
ep006_task163,6,163,low,0.9,16-28,28,28,0.0,raw,181.74490356445312,decision,own,10,-1.982212795769044,False
ep006_task163,6,163,low,0.9,16-28,28,28,0.0,raw,181.74490356445312,decision,future,10,0.0,False
ep006_task163,6,163,low,0.9,16-28,28,28,0.0,raw,181.74490356445312,decision,total,10,-1.982212795769101,False
ep006_task163,6,163,low,0.9,16-28,28,28,0.0,raw,181.74490356445312,event,own,10,-2.066229755483924,False
ep006_task163,6,163,low,0.9,16-28,28,28,0.0,raw,181.74490356445312,event,future,10,0.0,False
ep006_task163,6,163,low,0.9,16-28,28,28,0.0,raw,181.74490356445312,event,total,10,-2.066229755483988,False
ep006_task163,6,163,low,0.9,16-28,28,28,0.0,actor_normalized,-0.9855302572250366,decision,own,10,-1.982212795769044,False
ep006_task163,6,163,low,0.9,16-28,28,28,0.0,actor_normalized,-0.9855302572250366,decision,future,10,0.0,False
ep006_task163,6,163,low,0.9,16-28,28,28,0.0,actor_normalized,-0.9855302572250366,decision,total,10,-1.982212795769101,False
ep006_task163,6,163,low,0.9,16-28,28,28,0.0,actor_normalized,-0.9855302572250366,event,own,10,-2.066229755483924,False
ep006_task163,6,163,low,0.9,16-28,28,28,0.0,actor_normalized,-0.9855302572250366,event,future,10,0.0,False
ep006_task163,6,163,low,0.9,16-28,28,28,0.0,actor_normalized,-0.9855302572250366,event,total,10,-2.066229755483988,False
ep006_task175,6,175,high,0.9,16-28,28,28,2.3464592269661733,raw,338.5620422363281,decision,own,20,5.5817260775797735,True
ep006_task175,6,175,high,0.9,16-28,28,28,2.3464592269661733,raw,338.5620422363281,decision,future,20,-0.9582417464105788,True
ep006_task175,6,175,high,0.9,16-28,28,28,2.3464592269661733,raw,338.5620422363281,decision,total,20,4.623484331169095,True
ep006_task175,6,175,high,0.9,16-28,28,28,2.3464592269661733,raw,338.5620422363281,event,own,20,5.520126678665072,True
ep006_task175,6,175,high,0.9,16-28,28,28,2.3464592269661733,raw,338.5620422363281,event,future,20,-0.7453742541362658,True
ep006_task175,6,175,high,0.9,16-28,28,28,2.3464592269661733,raw,338.5620422363281,event,total,20,4.774752424528799,True
ep006_task175,6,175,high,0.9,16-28,28,28,2.3464592269661733,actor_normalized,0.7731809616088867,decision,own,20,5.5817260775797735,True
ep006_task175,6,175,high,0.9,16-28,28,28,2.3464592269661733,actor_normalized,0.7731809616088867,decision,future,20,-0.9582417464105788,True
ep006_task175,6,175,high,0.9,16-28,28,28,2.3464592269661733,actor_normalized,0.7731809616088867,decision,total,20,4.623484331169095,True
ep006_task175,6,175,high,0.9,16-28,28,28,2.3464592269661733,actor_normalized,0.7731809616088867,event,own,20,5.520126678665072,True
ep006_task175,6,175,high,0.9,16-28,28,28,2.3464592269661733,actor_normalized,0.7731809616088867,event,future,20,-0.7453742541362658,True
ep006_task175,6,175,high,0.9,16-28,28,28,2.3464592269661733,actor_normalized,0.7731809616088867,event,total,20,4.774752424528799,True
ep006_task188,6,188,medium,0.99,16-28,28,28,1.596495583041019,raw,199.7360076904297,decision,own,21,4.596718870352731,False
ep006_task188,6,188,medium,0.99,16-28,28,28,1.596495583041019,raw,199.7360076904297,decision,future,21,0.0,False
ep006_task188,6,188,medium,0.99,16-28,28,28,1.596495583041019,raw,199.7360076904297,decision,total,21,4.5967188703526745,False
ep006_task188,6,188,medium,0.99,16-28,28,28,1.596495583041019,raw,199.7360076904297,event,own,21,4.775299842275572,False
ep006_task188,6,188,medium,0.99,16-28,28,28,1.596495583041019,raw,199.7360076904297,event,future,21,0.0,False
ep006_task188,6,188,medium,0.99,16-28,28,28,1.596495583041019,raw,199.7360076904297,event,total,21,4.775299842275615,False
ep006_task188,6,188,medium,0.99,16-28,28,28,1.596495583041019,actor_normalized,-0.7837592363357544,decision,own,21,4.596718870352731,False
ep006_task188,6,188,medium,0.99,16-28,28,28,1.596495583041019,actor_normalized,-0.7837592363357544,decision,future,21,0.0,False
ep006_task188,6,188,medium,0.99,16-28,28,28,1.596495583041019,actor_normalized,-0.7837592363357544,decision,total,21,4.5967188703526745,False
ep006_task188,6,188,medium,0.99,16-28,28,28,1.596495583041019,actor_normalized,-0.7837592363357544,event,own,21,4.775299842275572,False
ep006_task188,6,188,medium,0.99,16-28,28,28,1.596495583041019,actor_normalized,-0.7837592363357544,event,future,21,0.0,False
ep006_task188,6,188,medium,0.99,16-28,28,28,1.596495583041019,actor_normalized,-0.7837592363357544,event,total,21,4.775299842275615,False
ep006_task200,6,200,low,0.9999,6-15,7,7,0.0,raw,4.4575653076171875,decision,own,26,1.1016015726127435,False
ep006_task200,6,200,low,0.9999,6-15,7,7,0.0,raw,4.4575653076171875,decision,future,26,0.0,False
ep006_task200,6,200,low,0.9999,6-15,7,7,0.0,raw,4.4575653076171875,decision,total,26,1.1016015726127435,False
ep006_task200,6,200,low,0.9999,6-15,7,7,0.0,raw,4.4575653076171875,event,own,26,1.0948761628672088,False
ep006_task200,6,200,low,0.9999,6-15,7,7,0.0,raw,4.4575653076171875,event,future,26,0.0,False
ep006_task200,6,200,low,0.9999,6-15,7,7,0.0,raw,4.4575653076171875,event,total,26,1.0948761628672088,False
ep006_task200,6,200,low,0.9999,6-15,7,7,0.0,actor_normalized,-2.97381591796875,decision,own,26,1.1016015726127435,False
ep006_task200,6,200,low,0.9999,6-15,7,7,0.0,actor_normalized,-2.97381591796875,decision,future,26,0.0,False
ep006_task200,6,200,low,0.9999,6-15,7,7,0.0,actor_normalized,-2.97381591796875,decision,total,26,1.1016015726127435,False
ep006_task200,6,200,low,0.9999,6-15,7,7,0.0,actor_normalized,-2.97381591796875,event,own,26,1.0948761628672088,False
ep006_task200,6,200,low,0.9999,6-15,7,7,0.0,actor_normalized,-2.97381591796875,event,future,26,0.0,False
ep006_task200,6,200,low,0.9999,6-15,7,7,0.0,actor_normalized,-2.97381591796875,event,total,26,1.0948761628672088,False
ep007_task001,7,1,low,0.99,16-28,28,28,0.0,raw,336.0269775390625,decision,own,25,8.697067729092296,False
ep007_task001,7,1,low,0.99,16-28,28,28,0.0,raw,336.0269775390625,decision,future,25,-5.684341886080802e-14,False
ep007_task001,7,1,low,0.99,16-28,28,28,0.0,raw,336.0269775390625,decision,total,25,8.697067729092112,False
ep007_task001,7,1,low,0.99,16-28,28,28,0.0,raw,336.0269775390625,event,own,25,9.136261440817321,False
ep007_task001,7,1,low,0.99,16-28,28,28,0.0,raw,336.0269775390625,event,future,25,-5.684341886080802e-14,False
ep007_task001,7,1,low,0.99,16-28,28,28,0.0,raw,336.0269775390625,event,total,25,9.136261440817293,False
ep007_task001,7,1,low,0.99,16-28,28,28,0.0,actor_normalized,1.085139513015747,decision,own,25,8.697067729092296,False
ep007_task001,7,1,low,0.99,16-28,28,28,0.0,actor_normalized,1.085139513015747,decision,future,25,-5.684341886080802e-14,False
ep007_task001,7,1,low,0.99,16-28,28,28,0.0,actor_normalized,1.085139513015747,decision,total,25,8.697067729092112,False
ep007_task001,7,1,low,0.99,16-28,28,28,0.0,actor_normalized,1.085139513015747,event,own,25,9.136261440817321,False
ep007_task001,7,1,low,0.99,16-28,28,28,0.0,actor_normalized,1.085139513015747,event,future,25,-5.684341886080802e-14,False
ep007_task001,7,1,low,0.99,16-28,28,28,0.0,actor_normalized,1.085139513015747,event,total,25,9.136261440817293,False
ep007_task013,7,13,high,0.999,16-28,28,28,1.7857758787965294,raw,347.91033935546875,decision,own,12,-7.616521096299849,False
ep007_task013,7,13,high,0.999,16-28,28,28,1.7857758787965294,raw,347.91033935546875,decision,future,12,0.0,False
ep007_task013,7,13,high,0.999,16-28,28,28,1.7857758787965294,raw,347.91033935546875,decision,total,12,-7.616521096299891,False
ep007_task013,7,13,high,0.999,16-28,28,28,1.7857758787965294,raw,347.91033935546875,event,own,12,-7.955127708595327,False
ep007_task013,7,13,high,0.999,16-28,28,28,1.7857758787965294,raw,347.91033935546875,event,future,12,0.0,False
ep007_task013,7,13,high,0.999,16-28,28,28,1.7857758787965294,raw,347.91033935546875,event,total,12,-7.955127708595228,False
ep007_task013,7,13,high,0.999,16-28,28,28,1.7857758787965294,actor_normalized,1.220948576927185,decision,own,12,-7.616521096299849,False
ep007_task013,7,13,high,0.999,16-28,28,28,1.7857758787965294,actor_normalized,1.220948576927185,decision,future,12,0.0,False
ep007_task013,7,13,high,0.999,16-28,28,28,1.7857758787965294,actor_normalized,1.220948576927185,decision,total,12,-7.616521096299891,False
ep007_task013,7,13,high,0.999,16-28,28,28,1.7857758787965294,actor_normalized,1.220948576927185,event,own,12,-7.955127708595327,False
ep007_task013,7,13,high,0.999,16-28,28,28,1.7857758787965294,actor_normalized,1.220948576927185,event,future,12,0.0,False
ep007_task013,7,13,high,0.999,16-28,28,28,1.7857758787965294,actor_normalized,1.220948576927185,event,total,12,-7.955127708595228,False
ep007_task026,7,26,medium,0.9999,6-15,12,12,0.9100426728352616,raw,286.3944091796875,decision,own,21,0.7113572066976701,False
ep007_task026,7,26,medium,0.9999,6-15,12,12,0.9100426728352616,raw,286.3944091796875,decision,future,21,1.0935020766710295,False
ep007_task026,7,26,medium,0.9999,6-15,12,12,0.9100426728352616,raw,286.3944091796875,decision,total,21,1.8048592833686712,False
ep007_task026,7,26,medium,0.9999,6-15,12,12,0.9100426728352616,raw,286.3944091796875,event,own,21,0.7375414274143708,False
ep007_task026,7,26,medium,0.9999,6-15,12,12,0.9100426728352616,raw,286.3944091796875,event,future,21,1.0768927120307694,False
ep007_task026,7,26,medium,0.9999,6-15,12,12,0.9100426728352616,raw,286.3944091796875,event,total,21,1.8144341394452113,False
ep007_task026,7,26,medium,0.9999,6-15,12,12,0.9100426728352616,actor_normalized,0.5179139375686646,decision,own,21,0.7113572066976701,False
ep007_task026,7,26,medium,0.9999,6-15,12,12,0.9100426728352616,actor_normalized,0.5179139375686646,decision,future,21,1.0935020766710295,False
ep007_task026,7,26,medium,0.9999,6-15,12,12,0.9100426728352616,actor_normalized,0.5179139375686646,decision,total,21,1.8048592833686712,False
ep007_task026,7,26,medium,0.9999,6-15,12,12,0.9100426728352616,actor_normalized,0.5179139375686646,event,own,21,0.7375414274143708,False
ep007_task026,7,26,medium,0.9999,6-15,12,12,0.9100426728352616,actor_normalized,0.5179139375686646,event,future,21,1.0768927120307694,False
ep007_task026,7,26,medium,0.9999,6-15,12,12,0.9100426728352616,actor_normalized,0.5179139375686646,event,total,21,1.8144341394452113,False
ep007_task038,7,38,medium,0.99,16-28,28,28,1.0954516742535216,raw,246.29925537109375,decision,own,19,4.143060786624247,False
ep007_task038,7,38,medium,0.99,16-28,28,28,1.0954516742535216,raw,246.29925537109375,decision,future,19,-5.684341886080802e-14,False
ep007_task038,7,38,medium,0.99,16-28,28,28,1.0954516742535216,raw,246.29925537109375,decision,total,19,4.143060786624119,False
ep007_task038,7,38,medium,0.99,16-28,28,28,1.0954516742535216,raw,246.29925537109375,event,own,19,4.293227296310796,False
ep007_task038,7,38,medium,0.99,16-28,28,28,1.0954516742535216,raw,246.29925537109375,event,future,19,0.0,False
ep007_task038,7,38,medium,0.99,16-28,28,28,1.0954516742535216,raw,246.29925537109375,event,total,19,4.293227296310761,False
ep007_task038,7,38,medium,0.99,16-28,28,28,1.0954516742535216,actor_normalized,0.05968658626079559,decision,own,19,4.143060786624247,False
ep007_task038,7,38,medium,0.99,16-28,28,28,1.0954516742535216,actor_normalized,0.05968658626079559,decision,future,19,-5.684341886080802e-14,False
ep007_task038,7,38,medium,0.99,16-28,28,28,1.0954516742535216,actor_normalized,0.05968658626079559,decision,total,19,4.143060786624119,False
ep007_task038,7,38,medium,0.99,16-28,28,28,1.0954516742535216,actor_normalized,0.05968658626079559,event,own,19,4.293227296310796,False
ep007_task038,7,38,medium,0.99,16-28,28,28,1.0954516742535216,actor_normalized,0.05968658626079559,event,future,19,0.0,False
ep007_task038,7,38,medium,0.99,16-28,28,28,1.0954516742535216,actor_normalized,0.05968658626079559,event,total,19,4.293227296310761,False
ep007_task051,7,51,high,0.999,16-28,25,25,2.5976624823615566,raw,136.26278686523438,decision,own,12,-21.552780788731216,False
ep007_task051,7,51,high,0.999,16-28,25,25,2.5976624823615566,raw,136.26278686523438,decision,future,12,1.478634914506273,False
ep007_task051,7,51,high,0.999,16-28,25,25,2.5976624823615566,raw,136.26278686523438,decision,total,12,-20.074145874224826,False
ep007_task051,7,51,high,0.999,16-28,25,25,2.5976624823615566,raw,136.26278686523438,event,own,12,-21.294096521568278,False
ep007_task051,7,51,high,0.999,16-28,25,25,2.5976624823615566,raw,136.26278686523438,event,future,12,1.4781482700509514,False
ep007_task051,7,51,high,0.999,16-28,25,25,2.5976624823615566,raw,136.26278686523438,event,total,12,-19.815948251517312,False
ep007_task051,7,51,high,0.999,16-28,25,25,2.5976624823615566,actor_normalized,-1.1978647708892822,decision,own,12,-21.552780788731216,False
ep007_task051,7,51,high,0.999,16-28,25,25,2.5976624823615566,actor_normalized,-1.1978647708892822,decision,future,12,1.478634914506273,False
ep007_task051,7,51,high,0.999,16-28,25,25,2.5976624823615566,actor_normalized,-1.1978647708892822,decision,total,12,-20.074145874224826,False
ep007_task051,7,51,high,0.999,16-28,25,25,2.5976624823615566,actor_normalized,-1.1978647708892822,event,own,12,-21.294096521568278,False
ep007_task051,7,51,high,0.999,16-28,25,25,2.5976624823615566,actor_normalized,-1.1978647708892822,event,future,12,1.4781482700509514,False
ep007_task051,7,51,high,0.999,16-28,25,25,2.5976624823615566,actor_normalized,-1.1978647708892822,event,total,12,-19.815948251517312,False
ep007_task063,7,63,low,0.999,16-28,28,28,0.0,raw,387.4794006347656,decision,own,17,0.9519284780303678,False
ep007_task063,7,63,low,0.999,16-28,28,28,0.0,raw,387.4794006347656,decision,future,17,-1.1368683772161603e-13,False
ep007_task063,7,63,low,0.999,16-28,28,28,0.0,raw,387.4794006347656,decision,total,17,0.9519284780302542,False
ep007_task063,7,63,low,0.999,16-28,28,28,0.0,raw,387.4794006347656,event,own,17,0.9964557522616246,False
ep007_task063,7,63,low,0.999,16-28,28,28,0.0,raw,387.4794006347656,event,future,17,-5.684341886080802e-14,False
ep007_task063,7,63,low,0.999,16-28,28,28,0.0,raw,387.4794006347656,event,total,17,0.996455752261511,False
ep007_task063,7,63,low,0.999,16-28,28,28,0.0,actor_normalized,1.6731634140014648,decision,own,17,0.9519284780303678,False
ep007_task063,7,63,low,0.999,16-28,28,28,0.0,actor_normalized,1.6731634140014648,decision,future,17,-1.1368683772161603e-13,False
ep007_task063,7,63,low,0.999,16-28,28,28,0.0,actor_normalized,1.6731634140014648,decision,total,17,0.9519284780302542,False
ep007_task063,7,63,low,0.999,16-28,28,28,0.0,actor_normalized,1.6731634140014648,event,own,17,0.9964557522616246,False
ep007_task063,7,63,low,0.999,16-28,28,28,0.0,actor_normalized,1.6731634140014648,event,future,17,-5.684341886080802e-14,False
ep007_task063,7,63,low,0.999,16-28,28,28,0.0,actor_normalized,1.6731634140014648,event,total,17,0.996455752261511,False
ep007_task076,7,76,medium,0.9999,6-15,15,15,0.6189528572883889,raw,184.955078125,decision,own,17,-0.2700670231228486,False
ep007_task076,7,76,medium,0.9999,6-15,15,15,0.6189528572883889,raw,184.955078125,decision,future,17,0.0,False
ep007_task076,7,76,medium,0.9999,6-15,15,15,0.6189528572883889,raw,184.955078125,decision,total,17,-0.27006702312283437,False
ep007_task076,7,76,medium,0.9999,6-15,15,15,0.6189528572883889,raw,184.955078125,event,own,17,-0.28533380051425183,False
ep007_task076,7,76,medium,0.9999,6-15,15,15,0.6189528572883889,raw,184.955078125,event,future,17,-2.842170943040401e-14,False
ep007_task076,7,76,medium,0.9999,6-15,15,15,0.6189528572883889,raw,184.955078125,event,total,17,-0.28533380051428026,False
ep007_task076,7,76,medium,0.9999,6-15,15,15,0.6189528572883889,actor_normalized,-0.6413851380348206,decision,own,17,-0.2700670231228486,False
ep007_task076,7,76,medium,0.9999,6-15,15,15,0.6189528572883889,actor_normalized,-0.6413851380348206,decision,future,17,0.0,False
ep007_task076,7,76,medium,0.9999,6-15,15,15,0.6189528572883889,actor_normalized,-0.6413851380348206,decision,total,17,-0.27006702312283437,False
ep007_task076,7,76,medium,0.9999,6-15,15,15,0.6189528572883889,actor_normalized,-0.6413851380348206,event,own,17,-0.28533380051425183,False
ep007_task076,7,76,medium,0.9999,6-15,15,15,0.6189528572883889,actor_normalized,-0.6413851380348206,event,future,17,-2.842170943040401e-14,False
ep007_task076,7,76,medium,0.9999,6-15,15,15,0.6189528572883889,actor_normalized,-0.6413851380348206,event,total,17,-0.28533380051428026,False
ep007_task088,7,88,medium,0.9999,16-28,27,27,1.1180414558723322,raw,228.32489013671875,decision,own,22,6.720052893792214,False
ep007_task088,7,88,medium,0.9999,16-28,27,27,1.1180414558723322,raw,228.32489013671875,decision,future,22,2.842170943040401e-14,False
ep007_task088,7,88,medium,0.9999,16-28,27,27,1.1180414558723322,raw,228.32489013671875,decision,total,22,6.720052893792229,False
ep007_task088,7,88,medium,0.9999,16-28,27,27,1.1180414558723322,raw,228.32489013671875,event,own,22,7.059719321639648,False
ep007_task088,7,88,medium,0.9999,16-28,27,27,1.1180414558723322,raw,228.32489013671875,event,future,22,2.842170943040401e-14,False
ep007_task088,7,88,medium,0.9999,16-28,27,27,1.1180414558723322,raw,228.32489013671875,event,total,22,7.0597193216397045,False
ep007_task088,7,88,medium,0.9999,16-28,27,27,1.1180414558723322,actor_normalized,-0.14573338627815247,decision,own,22,6.720052893792214,False
ep007_task088,7,88,medium,0.9999,16-28,27,27,1.1180414558723322,actor_normalized,-0.14573338627815247,decision,future,22,2.842170943040401e-14,False
ep007_task088,7,88,medium,0.9999,16-28,27,27,1.1180414558723322,actor_normalized,-0.14573338627815247,decision,total,22,6.720052893792229,False
ep007_task088,7,88,medium,0.9999,16-28,27,27,1.1180414558723322,actor_normalized,-0.14573338627815247,event,own,22,7.059719321639648,False
ep007_task088,7,88,medium,0.9999,16-28,27,27,1.1180414558723322,actor_normalized,-0.14573338627815247,event,future,22,2.842170943040401e-14,False
ep007_task088,7,88,medium,0.9999,16-28,27,27,1.1180414558723322,actor_normalized,-0.14573338627815247,event,total,22,7.0597193216397045,False
ep007_task100,7,100,high,0.9999,16-28,16,16,3.20036869283706,raw,162.09637451171875,decision,own,27,10.344251194331463,False
ep007_task100,7,100,high,0.9999,16-28,16,16,3.20036869283706,raw,162.09637451171875,decision,future,27,-2.7612156878070664,False
ep007_task100,7,100,high,0.9999,16-28,16,16,3.20036869283706,raw,162.09637451171875,decision,total,27,7.583035506524453,False
ep007_task100,7,100,high,0.9999,16-28,16,16,3.20036869283706,raw,162.09637451171875,event,own,27,10.746620201117821,False
ep007_task100,7,100,high,0.9999,16-28,16,16,3.20036869283706,raw,162.09637451171875,event,future,27,-2.772190141406327,False
ep007_task100,7,100,high,0.9999,16-28,16,16,3.20036869283706,raw,162.09637451171875,event,total,27,7.974430059711523,False
ep007_task100,7,100,high,0.9999,16-28,16,16,3.20036869283706,actor_normalized,-0.9026257395744324,decision,own,27,10.344251194331463,False
ep007_task100,7,100,high,0.9999,16-28,16,16,3.20036869283706,actor_normalized,-0.9026257395744324,decision,future,27,-2.7612156878070664,False
ep007_task100,7,100,high,0.9999,16-28,16,16,3.20036869283706,actor_normalized,-0.9026257395744324,decision,total,27,7.583035506524453,False
ep007_task100,7,100,high,0.9999,16-28,16,16,3.20036869283706,actor_normalized,-0.9026257395744324,event,own,27,10.746620201117821,False
ep007_task100,7,100,high,0.9999,16-28,16,16,3.20036869283706,actor_normalized,-0.9026257395744324,event,future,27,-2.772190141406327,False
ep007_task100,7,100,high,0.9999,16-28,16,16,3.20036869283706,actor_normalized,-0.9026257395744324,event,total,27,7.974430059711523,False
ep007_task113,7,113,high,0.99,16-28,28,28,5.217403304519427,raw,74.94337463378906,decision,own,20,-10.266213319369207,False
ep007_task113,7,113,high,0.99,16-28,28,28,5.217403304519427,raw,74.94337463378906,decision,future,20,-3.131098814846098,False
ep007_task113,7,113,high,0.99,16-28,28,28,5.217403304519427,raw,74.94337463378906,decision,total,20,-13.397312134215326,False
ep007_task113,7,113,high,0.99,16-28,28,28,5.217403304519427,raw,74.94337463378906,event,own,20,-9.296655162587689,False
ep007_task113,7,113,high,0.99,16-28,28,28,5.217403304519427,raw,74.94337463378906,event,future,20,-2.9172240906345053,False
ep007_task113,7,113,high,0.99,16-28,28,28,5.217403304519427,raw,74.94337463378906,event,total,20,-12.213879253222174,False
ep007_task113,7,113,high,0.99,16-28,28,28,5.217403304519427,actor_normalized,-1.898653507232666,decision,own,20,-10.266213319369207,False
ep007_task113,7,113,high,0.99,16-28,28,28,5.217403304519427,actor_normalized,-1.898653507232666,decision,future,20,-3.131098814846098,False
ep007_task113,7,113,high,0.99,16-28,28,28,5.217403304519427,actor_normalized,-1.898653507232666,decision,total,20,-13.397312134215326,False
ep007_task113,7,113,high,0.99,16-28,28,28,5.217403304519427,actor_normalized,-1.898653507232666,event,own,20,-9.296655162587689,False
ep007_task113,7,113,high,0.99,16-28,28,28,5.217403304519427,actor_normalized,-1.898653507232666,event,future,20,-2.9172240906345053,False
ep007_task113,7,113,high,0.99,16-28,28,28,5.217403304519427,actor_normalized,-1.898653507232666,event,total,20,-12.213879253222174,False
ep007_task125,7,125,low,0.999,16-28,21,21,0.0458791414643706,raw,191.17669677734375,decision,own,27,3.42312826837599,False
ep007_task125,7,125,low,0.999,16-28,21,21,0.0458791414643706,raw,191.17669677734375,decision,future,27,-8.594965288181669,False
ep007_task125,7,125,low,0.999,16-28,21,21,0.0458791414643706,raw,191.17669677734375,decision,total,27,-5.1718370198056505,False
ep007_task125,7,125,low,0.999,16-28,21,21,0.0458791414643706,raw,191.17669677734375,event,own,27,3.4122836177656524,False
ep007_task125,7,125,low,0.999,16-28,21,21,0.0458791414643706,raw,191.17669677734375,event,future,27,-8.754867857884932,False
ep007_task125,7,125,low,0.999,16-28,21,21,0.0458791414643706,raw,191.17669677734375,event,total,27,-5.342584240119265,False
ep007_task125,7,125,low,0.999,16-28,21,21,0.0458791414643706,actor_normalized,-0.5702813863754272,decision,own,27,3.42312826837599,False
ep007_task125,7,125,low,0.999,16-28,21,21,0.0458791414643706,actor_normalized,-0.5702813863754272,decision,future,27,-8.594965288181669,False
