state_id,episode,task_id,load,requirement,safe_set_bin,safe_set_size,effective_set_size,max_backlog,own_event_spread,future_event_spread,total_event_spread,own_decision_spread,future_decision_spread,total_decision_spread,future_own_spread_ratio,own_optimal_set_size,total_optimal_set_size,own_total_optimal_overlap,own_total_optimal_jaccard,own_total_exact_optimal_set_agreement,own_total_disjoint,own_optimal_total_regret,conflict_state,spearman,kendall,sign_agreement,optimal_set_jaccard,optimal_set_exact_agreement,mean_regret_dec_ranking_on_event,mean_regret_event_ranking_on_dec
ep003_task163,3,163,medium,0.9,16-28,28,28,1.2618329731323503,21.093941125424386,22.226893669019802,42.781354980350955,20.71052025099241,23.40212209208454,43.57103625516237,1.053709856155324,7,6,6,0.8571428571428571,False,False,0.0,False,0.9999999999999998,0.9999999999999998,0.8571428571428571,1.0,True,0.0,0.0
ep003_task175,3,175,high,0.9,16-28,28,28,2.257058223648748,17.21268582027975,52.18833018261989,46.62657036151376,17.90063316602293,53.33683710679179,47.714077178535945,3.0319690214256,7,3,0,0.0,False,True,10.146287539592151,True,0.9939310344827588,0.9721448467966575,1.0,1.0,True,0.0,0.0
ep003_task188,3,188,low,0.99,16-28,28,28,0.0,27.854591501073358,12.768788830447221,27.854591501073344,26.57646285361959,12.694916820546439,26.576462853619603,0.45840876287685584,7,6,6,0.8571428571428571,False,False,0.0,False,1.0,1.0,1.0,1.0,True,0.0,0.0
ep003_task200,3,200,medium,0.9999,1-5,3,3,0.6206741833204481,0.9162457425315509,0.0,0.9162457425315509,0.9174041218102289,0.0,0.9174041218102289,0.0,2,2,2,1.0,True,False,0.0,False,1.0,0.9999999999999999,1.0,1.0,True,0.0,0.0
ep006_task001,6,1,low,0.99,16-28,28,28,0.0,36.17623744576463,0.0,36.17623744576457,34.488963912612135,0.0,34.48896391261212,0.0,7,7,7,1.0,True,False,0.0,False,0.9999999999999998,0.9999999999999998,1.0,1.0,True,0.0,0.0
ep006_task013,6,13,high,0.999,16-28,27,27,2.096893905770677,24.82064130970145,20.996687770142273,31.240690950050862,24.263379113626968,20.300076816081116,30.203759976549577,0.84593655369958,7,6,6,0.8571428571428571,False,False,0.0,False,1.0,1.0,1.0,1.0,True,0.0,0.0
ep006_task026,6,26,medium,0.9999,6-15,15,15,1.1137694396160658,4.93774365941276,15.624560074224462,13.630332580454308,4.766874252418589,15.563793343773881,13.641304387470711,3.1643117083325203,6,4,0,0.0,False,True,5.553146837247596,True,0.9999999999999998,1.0,1.0,1.0,True,0.0,0.0
ep006_task038,6,38,low,0.99,16-28,28,28,0.0,24.742530388522077,4.116523246366455,28.859053634888483,23.800003541650625,3.92839020276665,27.728393744417247,0.16637438377265115,7,6,6,0.8571428571428571,False,False,0.0,False,0.9999999999999998,0.9999999999999998,1.0,1.0,True,0.0,0.0
ep006_task051,6,51,low,0.999,16-28,23,23,0.0,11.492011066325546,0.0,11.492011066325517,11.378819595887656,0.0,11.378819595887649,0.0,7,7,7,1.0,True,False,0.0,False,1.0,1.0,1.0,1.0,True,0.0,0.0
ep006_task063,6,63,low,0.999,16-28,27,27,0.0,27.211276931613014,3.994440381755794,27.211276931612986,25.940921759410372,3.8048420345191403,25.940921759410458,0.14679356620398828,7,6,6,0.8571428571428571,False,False,0.0,False,0.9999999999999999,1.0,1.0,1.0,True,0.0,0.0
ep006_task076,6,76,low,0.9999,16-28,19,19,0.0,22.956181758834667,36.601296122785186,32.03278280777869,22.01458879838829,35.931538167938925,31.571129671764254,1.5943982543481652,7,5,0,0.0,False,True,4.230507094103814,True,1.0,1.0,1.0,1.0,True,0.0,0.0
ep006_task088,6,88,medium,0.9999,16-28,26,26,0.3256245943057816,37.20704080567545,0.0,37.20704080567555,35.426901793075544,0.0,35.42690179307556,0.0,7,7,7,1.0,True,False,0.0,False,1.0,1.0,1.0,1.0,True,0.0,0.0
ep006_task100,6,100,low,0.9999,16-28,19,19,0.0,21.511763077070206,0.0,21.511763077070214,20.55441616097029,0.0,20.554416160970277,0.0,5,5,5,1.0,True,False,0.0,False,1.0,1.0,1.0,1.0,True,0.0,0.0
ep006_task113,6,113,high,0.99,16-28,27,27,3.3085940674116805,21.773958034963798,18.83103548305695,25.74159817868471,24.344844273314134,18.57828287885087,26.12840982246732,0.864842094984237,7,6,6,0.8571428571428571,False,False,0.0,False,0.9999999999999999,1.0,1.0,1.0,True,0.0,0.0
ep006_task125,6,125,high,0.999,16-28,21,21,3.498791169643293,24.37256300779214,30.98619673132532,48.90663878476573,25.13256113950249,29.778333893095805,47.949862978839235,1.271355692933022,7,5,5,0.7142857142857143,False,False,0.0,False,0.9827700463883365,0.9378238341968912,1.0,1.0,True,0.0,0.0
ep006_task138,6,138,low,0.9,16-28,28,28,0.0,29.72479909610192,30.226215363147276,52.679580405702836,29.734125623084545,30.143559245866754,52.22041565465889,1.0168686175278847,7,4,4,0.5714285714285714,False,False,0.0,False,1.0,1.0,1.0,1.0,True,0.0,0.0
ep006_task150,6,150,medium,0.9,16-28,28,28,0.9594890819560228,32.614992875304395,2.585928831693991,33.63947451324975,31.471375186337404,2.46166716405412,32.446553677054226,0.07928650610413039,7,5,5,0.7142857142857143,False,False,0.0,False,1.0,0.9999999999999998,1.0,1.0,True,0.0,0.0
ep006_task163,6,163,low,0.9,16-28,28,28,0.0,21.53988231007856,0.0,21.539882310078553,21.065300411749554,0.0,21.065300411749547,0.0,7,7,7,1.0,True,False,0.0,False,0.9999999999999998,0.9999999999999998,1.0,1.0,True,0.0,0.0
ep006_task175,6,175,high,0.9,16-28,28,28,2.3464592269661733,21.606301241974666,30.08999611184737,36.7766148769183,22.275778133160042,29.17529118548441,36.12671230197037,1.392649106150172,7,4,0,0.0,False,True,9.333421117833609,True,0.9994472084024323,0.9943977591036414,1.0,1.0,True,0.0,0.0
ep006_task188,6,188,medium,0.99,16-28,28,28,1.596495583041019,41.345485107797444,0.0,41.34548510779743,39.74008225488619,0.0,39.740082254886346,0.0,7,7,7,1.0,True,False,0.0,False,0.9999999999999998,0.9999999999999998,1.0,1.0,True,0.0,0.0
ep006_task200,6,200,low,0.9999,6-15,7,7,0.0,4.580390937754885,0.0,4.580390937754885,4.612853353897286,0.0,4.612853353897286,0.0,4,4,4,1.0,True,False,0.0,False,0.9999999999999999,1.0,1.0,1.0,True,0.0,0.0
ep007_task001,7,1,low,0.99,16-28,28,28,0.0,36.17623744576463,0.0,36.17623744576463,34.488963912612135,0.0,34.488963912612064,0.0,7,7,7,1.0,True,False,0.0,False,0.9999999999999998,0.9999999999999998,1.0,1.0,True,0.0,0.0
ep007_task013,7,13,high,0.999,16-28,28,28,1.7857758787965294,29.82790223566473,0.0,29.82790223566468,28.7514296484444,0.0,28.7514296484444,0.0,7,7,7,1.0,True,False,0.0,False,0.9999999999999998,0.9999999999999998,1.0,1.0,True,0.0,0.0
ep007_task026,7,26,medium,0.9999,6-15,12,12,0.9100426728352616,4.93774365941276,1.9179807729856293,4.937743659412774,4.766874252418589,1.9475625889600678,4.766874252418461,0.3884326334619267,6,5,5,0.8333333333333334,False,False,0.0,False,1.0,1.0,1.0,1.0,True,0.0,0.0
ep007_task038,7,38,medium,0.99,16-28,28,28,1.0954516742535216,27.791527216541432,0.0,27.791527216541397,26.9253709573619,0.0,26.925370957361906,0.0,7,7,7,1.0,True,False,0.0,False,0.9999999999999998,0.9999999999999998,1.0,1.0,True,0.0,0.0
ep007_task051,7,51,high,0.999,16-28,25,25,2.5976624823615566,33.786836919855716,18.08884356286518,50.380301405513194,34.17079756554152,18.22940498885677,50.77319582127373,0.5353813855310853,7,6,6,0.8571428571428571,False,False,0.0,False,1.0,0.9999999999999998,1.0,1.0,True,0.0,0.0
ep007_task063,7,63,low,0.999,16-28,28,28,0.0,27.614820155621203,0.0,27.614820155621317,26.327184159272846,0.0,26.327184159272804,0.0,7,7,7,1.0,True,False,0.0,False,0.9999999999999998,0.9999999999999998,1.0,1.0,True,0.0,0.0
ep007_task076,7,76,medium,0.9999,6-15,15,15,0.6189528572883889,13.137780726961537,0.0,13.137780726961552,12.548486745851193,0.0,12.548486745851164,0.0,7,7,7,1.0,True,False,0.0,False,1.0,1.0,1.0,1.0,True,0.0,0.0
ep007_task088,7,88,medium,0.9999,16-28,27,27,1.1180414558723322,30.16337124528404,0.0,30.163371245284083,28.735856592161213,0.0,28.735856592161213,0.0,7,7,7,1.0,True,False,0.0,False,1.0,1.0,1.0,1.0,True,0.0,0.0
ep007_task100,7,100,high,0.9999,16-28,16,16,3.20036869283706,56.559968985585286,4.978435329366903,61.5384043149522,55.07209073949172,4.9587268661186386,60.03081760561034,0.08802047488101863,7,6,6,0.8571428571428571,False,False,0.0,False,1.0,1.0,1.0,1.0,True,0.0,0.0
ep007_task113,7,113,high,0.99,16-28,28,28,5.217403304519427,14.95966677446973,3.8937547685089555,18.853421542978694,16.39776418292035,4.17922331716656,20.576987500086915,0.2602835228358204,7,6,6,0.8571428571428571,False,False,0.0,False,0.999441964285714,0.9941690962099125,1.0,1.0,True,0.0,0.0
ep007_task125,7,125,low,0.999,16-28,21,21,0.0458791414643706,18.3715593475921,11.453125857970235,18.371559347592097,18.647626206514246,11.233457775832989,18.647626206514246,0.6234160988338401,7,6,6,0.8571428571428571,False,False,0.0,False,1.0,1.0,1.0,1.0,True,0.0,0.0
ep007_task138,7,138,low,0.9,16-28,28,28,0.0,20.879617640673615,0.0,20.879617640673644,20.60168342365924,0.0,20.60168342365921,0.0,7,7,7,1.0,True,False,0.0,False,0.9999999999999998,0.9999999999999998,1.0,1.0,True,0.0,0.0
ep007_task150,7,150,high,0.9,16-28,28,28,1.7966947144484116,42.58105810253193,0.0,42.58105810253193,41.393686266617166,0.0,41.39368626661724,0.0,7,7,7,1.0,True,False,0.0,False,0.9999999999999998,0.9999999999999998,1.0,1.0,True,0.0,0.0
ep007_task163,7,163,low,0.9,16-28,28,28,0.0,21.53988231007856,4.157181953399061,21.539882310078497,21.065300411749554,4.369978162567577,21.065300411749604,0.19299928818338555,7,6,6,0.8571428571428571,False,False,0.0,False,0.9999999999999998,1.0,1.0,1.0,True,0.0,0.0
ep007_task175,7,175,high,0.9,16-28,28,28,1.883612246935014,18.207814832290808,7.42944242912759,11.885802942373061,18.871042513413553,7.400692672201188,12.498053091011741,0.4080359174101321,7,6,0,0.0,False,True,1.107430539209929,True,0.9999999999999998,0.9999999999999998,1.0,1.0,True,0.0,0.0
ep007_task188,7,188,high,0.99,16-28,28,28,1.7474091353088816,52.145846768451506,28.016520744225204,37.76371500333232,50.15722465832592,27.16534287892722,36.4595891013297,0.5372723328979545,7,1,0,0.0,False,True,4.510499041686103,True,0.9999999999999998,0.9999999999999998,1.0,1.0,True,0.0,0.0
ep007_task200,7,200,low,0.9999,1-5,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1.0,True,False,0.0,False,,,1.0,1.0,True,0.0,0.0
ep010_task001,10,1,low,0.99,16-28,28,28,0.0,40.20634031907335,0.0,40.20634031907326,38.56385383641602,0.0,38.563853836416,0.0,7,7,7,1.0,True,False,0.0,False,0.9999999999999998,0.9999999999999998,1.0,1.0,True,0.0,0.0
ep010_task013,10,13,high,0.999,16-28,25,25,1.685286391816935,25.65101893225033,0.0,25.651018932250338,24.5542018821059,0.0,24.55420188210593,0.0,7,7,7,1.0,True,False,0.0,False,1.0,0.9999999999999999,1.0,1.0,True,0.0,0.0
ep010_task026,10,26,medium,0.9999,1-5,4,4,0.7400777689019762,1.2412712049429544,4.680111256507075,3.438840051564,1.1984283331092342,4.866408796403846,3.6679804632946116,3.77041796979586,1,2,0,0.0,False,True,3.438840051564,True,1.0,1.0,1.0,1.0,True,0.0,0.0
ep010_task038,10,38,low,0.99,16-28,28,28,0.0,24.742530388522077,4.177756512737773,24.742530388522084,23.800003541650625,4.041136811893239,23.80000354165071,0.1688492020474919,7,6,6,0.8571428571428571,False,False,0.0,False,1.0,0.9999999999999998,1.0,1.0,True,0.0,0.0
ep010_task051,10,51,medium,0.999,6-15,15,15,1.0421874235488249,9.118097399532743,53.04098692591123,51.31578090511448,8.919001733717117,50.96091596163018,49.283166968582805,5.817111246105938,5,6,0,0.0,False,True,20.940558972130873,True,1.0,1.0,1.0,1.0,True,0.0,0.0
ep010_task063,10,63,medium,0.999,16-28,25,25,0.5107535278580855,25.154789195709668,16.098176052103838,22.60284495851272,23.973663061795023,15.382202738591673,21.371449765304817,0.6399646574994753,7,6,6,0.8571428571428571,False,False,0.0,False,1.0,1.0,1.0,1.0,True,0.0,0.0
ep010_task076,10,76,low,0.9999,1-5,5,5,0.0,2.590092345189319,0.0,2.5900923451893334,2.469572853916901,0.0,2.469572853916901,0.0,2,2,2,1.0,True,False,0.0,False,1.0,1.0,1.0,1.0,True,0.0,0.0
ep010_task088,10,88,medium,0.9999,16-28,19,19,0.8981750053123221,43.80187883409856,0.0,43.8018788340986,41.72255816401429,0.0,41.72255816401429,0.0,6,6,6,1.0,True,False,0.0,False,1.0,1.0,1.0,1.0,True,0.0,0.0
ep010_task100,10,100,high,0.9999,6-15,7,7,2.032229740732725,14.14798686125338,10.20072806118597,7.033310758762013,13.535647320883925,10.406153348277357,6.324580400734419,0.721002087521184,3,2,2,0.6666666666666666,False,False,0.0,False,0.7647058823529412,0.6470588235294117,1.0,1.0,True,0.0,0.0
ep010_task113,10,113,low,0.99,16-28,25,25,0.0,11.209676128227834,16.08898295085413,10.707667344869549,11.64938611267652,18.546820838520915,13.187216258848593,1.4352763422253914,7,5,0,0.0,False,True,0.10868982077698774,True,0.8279569892473119,0.6328125,1.0,0.0,False,0.10868982077698774,0.14949168097470533
ep010_task125,10,125,low,0.999,6-15,12,12,0.0,9.556452920559003,0.0,9.556452920558996,9.543448040195102,0.0,9.54344804019513,0.0,4,4,4,1.0,True,False,0.0,False,0.9999999999999999,1.0,1.0,1.0,True,0.0,0.0
ep010_task138,10,138,low,0.9,16-28,28,28,0.0,20.879617640673615,0.0,20.879617640673615,20.60168342365924,0.0,20.60168342365924,0.0,7,7,7,1.0,True,False,0.0,False,0.9999999999999998,0.9999999999999998,1.0,1.0,True,0.0,0.0
ep010_task150,10,150,low,0.9,16-28,28,28,0.0,25.15877740195471,0.0,25.158777401954723,24.182367167908552,0.0,24.182367167908552,0.0,7,7,7,1.0,True,False,0.0,False,0.9999999999999998,0.9999999999999998,1.0,1.0,True,0.0,0.0
ep010_task163,10,163,low,0.9,16-28,28,28,0.0,21.53988231007856,0.0,21.539882310078553,21.065300411749554,0.0,21.065300411749547,0.0,7,7,7,1.0,True,False,0.0,False,0.9999999999999998,0.9999999999999998,1.0,1.0,True,0.0,0.0
ep010_task175,10,175,low,0.9,16-28,28,28,0.0,21.124961128575254,1.974970417742071,21.12496112857525,21.476185370378907,2.040558924297329,21.476185370378914,0.09348989594449826,7,6,6,0.8571428571428571,False,False,0.0,False,0.9999999999999998,0.9999999999999998,1.0,1.0,True,0.0,0.0
ep010_task188,10,188,high,0.99,16-28,28,28,2.353607082563466,42.405592593393536,9.907529661012404,45.517316747737596,40.6242491582536,9.572162295125679,43.60603976259563,0.23363733543381543,7,6,6,0.8571428571428571,False,False,0.0,False,0.9999999999999998,0.9999999999999998,1.0,1.0,True,0.0,0.0
ep010_task200,10,200,low,0.9999,empty,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1.0,True,False,0.0,False,,,1.0,1.0,True,0.0,0.0
ep011_task001,11,1,low,0.99,16-28,28,28,0.0,36.17623744576463,0.0,36.17623744576463,34.488963912612135,0.0,34.488963912612064,0.0,7,7,7,1.0,True,False,0.0,False,0.9999999999999998,0.9999999999999998,1.0,1.0,True,0.0,0.0
ep011_task013,11,13,medium,0.999,16-28,27,27,1.099559117051244,33.16149406077491,93.19478001434368,118.70854249961758,31.83007165843204,89.88299077286126,114.30477049432932,2.8103311582869592,7,4,4,0.5714285714285714,False,False,0.0,False,1.0,0.9999999999999998,1.0,1.0,True,0.0,0.0
ep011_task026,11,26,medium,0.9999,6-15,14,14,1.6715238872999256,21.86893127683318,0.0,21.868931276833166,21.365305155439657,0.0,21.365305155439614,0.0,6,6,6,1.0,True,False,0.0,False,0.9999999999999999,1.0,1.0,1.0,True,0.0,0.0
ep011_task038,11,38,low,0.99,16-28,28,28,0.0,24.742530388522077,16.342069684647925,19.08294453057465,23.800003541650625,15.987079357478251,18.390403539914814,0.6604849798316877,7,6,0,0.0,False,True,10.682483826700434,True,0.9999999999999998,0.9999999999999998,1.0,1.0,True,0.0,0.0
ep011_task051,11,51,medium,0.999,16-28,23,23,1.569143780428664,16.603946242510172,41.53945869717779,44.356450838256535,16.626038906604528,40.48263654905304,43.25289713846303,2.501782292623099,7,5,5,0.7142857142857143,False,False,0.0,False,0.9959839357429718,0.974468085106383,1.0,1.0,True,0.0,0.0
ep011_task063,11,63,medium,0.999,16-28,28,28,0.2287090664781847,27.614820155621203,0.0,27.614820155621203,26.327184159272846,0.0,26.32718415927286,0.0,7,7,7,1.0,True,False,0.0,False,0.9999999999999998,0.9999999999999998,1.0,1.0,True,0.0,0.0
ep011_task076,11,76,low,0.9999,6-15,14,14,0.0,20.89225236566645,0.0,20.89225236566648,19.993711554592863,0.0,19.993711554592863,0.0,5,5,5,1.0,True,False,0.0,False,1.0,1.0,1.0,1.0,True,0.0,0.0
ep011_task088,11,88,medium,0.9999,16-28,26,26,0.2627069030646081,37.20704080567545,0.0,37.20704080567552,35.426901793075544,0.0,35.4269017930755,0.0,7,7,7,1.0,True,False,0.0,False,1.0,1.0,1.0,1.0,True,0.0,0.0
ep011_task100,11,100,high,0.9999,16-28,16,16,2.546211273180448,25.525606851199946,0.0,25.525606851199996,24.414915877932202,0.0,24.414915877932202,0.0,6,6,6,1.0,True,False,0.0,False,1.0,1.0,1.0,1.0,True,0.0,0.0
ep011_task113,11,113,high,0.99,16-28,27,27,3.976105392306162,20.28520765126966,46.2648687111668,38.72578594135007,22.428265175819043,46.03821947645366,38.16870273680695,2.2807195029266096,7,4,0,0.0,False,True,24.514872022258317,True,0.9907435976550446,0.969788519637462,0.9629629629629629,1.0,True,0.0,0.0
ep011_task125,11,125,high,0.999,16-28,21,21,2.581793074402205,17.743161211231797,85.08438351553878,77.13638174794892,18.079523119288304,84.63415181805448,76.68587224068324,4.795333960088159,7,3,0,0.0,False,True,26.46650428585997,True,1.0,1.0,1.0,1.0,True,0.0,0.0
ep011_task138,11,138,high,0.9,16-28,28,28,2.410043473090716,38.57006901963339,0.0,38.57006901963342,39.41840161264528,0.0,39.418401612645255,0.0,7,7,7,1.0,True,False,0.0,False,0.9999999999999998,0.9999999999999998,1.0,1.0,True,0.0,0.0
ep011_task150,11,150,low,0.9,16-28,28,28,0.0,25.15877740195471,0.0,25.158777401954666,24.182367167908552,0.0,24.182367167908524,0.0,7,7,7,1.0,True,False,0.0,False,0.9999999999999998,0.9999999999999998,1.0,1.0,True,0.0,0.0
ep011_task163,11,163,low,0.9,16-28,28,28,0.0,21.53988231007856,0.0,21.539882310078582,21.065300411749554,0.0,21.065300411749547,0.0,7,7,7,1.0,True,False,0.0,False,0.9999999999999998,0.9999999999999998,1.0,1.0,True,0.0,0.0
