state_id,method,reference,candidate_count,spearman,pearson,top1_hit,top3_optimal_overlap,top5_optimal_overlap,top3_reference_overlap,top5_reference_overlap,best_action_index,reference_regret,reference_optimal_set_size
ep001_task175,SafeMin,OwnEvent,28,0.9999999999999998,0.9863469896212499,True,1.0,1.0,1.0,1.0,6,0.0,7
ep001_task175,PPOActor,OwnEvent,28,0.5492351846466555,0.5406062806430932,True,0.6666666666666666,0.4,0.6666666666666666,0.4,27,0.0,7
ep001_task175,CenteredAdvantage,OwnEvent,28,0.692392834194516,0.7464611123286818,True,0.6666666666666666,0.6,0.6666666666666666,0.6,21,0.0,7
ep001_task175,OldQ,OwnEvent,28,-0.04902567066545469,0.1086503575757608,False,0.0,0.2,0.0,0.2,5,12.968388375479993,7
ep001_task175,SafeMin,FutureEvent,28,,,True,1.0,1.0,1.0,1.0,6,0.0,28
ep001_task175,PPOActor,FutureEvent,28,,,True,1.0,1.0,1.0,1.0,27,0.0,28
ep001_task175,CenteredAdvantage,FutureEvent,28,,,True,1.0,1.0,1.0,1.0,21,0.0,28
ep001_task175,OldQ,FutureEvent,28,,,True,1.0,1.0,1.0,1.0,5,0.0,28
ep001_task175,SafeMin,TotalEvent,28,0.9999999999999998,0.98634698962125,True,1.0,1.0,1.0,1.0,6,0.0,7
ep001_task175,PPOActor,TotalEvent,28,0.5492351846466555,0.5406062806430936,True,0.6666666666666666,0.4,0.6666666666666666,0.4,27,0.0,7
ep001_task175,CenteredAdvantage,TotalEvent,28,0.692392834194516,0.7464611123286822,True,0.6666666666666666,0.6,0.6666666666666666,0.6,21,0.0,7
ep001_task175,OldQ,TotalEvent,28,-0.04902567066545469,0.10865035757576091,False,0.0,0.2,0.0,0.2,5,12.968388375479975,7
ep001_task188,SafeMin,OwnEvent,28,0.9999999999999998,0.9935319823480178,True,1.0,1.0,1.0,1.0,5,0.0,7
ep001_task188,PPOActor,OwnEvent,28,0.7478176829494271,0.6336401497586079,True,0.6666666666666666,0.6,0.6666666666666666,0.6,27,0.0,7
ep001_task188,CenteredAdvantage,OwnEvent,28,0.9168773974933012,0.9548689923025873,True,0.6666666666666666,0.6,0.6666666666666666,0.6,23,0.0,7
ep001_task188,OldQ,OwnEvent,28,0.47152898965861456,0.44020801531547155,True,1.0,0.6,1.0,0.6,5,0.0,7
ep001_task188,SafeMin,FutureEvent,28,,,True,1.0,1.0,1.0,1.0,5,0.0,28
ep001_task188,PPOActor,FutureEvent,28,,,True,1.0,1.0,1.0,1.0,27,0.0,28
ep001_task188,CenteredAdvantage,FutureEvent,28,,,True,1.0,1.0,1.0,1.0,23,0.0,28
ep001_task188,OldQ,FutureEvent,28,,,True,1.0,1.0,1.0,1.0,5,0.0,28
ep001_task188,SafeMin,TotalEvent,28,0.9999999999999998,0.9935319823480185,True,1.0,1.0,1.0,1.0,5,0.0,7
ep001_task188,PPOActor,TotalEvent,28,0.7478176829494271,0.6336401497586085,True,0.6666666666666666,0.6,0.6666666666666666,0.6,27,0.0,7
ep001_task188,CenteredAdvantage,TotalEvent,28,0.9168773974933012,0.9548689923025874,True,0.6666666666666666,0.6,0.6666666666666666,0.6,23,0.0,7
ep001_task188,OldQ,TotalEvent,28,0.47152898965861456,0.44020801531547166,True,1.0,0.6,1.0,0.6,5,0.0,7
ep001_task200,SafeMin,OwnEvent,6,1.0,0.9998854773677753,True,1.0,0.6,1.0,1.0,21,0.0,3
ep001_task200,PPOActor,OwnEvent,6,0.27774602993176545,0.23364673072406886,True,0.6666666666666666,0.6,0.6666666666666666,0.8,27,0.0,3
ep001_task200,CenteredAdvantage,OwnEvent,6,0.8332380897952965,0.7974167196428509,True,1.0,0.6,1.0,0.8,21,0.0,3
