state_id,episode,task_id,load,requirement,safe_set_bin,safe_set_size,effective_set_size,max_backlog,method,action_index,semantics,component,optimal_set_hit,top3_hit,top5_hit,regret,optimal_set_size,conflict_state
ep003_task125,3,125,high,0.999,16-28,25,25,3.3622540470970472,SafeMin,5,decision,future,True,True,True,0.0,18,False
ep003_task125,3,125,high,0.999,16-28,25,25,3.3622540470970472,SafeMin,5,decision,total,True,True,True,0.0,6,False
ep003_task125,3,125,high,0.999,16-28,25,25,3.3622540470970472,SafeMin,5,event,own,True,True,True,0.0,7,False
ep003_task125,3,125,high,0.999,16-28,25,25,3.3622540470970472,SafeMin,5,event,future,True,True,True,0.0,18,False
ep003_task125,3,125,high,0.999,16-28,25,25,3.3622540470970472,SafeMin,5,event,total,True,True,True,0.0,6,False
ep003_task138,3,138,low,0.9,16-28,28,28,0.0,SafeMin,5,decision,own,True,True,True,0.0,7,False
ep003_task138,3,138,low,0.9,16-28,28,28,0.0,SafeMin,5,decision,future,True,True,True,0.0,28,False
ep003_task138,3,138,low,0.9,16-28,28,28,0.0,SafeMin,5,decision,total,True,True,True,0.0,7,False
ep003_task138,3,138,low,0.9,16-28,28,28,0.0,SafeMin,5,event,own,True,True,True,0.0,7,False
ep003_task138,3,138,low,0.9,16-28,28,28,0.0,SafeMin,5,event,future,True,True,True,0.0,28,False
ep003_task138,3,138,low,0.9,16-28,28,28,0.0,SafeMin,5,event,total,True,True,True,0.0,7,False
ep003_task150,3,150,high,0.9,16-28,28,28,3.074168577100099,SafeMin,6,decision,own,True,True,True,0.0,7,False
ep003_task150,3,150,high,0.9,16-28,28,28,3.074168577100099,SafeMin,6,decision,future,True,True,True,0.0,28,False
ep003_task150,3,150,high,0.9,16-28,28,28,3.074168577100099,SafeMin,6,decision,total,True,True,True,0.0,7,False
ep003_task150,3,150,high,0.9,16-28,28,28,3.074168577100099,SafeMin,6,event,own,True,True,True,0.0,7,False
ep003_task150,3,150,high,0.9,16-28,28,28,3.074168577100099,SafeMin,6,event,future,True,True,True,0.0,28,False
ep003_task150,3,150,high,0.9,16-28,28,28,3.074168577100099,SafeMin,6,event,total,True,True,True,0.0,7,False
ep003_task163,3,163,medium,0.9,16-28,28,28,1.2618329731323503,SafeMin,6,decision,own,True,True,True,0.0,7,False
ep003_task163,3,163,medium,0.9,16-28,28,28,1.2618329731323503,SafeMin,6,decision,future,True,True,True,0.0,21,False
ep003_task163,3,163,medium,0.9,16-28,28,28,1.2618329731323503,SafeMin,6,decision,total,True,True,True,0.0,6,False
ep003_task163,3,163,medium,0.9,16-28,28,28,1.2618329731323503,SafeMin,6,event,own,True,True,True,0.0,7,False
ep003_task163,3,163,medium,0.9,16-28,28,28,1.2618329731323503,SafeMin,6,event,future,True,True,True,0.0,21,False
ep003_task163,3,163,medium,0.9,16-28,28,28,1.2618329731323503,SafeMin,6,event,total,True,True,True,0.0,6,False
ep003_task175,3,175,high,0.9,16-28,28,28,2.257058223648748,SafeMin,6,decision,own,True,True,True,0.0,7,True
ep003_task175,3,175,high,0.9,16-28,28,28,2.257058223648748,SafeMin,6,decision,future,False,False,False,15.267416727719592,6,True
ep003_task175,3,175,high,0.9,16-28,28,28,2.257058223648748,SafeMin,6,decision,total,False,False,False,9.644656799463746,3,True
ep003_task175,3,175,high,0.9,16-28,28,28,2.257058223648748,SafeMin,6,event,own,True,True,True,0.0,7,True
ep003_task175,3,175,high,0.9,16-28,28,28,2.257058223648748,SafeMin,6,event,future,False,False,False,15.708047360698288,6,True
ep003_task175,3,175,high,0.9,16-28,28,28,2.257058223648748,SafeMin,6,event,total,False,False,False,10.146287539592151,3,True
ep003_task188,3,188,low,0.99,16-28,28,28,0.0,SafeMin,5,decision,own,True,True,True,0.0,7,False
ep003_task188,3,188,low,0.99,16-28,28,28,0.0,SafeMin,5,decision,future,True,True,True,0.0,21,False
ep003_task188,3,188,low,0.99,16-28,28,28,0.0,SafeMin,5,decision,total,True,True,True,0.0,6,False
ep003_task188,3,188,low,0.99,16-28,28,28,0.0,SafeMin,5,event,own,True,True,True,0.0,7,False
ep003_task188,3,188,low,0.99,16-28,28,28,0.0,SafeMin,5,event,future,True,True,True,0.0,21,False
ep003_task188,3,188,low,0.99,16-28,28,28,0.0,SafeMin,5,event,total,True,True,True,0.0,6,False
ep003_task200,3,200,medium,0.9999,1-5,3,3,0.6206741833204481,SafeMin,24,decision,own,True,True,True,0.0,2,False
ep003_task200,3,200,medium,0.9999,1-5,3,3,0.6206741833204481,SafeMin,24,decision,future,True,True,True,0.0,3,False
ep003_task200,3,200,medium,0.9999,1-5,3,3,0.6206741833204481,SafeMin,24,decision,total,True,True,True,0.0,2,False
ep003_task200,3,200,medium,0.9999,1-5,3,3,0.6206741833204481,SafeMin,24,event,own,True,True,True,0.0,2,False
ep003_task200,3,200,medium,0.9999,1-5,3,3,0.6206741833204481,SafeMin,24,event,future,True,True,True,0.0,3,False
ep003_task200,3,200,medium,0.9999,1-5,3,3,0.6206741833204481,SafeMin,24,event,total,True,True,True,0.0,2,False
ep006_task001,6,1,low,0.99,16-28,28,28,0.0,SafeMin,5,decision,own,True,True,True,0.0,7,False
ep006_task001,6,1,low,0.99,16-28,28,28,0.0,SafeMin,5,decision,future,True,True,True,0.0,28,False
ep006_task001,6,1,low,0.99,16-28,28,28,0.0,SafeMin,5,decision,total,True,True,True,0.0,7,False
ep006_task001,6,1,low,0.99,16-28,28,28,0.0,SafeMin,5,event,own,True,True,True,0.0,7,False
ep006_task001,6,1,low,0.99,16-28,28,28,0.0,SafeMin,5,event,future,True,True,True,0.0,28,False
ep006_task001,6,1,low,0.99,16-28,28,28,0.0,SafeMin,5,event,total,True,True,True,0.0,7,False
ep006_task013,6,13,high,0.999,16-28,27,27,2.096893905770677,SafeMin,3,decision,own,True,True,True,0.0,7,False
ep006_task013,6,13,high,0.999,16-28,27,27,2.096893905770677,SafeMin,3,decision,future,True,True,True,0.0,20,False
ep006_task013,6,13,high,0.999,16-28,27,27,2.096893905770677,SafeMin,3,decision,total,True,True,True,0.0,6,False
ep006_task013,6,13,high,0.999,16-28,27,27,2.096893905770677,SafeMin,3,event,own,True,True,True,0.0,7,False
ep006_task013,6,13,high,0.999,16-28,27,27,2.096893905770677,SafeMin,3,event,future,True,True,True,0.0,20,False
ep006_task013,6,13,high,0.999,16-28,27,27,2.096893905770677,SafeMin,3,event,total,True,True,True,0.0,6,False
ep006_task026,6,26,medium,0.9999,6-15,15,15,1.1137694396160658,SafeMin,6,decision,own,True,True,True,0.0,6,True
ep006_task026,6,26,medium,0.9999,6-15,15,15,1.1137694396160658,SafeMin,6,decision,future,False,False,False,7.248309364370471,5,True
ep006_task026,6,26,medium,0.9999,6-15,15,15,1.1137694396160658,SafeMin,6,decision,total,False,False,False,5.325820408067273,4,True
ep006_task026,6,26,medium,0.9999,6-15,15,15,1.1137694396160658,SafeMin,6,event,own,True,True,True,0.0,6,True
ep006_task026,6,26,medium,0.9999,6-15,15,15,1.1137694396160658,SafeMin,6,event,future,False,False,False,7.547374331017636,5,True
ep006_task026,6,26,medium,0.9999,6-15,15,15,1.1137694396160658,SafeMin,6,event,total,False,False,False,5.553146837247596,4,True
ep006_task038,6,38,low,0.99,16-28,28,28,0.0,SafeMin,5,decision,own,True,True,True,0.0,7,False
ep006_task038,6,38,low,0.99,16-28,28,28,0.0,SafeMin,5,decision,future,False,False,False,3.92839020276665,21,False
ep006_task038,6,38,low,0.99,16-28,28,28,0.0,SafeMin,5,decision,total,False,False,False,3.928390202766593,6,False
ep006_task038,6,38,low,0.99,16-28,28,28,0.0,SafeMin,5,event,own,True,True,True,0.0,7,False
ep006_task038,6,38,low,0.99,16-28,28,28,0.0,SafeMin,5,event,future,False,False,False,4.116523246366455,21,False
