episode,tasks,mean_reward,mean_latency,mean_safe_set_size,empty_safe_set_rate,feasibility_rate,conditional_rsr,overall_rsr,avoidable_violation_count,unavoidable_violation_count,mean_masked_entropy,pair_78_frequency,pair_selection_hhi,top1_pair_frequency,pair_selection_entropy
1,200,59.926120822063915,2.0690237184174536,19.96,0.035,0.965,1.0,0.965,0,7,2.6920206147432326,0.05,0.05870000000000001,0.15,3.0581419843254163
2,200,61.55816471496182,2.0878290251041425,23.16,0.0,1.0,1.0,1.0,0,0,3.0226478928327563,0.075,0.04190000000000001,0.075,3.2416399778247005
3,200,60.171685193755664,2.1528476443809104,20.695,0.0,1.0,1.0,1.0,0,0,2.7875245144963263,0.095,0.046400000000000004,0.095,3.1916243228109975
4,200,57.57814812234039,2.088863798974491,21.095,0.065,0.935,1.0,0.935,0,13,2.749645257592201,0.13,0.05130000000000002,0.13,3.1585335221873967
5,200,61.62630902818457,2.080583352691327,22.285,0.0,1.0,1.0,1.0,0,0,2.987964310050011,0.075,0.04615000000000001,0.085,3.195609436969432
6,200,60.070071426476574,2.1562213635380227,19.75,0.0,1.0,1.0,1.0,0,0,2.7943254894018175,0.07,0.046700000000000005,0.075,3.1670360966420694
7,200,61.65776497724546,2.083303065048338,22.69,0.0,1.0,1.0,1.0,0,0,2.996743885278702,0.07,0.043050000000000005,0.08,3.238212981110144
8,200,61.47513230333909,2.0506965763971805,23.095,0.0,1.0,1.0,1.0,0,0,3.0769903844594957,0.035,0.04295000000000001,0.065,3.2200484736345345
9,200,57.67215713993469,2.0390410261449814,18.74,0.09,0.91,1.0,0.91,0,18,2.549005296230316,0.05,0.06930000000000001,0.185,3.0016368354481333
10,200,55.67114932908586,2.242688999032037,19.84,0.075,0.925,1.0,0.925,0,15,2.6457787960767747,0.06,0.0657,0.175,3.0226073379923815
11,200,57.398121614539704,2.04475197152171,18.445,0.09,0.91,1.0,0.91,0,18,2.521753105521202,0.21,0.07904999999999998,0.21,2.9443898519980496
12,200,61.01222133672481,2.107286103286432,23.775,0.0,1.0,1.0,1.0,0,0,3.082850871682167,0.045,0.04295,0.07,3.225728265556816
13,200,61.89176984646827,2.0378407069094653,20.99,0.0,1.0,1.0,1.0,0,0,2.917499576807022,0.055,0.044250000000000005,0.075,3.192978197663131
14,200,58.86378807207769,2.0125206819480663,20.475,0.065,0.935,1.0,0.935,0,13,2.7194043597579003,0.145,0.056850000000000005,0.145,3.0870219340337766
15,200,60.784531882283865,2.1113361289515593,24.32,0.0,1.0,1.0,1.0,0,0,3.1362055814266205,0.035,0.042550000000000004,0.065,3.234296085248033
16,200,54.25785259942397,2.1409390741323513,16.26,0.125,0.875,1.0,0.875,0,25,2.284412967860699,0.04,0.10160000000000002,0.275,2.8524453840941693
17,200,61.249630491090684,2.0573321536291256,22.27,0.0,1.0,1.0,1.0,0,0,3.002088551521301,0.05,0.04550000000000001,0.07,3.187291729428294
