state_id,trial_id,task_id,requirement,load_tertile,safe_set_size,safe_set_empty,effective_set_size,total_backlog_seconds,maximum_backlog_seconds,estimated_min_latency,myopic_action,ppo_sampled_action,ppo_high_probability_action,critic_value,snapshot_digest,state_feature_0,state_feature_1,state_feature_2,state_feature_3,state_feature_4,state_feature_5,state_feature_6,state_feature_7,state_feature_8,state_feature_9,state_feature_10,state_feature_11,state_feature_12,state_feature_13,state_feature_14,state_feature_15,state_feature_16,state_feature_17,state_feature_18,state_feature_19,state_feature_20,state_feature_21,state_feature_22,state_feature_23,state_feature_24,state_feature_25,state_feature_26,state_feature_27,state_feature_28,state_feature_29,state_feature_30,state_feature_31,state_feature_32,state_feature_33,state_feature_34
trial_005_ep1_task001,5,1,0.99,low,28,False,28,0.0,0.0,0.7286241918429177,5,18,27,42.48561096191406,daa9f4822d597ea260a2d3d3e3afd2ec585d2fd2d904db052a2ab4c154a98a6e,1.0,0.7858735918998718,0.6118251085281372,0.3553605377674103,0.2618909776210785,0.12416132539510727,0.07396519929170609,0.0,0.0,0.10000000149011612,0.20000000298023224,0.4000000059604645,0.5,0.699999988079071,0.800000011920929,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0833333358168602,0.5833333134651184,0.25,0.8333333134651184,0.0,0.5,1.0,0.3333333432674408,0.7991176843643188,0.04444444552063942,0.3333333432674408
trial_005_ep1_task002,5,2,0.99,low,27,False,27,0.0,0.0,1.3358726264455616,6,23,27,42.48543167114258,4f471202d43f863424244f7e705ac79b9f8b22f7ace1d752a31fef16645eeeb0,1.0,0.7858735918998718,0.6118251085281372,0.3553605377674103,0.2618909776210785,0.12416132539510727,0.07396519929170609,0.0,0.0,0.10000000149011612,0.20000000298023224,0.4000000059604645,0.5,0.699999988079071,0.800000011920929,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0833333358168602,0.5833333134651184,0.25,0.8333333134651184,0.0,0.5,1.0,0.3333333432674408,0.03841191902756691,0.4000000059604645,0.3333333432674408
trial_005_ep1_task003,5,3,0.9999,medium,13,False,13,2.9121298695050077,1.4919308085186491,0.7248515811007247,17,16,27,42.485801696777344,674b9fe75fe33e41b669b0156075ea1a0c88e96d5c16e37184a8593b99b3ce67,1.0,0.7858735918998718,0.6118251085281372,0.3553605377674103,0.2618909776210785,0.12416132539510727,0.07396519929170609,0.0,0.0,0.10000000149011612,0.20000000298023224,0.4000000059604645,0.5,0.699999988079071,0.800000011920929,1.0,0.0,0.0,0.0,0.08069417625665665,0.271658718585968,0.0,0.21090371906757355,0.0,0.0833333358168602,0.5833333134651184,0.25,0.8333333134651184,0.0,0.5,1.0,0.3333333432674408,0.41636982560157776,0.04444444552063942,1.0
trial_005_ep1_task004,5,4,0.9,medium,28,False,28,2.6469411948157173,1.3712983454125371,2.6405909250798056,6,27,27,42.48584747314453,13f4f8f6640b2feedd69d89f318f58af81e36e167d0cb4ecb78be44d72b3a035,1.0,0.7858735918998718,0.6118251085281372,0.3553605377674103,0.2618909776210785,0.12416132539510727,0.07396519929170609,0.0,0.0,0.10000000149011612,0.20000000298023224,0.4000000059604645,0.5,0.699999988079071,0.800000011920929,1.0,0.0,0.0,0.09193339198827744,0.0,0.2553010880947113,0.0,0.1787593811750412,0.0,0.0833333358168602,0.5833333134651184,0.25,0.8333333134651184,0.0,0.5,1.0,0.3333333432674408,0.7478485107421875,0.8222222328186035,0.0
trial_005_ep1_task005,5,5,0.999,high,27,False,27,3.750120741126661,2.7914176886628277,0.7123250850031588,2,2,27,42.48573684692383,a34708b0fffb4bd0a8bdec24ae1a97ef6c98c290ae30468286cbfb8be627f201,1.0,0.7858735918998718,0.6118251085281372,0.3553605377674103,0.2618909776210785,0.12416132539510727,0.07396519929170609,0.0,0.0,0.10000000149011612,0.20000000298023224,0.4000000059604645,0.5,0.699999988079071,0.800000011920929,1.0,0.0,0.0,0.0,0.0,0.19333745539188385,0.0,0.41102135181427,0.0,0.0833333358168602,0.5833333134651184,0.25,0.8333333134651184,0.0,0.5,1.0,0.3333333432674408,0.5179276466369629,0.02222222276031971,0.6666666865348816
trial_005_ep1_task006,5,6,0.99,high,21,False,21,3.7102581395226664,2.7714863878608305,2.4555854079828174,6,12,27,42.48580551147461,cf0ebedfacd97cdebd073ab298d23c53e3aa27c87018f382e3d0d6dcd4ecef45,1.0,0.7858735918998718,0.6118251085281372,0.3553605377674103,0.2618909776210785,0.12416132539510727,0.07396519929170609,0.0,0.0,0.10000000149011612,0.20000000298023224,0.4000000059604645,0.5,0.699999988079071,0.800000011920929,1.0,0.0,0.0,0.0,0.0,0.19008202850818634,0.0,0.4092877507209778,0.0,0.0833333358168602,0.5833333134651184,0.25,0.8333333134651184,0.0,0.5,1.0,0.3333333432674408,0.27783748507499695,0.8444444537162781,0.3333333432674408
trial_005_ep1_task009,5,9,0.9,low,28,False,28,0.0,0.0,1.59711918306019,5,21,27,42.48554611206055,96121ac533c9fbeb50feb3dc0619ebf7a9205411b0bd1923b08be01d7b5047ff,1.0,0.7858735918998718,0.6118251085281372,0.3553605377674103,0.2618909776210785,0.12416132539510727,0.07396519929170609,0.0,0.0,0.10000000149011612,0.20000000298023224,0.4000000059604645,0.5,0.699999988079071,0.800000011920929,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0833333358168602,0.5833333134651184,0.25,0.8333333134651184,0.0,0.5,1.0,0.3333333432674408,0.5459528565406799,0.42222222685813904,0.0
trial_005_ep1_task010,5,10,0.999,medium,22,False,22,1.9982745327415947,1.0026622983315976,0.9794085497098994,4,19,27,42.4857063293457,d9f6154ddb3aea9ee864e10e4c33b72b0cbc63982b917a0211200ce050a4ea45,1.0,0.7858735918998718,0.6118251085281372,0.3553605377674103,0.2618909776210785,0.12416132539510727,0.07396519929170609,0.0,0.0,0.10000000149011612,0.20000000298023224,0.4000000059604645,0.5,0.699999988079071,0.800000011920929,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20042574405670166,0.19929733872413635,0.0833333358168602,0.5833333134651184,0.25,0.8333333134651184,0.0,0.5,1.0,0.3333333432674408,0.4421493709087372,0.13333334028720856,0.6666666865348816
trial_005_ep1_task011,5,11,0.9999,low,0,True,1,0.2775453961326352,0.2775453961326352,2.205704999673081,27,27,27,42.48577880859375,b5b3f8fb71325bf165f50918d7c069ac3b0d8ed15cbd241d3a7b1d13ae5a8260,1.0,0.7858735918998718,0.6118251085281372,0.3553605377674103,0.2618909776210785,0.12416132539510727,0.07396519929170609,0.0,0.0,0.10000000149011612,0.20000000298023224,0.4000000059604645,0.5,0.699999988079071,0.800000011920929,1.0,0.0,0.0,0.0,0.06488426774740219,0.0,0.0,0.0,0.0,0.0833333358168602,0.5833333134651184,0.25,0.8333333134651184,0.0,0.5,1.0,0.3333333432674408,0.07807666808366776,0.7777777910232544,1.0
trial_005_ep1_task012,5,12,0.999,medium,13,False,13,1.0107870554753182,0.5753636389141539,1.6796131965198846,17,16,27,42.48582458496094,4601c2865663eec3b01021e8842ba1528672eaf3cb74023306a246ca928fabc8,1.0,0.7858735918998718,0.6118251085281372,0.3553605377674103,0.2618909776210785,0.12416132539510727,0.07396519929170609,0.0,0.0,0.10000000149011612,0.20000000298023224,0.4000000059604645,0.5,0.699999988079071,0.800000011920929,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1257525533437729,0.09816952794790268,0.0833333358168602,0.5833333134651184,0.25,0.8333333134651184,0.0,0.5,1.0,0.3333333432674408,0.7258930802345276,0.4000000059604645,0.6666666865348816
