state_id,trial_id,task_id,requirement,load_tertile,safe_set_size,reference_action,alternative_action,initial_peak_queue_difference_seconds,peak_step,half_life_50_steps,half_life_25_steps,half_life_10_steps,right_censored
trial_005_ep1_task001,5,1,0.99,low,28,5,0,0.38888888888888884,3,6.0,7.0,7.0,False
trial_005_ep1_task001,5,1,0.99,low,28,5,1,0.3888888888888884,2,3.0,7.0,7.0,False
trial_005_ep1_task001,5,1,0.99,low,28,5,2,0.38888888888888884,3,6.0,7.0,7.0,False
trial_005_ep1_task001,5,1,0.99,low,28,5,3,0.3888888888888884,2,3.0,3.0,7.0,False
trial_005_ep1_task001,5,1,0.99,low,28,5,4,0.38888888888888884,3,6.0,7.0,7.0,False
trial_005_ep1_task001,5,1,0.99,low,28,5,6,0.38888888888888884,3,6.0,7.0,7.0,False
trial_005_ep1_task001,5,1,0.99,low,28,5,7,0.46445221241953893,3,4.0,7.0,7.0,False
trial_005_ep1_task001,5,1,0.99,low,28,5,8,0.730182600889302,3,6.0,6.0,7.0,False
trial_005_ep1_task001,5,1,0.99,low,28,5,9,0.2635159342226352,3,7.0,7.0,7.0,False
trial_005_ep1_task001,5,1,0.99,low,28,5,10,0.730182600889302,3,6.0,6.0,7.0,False
trial_005_ep1_task001,5,1,0.99,low,28,5,11,0.5629695421776915,2,4.0,4.0,4.0,False
trial_005_ep1_task001,5,1,0.99,low,28,5,12,0.730182600889302,3,6.0,6.0,7.0,False
trial_005_ep1_task001,5,1,0.99,low,28,5,13,0.46445221241953893,3,4.0,7.0,7.0,False
trial_005_ep1_task001,5,1,0.99,low,28,5,14,0.3888888888888884,2,6.0,7.0,7.0,False
trial_005_ep1_task001,5,1,0.99,low,28,5,15,0.46445221241953893,3,4.0,7.0,7.0,False
trial_005_ep1_task001,5,1,0.99,low,28,5,16,0.258098296646041,4,6.0,6.0,6.0,False
trial_005_ep1_task001,5,1,0.99,low,28,5,17,0.46445221241953893,3,4.0,7.0,7.0,False
trial_005_ep1_task001,5,1,0.99,low,28,5,18,0.2635159342226352,3,7.0,7.0,7.0,False
trial_005_ep1_task001,5,1,0.99,low,28,5,19,0.730182600889302,3,6.0,6.0,7.0,False
trial_005_ep1_task001,5,1,0.99,low,28,5,20,0.35110917182427137,2,4.0,4.0,4.0,False
trial_005_ep1_task001,5,1,0.99,low,28,5,21,0.730182600889302,3,6.0,6.0,7.0,False
trial_005_ep1_task001,5,1,0.99,low,28,5,22,0.2635159342226352,3,7.0,7.0,7.0,False
trial_005_ep1_task001,5,1,0.99,low,28,5,23,0.4666666666666668,4,6.0,6.0,6.0,False
trial_005_ep1_task001,5,1,0.99,low,28,5,24,0.3888888888888884,2,4.0,7.0,7.0,False
trial_005_ep1_task001,5,1,0.99,low,28,5,25,0.37072635483488714,2,4.0,4.0,4.0,False
trial_005_ep1_task001,5,1,0.99,low,28,5,26,0.730182600889302,3,6.0,6.0,7.0,False
trial_005_ep1_task001,5,1,0.99,low,28,5,27,0.34129371200041314,3,4.0,4.0,4.0,False
trial_005_ep1_task002,5,2,0.99,low,27,6,1,1.3668975114950515,3,5.0,5.0,5.0,False
trial_005_ep1_task002,5,2,0.99,low,27,6,2,0.9308996007086225,2,5.0,5.0,5.0,False
trial_005_ep1_task002,5,2,0.99,low,27,6,3,0.9429363132227815,3,5.0,5.0,5.0,False
trial_005_ep1_task002,5,2,0.99,low,27,6,4,0.1763879441212226,1,5.0,5.0,5.0,False
trial_005_ep1_task002,5,2,0.99,low,27,6,5,0.546325093230315,4,5.0,5.0,5.0,False
trial_005_ep1_task002,5,2,0.99,low,27,6,7,1.0586745349665092,3,6.0,6.0,6.0,False
trial_005_ep1_task002,5,2,0.99,low,27,6,8,0.6551016776727803,5,6.0,6.0,6.0,False
trial_005_ep1_task002,5,2,0.99,low,27,6,9,0.6551016776727803,5,6.0,6.0,6.0,False
trial_005_ep1_task002,5,2,0.99,low,27,6,10,0.6551016776727803,5,6.0,6.0,6.0,False
trial_005_ep1_task002,5,2,0.99,low,27,6,11,0.6551016776727803,5,6.0,6.0,6.0,False
trial_005_ep1_task002,5,2,0.99,low,27,6,12,0.6551016776727803,5,6.0,6.0,6.0,False
trial_005_ep1_task002,5,2,0.99,low,27,6,13,1.0858395700551533,3,5.0,5.0,5.0,False
trial_005_ep1_task002,5,2,0.99,low,27,6,14,1.0978762825693122,3,5.0,5.0,5.0,False
trial_005_ep1_task002,5,2,0.99,low,27,6,15,0.33132791346775337,3,5.0,5.0,5.0,False
trial_005_ep1_task002,5,2,0.99,low,27,6,16,0.7012650625768457,4,5.0,5.0,5.0,False
trial_005_ep1_task002,5,2,0.99,low,27,6,17,0.4283933639868027,1,3.0,5.0,5.0,False
trial_005_ep1_task002,5,2,0.99,low,27,6,18,0.6618783717828824,3,5.0,5.0,5.0,False
trial_005_ep1_task002,5,2,0.99,low,27,6,19,0.45577916914294647,1,2.0,2.0,5.0,False
trial_005_ep1_task002,5,2,0.99,low,27,6,20,0.5787383860646158,1,2.0,5.0,5.0,False
trial_005_ep1_task002,5,2,0.99,low,27,6,21,0.6321671132641691,1,2.0,5.0,5.0,False
trial_005_ep1_task002,5,2,0.99,low,27,6,22,0.5592999514711834,1,3.0,3.0,5.0,False
trial_005_ep1_task002,5,2,0.99,low,27,6,23,0.6822591683928532,1,2.0,5.0,5.0,False
trial_005_ep1_task002,5,2,0.99,low,27,6,24,0.7356878955924064,1,3.0,5.0,5.0,False
trial_005_ep1_task002,5,2,0.99,low,27,6,25,0.9821408708277448,1,4.0,5.0,5.0,False
trial_005_ep1_task002,5,2,0.99,low,27,6,26,1.0355695980272983,2,5.0,5.0,5.0,False
trial_005_ep1_task002,5,2,0.99,low,27,6,27,1.1585288149489674,1,5.0,5.0,5.0,False
trial_005_ep1_task003,5,3,0.9999,medium,13,17,14,0.4666666666666668,2,4.0,4.0,4.0,False
trial_005_ep1_task003,5,3,0.9999,medium,13,17,15,0.008214480010821035,1,2.0,2.0,2.0,False
trial_005_ep1_task003,5,3,0.9999,medium,13,17,16,0.38888888888888884,2,4.0,4.0,4.0,False
trial_005_ep1_task003,5,3,0.9999,medium,13,17,19,0.13293867906266854,1,2.0,2.0,2.0,False
trial_005_ep1_task003,5,3,0.9999,medium,13,17,20,0.38888888888888884,2,4.0,4.0,4.0,False
trial_005_ep1_task003,5,3,0.9999,medium,13,17,21,0.14115315907348958,1,2.0,2.0,2.0,False
trial_005_ep1_task003,5,3,0.9999,medium,13,17,22,0.4666666666666668,2,4.0,4.0,4.0,False
trial_005_ep1_task003,5,3,0.9999,medium,13,17,23,0.8555555555555561,2,4.0,4.0,4.0,False
trial_005_ep1_task003,5,3,0.9999,medium,13,17,24,0.4666666666666668,2,4.0,4.0,4.0,False
trial_005_ep1_task003,5,3,0.9999,medium,13,17,25,0.38888888888888884,2,4.0,4.0,4.0,False
trial_005_ep1_task003,5,3,0.9999,medium,13,17,26,0.2591962697862149,1,2.0,2.0,2.0,False
trial_005_ep1_task003,5,3,0.9999,medium,13,17,27,0.38888888888888884,2,4.0,4.0,4.0,False
trial_005_ep1_task004,5,4,0.9,medium,28,6,0,3.8181279644949617,2,4.0,7.0,7.0,False
trial_005_ep1_task004,5,4,0.9,medium,28,6,1,0.70085537044729,3,4.0,4.0,4.0,False
trial_005_ep1_task004,5,4,0.9,medium,28,6,2,2.9477986571045003,1,3.0,4.0,4.0,False
trial_005_ep1_task004,5,4,0.9,medium,28,6,3,0.6192925796672681,3,4.0,4.0,4.0,False
trial_005_ep1_task004,5,4,0.9,medium,28,6,4,1.3310787990565713,3,4.0,4.0,4.0,False
trial_005_ep1_task004,5,4,0.9,medium,28,6,5,2.333333333333333,1,4.0,4.0,4.0,False
trial_005_ep1_task004,5,4,0.9,medium,28,6,7,3.8181279644949617,2,3.0,7.0,7.0,False
trial_005_ep1_task004,5,4,0.9,medium,28,6,8,6.745995320797464,2,3.0,3.0,7.0,False
trial_005_ep1_task004,5,4,0.9,medium,28,6,9,3.8181279644949617,2,3.0,7.0,7.0,False
trial_005_ep1_task004,5,4,0.9,medium,28,6,10,3.8181279644949617,2,3.0,7.0,7.0,False
trial_005_ep1_task004,5,4,0.9,medium,28,6,11,6.151461297828295,2,3.0,3.0,7.0,False
trial_005_ep1_task004,5,4,0.9,medium,28,6,12,3.8181279644949617,2,3.0,7.0,7.0,False
trial_005_ep1_task004,5,4,0.9,medium,28,6,13,2.9477986571045003,1,4.0,4.0,4.0,False
trial_005_ep1_task004,5,4,0.9,medium,28,6,14,2.05034492514116,3,4.0,4.0,4.0,False
trial_005_ep1_task004,5,4,0.9,medium,28,6,15,2.7621311445304633,3,4.0,4.0,4.0,False
trial_005_ep1_task004,5,4,0.9,medium,28,6,16,2.7621311445304633,3,4.0,4.0,4.0,False
