state_id,trial_id,task_id,requirement,load_tertile,safe_set_size,action_source,myopic_action,ppo_action,same_action,myopic_estimated_latency,ppo_estimated_latency,immediate_latency_gap,reliability_gap,rho_gap,q_ml_h1,q_ppo_h1,q_gap_ppo_minus_ml_h1,justified_h1,q_ml_h5,q_ppo_h5,q_gap_ppo_minus_ml_h5,justified_h5,q_ml_h10,q_ppo_h10,q_gap_ppo_minus_ml_h10,justified_h10,q_ml_h20,q_ppo_h20,q_gap_ppo_minus_ml_h20,justified_h20,q_ml_h50,q_ppo_h50,q_gap_ppo_minus_ml_h50,justified_h50
trial_005_ep1_task001,5,1,0.99,low,28,PPO sampled,5,18,False,0.7286241918429177,0.8774836699489208,0.14885947810600308,-6.078474945681034e-05,-0.023729739453898724,0.0,0.0,0.0,False,118.76984353912357,147.4171623996233,28.647318860499723,True,384.9401795494108,413.58749840991055,28.64731886049975,True,520.4051893049905,549.0525081654903,28.64731886049981,True,579.5287553315651,608.1760741920649,28.64731886049981,True
trial_005_ep1_task001,5,1,0.99,low,28,PPO high probability,5,27,False,0.7286241918429177,0.7286241918429177,0.0,0.0001261327332008344,-0.011458316075716263,0.0,0.0,0.0,False,118.76984353912357,145.322111674866,26.552268135742423,False,384.9401795494108,411.49244768515325,26.55226813574245,False,520.4051893049905,546.9574574407329,26.55226813574245,False,579.5287553315651,606.0810234673075,26.55226813574245,False
trial_005_ep1_task002,5,2,0.99,low,27,PPO sampled,6,23,False,1.3358726264455616,1.3893013536451146,0.05342872719955305,0.0009657403833156497,0.29912262374054654,0.0,0.0,0.0,False,345.19714120442393,314.2051580188675,-30.99198318555642,False,490.53364808545706,459.54166489990064,-30.99198318555642,False,641.0503255916567,610.0583424061002,-30.991983185556478,False,706.7431767322955,675.751193546739,-30.991983185556478,False
trial_005_ep1_task002,5,2,0.99,low,27,PPO high probability,6,27,False,1.3358726264455616,1.3358726264455616,0.0,0.0011835350187072713,0.10131684153766508,0.0,0.0,0.0,False,345.19714120442393,321.0570590220956,-24.140082182328342,False,490.53364808545706,466.3935659031287,-24.140082182328342,False,641.0503255916567,616.9102434093284,-24.140082182328342,False,706.7431767322955,682.6030945499672,-24.140082182328342,False
trial_005_ep1_task003,5,3,0.9999,medium,13,PPO sampled,17,16,False,0.7248515811007247,0.9922623308977603,0.2674107497970356,-1.5845946328418847e-06,0.1918387116767156,99.23524753523478,99.23524753523478,0.0,False,421.8143265248481,404.6448132769621,-17.169513247886016,False,546.8513956142128,529.6818823663268,-17.169513247886016,False,695.0121159213307,677.8426026734447,-17.169513247886016,False,768.0041727442629,750.8346594963768,-17.169513247886016,False
trial_005_ep1_task003,5,3,0.9999,medium,13,PPO high probability,17,27,False,0.7248515811007247,0.7248515811007247,0.0,1.4522932565208535e-05,0.09868420750713554,99.23524753523478,99.23524753523478,0.0,False,421.8143265248481,421.8143265248481,0.0,False,546.8513956142128,546.8513956142128,0.0,False,695.0121159213307,695.0121159213307,0.0,False,768.0041727442629,768.0041727442629,0.0,False
trial_005_ep1_task004,5,4,0.9,medium,28,PPO sampled,6,27,False,2.6405909250798056,2.6405909250798056,0.0,0.0036640983460231036,0.10131684153766508,91.9569436160262,91.9569436160262,0.0,False,339.34396193525254,339.34396193525254,0.0,False,514.0307150144971,514.0307150144971,0.0,False,642.8970612646776,642.8970612646776,0.0,False,723.9993466234909,723.9993466234909,0.0,False
trial_005_ep1_task004,5,4,0.9,medium,28,PPO high probability,6,27,False,2.6405909250798056,2.6405909250798056,0.0,0.0036640983460231036,0.10131684153766508,91.9569436160262,91.9569436160262,0.0,False,339.34396193525254,339.34396193525254,0.0,False,514.0307150144971,514.0307150144971,0.0,False,642.8970612646776,642.8970612646776,0.0,False,723.9993466234909,723.9993466234909,0.0,False
trial_005_ep1_task005,5,5,0.999,high,27,PPO sampled,2,2,True,0.7123250850031588,0.7123250850031588,0.0,0.0,0.0,0.0,0.0,0.0,False,274.8744647991404,274.8744647991404,0.0,False,504.1948309404503,504.1948309404503,0.0,False,652.4114958488697,652.4114958488697,0.0,False,704.1178416824208,704.1178416824208,0.0,False
trial_005_ep1_task005,5,5,0.999,high,27,PPO high probability,2,27,False,0.7123250850031588,0.7256304846475954,0.013305399644436555,0.0006959631705446556,0.07055288925139216,0.0,0.0,0.0,False,274.8744647991404,204.20063671205705,-70.67382808708336,False,504.1948309404503,433.5210028533669,-70.6738280870834,False,652.4114958488697,581.7376677617864,-70.67382808708328,False,704.1178416824208,633.4440135953375,-70.67382808708328,False
