state_id,trial_id,task_id,requirement,load_tertile,safe_set_size,choice,action_index,horizon,effective_horizon,delta_total_queue_length,delta_maximum_server_queue_length,delta_total_backlog_seconds,delta_maximum_server_backlog_seconds,delta_mean_waiting_time_seconds,delta_mean_future_task_latency_seconds,delta_mean_future_task_reward,delta_mean_server_utilization
trial_005_ep1_task001,5,1,0.99,low,28,Safe Min-Latency,5,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
trial_005_ep1_task001,5,1,0.99,low,28,Safe Min-Latency,5,5,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
trial_005_ep1_task001,5,1,0.99,low,28,Safe Min-Latency,5,10,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
trial_005_ep1_task001,5,1,0.99,low,28,Safe Min-Latency,5,20,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
trial_005_ep1_task001,5,1,0.99,low,28,Safe Min-Latency,5,50,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
trial_005_ep1_task001,5,1,0.99,low,28,Next-best immediate,11,1,1,0.0,0.0,0.0,0.0,0.0,-0.36562329959550066,15.635341261283003,0.0
trial_005_ep1_task001,5,1,0.99,low,28,Next-best immediate,11,5,5,0.0,0.0,0.0,0.0,0.0,-0.07312465991910044,3.127068252256592,-0.005144576584050986
trial_005_ep1_task001,5,1,0.99,low,28,Next-best immediate,11,10,10,0.0,0.0,0.0,0.0,0.0,-0.03656232995955011,1.563534126128289,-0.0007515252688010676
trial_005_ep1_task001,5,1,0.99,low,28,Next-best immediate,11,20,20,0.0,0.0,0.0,0.0,0.0,-0.018281164979775166,0.7817670630641516,-0.0003137022816807611
trial_005_ep1_task001,5,1,0.99,low,28,Next-best immediate,11,50,50,0.0,0.0,0.0,0.0,0.0,-0.007312465991909933,0.3127068252256606,-0.00011770003137506757
trial_005_ep1_task001,5,1,0.99,low,28,PPO high probability,27,1,1,0.0,0.0,0.0,0.0,0.0,-0.5387418349744606,25.68411269940212,0.0
trial_005_ep1_task001,5,1,0.99,low,28,PPO high probability,27,5,5,0.0,0.0,0.0,0.0,0.0,-0.10774836699489221,5.136822539880427,-0.028295171212280534
trial_005_ep1_task001,5,1,0.99,low,28,PPO high probability,27,10,10,0.0,0.0,0.0,0.0,0.0,-0.05387418349744588,2.5684112699402135,-0.004133388978405761
trial_005_ep1_task001,5,1,0.99,low,28,PPO high probability,27,20,20,0.0,0.0,0.0,0.0,0.0,-0.026937091748723274,1.2842056349701068,-0.001725362549244297
trial_005_ep1_task001,5,1,0.99,low,28,PPO high probability,27,50,50,0.0,0.0,0.0,0.0,0.0,-0.010774836699489088,0.5136822539880441,-0.0006473501725627329
trial_005_ep1_task001,5,1,0.99,low,28,PPO sampled,18,1,1,0.0,0.0,0.0,0.0,0.0,-0.5774836699489208,28.27059507564566,0.0
trial_005_ep1_task001,5,1,0.99,low,28,PPO sampled,18,5,5,0.0,-1.0,0.07777777777777795,-0.38888888888888884,0.0,-0.1154967339897841,5.654119015129126,-0.01616866926416033
trial_005_ep1_task001,5,1,0.99,low,28,PPO sampled,18,10,10,0.0,0.0,0.0,0.0,-0.043226990642612984,-0.05774836699489172,2.82705950756457,-0.0014434056749988433
trial_005_ep1_task001,5,1,0.99,low,28,PPO sampled,18,20,20,0.0,0.0,0.0,0.0,-0.021613495321306464,-0.028874183497446193,1.413529753782285,-0.0006025075568789617
trial_005_ep1_task001,5,1,0.99,low,28,PPO sampled,18,50,50,0.0,0.0,0.0,0.0,-0.008821834825023023,-0.011549673398978388,0.5654119015129098,-0.00022605879041875943
trial_005_ep1_task002,5,2,0.99,low,27,Safe Min-Latency,6,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
trial_005_ep1_task002,5,2,0.99,low,27,Safe Min-Latency,6,5,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
trial_005_ep1_task002,5,2,0.99,low,27,Safe Min-Latency,6,10,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
trial_005_ep1_task002,5,2,0.99,low,27,Safe Min-Latency,6,20,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
trial_005_ep1_task002,5,2,0.99,low,27,Safe Min-Latency,6,50,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
