episode,tasks,mean_reward,mean_latency,mean_safe_set_size,empty_safe_set_rate,feasibility_rate,conditional_rsr,overall_rsr,avoidable_violation_count,unavoidable_violation_count,mean_masked_entropy,pair_78_frequency,pair_selection_hhi
1,200,40.53173220418649,4.543044292393543,21.515,0.0,1.0,1.0,1.0,0,0,2.8210084581375123,0.96,0.9232
2,200,44.31702441694088,3.626689448805933,20.58,0.0,1.0,1.0,1.0,0,0,2.7492151740193367,0.975,0.95105
3,200,45.83026303200287,3.2669827307193224,20.485,0.0,1.0,1.0,1.0,0,0,2.7575843036174774,0.965,0.93245
4,200,52.627678872807685,2.7852733388845867,20.725,0.0,1.0,1.0,1.0,0,0,2.6514127165079118,0.97,0.9418
5,200,52.94791604630254,2.563299103456082,21.375,0.03,0.97,1.0,0.97,0,6,2.6691852474212645,0.755,0.5902999999999999
6,200,51.195473129799765,2.885525523807195,23.355,0.0,1.0,1.0,1.0,0,0,2.982903029322624,0.965,0.93245
7,200,38.5912422692869,5.743763317838195,22.465,0.0,1.0,1.0,1.0,0,0,2.8784749603271482,0.955,0.91405
8,200,45.11843894197345,3.258640274298989,20.81,0.065,0.935,1.0,0.935,0,13,2.654114033281803,0.95,0.9049999999999999
9,200,44.93505146291344,3.7804643980918042,25.845,0.0,1.0,1.0,1.0,0,0,3.142608470916748,0.98,0.9607999999999999
10,200,35.15420044978597,7.374789592562613,17.345,0.065,0.935,1.0,0.935,0,13,2.3250726151466368,0.96,0.9232
11,200,52.31094619220337,2.5899100253593814,22.43,0.06,0.94,1.0,0.94,0,12,2.749591361284256,0.9,0.8182
12,200,55.89392729096478,2.525643202003513,23.31,0.0,1.0,1.0,1.0,0,0,2.9898271352052688,0.96,0.9228500000000001
13,200,46.237248321423024,3.283283245705622,23.03,0.0,1.0,1.0,1.0,0,0,2.887256859242916,0.955,0.91405
14,200,48.63390390325675,2.339453657852765,18.74,0.17,0.83,1.0,0.83,0,34,2.4028907310962677,0.705,0.57555
15,200,52.25603408741895,2.8132018091994486,23.95,0.0,1.0,1.0,1.0,0,0,3.0083374643325804,0.95,0.9042
16,200,51.72197362014851,3.0177024024459924,23.17,0.0,1.0,1.0,1.0,0,0,2.9568097949028016,0.94,0.88665
17,200,47.95767851301015,3.035849862073551,22.585,0.0,1.0,1.0,1.0,0,0,2.937692041397095,0.965,0.93245
18,200,54.739289277412226,2.463888666012946,21.39,0.03,0.97,1.0,0.97,0,6,2.753632711172104,0.805,0.6604500000000001
19,200,37.51168058335287,4.697969767785601,22.755,0.0,1.0,1.0,1.0,0,0,2.9565843284130096,0.97,0.9418
20,200,43.11334904786532,2.2387707115640176,16.205,0.255,0.745,1.0,0.745,0,51,2.0842366605997085,0.68,0.5320000000000001
