state_id,trial_id,task_id,requirement,load_tertile,safe_set_size,action_source,myopic_action,ppo_action,same_action,myopic_estimated_latency,ppo_estimated_latency,immediate_latency_gap,reliability_gap,rho_gap,q_ml_h1,q_ppo_h1,q_gap_ppo_minus_ml_h1,justified_h1,q_ml_h5,q_ppo_h5,q_gap_ppo_minus_ml_h5,justified_h5,q_ml_h10,q_ppo_h10,q_gap_ppo_minus_ml_h10,justified_h10,q_ml_h20,q_ppo_h20,q_gap_ppo_minus_ml_h20,justified_h20,q_ml_h50,q_ppo_h50,q_gap_ppo_minus_ml_h50,justified_h50
trial_001_ep1_task001,1,1,0.99,low,28,PPO sampled,5,21,False,0.7286241918429177,0.8774836699489208,0.14885947810600308,-1.6151133505504234e-05,-0.0391893322900452,110.70609298906523,99.23524753523478,-11.47084545383045,False,356.8540634491621,345.3832179953316,-11.470845453830464,False,477.55184471227716,466.08099925844664,-11.47084545383052,False,651.7092761856093,640.2384307317786,-11.470845453830634,False,722.6975411154576,711.226695661627,-11.470845453830634,False
trial_001_ep1_task001,1,1,0.99,low,28,PPO high probability,5,27,False,0.7286241918429177,0.7286241918429177,0.0,3.736632889106417e-06,-0.011458316075716263,110.70609298906523,110.70609298906523,0.0,False,356.8540634491621,356.8540634491621,0.0,False,477.55184471227716,477.55184471227716,0.0,False,651.7092761856093,651.7092761856093,0.0,False,722.6975411154576,722.6975411154576,0.0,False
trial_001_ep1_task002,1,2,0.99,low,28,PPO sampled,6,13,False,1.3358726264455616,1.766772227154184,0.4308996007086223,-0.0005242897400239421,0.14709424232976237,75.42139057481937,61.338480255969806,-14.082910318849564,False,316.9727546370466,302.8898443181971,-14.082910318849486,False,460.98090237441056,446.8979920555611,-14.082910318849486,False,632.3279339374922,618.2450236186427,-14.082910318849486,False,694.5278776692319,680.4449673503824,-14.082910318849486,False
trial_001_ep1_task002,1,2,0.99,low,28,PPO high probability,6,27,False,1.3358726264455616,1.3358726264455616,0.0,0.00015348564880324211,0.10131684153766508,75.42139057481937,75.42139057481937,0.0,False,316.9727546370466,316.9727546370466,0.0,False,460.98090237441056,460.98090237441056,0.0,False,632.3279339374922,632.3279339374922,0.0,False,694.5278776692319,694.5278776692319,0.0,False
trial_001_ep1_task004,1,4,0.9,low,28,PPO sampled,6,10,False,2.6405909250798056,2.933951885362523,0.2933609602827172,-0.00048256422803916177,0.16512667168276635,165.50840570382786,161.43458189101284,-4.0738238128150215,False,377.56641015551673,373.4925863427017,-4.0738238128150215,False,539.7906255548093,535.7168017419942,-4.0738238128150215,False,691.6127662358679,687.5389424230527,-4.073823812815135,False,769.5070499754241,765.433226162609,-4.073823812815135,False
trial_001_ep1_task004,1,4,0.9,low,28,PPO high probability,6,27,False,2.6405909250798056,2.6405909250798056,0.0,0.000504880764591431,0.10131684153766508,165.50840570382786,165.50840570382786,0.0,False,377.56641015551673,377.56641015551673,0.0,False,539.7906255548093,539.7906255548093,0.0,False,691.6127662358679,691.6127662358679,0.0,False,769.5070499754241,769.5070499754241,0.0,False
trial_001_ep1_task007,1,7,0.9,medium,28,PPO sampled,6,11,False,1.9252442939352221,1.9473687985833554,0.022124504648133314,0.0001625782319053526,0.12641717597777652,0.0,0.0,0.0,False,265.9852018866021,243.879062706166,-22.106139180436116,False,434.3020408552702,412.1959016748341,-22.106139180436116,False,578.3692807263637,556.2631415459275,-22.10613918043623,False,664.78376220782,642.6776230273838,-22.10613918043623,False
trial_001_ep1_task007,1,7,0.9,medium,28,PPO high probability,6,27,False,1.9252442939352221,1.9252442939352221,0.0,0.0002772304003236803,0.10131684153766508,0.0,0.0,0.0,False,265.9852018866021,244.35156991960764,-21.63363196699447,False,434.3020408552702,412.66840888827574,-21.63363196699447,False,578.3692807263637,556.7356487593693,-21.63363196699447,False,664.78376220782,643.1501302408255,-21.63363196699447,False
trial_001_ep1_task010,1,10,0.999,low,28,PPO sampled,5,25,False,0.8437559194374525,0.8437559194374525,0.0,7.086742067063945e-06,0.2117678970658153,101.60800775048706,101.60800775048706,0.0,False,305.2534813823031,305.2534813823031,0.0,False,551.1387796589702,551.1387796589702,0.0,False,660.732456025936,660.732456025936,0.0,False,741.1619315204412,741.1619315204412,0.0,False
trial_001_ep1_task010,1,10,0.999,low,28,PPO high probability,5,27,False,0.8437559194374525,0.8437559194374525,0.0,9.200677997811546e-06,-0.011458316075716263,101.60800775048706,101.60800775048706,0.0,False,305.2534813823031,305.2534813823031,0.0,False,551.1387796589702,551.1387796589702,0.0,False,660.732456025936,660.732456025936,0.0,False,741.1619315204412,741.1619315204412,0.0,False
trial_001_ep1_task017,1,17,0.99,low,28,PPO sampled,5,12,False,1.077977382891575,1.200332675189662,0.12235529229808684,-6.63762096431153e-05,0.03310585132158611,208.24481204281562,202.24186943273742,-6.0029426100782075,False,355.4964860590183,349.4935434489401,-6.0029426100782075,False,419.18375135114997,413.18080874107176,-6.0029426100782075,False,590.3251634725949,584.3222208625167,-6.0029426100782075,False,672.5269467523638,666.5240041422855,-6.0029426100782075,False
trial_001_ep1_task017,1,17,0.99,low,28,PPO high probability,5,27,False,1.077977382891575,1.077977382891575,0.0,1.4871447451159092e-05,-0.011458316075716263,208.24481204281562,208.24481204281562,0.0,False,355.4964860590183,355.4964860590183,0.0,False,419.18375135114997,419.18375135114997,0.0,False,590.3251634725949,590.3251634725949,0.0,False,672.5269467523638,672.5269467523638,0.0,False
trial_001_ep1_task022,1,22,0.9,low,28,PPO sampled,6,10,False,2.4341176893655105,2.7889075992880845,0.354789909922574,-0.0005283912872553476,0.16512667168276635,0.0,0.0,0.0,False,118.6624933745164,107.85494300010443,-10.807550374411974,False,322.2059415949388,305.6760975765473,-16.529844018391486,False,484.85091126166316,468.32106724327167,-16.529844018391486,False,555.7433560936844,539.213512075293,-16.529844018391373,False
trial_001_ep1_task022,1,22,0.9,low,28,PPO high probability,6,27,False,2.4341176893655105,2.4341176893655105,0.0,0.0005533154890600134,0.10131684153766508,0.0,0.0,0.0,False,118.6624933745164,118.6624933745164,0.0,False,322.2059415949388,322.2059415949388,0.0,False,484.85091126166316,484.85091126166316,0.0,False,555.7433560936844,555.7433560936844,0.0,False
trial_001_ep1_task025,1,25,0.9999,high,3,PPO sampled,23,27,False,2.020429508787442,2.020429508787442,0.0,4.287644757328124e-05,-0.19780578220288147,0.0,0.0,0.0,False,210.27894698977013,191.05927512108966,-19.21967186868048,False,363.88440190942265,344.66473004074214,-19.219671868680507,False,535.3934414521825,516.1737695835021,-19.219671868680393,False,612.357663406743,593.1379915380626,-19.219671868680393,False
trial_001_ep1_task025,1,25,0.9999,high,3,PPO high probability,23,27,False,2.020429508787442,2.020429508787442,0.0,4.287644757328124e-05,-0.19780578220288147,0.0,0.0,0.0,False,210.27894698977013,191.05927512108966,-19.21967186868048,False,363.88440190942265,344.66473004074214,-19.219671868680507,False,535.3934414521825,516.1737695835021,-19.219671868680393,False,612.357663406743,593.1379915380626,-19.219671868680393,False
trial_001_ep1_task027,1,27,0.99,medium,28,PPO sampled,2,2,True,3.3393030118569134,3.3393030118569134,0.0,0.0,0.0,173.17136700013464,173.17136700013464,0.0,False,335.01186231171204,335.01186231171204,0.0,False,490.82877642896983,490.82877642896983,0.0,False,657.3985215632212,657.3985215632212,0.0,False,733.2439622058545,733.2439622058545,0.0,False
trial_001_ep1_task027,1,27,0.99,medium,28,PPO high probability,2,20,False,3.3393030118569134,3.3393030118569134,0.0,0.0015744357114324536,0.2885673756785122,173.17136700013464,173.17136700013464,0.0,False,335.01186231171204,335.01186231171204,0.0,False,490.82877642896983,490.82877642896983,0.0,False,657.3985215632212,657.3985215632212,0.0,False,733.2439622058545,733.2439622058545,0.0,False
trial_001_ep1_task028,1,28,0.9,medium,28,PPO sampled,5,26,False,1.2832463335033053,1.2868920373203236,0.003645703817018342,-2.314236393752278e-05,0.2158391986365821,0.0,0.0,0.0,False,173.0874216973881,179.82277256841928,6.735350871031187,True,396.8219908315969,403.5573417026281,6.735350871031187,True,531.2948208657316,538.0301717367627,6.735350871031073,True,615.5675326908795,622.3028835619106,6.735350871031073,True
